N	2gram	Vygotskiy__4	VelikijI
174	была с	1	1
175	и вообще	1	1
176	не была	1	1
177	нас это	2	1
178	но может	2	1
179	быть никогда	1	1
180	я не	4	1
181	и ее	2	1
182	по смыслу	1	1
183	не был	2	1
184	превращает в	1	1
185	меня в	1	1
186	в их	2	1
187	и на	5	1
188	и который	1	1
189	бы то	2	1
190	других людей	1	1
191	природы и	1	1
192	и царство	1	1
193	все в	1	1
194	что оно	3	1
195	к нему	1	1
196	ее к	1	1
197	ко всякому	1	1
198	но как	1	1
199	ее от	1	1
200	если в	1	1
201	с которыми	1	1
202	менее всего	1	1
203	но нет	1	1
204	себе и	2	1
205	бы в	1	1
206	не просто	4	1
207	это лишь	1	1
208	и чем	1	1
209	который окончательно	1	1
210	как в	3	1
211	в своем	7	1
212	с именем	4	1
213	что нет	2	1
214	все же	5	1
215	есть что-то	1	1
216	но с	1	1
217	себя с	1	1
218	сделать это	3	1
219	в двух	4	1
220	могли бы	2	1
221	мы видим	6	1
222	и каким	1	1
223	мы увидим	2	1
224	ли он	2	1
225	и хотя	1	1
226	и так	4	1
227	со своей	1	1
228	в самом	12	1
229	словах его	1	1
230	в которой	4	1
231	что это	13	1
232	бы ни	1	1
233	но под	1	1
234	в целом	5	1
235	в этой	9	1
236	же и	1	1
237	им в	1	1
238	он делает	1	1
239	вот в	1	1
240	уже в	2	1
241	в которую	1	1
242	слово это	1	1
243	в виде	3	1
244	и если	9	1
245	по законам	1	1
246	в исторических	1	1
247	последних словах	1	1
248	по словам	2	1
249	нас если	1	1
250	но от	1	1
251	говорит что	10	1
252	теперь это	1	1
253	теперь его	1	1
254	и вот	6	1
255	вовсе не	5	1
256	не для	3	1
257	в недостаточной	1	1
258	но что	1	1
259	у него	6	1
260	на этом	3	1
261	в руки	2	1
262	переход к	2	1
263	и вместе	1	1
264	ее на	2	1
265	на нее	2	1
266	бы это	3	1
267	для того	23	1
268	им по	1	1
269	то ни	1	1
270	в легенде	2	1
271	и с	2	1
272	ней и	1	1
273	не надо	2	1
274	только вы	1	1
275	много говорить	1	1
276	с другой	2	1
277	которого не	1	1
278	есть не	1	1
279	мы станем	1	1
280	соединение и	1	1
281	даже что	1	1
282	говорит о	4	1
283	эта попытка	1	1
284	и своего	1	1
285	она и	1	1
286	и опять	3	1
287	на которых	1	1
288	ничем не	2	1
289	и уже	4	1
290	с которым	1	1
291	для чего	4	1
292	слова для	1	1
293	человека не	1	1
294	и своим	1	1
295	и было	1	1
296	него не	1	1
297	который я	1	1
298	какая же	1	1
299	него в	1	1
300	себя за	1	1
301	как сама	1	1
302	вместе с	8	1
303	так же	13	1
304	как это	14	1
305	то есть	13	1
306	в лице	1	1
307	что всякий	2	1
308	мы в	3	1
309	над ним	2	1
310	у нас	4	1
311	в которых	3	1
312	он говорит	3	1
313	для всякого	1	1
314	с такой	2	1
315	в одном	3	1
316	не понимает	2	1
317	его воли	1	1
318	поскольку он	1	1
319	сбудется и	1	1
320	это значит	1	1
321	который он	2	1
322	и смерти	1	1
323	этого слова	3	1
324	с этой	4	1
325	и очень	1	1
326	на пути	2	1
327	нет никакого	1	1
328	любви и	1	1
329	какие бы	1	1
330	папы а	2	1
331	иногда может	2	1
332	чтобы заставить	2	1
333	и другое	2	1
334	неба и	1	1
335	и остается	2	1
336	не по	2	1
337	и два	1	1
338	и именно	2	1
339	мы все	3	1
340	образом по	1	1
341	приведены к	1	1
342	нам и	1	1
343	и от	2	1
344	в день	1	1
345	найти в	1	1
346	и всегда	1	1
347	это как	1	1
348	которая в	1	1
349	ничего не	2	1
350	человек и	1	1
351	того как	1	1
352	может быть	22	1
353	пути и	3	1
354	как она	10	1
355	конце концов	3	1
356	видим что	2	1
357	будем говорить	1	1
358	во всем	2	1
359	будто бы	1	1
360	вот что	1	1
361	на него	4	1
362	в сознании	1	1
363	к ее	1	1
364	связь с	5	1
365	жизни в	1	1
366	что на	1	1
367	и третье	1	1
368	другой стороны	2	1
369	не быть	1	1
370	но все	2	1
371	в трех	1	1
372	к этому	4	1
373	вся история	1	1
374	в окончательном	1	1
375	его с	1	1
376	всего что	1	1
377	в искусстве	2	1
378	и другие	1	1
379	в своих	3	1
380	и эта	2	1
381	это в	4	1
382	нужна только	1	1
383	себя и	1	1
384	она не	3	1
