N	2gram	Tiupa_Lite_3	PoTuStor
327	во внешнем	1	1
328	в свете	1	1
329	все время	3	1
330	и были	1	1
331	на наших	1	1
332	человека как	1	1
333	и об	2	1
334	и духовно	1	1
335	и мир	1	1
336	к нему	1	1
337	что здесь	1	1
338	но так	1	1
339	к их	1	1
340	может оказаться	1	1
341	о смерти	1	1
342	об их	1	1
343	и жизни	3	1
344	с одной	4	1
345	в качестве	5	1
346	себя в	7	1
347	уже в	1	1
348	нами и	1	1
349	то и	1	1
350	за свой	2	1
351	оно в	1	1
352	ним и	1	1
353	в конце	2	1
354	вовсе не	1	1
355	ее не	1	1
356	не случайно	3	1
357	случае не	1	1
358	как раз	2	1
359	время говорит	1	1
360	этом отношении	5	1
361	внутреннего мира	1	1
362	для того	2	1
363	со стороны	7	1
364	в истинном	1	1
365	или иной	2	1
366	с другой	6	1
367	на ее	1	1
368	само нуждается	1	1
369	и тех	1	1
370	в свою	2	1
371	и быть	1	1
372	а с	1	1
373	или словами	3	1
374	что для	1	1
375	альфой и	1	1
376	связано с	1	1
377	у нас	2	1
378	одной стороны	4	1
379	на этот	1	1
380	а не	12	1
381	власти и	1	1
382	в руках	1	1
383	человек есть	1	1
384	объекте в	1	1
385	не всегда	2	1
386	именно оно	1	1
387	становится ясным	1	1
388	в связи	1	1
389	этой же	1	1
390	в человеке	1	1
391	в данном	4	1
392	тому как	3	1
393	стороны человека	1	1
394	быть только	2	1
395	основе этих	1	1
396	быть не	2	1
397	человека который	1	1
398	с последним	1	1
399	этом и	1	1
400	точно и	1	1
401	под названием	1	1
402	это уже	1	1
403	потому не	1	1
404	и другими	1	1
405	которая в	1	1
406	особого рода	5	1
407	еще более	1	1
408	я в	7	1
409	может наиболее	1	1
410	же в	2	1
411	и омегой	1	1
412	к ее	1	1
413	жизни в	4	1
414	нет ничего	1	1
415	в период	1	1
416	в психологии	1	1
417	с ней	2	1
418	а во	1	1
419	мир но	1	1
420	не что	1	1
421	и жизнь	1	1
422	себе но	1	1
423	в своих	2	1
424	этой точки	1	1
425	как на	3	1
