N	2gram	Bakhtin_KF_1	Problemy
639	бы совершенно	1	1
640	я в	1	1
641	содержания а	1	1
642	стремится быть	1	1
643	не о	2	1
644	но уже	1	1
645	которые могут	1	1
646	и сама	1	1
647	во всей	4	1
648	и делает	2	1
649	не было	8	1
650	были бы	2	1
651	чувствует себя	1	1
652	и т.п	1	1
653	он живет	1	1
654	и из	1	1
655	а именно	1	1
656	и самая	1	1
657	один и	1	1
658	но о	1	1
659	предмет и	2	1
660	больше и	1	1
661	смысла и	2	1
662	от этого	2	1
663	жизнь в	1	1
664	его как	5	1
665	всеми своими	1	1
666	здесь этот	1	1
667	своей структуре	1	1
668	есть лишь	5	1
669	но есть	2	1
670	бы оно	2	1
671	может непосредственно	1	1
672	вместе с	1	1
673	и потому	2	1
674	как это	1	1
675	в духе	1	1
676	о возможности	1	1
677	из которых	2	1
678	над ним	1	1
679	где же	1	1
680	ли его	1	1
681	и оценок	1	1
682	смысле этого	1	1
683	это есть	2	1
684	и всей	1	1
685	в мир	1	1
686	только себя	1	1
687	развивается как	1	1
688	в это	2	1
689	его собственном	1	1
690	о его	1	1
691	здесь есть	1	1
692	свой тон	1	1
693	которой он	2	1
694	нисколько не	4	1
695	к другим	1	1
696	но с	1	1
697	и единого	1	1
698	которых он	1	1
699	для выражения	1	1
700	предмет как	2	1
701	этот процесс	1	1
702	и от	1	1
703	я всегда	1	1
704	а к	1	1
705	совершенно иной	1	1
706	оценок так	1	1
707	это может	1	1
708	в третьем	1	1
709	и ни	3	1
710	ничего общего	2	1
711	места в	4	1
712	же в	1	1
713	не я	3	1
714	контекста в	2	1
715	я работаю	1	1
716	за этим	1	1
717	видения и	2	1
718	я то	1	1
719	по поводу	1	1
720	границу между	1	1
721	за исключением	1	1
722	но можно	4	1
723	жизни а	1	1
724	переход из	1	1
725	возникает ряд	1	1
726	но оно	1	1
727	и другой	1	1
728	мысли но	1	1
729	эти слова	1	1
730	жизни и	8	1
731	а я	1	1
732	все что	1	1
733	это в	1	1
734	всем своим	1	1
735	к этому	2	1
736	факт наличности	1	1
737	они не	1	1
