N	2gram	Vinokur_St_1	Narrotol
230	себя в	1	2
231	исключительно в	1	2
232	в виде	3	2
233	в начале	3	2
234	не все	3	2
235	в равной	2	2
236	о них	2	2
237	обратиться к	1	2
238	одно из	2	2
239	а то	2	2
240	по словам	4	2
241	могло бы	2	2
242	т п	9	2
243	вовсе не	19	2
244	в других	2	2
245	с другим	1	2
246	именно в	6	2
247	а с	3	2
248	в настоящем	1	2
249	мира это	1	2
250	говорит о	3	2
251	превращается в	2	2
252	если не	2	2
253	более чем	2	2
254	так же	5	2
255	я уже	3	2
256	к своему	1	2
257	о чем	1	2
258	видит в	1	2
259	в течение	1	2
260	его жизни	3	2
261	xix в	5	2
262	той мере	1	2
263	но это	6	2
264	видно что	3	2
265	это был	1	2
266	ни для	1	2
267	к которому	4	2
268	потому не	1	2
269	в результате	3	2
270	нас нет	7	2
271	но также	9	2
272	бы в	1	2
273	тем более	4	2
274	не должен	1	2
275	истории а	1	2
276	хотя бы	6	2
277	во время	3	2
278	точно так	1	2
279	в своих	2	2
280	по поводу	7	2
281	он лишь	1	2
282	можно назвать	2	2
283	как на	1	2
284	они не	1	2
285	а между	1	1
286	отношения к	2	1
287	не должны	1	1
288	также и	9	1
289	например в	8	1
290	не имел	1	1
291	словами и	1	1
292	это и	4	1
293	даже сказать	1	1
294	каждый из	1	1
295	тем же	3	1
296	чего не	1	1
297	оказывается для	1	1
298	из его	1	1
299	ведь и	3	1
300	видеть в	1	1
301	в зависимости	1	1
302	текста в	5	1
303	живой речи	1	1
304	им самим	1	1
305	если я	1	1
306	изложения и	1	1
307	вопрос о	4	1
308	понимают что	1	1
309	не была	2	1
310	оба эти	2	1
311	на себя	1	1
312	и другая	1	1
313	зависимости от	1	1
314	отступление от	1	1
315	это время	1	1
316	проявляется в	1	1
317	и говорить	1	1
318	и самого	1	1
319	в уста	3	1
320	быть в	2	1
321	это действительно	1	1
322	его словам	1	1
323	не хотелось	1	1
324	во всех	8	1
325	бы она	1	1
326	расхождения в	1	1
327	в сторону	2	1
328	очевидно что	1	1
329	в новом	4	1
330	отношение к	2	1
331	не просто	1	1
332	за пределы	2	1
333	из таких	1	1
334	голосом и	1	1
335	как говорит	1	1
336	в одной	1	1
337	до его	1	1
338	предполагает в	1	1
339	смыслу слов	1	1
340	этой стороны	1	1
341	что касается	3	1
342	им в	1	1
343	отношении система	1	1
344	оказаться в	1	1
345	самое важное	1	1
346	здесь и	1	1
347	это их	2	1
348	то в	3	1
349	отступает от	1	1
350	а есть	1	1
351	в которой	4	1
352	бы и	4	1
353	в литературном	2	1
354	так или	2	1
355	бы не	2	1
356	с их	1	1
357	не могла	2	1
358	сейчас и	1	1
359	раз когда	1	1
360	сказал что	1	1
361	у читателя	1	1
362	если к	1	1
363	нашего времени	1	1
364	в плане	1	1
365	какой бы	1	1
366	что ни	2	1
367	никому не	1	1
368	пример из	1	1
369	смысле как	1	1
370	не всё	1	1
371	без исключения	1	1
372	его не	1	1
373	которой является	1	1
374	входит в	1	1
375	обоих случаях	1	1
376	который так	1	1
377	этом смысле	1	1
378	всю свою	1	1
379	здесь нет	1	1
380	в это	1	1
381	ни в	3	1
382	сто лет	3	1
383	в сумме	1	1
384	всю жизнь	1	1
385	эту тему	4	1
386	не всегда	2	1
387	он имеет	1	1
388	здесь всего	1	1
389	ровным счетом	1	1
390	ему по	1	1
391	в развитии	1	1
392	только тем	2	1
393	что создает	1	1
394	есть в	2	1
395	никаких оснований	2	1
396	своем роде	1	1
397	в такой	2	1
398	и без	3	1
399	это делает	1	1
400	всяком случае	6	1
401	одним и	2	1
402	знает и	2	1
403	за сто	1	1
404	в которых	5	1
405	от себя	1	1
406	действительно так	1	1
407	что было	1	1
408	их в	2	1
409	всего его	1	1
410	трудно было	1	1
411	естественно не	1	1
412	нет никакого	1	1
413	всех их	1	1
414	из нас	1	1
415	в отношении	9	1
416	случае в	4	1
417	каждого отдельного	1	1
418	можно ли	4	1
419	слова до	1	1
420	вплоть до	5	1
421	но они	1	1
422	как можно	2	1
423	истории о	1	1
424	она не	2	1
425	дело не	4	1
426	на котором	1	1
427	и притом	1	1
428	было не	2	1
429	в основе	3	1
430	время как	2	1
431	здесь например	1	1
432	лишь то	1	1
433	чем не	1	1
434	вытекает из	2	1
435	виде в	1	1
436	отнестись к	1	1
437	неприемлемый для	1	1
438	и лишь	1	1
439	более что	2	1
440	и после	1	1
441	на мой	1	1
442	не по	3	1
443	только с	2	1
444	как будто	4	1
445	читаем что	1	1
446	в каком	3	1
447	имеет право	1	1
448	xx века	1	1
449	не могут	1	1
450	есть только	2	1
451	города в	1	1
452	и вполне	3	1
453	ли не	2	1
454	не хотел	1	1
455	которым в	1	1
456	ли в	2	1
457	в истолковании	1	1
458	к фразе	1	1
459	как мы	1	1
460	тем и	1	1
461	и о	1	1
462	что все	2	1
463	в виду	1	1
464	языка и	4	1
465	хотя не	1	1
466	счетом ничего	1	1
467	то время	2	1
468	собой по	1	1
469	ясно что	10	1
470	было в	1	1
471	каждого из	2	1
472	которая была	2	1
473	во многом	1	1
474	еще в	1	1
475	когда в	1	1
476	это только	1	1
477	не имели	2	1
478	не на	1	1
479	раз того	1	1
480	настаивать на	1	1
481	люди с	1	1
482	время в	1	1
483	говорит об	2	1
484	идентичности и	1	1
485	не умею	1	1
486	с личной	1	1
487	утверждает что	1	1
488	с того	1	1
489	может не	2	1
490	времени в	1	1
491	это была	1	1
492	это было	1	1
493	нет это	2	1
494	к нему	2	1
495	с одним	1	1
496	и во	2	1
497	же итог	1	1
498	а потому	2	1
499	это нужно	1	1
500	во всей	1	1
501	в другой	1	1
502	них в	1	1
503	иначе в	1	1
504	также в	2	1
505	следовало бы	2	1
506	говорит в	2	1
507	быть и	2	1
508	с той	1	1
509	но с	3	1
510	в двух	3	1
511	что только	1	1
512	время когда	1	1
513	кроме самого	1	1
514	одной из	1	1
515	простым и	1	1
516	этот вопрос	4	1
517	которым он	1	1
518	своей неуместностью	1	1
519	каким он	1	1
520	и кажется	1	1
521	как нечто	1	1
522	б м	1	1
523	и так	3	1
524	по мнению	3	1
525	деле не	1	1
526	но то	1	1
527	i и	1	1
528	именно на	1	1
529	так что	6	1
530	того же	3	1
531	ряде случаев	1	1
532	указания на	1	1
533	ни одного	2	1
534	является не	4	1
535	в данной	2	1
536	и их	2	1
537	в одном	1	1
538	в прошлом	1	1
539	объяснения в	1	1
540	никто не	4	1
541	не для	2	1
542	не о	1	1
543	но что	1	1
544	которые могут	1	1
545	тем что	5	1
546	на некоторые	1	1
547	в текстах	1	1
548	бы это	2	1
549	для того	10	1
550	где в	1	1
551	после него	1	1
552	оснований видеть	1	1
553	нужно было	2	1
554	даже не	4	1
555	является их	1	1
556	до сих	7	1
557	которые по	1	1
558	а именно	3	1
559	в ряде	1	1
560	чем он	1	1
561	и последующих	1	1
562	но о	1	1
563	или о	1	1
564	что не	3	1
565	пушкина как	6	1
566	но все-таки	1	1
567	выше я	2	1
568	связано с	1	1
569	это прежде	2	1
570	его смерти	1	1
571	на этот	3	1
572	этой системе	1	1
573	более того	1	1
574	не означает	1	1
575	однако и	2	1
576	стороны и	1	1
577	и с	3	1
578	его собственной	2	1
579	ни о	1	1
580	на эту	4	1
581	что мы	5	1
582	не видит	1	1
583	текста если	1	1
584	уже давно	1	1
585	нет никаких	2	1
586	внимания к	1	1
587	все благополучно	1	1
588	вместе с	1	1
589	и потому	2	1
590	некоторые из	1	1
591	всей его	1	1
592	что именно	1	1
593	xix века	1	1
594	это за	1	1
595	что же	6	1
596	за рамки	1	1
597	в первой	12	1
598	ему известна	1	1
599	том смысле	2	1
600	сказать не	1	1
601	и от	1	1
602	сих пор	7	1
603	все это	5	1
604	этом и	1	1
605	подобные вопросы	1	1
606	с изумлением	1	1
607	напомню что	1	1
608	каждой из	1	1
609	которых он	1	1
610	мой взгляд	1	1
611	опоры в	1	1
612	не существует	3	1
613	не подлежит	1	1
614	никто ничего	1	1
615	котором он	1	1
616	или в	1	1
617	только у	2	1
618	другое дело	1	1
619	но эти	1	1
620	по одной	1	1
621	в этих	2	1
622	еще более	4	1
623	будто бы	3	1
624	хотя в	2	1
625	самому и	1	1
626	которая на	1	1
627	две стороны	1	1
628	не знает	2	1
629	себя самого	1	1
630	и сейчас	4	1
631	в последнем	1	1
632	что при	2	1
633	из этого	1	1
634	который не	2	1
635	время не	1	1
636	просто не	1	1
637	поэтому как	1	1
638	к этому	1	1
639	во всяком	6	1
640	гораздо более	4	1
