N	2gram	Losev_Prob_4	SlovoVZh
282	чем отличается	2	1
283	и являются	2	1
284	не нужно	1	1
285	на них	1	1
286	там же	2	1
287	основе своей	1	1
288	столь же	2	1
289	является просто	1	1
290	в значительной	2	1
291	ли кто-нибудь	2	1
292	произведение является	1	1
293	во всех	4	1
294	и во	4	1
295	положения и	1	1
296	то мы	2	1
297	все в	3	1
298	друг к	1	1
299	и всего	1	1
300	то в	2	1
301	от его	1	1
302	отождествлять с	1	1
303	самый принцип	1	1
304	коем случае	3	1
305	искусства в	1	1
306	себе и	3	1
307	крайней мере	6	1
308	и можно	5	1
309	что они	2	1
310	именно в	7	1
311	сама по	2	1
312	содержание можно	1	1
313	уже во	1	1
314	нем и	1	1
315	каких бы	1	1
316	и уж	2	1
317	и она	1	1
318	что именно	2	1
319	сказать то	1	1
320	так называемая	2	1
321	выйти из	1	1
322	что здесь	6	1
323	на которой	1	1
324	сомневается в	1	1
325	перед нами	13	1
326	виду и	1	1
327	кто не	1	1
328	здесь вовсе	1	1
329	понять и	1	1
330	хотя и	5	1
331	и понимания	1	1
332	тот же	2	1
333	на другие	1	1
334	и художественного	1	1
335	явления в	1	1
336	более или	2	1
337	о самом	1	1
338	чего же	1	1
339	движение и	3	1
340	не имеющих	1	1
341	можно в	1	1
342	по мнению	1	1
343	что это	2	1
344	в целом	1	1
345	литературе и	1	1
346	таком понимании	1	1
347	если мы	5	1
348	в эти	1	1
349	не то	2	1
350	себя в	2	1
351	думать что	1	1
352	есть в	7	1
353	им в	1	1
354	бы только	1	1
355	сливаются в	3	1
356	и будучи	1	1
357	не обходится	3	1
358	значение и	1	1
359	в виде	22	1
360	они слишком	1	1
361	что она	4	1
362	богатым и	1	1
363	или даже	4	1
364	при помощи	10	1
365	смысле она	1	1
366	убедились что	1	1
367	себе в	3	1
368	всяком случае	4	1
369	ведь это	1	1
370	не как	1	1
371	пор мы	1	1
372	в одном	4	1
373	и вот	1	1
374	вовсе не	21	1
375	ничего общего	5	1
376	относится не	1	1
377	друг друга	2	1
378	у него	1	1
379	из нее	1	1
380	и рождается	1	1
381	или иных	3	1
382	с искусством	1	1
383	вопросов о	1	1
384	самом же	2	1
385	что является	1	1
386	само собой	3	1
387	даже и	13	1
388	том же	1	1
389	бы это	1	1
390	здесь мы	3	1
391	относительно всех	1	1
392	и только	4	1
393	что все	1	1
394	образом к	1	1
395	же деле	2	1
396	в другом	3	1
397	выходит за	2	1
398	должно быть	1	1
399	было бы	14	1
400	этом смысле	3	1
401	и соответствующие	1	1
402	и прежде	2	1
403	и тем	7	1
404	отражение в	1	1
405	кажется что	2	1
406	но есть	1	1
407	только к	3	1
408	что для	1	1
409	говорит о	2	1
410	для них	2	1
411	от нее	1	1
412	но уже	1	1
413	не было	3	1
414	рядом с	1	1
415	не знает	1	1
416	все равно	3	1
417	далеко не	2	1
418	и самый	1	1
419	не на	1	1
420	в ее	5	1
421	не всегда	1	1
422	не ради	1	1
423	несмотря на	4	1
424	они являются	1	1
425	никакое осмысленное	1	1
426	при более	1	1
427	о чем	1	1
428	на эту	1	1
429	всех других	2	1
430	в истории	3	1
431	и тогда	2	1
432	ему но	1	1
433	близка к	1	1
434	но можно	1	1
435	искусства может	1	1
436	или менее	2	1
437	до степени	1	1
438	нужно думать	1	1
439	в идиоте	2	1
440	но если	6	1
441	в частности	2	1
442	третьем лице	2	1
443	то он	2	1
444	нас не	1	1
445	но особенно	1	1
446	и без	6	1
447	бесконечное количество	4	1
448	то есть	27	1
449	что всякий	3	1
450	она в	2	1
451	чем более	1	1
452	не могут	1	1
453	и независимо	2	1
454	чем мы	1	1
455	является еще	1	1
456	оно стало	1	1
457	подобно этому	1	1
458	признать что	1	1
459	если оно	2	1
460	является только	2	1
461	но эта	2	1
462	этих моментов	1	1
463	которые в	1	1
464	сами по	2	1
465	с такою	2	1
466	для их	1	1
467	по крайней	6	1
468	и общества	1	1
469	и почти	1	1
470	мы еще	1	1
471	для нее	1	1
472	и вся	1	1
473	другие области	1	1
474	метафора ни	1	1
475	себе оно	1	1
476	что современная	1	1
477	же то	1	1
478	только для	3	1
479	суждения о	1	1
480	в который	1	1
481	в смысле	5	1
482	в обоих	2	1
483	самого начала	1	1
484	как о	3	1
485	здесь на	2	1
486	тех или	4	1
487	весь этот	2	1
488	не является	10	1
489	в основе	1	1
490	мы убедились	1	1
491	время как	2	1
492	здесь конечно	2	1
493	уже на	1	1
494	того чтобы	2	1
495	чем не	1	1
496	не существует	5	1
497	взятый в	1	1
498	тот не	1	1
499	это мы	1	1
500	в результате	8	1
501	в коем	3	1
502	человек и	1	1
503	только и	5	1
504	в качестве	10	1
505	имеем дело	3	1
506	еще более	2	1
507	тем более	4	1
508	все стороны	1	1
509	и общего	1	1
510	мы должны	3	1
511	по своей	1	1
512	всякого художественного	1	1
513	связи с	3	1
514	можно только	2	1
515	для анализа	1	1
516	в искусстве	1	1
517	случае нельзя	1	1
518	в свою	1	1
519	это уже	3	1
520	входят в	1	1
521	уже и	3	1
522	как будто	11	1
523	и делает	1	1
524	анализа в	1	1
525	жизни в	2	1
526	в области	3	1
527	больше того	1	1
528	с ней	2	1
529	у нас	14	1
530	является то	1	1
531	равно как	1	1
532	что можно	1	1
533	самой своей	1	1
534	является и	3	1
535	поэтому не	2	1
536	когда мы	5	1
537	есть только	2	1
538	или иного	3	1
539	даже ни	1	1
540	моменты жизни	1	1
541	вошли в	1	1
542	ее нет	1	1
543	что оно	1	1
544	к другим	1	1
545	отражает предмет	1	1
546	обходится без	2	1
547	в таком	6	1
548	во всяком	8	1
549	к тому	3	1
