N	2gram	Vygotskiy__2	EvropaiE
226	тогда когда	3	2
227	на язык	1	2
228	как будто	7	2
229	именно потому	2	2
230	что на	4	2
231	к той	1	2
232	не могут	3	2
233	могут быть	4	2
234	только одно	1	2
235	утверждать что	4	2
236	которого мы	3	2
237	от друга	1	2
238	как не	2	2
239	свою очередь	2	2
240	данном случае	4	2
241	культуры и	1	2
242	по сравнению	2	2
243	если бы	6	2
244	в известных	1	2
245	и поэтому	4	2
246	и та	1	2
247	и что	22	2
248	и во	1	2
249	к нему	2	2
250	ее от	1	2
251	в его	2	2
252	подходит к	1	2
253	мы должны	3	2
254	эти последние	1	2
255	этот вопрос	3	2
256	в какой	2	2
257	в большинстве	1	2
258	если в	2	2
259	при помощи	10	2
260	и других	3	2
261	в одном	2	2
262	заметить что	2	2
263	в других	2	2
264	только к	1	2
265	в некоторых	1	2
266	на основании	1	2
267	на этот	2	2
268	а не	7	2
269	и тут	1	2
270	с а	1	2
271	что все	9	2
272	вместе с	2	2
273	сравнению с	2	2
274	не дают	1	2
275	наряду с	4	2
276	в европейской	1	2
277	что же	3	2
278	поскольку он	1	2
279	для понимания	1	2
280	совершенно очевидно	1	2
281	и таким	2	2
282	с мы	1	2
283	или в	1	2
284	и все	4	2
285	но еще	1	2
286	бы в	1	2
287	еще более	3	2
288	и наконец	1	2
289	исключительно в	1	2
290	в другой	1	2
291	мы видим	4	2
292	а в	4	2
293	не есть	1	2
294	имеет в	1	2
295	между ними	1	2
296	другой стороны	2	2
297	жизни и	4	2
298	и эта	1	2
299	как известно	1	1
300	ту же	4	1
301	ко всем	1	1
302	и т	10	1
303	например в	3	1
304	в русских	1	1
305	в тех	1	1
306	и это	4	1
307	или к	1	1
308	же по	1	1
309	от своей	1	1
310	и до	4	1
311	речь идет	1	1
312	исходит из	5	1
313	противном случае	1	1
314	с таким	8	1
315	каком они	1	1
316	и связанное	1	1
317	той же	8	1
318	именно при	1	1
319	смотреть на	1	1
320	на тех	3	1
321	том насколько	1	1
322	свести на	1	1
323	из всего	1	1
324	он считает	1	1
325	что между	1	1
326	это что	1	1
327	по самой	1	1
328	чтобы не	1	1
329	признание что	2	1
330	почти все	1	1
331	сводится именно	1	1
332	есть нечто	2	1
333	время как	3	1
334	а для	1	1
335	мы получаем	2	1
336	с но	2	1
337	то это	3	1
338	когда мы	2	1
339	в каждой	1	1
340	которое дает	1	1
341	и русской	1	1
342	но скорее	1	1
343	которых может	2	1
344	что его	5	1
345	с его	2	1
346	что люди	1	1
347	тем как	1	1
348	самих себя	1	1
349	чем это	1	1
350	мы будем	2	1
351	самой идее	1	1
352	к которой	2	1
353	значение и	2	1
354	с совершенно	1	1
355	и земли	1	1
356	отличие от	2	1
357	общего правила	1	1
358	за пределы	1	1
359	к сожалению	1	1
360	относится к	3	1
361	которые не	3	1
362	на минуту	1	1
363	все же	4	1
364	однако не	2	1
365	в противном	1	1
366	кроме того	1	1
367	в полном	2	1
368	могли бы	2	1
369	что по	2	1
370	его к	1	1
371	более или	1	1
372	увидим что	2	1
373	психологии и	2	1
374	та же	3	1
375	это есть	1	1
376	самой природе	1	1
377	бы с	2	1
378	все так	1	1
379	он в	3	1
380	в нашем	1	1
381	которые в	4	1
382	близости к	1	1
383	может найти	1	1
384	один и	1	1
385	нами в	1	1
386	и тот	2	1
387	тому же	1	1
388	и те	4	1
389	на его	2	1
390	к выводу	1	1
391	при этом	13	1
392	т д	2	1
393	в переводе	1	1
394	с еще	1	1
395	продолжение в	1	1
396	не значит	2	1
397	другой в	2	1
398	и когда	4	1
399	в принципе	1	1
400	состоит в	3	1
401	не как	3	1
402	в новой	2	1
403	то как	3	1
404	мы совершенно	1	1
405	ли не	1	1
406	на этом	3	1
407	как более	1	1
408	и наоборот	2	1
409	но все	1	1
410	тем с	1	1
411	в нем	4	1
412	в совершенно	1	1
413	значение в	2	1
414	различие между	1	1
415	же касается	1	1
416	том случае	4	1
417	поэзии и	7	1
418	по степени	1	1
419	путь наш	1	1
420	отражение в	1	1
421	в жизни	4	1
422	к области	3	1
423	имеют существенное	1	1
424	роли и	1	1
425	его частей	1	1
426	которое имеет	1	1
427	во внимание	2	1
428	всегда и	1	1
429	мы хотели	1	1
430	жизни но	1	1
431	и было	1	1
432	потому и	1	1
433	и различие	1	1
434	зависящего от	1	1
435	или менее	1	1
436	имел ли	1	1
437	в отличие	1	1
438	что при	9	1
439	что такими	1	1
440	что имеет	1	1
441	другую сторону	1	1
442	творчества и	3	1
443	при рассмотрении	1	1
444	на другую	1	1
445	образом из	1	1
446	том же	2	1
447	для этого	3	1
448	же может	1	1
449	вникнуть в	1	1
450	для нее	2	1
451	с так	1	1
452	бы нас	1	1
453	тому что	4	1
454	все эти	7	1
455	не менее	8	1
456	вплоть до	2	1
457	не зависящего	1	1
458	что эта	1	1
459	что с	3	1
460	с теми	1	1
461	и другое	2	1
462	с то	3	1
463	считает что	2	1
464	принадлежат к	2	1
465	одна из	1	1
466	здесь на	1	1
467	она никогда	1	1
468	было у	1	1
469	мы все	1	1
470	значит ли	2	1
471	о таких	1	1
472	подходят к	1	1
473	из их	2	1
474	казалось бы	2	1
475	в разных	1	1
476	склонен думать	1	1
477	от эпохи	1	1
478	действительности но	1	1
479	в самой	2	1
480	именно с	1	1
481	благодаря своей	1	1
482	приводит как	1	1
483	с количеством	1	1
484	в русском	2	1
485	во всем	3	1
486	вместо того	1	1
487	ли из	2	1
488	своего существования	1	1
489	и его	7	1
490	связи с	1	1
491	этого следует	1	1
492	в сознании	4	1
493	так называемый	1	1
494	доказать что	1	1
495	в основе	11	1
496	только наиболее	1	1
497	такие же	2	1
498	долго на	1	1
499	должны быть	3	1
500	для такого	2	1
501	могут происходить	1	1
502	отказаться от	3	1
503	применить к	1	1
504	для себя	1	1
505	тех изменений	1	1
506	приходит к	3	1
507	и о	1	1
508	изменений в	1	1
509	существенное значение	1	1
510	и сами	1	1
511	людей в	1	1
512	имеет никаких	1	1
513	мир к	1	1
514	имеет значение	2	1
515	мы думаем	1	1
516	то или	2	1
517	то чтобы	2	1
518	то время	3	1
519	литературы и	1	1
520	как с	1	1
521	и сам	4	1
522	с собой	1	1
523	был бы	1	1
524	те же	6	1
525	и другими	1	1
526	об этом	3	1
527	чем все	1	1
528	еще в	1	1
529	когда в	1	1
530	является в	1	1
531	быть может	1	1
532	и вообще	2	1
533	означает что	1	1
534	сводится к	2	1
535	при такой	1	1
536	является весьма	1	1
537	на вопрос	2	1
538	его жизни	2	1
539	значение имеют	1	1
540	много ли	1	1
541	той социальной	1	1
542	связь между	1	1
543	это может	2	1
544	иным и	1	1
545	из себя	2	1
546	а у	1	1
547	которые мы	4	1
548	эти два	1	1
549	самые основные	1	1
550	истолкование и	1	1
551	глаза на	1	1
552	осуществление в	1	1
553	и следовательно	2	1
554	значит что	3	1
555	но так	2	1
556	один из	3	1
557	в двух	1	1
558	тот же	6	1
559	связь и	1	1
560	с ними	1	1
561	зрения есть	2	1
562	дело с	8	1
563	этого можно	1	1
564	мы увидим	1	1
565	ли он	2	1
566	как нечто	2	1
567	для одних	1	1
568	которое мы	1	1
569	что как	1	1
570	или же	3	1
571	и ее	3	1
572	по этому	1	1
573	к какому	2	1
574	переходит в	1	1
575	внимание что	1	1
576	конечно не	1	1
577	уже не	1	1
578	на такой	1	1
579	если мы	12	1
580	всем его	1	1
581	на нет	1	1
582	только тогда	1	1
583	что не	3	1
584	от других	1	1
585	но совершенно	3	1
586	к расширению	1	1
587	для него	1	1
588	и их	3	1
589	представить себе	3	1
590	мы находим	2	1
591	гораздо большей	1	1
592	к сознанию	1	1
593	не о	1	1
594	от того	4	1
595	в более	1	1
596	или иное	1	1
597	выходит за	1	1
598	даже не	1	1
599	а на	4	1
600	она находится	1	1
601	на примере	2	1
602	сказал бы	1	1
603	которые можно	1	1
604	что тот	3	1
605	к которому	2	1
606	с той	4	1
607	она является	2	1
608	и затем	1	1
609	что для	7	1
610	обратиться к	1	1
611	в соответствии	1	1
612	не было	2	1
613	которых мы	3	1
614	на которых	2	1
615	зависит от	2	1
616	и далее	2	1
617	человеческой жизни	1	1
618	с которым	1	1
619	так называемой	1	1
620	свое собственное	3	1
621	при некотором	1	1
622	что из	1	1
623	что мы	1	1
624	оснований для	1	1
625	мы знаем	7	1
626	в связи	1	1
627	нет ничего	1	1
628	раз на	1	1
629	поэтому если	1	1
630	двух противоположных	1	1
631	для всех	1	1
632	что за	1	1
633	она есть	1	1
634	есть только	5	1
635	только ее	3	1
636	эту мысль	1	1
637	в состоянии	2	1
638	и философии	1	1
639	том смысле	1	1
640	должно быть	1	1
641	с ее	3	1
642	этого слова	1	1
643	этого факта	2	1
644	аналогии с	1	1
645	отношений или	1	1
646	и где	1	1
647	из частей	1	1
648	одного и	2	1
649	в обмене	1	1
650	указать на	1	1
651	при таком	4	1
652	она может	1	1
653	это можно	2	1
654	что оно	2	1
655	различие которое	1	1
656	а к	2	1
657	переводе на	1	1
658	но когда	2	1
659	находим в	1	1
660	но это	2	1
661	бы на	1	1
662	и другие	1	1
663	обмене с	1	1
664	цель и	1	1
665	понимать как	1	1
666	сводить к	1	1
667	что такие	2	1
668	с такой	1	1
669	оно не	2	1
670	что даже	1	1
671	как некая	1	1
672	в свое	2	1
673	как некоторый	1	1
674	имеют дело	2	1
675	к числу	1	1
676	целей и	1	1
677	на ту	1	1
678	время с	1	1
679	случае если	4	1
680	это в	2	1
681	он на	1	1
682	который не	3	1
683	ничего иного	1	1
684	все что	2	1
685	смысле что	1	1
