N	2gram	Berdyaev_O_1	Hudozhes
166	нет ничего	7	2
167	его характер	1	2
168	своих героев	1	2
169	ни к	1	2
170	и дело	1	2
171	личности и	2	2
172	человека не	1	2
173	всего мира	1	2
174	проникнуть в	1	2
175	это так	1	2
176	но еще	1	2
177	смысле слова	1	1
178	человека и	10	1
179	достоевского у	1	1
180	связана с	1	1
181	и то	2	1
182	утра до	1	1
183	выступает носителем	1	1
184	за собой	1	1
185	в иных	1	1
186	достоевского в	3	1
187	и до	1	1
188	жизни ее	1	1
189	он всегда	7	1
190	видеть в	1	1
191	также и	1	1
192	его не	2	1
193	ни у	2	1
194	искать его	2	1
195	в сущности	1	1
196	хотя бы	3	1
197	иных случаях	1	1
198	совсем не	2	1
199	бы в	1	1
200	не все	2	1
201	отношение к	5	1
202	в романах	4	1
203	не самое	1	1
204	и я	1	1
205	человека вообще	1	1
206	на человека	1	1
207	еще больше	1	1
208	сознания в	1	1
209	и как	1	1
210	жизни нет	1	1
211	от этого	1	1
212	в этот	2	1
213	есть на	1	1
214	жизни есть	1	1
215	к чему	1	1
216	в которой	2	1
217	из жизни	1	1
218	говорит герой	1	1
219	он в	2	1
220	только один	1	1
221	сострадание к	1	1
222	в мир	1	1
223	о которой	2	1
224	он должен	1	1
225	же это	2	1
226	к одному	1	1
227	у толстого	1	1
228	в силу	1	1
229	и вот	3	1
230	ее и	1	1
231	на земле	4	1
232	не растворяется	1	1
233	мысли как	1	1
234	что все	2	1
235	этом он	2	1
236	чувствует и	1	1
237	том случае	1	1
238	заглянуть в	1	1
239	растворяется в	1	1
240	истории и	1	1
241	которым он	1	1
242	он восклицает	2	1
243	достоевского и	5	1
244	в самую	4	1
245	его было	1	1
246	с тем	2	1
247	он и	1	1
248	в чистом	1	1
249	нисколько не	1	1
250	места в	1	1
251	и без	1	1
252	с достоевским	1	1
253	человеком и	1	1
254	мысли и	3	1
255	в одном	1	1
256	и более	1	1
257	не любит	1	1
258	это вопрос	1	1
259	всего его	1	1
260	первые свои	1	1
261	вовсе не	1	1
262	в отношении	1	1
263	так как	2	1
264	человека есть	2	1
265	этими двумя	1	1
266	мысли в	1	1
267	дело в	1	1
268	что их	1	1
269	в науке	1	1
270	у кого	2	1
271	раскрыться в	1	1
272	жизни не	1	1
273	в самой	9	1
274	и весь	1	1
275	ничто не	2	1
276	и достижения	1	1
277	это от	1	1
278	ведь все	1	1
279	не потому	1	1
280	с другом	1	1
281	перед ним	1	1
282	в движении	1	1
283	бытия как	1	1
284	не могут	3	1
285	могут быть	3	1
286	всегда есть	4	1
287	всего в	2	1
288	ошибочно было	1	1
289	для его	1	1
290	он видит	1	1
291	даже когда	1	1
292	говорит о	1	1
293	вкус к	1	1
294	из всего	2	1
295	не делает	1	1
296	в виду	1	1
297	же не	1	1
298	различие между	3	1
299	что ведь	2	1
300	было и	1	1
301	чем у	1	1
302	из путей	1	1
303	на примере	1	1
304	но у	1	1
305	он сам	4	1
306	и всемирной	1	1
307	с утра	1	1
308	находится в	1	1
309	самому себе	1	1
310	все его	1	1
311	все та	1	1
312	как у	1	1
313	и мыслей	1	1
314	все в	4	1
315	в которую	1	1
316	человека один	1	1
317	до вечера	1	1
318	во внутренней	1	1
319	как например	1	1
320	сразу же	2	1
321	и личной	1	1
322	речь о	1	1
323	жизнь их	1	1
324	всяком случае	1	1
325	между этими	1	1
326	и ее	3	1
327	их не	2	1
328	человека с	1	1
329	с какой	1	1
330	и сложность	1	1
331	человеческой личности	6	1
332	же и	1	1
333	уже в	2	1
334	в жизни	1	1
335	него и	4	1
336	что сама	1	1
337	его и	1	1
338	ни с	7	1
339	одно из	2	1
340	двух противоположных	1	1
341	и никогда	2	1
342	что они	2	1
343	говорится что	1	1
344	и из	2	1
345	человеке но	1	1
346	человека а	2	1
347	против теории	1	1
348	всякого человека	1	1
349	во внешней	1	1
350	что для	2	1
351	к человеку	9	1
352	которой нет	1	1
353	и своим	1	1
354	для человека	2	1
355	человеческого достоинства	1	1
356	русской литературы	1	1
357	может принимать	1	1
358	внутренней своей	1	1
359	как это	1	1
360	даже до	1	1
361	о чем	1	1
362	своей и	1	1
363	все внимание	1	1
364	и там	2	1
365	друг с	1	1
366	и менее	1	1
367	быть не	1	1
368	него в	5	1
369	но это	1	1
370	христианский писатель	1	1
371	в голову	1	1
372	его творчества	1	1
373	в пределе	1	1
374	которого они	1	1
375	когда он	3	1
376	которым можно	1	1
377	глаза что-то	1	1
378	еще ничего	1	1
379	был до	1	1
380	сказать что	2	1
381	а ведь	1	1
382	к его	1	1
383	в свое	1	1
384	и состоит	1	1
385	человеку и	5	1
386	случае если	1	1
387	и эта	1	1
388	во всяком	1	1
389	все что	3	1
