N	2gram	Ircho_Kome_2	VelikijI
125	было еще	1	2
126	том что	9	2
127	для нас	3	2
128	и теперь	1	2
129	они и	1	2
130	а в	3	2
131	но не	3	2
132	в духе	2	2
133	чтобы сделать	1	2
134	всего в	2	2
135	во всяком	2	2
136	речь идет	3	1
137	как мы	4	1
138	в виду	2	1
139	для себя	1	1
140	в ее	2	1
141	небом и	1	1
142	роль в	2	1
143	не имеют	1	1
144	скрыть от	1	1
145	человеческой воли	1	1
146	если они	1	1
147	имя его	1	1
148	отвечает что	1	1
149	то же	3	1
150	б и	4	1
151	в результате	1	1
152	с достоинством	1	1
153	по сравнению	1	1
154	вопрос о	3	1
155	самой жизни	1	1
156	с радостью	1	1
157	и начало	1	1
158	и ее	2	1
159	по смыслу	1	1
160	не был	1	1
161	же что	1	1
162	слова сказанные	1	1
163	не ведая	1	1
164	думаю что	1	1
165	в их	3	1
166	и на	7	1
167	он был	2	1
168	после того	2	1
169	бы то	2	1
170	к нему	3	1
171	что люди	1	1
172	от них	1	1
173	если в	2	1
174	с которыми	2	1
175	но нет	1	1
176	такой силой	1	1
177	бы в	2	1
178	не просто	1	1
179	человеческую жизнь	1	1
180	легенде о	1	1
181	и нам	1	1
182	ты с	1	1
183	как в	3	1
184	людей с	1	1
185	в своем	6	1
186	все же	4	1
187	еще больше	1	1
188	в двух	6	1
189	победы над	1	1
190	мы видим	1	1
191	с ними	2	1
192	царство и	1	1
193	и хотя	2	1
194	он дал	1	1
195	со своей	3	1
196	в самом	4	1
197	знаешь ли	1	1
198	в которой	5	1
199	что это	4	1
200	в целом	4	1
201	теперь в	2	1
202	в этой	3	1
203	не знающего	2	1
204	вот в	1	1
205	уже в	4	1
206	в которую	1	1
207	то и	1	1
208	и если	2	1
209	и стало	1	1
210	признать себя	1	1
211	искать в	3	1
212	вовсе не	2	1
213	не для	2	1
214	отношение к	2	1
215	у него	4	1
216	на этом	2	1
217	ее на	1	1
218	человека в	3	1
219	для того	5	1
220	им по	1	1
221	то ни	2	1
222	в состоянии	1	1
223	и с	5	1
224	не дали	1	1
225	с другой	2	1
226	хоть и	5	1
227	в глазах	2	1
228	нового времени	2	1
229	говорит о	1	1
230	к человеку	1	1
231	сделать их	1	1
232	о победе	1	1
233	жизни от	1	1
234	не всегда	2	1
235	и уже	1	1
236	с которым	2	1
237	жизнь в	1	1
238	его по	1	1
239	человека не	1	1
240	о чем	3	1
241	недостатка в	1	1
242	в речах	2	1
243	в одно	1	1
244	него в	1	1
245	таким же	1	1
246	вместе с	9	1
247	так же	1	1
248	сделать его	1	1
249	как это	4	1
250	за которым	1	1
251	в лице	2	1
252	еще с	1	1
253	и столь	3	1
254	над ним	1	1
255	у нас	1	1
256	в изображении	2	1
257	он говорит	1	1
258	не даст	1	1
259	сравнению с	1	1
260	этих словах	1	1
261	с такой	1	1
262	ведет к	1	1
263	в одном	2	1
264	с негодованием	1	1
265	в тот	1	1
266	у самого	1	1
267	поскольку он	1	1
268	и всех	1	1
269	освободиться от	1	1
270	с этой	3	1
271	и очень	1	1
272	человеку не	1	1
273	на пути	2	1
274	любви и	1	1
275	и нет	1	1
276	общественной жизни	1	1
277	как можно	1	1
278	из нас	1	1
279	здесь есть	1	1
280	и новой	4	1
281	о мире	1	1
282	на два	1	1
283	не по	4	1
284	последний из	2	1
285	свою роль	1	1
286	предложение и	1	1
287	того кому	1	1
288	тайну и	1	1
289	и от	4	1
290	это как	1	1
291	ничего не	1	1
292	в разных	1	1
293	того как	3	1
294	может быть	11	1
295	это отец	1	1
296	она с	1	1
297	основанное на	1	1
298	iv в	34	1
299	против того	1	1
300	будто бы	1	1
301	это слово	4	1
302	основанной на	1	1
303	в сознании	1	1
304	к ее	1	1
305	связь с	1	1
306	жизни в	1	1
307	что на	3	1
308	другой стороны	1	1
309	и дал	1	1
310	но все	3	1
311	насилия и	1	1
312	к этому	5	1
313	его с	1	1
314	я вижу	1	1
315	в искусстве	1	1
316	и другие	2	1
317	и эта	1	1
318	отказаться от	1	1
