N	2gram	Vinokur_St_1	EvropaiC
444	на поверку	1	1
445	наших глазах	2	1
446	произведения в	2	1
447	изучение фактов	1	1
448	без исключения	1	1
449	тут не	2	1
450	в каждом	3	1
451	больше всего	1	1
452	разница будет	1	1
453	другом случае	1	1
454	должны будут	1	1
455	и другом	1	1
456	входит в	1	1
457	это было	1	1
458	на путь	1	1
459	каждого из	2	1
460	и тем	3	1
461	ведь в	1	1
462	ведь если	2	1
463	этой работы	2	1
464	кажется что	3	1
465	в ином	1	1
466	по всему	1	1
467	открытий в	1	1
468	как общее	1	1
469	от частных	1	1
470	которой он	1	1
471	понимает в	1	1
472	той схеме	1	1
473	в развитии	1	1
474	можно считать	1	1
475	зато в	2	1
476	бы на	1	1
477	общее правило	1	1
478	что такая	1	1
479	в своей	6	1
480	что такое	1	1
481	нас не	1	1
482	можно найти	2	1
483	это делает	1	1
484	во времена	4	1
485	далее в	2	1
486	что я	1	1
487	и нужно	3	1
488	которые должны	1	1
489	эволюции но	1	1
490	но он	2	1
491	по крайней	2	1
492	и эти	1	1
493	на другую	1	1
494	надо сказать	2	1
495	их в	2	1
496	в корне	1	1
497	однако в	1	1
498	с такими	1	1
499	что этот	2	1
500	вместо а	1	1
501	единственный способ	1	1
502	дело только	1	1
503	всех их	1	1
504	в отношении	9	1
505	каждого отдельного	1	1
506	дело когда	2	1
507	и другое	1	1
508	как о	2	1
509	не имеет	4	1
510	на котором	1	1
511	в науке	1	1
512	и притом	1	1
513	я буду	1	1
514	вкусам и	2	1
515	к этим	1	1
516	не по	3	1
517	что ей	1	1
518	тогда и	1	1
519	вытекает из	2	1
520	судя по	2	1
521	не имели	2	1
522	дело в	6	1
523	больше чем	2	1
524	эта традиция	1	1
525	они являются	1	1
526	таким путем	1	1
527	к концу	2	1
528	бы все	3	1
529	более что	2	1
530	за исключением	1	1
531	это слово	4	1
532	и его	8	1
533	только с	2	1
534	которая по	1	1
535	видеть что	1	1
536	не потому	1	1
537	именно такой	1	1
538	обстоятельство что	3	1
539	уже о	5	1
540	начиная с	2	1
541	основных положений	1	1
542	относиться к	1	1
543	есть только	2	1
544	и другой	1	1
545	том кто	2	1
546	да и	3	1
547	числе и	2	1
548	показывающих что	1	1
549	всего что	1	1
550	никакого сомнения	3	1
551	и черты	1	1
552	для себя	3	1
553	правда не	1	1
554	потому не	1	1
555	и научное	1	1
556	но при	1	1
557	однако ни	2	1
558	на нем	1	1
559	говоря уже	1	1
560	не могу	1	1
561	без всякого	2	1
562	некоторые другие	1	1
563	мысль о	1	1
564	на той	1	1
565	с самого	1	1
566	то время	2	1
567	так в	1	1
568	в культуре	1	1
569	за то	3	1
570	не трудно	3	1
571	и самому	1	1
572	образом этот	1	1
573	можно только	1	1
574	не были	1	1
575	что от	2	1
576	основана на	1	1
577	смотрели на	1	1
578	равной мере	2	1
579	ничего не	2	1
580	стремление к	3	1
581	или иной	1	1
582	бы себе	1	1
583	лишь то	1	1
584	быть в	2	1
585	другом месте	2	1
586	люди с	1	1
587	и та	1	1
588	время в	1	1
589	язык и	1	1
590	быть приняты	1	1
591	и просто	1	1
592	на точку	2	1
593	это была	1	1
594	образом мы	1	1
595	к истине	1	1
596	и всю	1	1
597	этому требованию	1	1
598	не считаясь	1	1
599	для той	1	1
600	этом и	1	1
601	которые совершенно	1	1
602	во всей	1	1
603	крайней мере	2	1
604	в другой	1	1
605	не надо	2	1
606	принципиальной разницы	1	1
607	совсем в	1	1
608	в лучшем	1	1
609	психология и	1	1
610	в современной	1	1
611	на которой	2	1
612	преобладают а	1	1
613	совсем не	2	1
614	зрения в	2	1
615	в угоду	1	1
616	и кажется	1	1
617	как нечто	1	1
618	те которые	1	1
619	самые разнообразные	1	1
620	по мнению	3	1
621	равных условиях	1	1
622	что так	3	1
623	бы ни	1	1
624	простое и	1	1
625	по этому	3	1
626	с которыми	2	1
627	в качестве	4	1
628	же и	4	1
629	уже не	1	1
630	уже в	2	1
631	вопроса о	3	1
632	свидетельствует о	2	1
633	он эту	1	1
634	целого ряда	2	1
635	а то	2	1
636	прямого отношения	1	1
637	этом у	1	1
638	который как	2	1
639	чтобы и	1	1
640	мы находим	4	1
641	в прошлом	1	1
642	с настоящим	1	1
643	всю современную	1	1
644	случае не	2	1
645	оно стало	1	1
646	требованию и	1	1
647	тем что	5	1
648	в других	2	1
649	указание на	1	1
650	само собой	1	1
651	даже и	2	1
652	такие которые	1	1
653	бы это	2	1
654	которое на	1	1
655	были бы	1	1
656	и стремление	1	1
657	из двух	3	1
658	как сильно	1	1
659	отношение в	1	1
660	и даже	5	1
661	с другим	1	1
662	здесь дело	2	1
663	тот который	1	1
664	а именно	3	1
665	что тот	1	1
666	к которому	4	1
667	случаев в	1	1
668	это кажется	1	1
669	одну кучу	1	1
670	еще и	2	1
671	кто в	1	1
672	к его	1	1
673	или о	1	1
674	то ее	1	1
675	надо думать	1	1
676	тут-то и	1	1
677	с ней	1	1
678	естественно что	1	1
679	на основании	1	1
680	а на	3	1
681	кто знает	2	1
682	до конца	1	1
683	а не	16	1
684	в руках	1	1
685	долго и	1	1
686	впечатление будто	2	1
687	вопрос можно	1	1
688	на эту	4	1
689	этой главы	3	1
690	современности но	1	1
691	себя на	1	1
692	себя конечно	1	1
693	виде в	1	1
694	именно поэтому	1	1
695	а но	1	1
696	то не	2	1
697	голову не	1	1
698	результате которой	1	1
699	должна была	4	1
700	но кто	1	1
701	данного произведения	1	1
702	некоторые из	1	1
703	и гораздо	1	1
704	с удовольствием	1	1
705	оно существует	1	1
706	а если	2	1
707	единообразия в	1	1
708	смысле этого	2	1
709	сделать никакого	1	1
710	могут быть	5	1
711	действительно так	1	1
712	сам не	1	1
713	быть не	1	1
714	требует еще	1	1
715	эти вопросы	3	1
716	должен руководствоваться	1	1
717	над тем	2	1
718	все одинаково	1	1
719	лучшем случае	1	1
720	этой стороны	1	1
721	в так	1	1
722	и таким	1	1
723	точно и	2	1
724	своих предшественников	1	1
725	похоже на	1	1
726	еще для	1	1
727	вопрос в	3	1
728	не говорить	1	1
729	ли в	2	1
730	пор еще	1	1
731	итак если	1	1
732	самое простое	1	1
733	причем в	1	1
734	за каждым	1	1
735	и перед	2	1
736	или нет	1	1
737	еще более	4	1
738	приведенных выше	1	1
739	будто бы	3	1
740	люди которые	3	1
741	впечатление которое	1	1
742	в равной	2	1
743	них даже	1	1
744	не являются	3	1
745	в целях	1	1
746	россии в	1	1
747	лишь те	1	1
748	есть немало	1	1
749	месте в	1	1
750	не говоря	1	1
751	две стороны	1	1
752	же будет	1	1
753	уже так	1	1
754	сказать что	7	1
755	не быть	1	1
756	была бы	5	1
757	от всех	1	1
758	в зрелом	1	1
759	что ни	2	1
760	она исходит	1	1
761	в голову	1	1
762	но еще	1	1
763	а может	1	1
764	рассуждения в	1	1
765	в своих	2	1
766	гораздо ближе	1	1
767	точно так	1	1
768	том числе	2	1
769	вопросы является	1	1
