N	2gram	Nazirov_Vr_1	Dialekti
135	и их	1	3
136	не было	5	3
137	себе не	1	3
138	о чем	2	3
139	во внимание	1	3
140	в той	2	3
141	в это	2	3
142	и от	1	3
143	его с	2	3
144	это как	1	3
145	только как	1	3
146	они не	1	3
147	как известно	1	2
148	также что	1	2
149	также и	1	2
150	человека и	1	2
151	он всегда	1	2
152	что уже	1	2
153	в ней	4	2
154	во всех	1	2
155	что я	2	2
156	если в	1	2
157	к сожалению	1	2
158	и я	1	2
159	в истории	4	2
160	как в	1	2
161	но в	6	2
162	тут нет	1	2
163	мы получаем	1	2
164	с тех	1	2
165	раз в	3	2
166	но ведь	1	2
167	время и	2	2
168	не будет	1	2
169	в мире	2	2
170	об этой	2	2
171	в жизни	1	2
172	несмотря на	4	2
173	хотя в	1	2
174	во время	2	2
175	в их	1	2
176	далее в	1	2
177	тем не	1	2
178	их в	2	2
179	что есть	3	2
180	того как	1	2
181	только не	1	2
182	во все	1	2
183	сама жизнь	1	2
184	вы не	1	2
185	в конце	3	2
186	с ее	1	2
187	что у	3	2
188	том как	1	2
189	имеется в	1	2
190	но мы	1	2
191	все в	1	2
192	между тем	5	2
193	и можно	1	2
194	всяком случае	1	2
195	не знаю	1	2
196	и образы	2	2
197	себя в	1	2
198	но вот	1	2
199	тем что	3	2
200	до сих	1	2
201	именно в	1	2
202	души и	1	2
203	человека но	1	2
204	был в	1	2
205	в частности	1	2
206	вместе с	2	2
207	с первого	1	2
208	так же	4	2
209	или по	1	2
210	что же	1	2
211	только время	1	2
212	ко мне	2	2
213	сих пор	1	2
214	же в	2	2
215	личность и	2	2
216	только о	1	2
217	в своих	4	2
218	во всяком	1	2
219	от этой	1	1
220	речь идет	3	1
221	котором уже	1	1
222	того же	1	1
223	которых наши	1	1
224	идет о	1	1
225	достоевского в	7	1
226	по преимуществу	1	1
227	уже по	1	1
228	по его	1	1
229	и кончая	1	1
230	их и	1	1
231	тою же	1	1
232	ему в	1	1
233	один пример	1	1
234	не все	1	1
235	и он	2	1
236	утверждаю что	1	1
237	он был	3	1
238	на них	1	1
239	он сам	2	1
240	из литературы	1	1
241	есть по	1	1
242	вам это	1	1
243	в оценке	1	1
244	не хотел	1	1
245	первый взгляд	1	1
246	его на	2	1
247	по которому	1	1
248	сходство между	1	1
249	и отчасти	1	1
250	то в	1	1
251	в целом	1	1
252	за это	1	1
253	года и	1	1
254	чувств и	2	1
255	тому же	1	1
256	во многих	1	1
257	но на	1	1
258	не могла	1	1
259	одному из	1	1
260	дает нам	1	1
261	пор мы	1	1
262	сердце и	1	1
263	сказал что	1	1
264	из него	1	1
265	вижу что	1	1
266	есть все	1	1
267	в глубине	1	1
268	и руки	1	1
269	входя в	1	1
270	этом смысле	1	1
271	силу которой	1	1
272	ни разу	1	1
273	во многом	4	1
274	не ясно	1	1
275	в них	2	1
276	далеко не	3	1
277	вот после	1	1
278	попадает в	1	1
279	всю жизнь	1	1
280	не всегда	1	1
281	и страшно	1	1
282	в москве	1	1
283	однажды в	1	1
284	то пожалуйста	1	1
285	одного и	1	1
286	именно этот	1	1
287	на первый	2	1
288	в эту	2	1
289	эта была	1	1
290	и ее	2	1
291	в котором	6	1
292	сам же	1	1
293	не будем	1	1
294	без всяких	1	1
295	он далеко	1	1
296	в меня	2	1
297	что эта	1	1
298	в обоих	1	1
299	как о	1	1
300	это дает	1	1
301	из их	1	1
302	нем в	1	1
303	одна из	2	1
304	это то	1	1
305	приближаемся к	1	1
306	предполагать что	1	1
307	это слово	1	1
308	всего то	1	1
309	– так	1	1
310	этом отношении	1	1
311	ли это	1	1
312	ему не	1	1
313	не знали	1	1
314	в стиле	1	1
315	и далее	2	1
316	начиная с	2	1
317	конечно гораздо	1	1
318	похож на	1	1
319	отличается от	1	1
320	об одном	1	1
321	сходство с	1	1
322	же только	1	1
323	бесы в	2	1
324	не забудем	1	1
325	и о	3	1
326	у себя	1	1
327	в молодости	1	1
328	и образ	1	1
329	но при	1	1
330	на нее	1	1
331	еще в	1	1
332	не стоит	1	1
333	у вас	1	1
334	быть может	1	1
335	короче говоря	1	1
336	жизнь только	1	1
337	не был	1	1
338	с тою	1	1
339	говорить не	1	1
340	мы приближаемся	1	1
341	нас в	1	1
342	это была	1	1
343	и во	3	1
344	от них	1	1
345	я думаю	1	1
346	во всей	1	1
347	любил и	1	1
348	тотчас же	1	1
349	получается что	1	1
350	если это	1	1
351	в литературе	1	1
352	я ее	1	1
353	людей а	1	1
354	но с	1	1
355	совсем не	1	1
356	проникнуть в	1	1
357	не имеет	1	1
358	во всем	1	1
359	ему и	1	1
360	это же	1	1
361	в эти	2	1
362	человека с	2	1
363	из которых	1	1
364	вопрос и	1	1
365	не знал	1	1
366	а это	1	1
367	при помощи	2	1
368	его и	2	1
369	мы знаем	2	1
370	забудем что	1	1
371	пока не	1	1
372	привела к	1	1
373	к ним	2	1
374	друг друга	1	1
375	у него	5	1
376	это будет	1	1
377	в особенности	1	1
378	из двух	1	1
379	новая форма	1	1
380	мне и	2	1
381	что пишет	1	1
382	так не	1	1
383	и начинается	1	1
384	– одна	1	1
385	на то	3	1
386	к которому	1	1
387	говорит о	1	1
388	только по	1	1
389	с которым	2	1
390	человек в	1	1
391	в великом	1	1
392	тем чтобы	1	1
393	нет ничего	1	1
394	д в	1	1
395	что первая	1	1
396	что за	1	1
397	не дают	1	1
398	несравненно более	1	1
399	оба они	1	1
400	не об	1	1
401	но для	1	1
402	вне его	1	1
403	– вы	1	1
404	в его	3	1
405	это можно	1	1
406	я всегда	1	1
407	еще раз	1	1
408	человек и	1	1
409	ее и	1	1
410	как эта	1	1
411	у достоевского	4	1
412	тем более	2	1
413	у которого	1	1
414	конце концов	1	1
415	но зато	1	1
416	уже давно	1	1
417	равно как	1	1
418	что тип	1	1
419	и никому	1	1
420	из этого	1	1
421	в свое	1	1
422	который не	1	1
423	ли он	1	1
424	это в	2	1
425	как на	1	1
426	точно так	1	1
427	все что	1	1
