N	2gram	Bakhtin_sl_1	Dialekti
657	от своего	1	1
658	своего предмета	5	1
659	предмете и	1	1
660	в последнем	1	1
661	сам в	1	1
662	дана как	1	1
663	будучи в	1	1
664	о себе	1	1
665	и другие	1	1
666	они не	1	1
667	который не	1	1
668	в таком	1	1
669	все что	1	1
