N	2gram	Losev_Prob_5	TeoriaLi
127	и по	1	3
128	той или	1	3
129	в которой	5	2
130	русской поэзии	1	2
131	или иных	2	2
132	и здесь	1	2
133	рассказ о	1	2
134	в литературе	1	2
135	одной из	1	2
136	того же	4	2
137	что они	3	2
138	и тем	3	2
139	так же	5	2
140	и для	6	2
141	о своем	2	2
142	здесь не	7	2
143	человеческой жизни	2	2
144	чем это	1	2
145	в имени	1	2
146	вовсе не	8	2
147	вслед за	2	2
148	к нему	3	2
149	я и	1	2
150	в большинстве	1	2
151	право на	1	2
152	русской литературе	3	2
153	даже в	1	2
154	в мировой	1	2
155	в конце	8	2
156	свою жизнь	1	2
157	по себе	2	2
158	а на	1	2
159	об этом	4	2
160	слова не	1	2
161	в году	5	2
162	жизни в	4	2
163	а именно	12	2
164	вместе с	7	2
165	в рассказе	1	2
166	здесь мы	1	2
167	и некоторые	1	2
168	это тоже	1	2
169	отношения к	1	2
170	и притом	5	2
171	к тому	2	2
172	это не	2	2
173	и о	5	2
174	из которых	1	2
175	с точки	8	2
176	сама по	1	2
177	это и	1	2
178	к его	1	2
179	не на	1	2
180	в чем	2	2
181	оказывается объектом	1	2
182	восходит к	1	2
183	но на	1	2
184	в романе	1	2
185	и даже	14	2
186	в диалоге	1	2
187	со стороны	1	2
188	или иначе	1	2
189	одной стороны	3	2
190	тех или	2	2
191	у него	11	2
192	во мне	1	2
193	могут быть	1	2
194	с одной	3	2
195	их в	1	2
196	себя и	1	2
197	единое целое	1	2
198	времени в	1	2
199	о себе	2	2
200	я не	2	2
201	и состоит	1	2
202	в глаза	2	2
203	о том	12	2
204	о чем	1	2
205	в состав	1	2
206	в сказании	1	2
207	дома и	1	2
208	собственно говоря	1	2
209	не принадлежит	1	2
210	была бы	2	2
211	в области	2	2
212	субъект и	1	2
213	на себя	1	2
214	так или	1	2
215	и это	1	2
216	как будто	3	2
217	на фоне	1	2
218	в виду	3	2
219	и как	6	2
220	что он	7	2
221	в роли	2	2
222	во втором	2	2
223	глядя на	1	1
224	что по	1	1
225	говорят о	1	1
226	это возможно	1	1
227	имя в	1	1
228	для всех	1	1
229	или иное	1	1
230	когда мы	1	1
231	не входит	2	1
232	но с	1	1
233	в значительной	2	1
234	говорит и	1	1
235	на его	2	1
236	большей степени	1	1
237	есть в	2	1
238	бы в	1	1
239	выступает как	1	1
240	когда же	1	1
241	пребывания в	1	1
242	народного предания	1	1
243	вопрос о	1	1
244	из этих	1	1
245	в связи	7	1
246	смотрит и	1	1
247	продолжением и	1	1
248	за ним	1	1
249	и меру	1	1
250	о котором	3	1
251	сравнении с	3	1
252	свою личность	1	1
253	жизни и	2	1
254	говорит о	7	1
255	бы то	2	1
256	в двух	1	1
257	его с	1	1
258	было и	1	1
259	ее в	2	1
260	себе от	1	1
261	рода и	2	1
262	обращением к	1	1
263	момент в	1	1
264	не будет	2	1
265	стороны не	1	1
266	человеческого духа	2	1
267	стоит и	1	1
268	дает ему	2	1
269	ни были	1	1
270	никто не	1	1
271	имена в	1	1
272	существа в	1	1
273	половины xviii	1	1
274	и является	2	1
275	он состоит	1	1
276	связи с	7	1
277	крайней мере	4	1
278	имеет значение	1	1
279	другом стихотворении	1	1
280	и их	5	1
281	души и	1	1
282	большинстве случаев	1	1
283	себя самого	2	1
284	обращается к	1	1
285	не было	1	1
286	чтобы этот	1	1
287	после того	3	1
288	просто не	1	1
289	искусства и	1	1
290	и жизни	1	1
291	однако на	2	1
292	зависит от	1	1
293	и многих	1	1
294	и создал	1	1
295	таким же	1	1
296	в сравнении	3	1
297	числе и	1	1
298	на то	2	1
299	нет никаких	1	1
300	была названа	1	1
301	с ней	1	1
302	только о	1	1
303	настоящее время	3	1
304	мыслится здесь	1	1
305	сердце но	1	1
306	в какой	2	1
307	отнюдь не	4	1
308	с ним	3	1
309	превращается в	1	1
310	за свою	1	1
311	с помощью	2	1
312	в драме	2	1
313	и сама	2	1
314	что это	1	1
315	не вполне	1	1
316	и другие	3	1
317	так что	11	1
318	и без	2	1
319	свободу от	1	1
320	от него	1	1
321	мы к	1	1
322	больше и	1	1
323	если в	1	1
324	любовь и	2	1
325	после его	2	1
326	в другой	1	1
327	тот же	3	1
328	в своих	1	1
329	то или	1	1
330	говорил о	1	1
331	жизнь в	3	1
332	если он	2	1
333	разного рода	4	1
334	от одного	1	1
335	с тем	5	1
336	тем как	2	1
337	в одном	3	1
338	то в	1	1
339	которого он	1	1
340	те же	1	1
341	если не	4	1
342	одно из	1	1
343	со всеми	2	1
344	простой и	1	1
345	меня в	1	1
346	только свобода	1	1
347	совсем не	3	1
348	чтобы в	1	1
349	за это	5	1
350	таком случае	2	1
351	но одна	1	1
352	искусство в	1	1
353	нуждается в	1	1
354	и только	2	1
355	за него	2	1
356	писавшего в	1	1
357	ту или	1	1
358	людей в	5	1
359	свободы и	4	1
360	или же	2	1
361	характера или	1	1
362	не знают	1	1
363	духа и	1	1
364	в новелле	1	1
365	имея в	1	1
366	виду не	1	1
367	из жизни	1	1
368	с этой	2	1
369	себе самом	1	1
370	дело в	2	1
371	что касается	3	1
372	время в	1	1
373	этого типа	1	1
374	раз в	2	1
375	в таких	2	1
376	сам же	3	1
377	в таком	2	1
378	он ни	1	1
379	действительность в	1	1
380	этой точки	1	1
381	как видно	1	1
382	в драматическом	1	1
383	в подобном	1	1
384	он мог	1	1
385	к своему	1	1
386	в одно	1	1
387	большей части	1	1
388	времени и	1	1
389	жизнь и	3	1
390	из его	1	1
391	у а	1	1
392	от своих	3	1
393	по поводу	2	1
394	рассматриваться в	1	1
395	одновременно с	1	1
396	видно из	1	1
397	говорит ему	1	1
398	и на	6	1
399	отделимая от	1	1
400	его развитие	1	1
401	двух других	1	1
402	как мы	2	1
403	из этого	4	1
404	у нас	7	1
405	только одно	1	1
406	человека и	4	1
407	о каком	1	1
408	при виде	1	1
409	того чтобы	2	1
410	своей жизни	1	1
411	что такое	1	1
412	том в	1	1
413	что из	1	1
414	жизнь то	1	1
415	то ни	2	1
416	есть как	1	1
417	даже если	1	1
418	душа не	1	1
419	в силу	5	1
420	и от	1	1
421	да и	2	1
422	для того	3	1
423	но всегда	1	1
424	весь мир	1	1
425	что от	3	1
426	содержит в	1	1
427	ночь и	2	1
428	в одной	2	1
429	что для	1	1
430	тому же	1	1
431	один из	2	1
432	все люди	1	1
433	ли не	2	1
434	на первом	3	1
435	и который	3	1
436	на основе	1	1
437	окружающей его	1	1
438	все это	1	1
439	к ним	1	1
440	некоторого рода	4	1
441	нем по	1	1
442	свое место	1	1
443	едва ли	4	1
444	к более	1	1
445	перед собой	1	1
446	задолго до	1	1
447	в перспективе	1	1
448	или к	2	1
449	же и	1	1
450	только и	3	1
451	второй половины	1	1
452	искусства в	1	1
453	из них	2	1
454	в них	2	1
455	а о	1	1
456	человека как	1	1
457	перед тем	1	1
458	подлинным автором	1	1
459	от своего	1	1
460	под именем	1	1
461	не всегда	3	1
462	в котором	2	1
463	ни было	1	1
464	на это	1	1
465	если она	1	1
466	к другому	1	1
467	он в	3	1
468	в настоящее	3	1
469	всего только	1	1
470	как у	1	1
471	в мир	2	1
472	значение в	1	1
473	но оказывается	1	1
474	цветы на	1	1
475	ему и	1	1
476	оно является	1	1
477	всей своей	2	1
478	но я	1	1
479	могли бы	1	1
480	а по	1	1
481	не от	1	1
482	не могут	2	1
483	по крайней	4	1
484	тоже не	2	1
485	не утрачивает	1	1
486	области художественного	1	1
487	в поэзии	1	1
488	или иную	1	1
489	она не	1	1
490	в результате	7	1
491	обе эти	1	1
492	также и	12	1
493	является весьма	1	1
494	должен был	1	1
495	в такой	1	1
496	самые разнообразные	1	1
497	в это	2	1
498	на земле	9	1
499	не как	1	1
500	пребывающего в	1	1
501	жизненный опыт	1	1
502	только лишь	1	1
503	на стадии	2	1
504	героя не	1	1
505	том числе	2	1
506	нет не	1	1
507	по его	2	1
508	должен быть	1	1
509	еще и	4	1
510	природе и	1	1
511	душе в	1	1
512	быть это	1	1
513	фигуры и	1	1
514	не имеет	1	1
515	в плоскости	1	1
516	с которой	1	1
517	ее не	1	1
518	то время	3	1
519	при всем	2	1
520	же в	3	1
521	по существу	2	1
522	с ума	1	1
523	и до	2	1
524	в христианском	1	1
525	весьма существенно	1	1
526	и есть	1	1
527	бытия и	1	1
528	который в	9	1
529	дается в	1	1
530	для искусства	1	1
531	мере в	2	1
532	на свое	2	1
533	что она	1	1
534	тем же	3	1
535	впрочем у	2	1
536	было бы	4	1
537	а после	1	1
538	если мы	1	1
539	его за	2	1
540	никак не	8	1
541	в груди	1	1
542	в самой	3	1
543	из мифа	1	1
544	же образом	1	1
545	точно так	3	1
546	здесь как	2	1
547	это уже	2	1
548	только на	1	1
549	самой себе	1	1
550	а перед	1	1
551	себе а	2	1
552	на нее	1	1
553	имеем в	1	1
554	поводу этой	1	1
555	именно о	2	1
556	так как	6	1
557	и делает	2	1
558	на одну	1	1
559	указывает на	3	1
560	можно было	2	1
561	из своих	1	1
562	все что	2	1
563	с собою	1	1
564	героев и	1	1
565	он стоит	1	1
566	он и	5	1
567	и более	2	1
568	всей его	1	1
569	свободу и	1	1
