N	2gram	Propp_Russ_1	Vladivir
415	но если	1	1
416	при изучении	5	1
417	взгляд на	1	1
418	и без	1	1
419	последние три	1	1
420	просто в	1	1
421	место в	1	1
422	это подтверждается	1	1
423	что до	1	1
424	далее в	2	1
425	своего рода	3	1
426	не путем	1	1
427	однако он	1	1
428	дает в	1	1
429	народов а	1	1
430	но эта	1	1
431	не будем	3	1
432	же месте	1	1
433	которые в	1	1
434	п с	4	1
435	если бы	1	1
436	что после	1	1
437	что сам	1	1
438	которая представляет	1	1
439	что этот	4	1
440	и под	1	1
441	сам он	1	1
442	дошедшим до	1	1
443	при всех	1	1
444	но они	3	1
445	природа и	1	1
446	дело не	1	1
447	что их	1	1
448	и сама	1	1
449	весь этот	1	1
450	новый год	25	1
451	не могло	1	1
452	в день	6	1
453	каждый из	1	1
454	следовательно и	1	1
455	судя по	2	1
456	и всегда	1	1
457	и сроки	1	1
458	того в	1	1
459	которую можно	1	1
460	было не	1	1
461	только с	1	1
462	ему не	1	1
463	и здесь	2	1
464	вопросу об	1	1
465	ли не	1	1
466	давно был	1	1
467	должны быть	1	1
468	более широкой	1	1
469	же т	1	1
470	например на	1	1
471	также от	1	1
472	землю на	1	1
473	ничего общего	2	1
474	ф и	4	1
475	у себя	1	1
476	и многие	2	1
477	в в	2	1
478	только при	1	1
479	в собственном	1	1
480	но мы	1	1
481	всей своей	1	1
482	так в	4	1
483	от того	1	1
484	слова а	1	1
485	с собой	4	1
486	мы приведем	1	1
487	не позже	1	1
488	еще не	4	1
489	этим в	1	1
490	и всюду	1	1
491	религии так	1	1
492	быть может	1	1
493	собой и	1	1
494	для этого	2	1
495	выводу что	2	1
496	из других	1	1
497	и начало	2	1
498	это влияние	1	1
499	и та	1	1
500	в память	2	1
501	общей форме	1	1
502	влияние на	1	1
503	и который	1	1
504	третье издание	1	1
505	в отрыве	1	1
506	переходила в	1	1
507	раньше чем	1	1
508	во втором	1	1
509	и н	2	1
510	в древнем	3	1
511	что бы	1	1
512	также в	3	1
513	представления о	1	1
514	о своих	1	1
515	это несомненно	1	1
516	значит что	2	1
517	что здесь	1	1
518	как из	1	1
519	смерти она	1	1
520	к религиозным	1	1
521	можно считать	1	1
522	этот вопрос	2	1
523	в какой	2	1
524	но ни	2	1
525	его труда	1	1
526	до нас	1	1
527	поэтому и	1	1
528	и раньше	1	1
529	и ее	1	1
530	и тем	1	1
531	по этому	3	1
532	в качестве	3	1
533	сколько в	1	1
534	этому поводу	2	1
535	можно установить	1	1
536	тем временем	1	1
537	только на	3	1
538	бога а	1	1
539	его по	1	1
540	и других	7	1
541	из них	8	1
542	время во	1	1
543	и никаких	2	1
544	и их	4	1
545	религии но	1	1
546	весны и	2	1
547	точка зрения	1	1
548	в одном	3	1
549	т п	1	1
550	в прошлом	2	1
551	iii а	1	1
552	с этими	1	1
553	к ним	3	1
554	дело и	1	1
555	заметить что	1	1
556	священник с	1	1
557	тем что	4	1
558	этом отношении	1	1
559	на пасху	2	1
560	не единственная	1	1
561	как можно	2	1
562	вид что	1	1
563	ты не	1	1
564	не были	2	1
565	дало и	1	1
566	же а	2	1
567	тот кто	1	1
568	которые можно	2	1
569	обратиться к	1	1
570	то и	1	1
571	которых мы	1	1
572	ниже в	1	1
573	возвращаясь к	1	1
574	ни о	1	1
575	на лето	1	1
576	обычно не	2	1
577	что мы	1	1
578	и п	16	1
579	и м	14	1
580	и русских	1	1
581	что во	1	1
582	его как	2	1
583	настоящей работы	1	1
584	многих случаях	2	1
585	не могут	1	1
586	и требования	1	1
587	пишет в	3	1
588	перед нами	1	1
589	то чем	1	1
590	не что	2	1
591	и всей	2	1
592	в первой	1	1
593	н а	5	1
594	н и	1	1
595	довольно много	2	1
596	нам из	1	1
597	этот не	1	1
598	как например	3	1
599	этом случае	5	1
600	в нижнем	1	1
601	но для	1	1
602	место на	1	1
603	тем и	2	1
604	и другим	2	1
605	и мог	1	1
606	не с	3	1
607	христа и	3	1
608	от него	1	1
609	что значит	1	1
610	он во	1	1
611	трудов и	1	1
612	в о	1	1
613	в целях	3	1
614	иное чем	1	1
615	н г	2	1
616	чем можно	2	1
617	вина и	1	1
618	были для	1	1
619	в период	1	1
620	быть и	2	1
621	между ними	1	1
622	только как	1	1
623	мы увидим	8	1
624	большей частью	1	1
625	ней с	1	1
626	всегда была	1	1
627	докторской диссертации	1	1
628	но эти	3	1
629	и другие	13	1
630	можно думать	1	1
631	следующее в	2	1
632	дни но	1	1
633	они не	1	1
