N	2gram	Tiupa_Narr_2	Analitik
240	в обоих	2	2
241	в то	5	2
242	дело не	1	2
243	не имеет	2	2
244	на котором	1	2
245	текста и	2	2
246	на него	5	2
247	появляется в	1	2
248	же время	3	2
249	к читателю	2	2
250	мы узнаем	2	2
251	ли не	1	2
252	роль в	2	2
253	с ее	1	2
254	для читателя	1	2
255	языка и	1	2
256	текста а	1	2
257	классического реализма	2	2
258	природе своей	1	2
259	те же	2	2
260	по природе	1	2
261	того и	1	2
262	это только	1	2
263	строго говоря	3	2
264	смерти не	1	2
265	с ним	4	2
266	и смерть	1	2
267	что в	4	2
268	вполне закономерно	1	2
269	произведения как	1	2
270	о своей	1	2
271	за пределами	3	2
272	никак не	3	2
273	и во	1	2
274	собственно говоря	2	2
275	том или	1	2
276	между тем	3	2
277	в его	6	2
278	чем и	1	2
279	того что	6	2
280	с той	1	2
281	один из	3	2
282	грань между	1	2
283	к смыслу	1	2
284	себя в	2	2
285	этой системе	1	2
286	свидетельствует о	4	2
287	а то	2	2
288	по выражению	1	2
289	одно из	2	2
290	и их	1	2
291	или даже	3	2
292	в одном	1	2
293	вовсе не	2	2
294	не о	1	2
295	присутствия в	2	2
296	или ином	1	2
297	представляют собой	2	2
298	не оказывается	2	2
299	если говорить	1	2
300	очевидным образом	2	2
301	вслед за	6	2
302	в соответствии	3	2
303	превращается в	2	2
304	на этот	1	2
305	его как	1	2
306	перекликается с	2	2
307	о чем	2	2
308	вступает в	2	2
309	вместе с	1	2
310	так же	2	2
311	к его	3	2
312	к своему	2	2
313	в столь	1	2
314	в кадры	1	2
315	такого рода	12	2
316	в ответ	3	2
317	текста так	1	2
318	текста на	1	2
319	и для	3	2
320	еще одна	1	2
321	в двух	1	2
322	внимание на	3	2
323	еще более	1	2
324	сказать что	3	2
325	и внутренне	1	2
326	и адресата	2	2
327	частности в	1	2
328	все что	4	2
329	к этому	1	2
330	в таком	3	2
331	а между	1	1
332	и т	2	1
333	также и	1	1
334	с с	1	1
335	самом деле	3	1
336	противоречие с	1	1
337	говорилось выше	3	1
338	перед читателем	1	1
339	в нарративном	2	1
340	здесь и	1	1
341	сознания которое	2	1
342	к другому	2	1
343	отношения между	2	1
344	жизни есть	1	1
345	живого я	1	1
346	смерть в	1	1
347	намек на	1	1
348	по его	2	1
349	есть не	1	1
350	побуждает его	1	1
351	современной нарратологии	2	1
352	достаточных оснований	1	1
353	говорит сам	1	1
354	достаточно очевидным	1	1
355	именно к	1	1
356	присутствия человеческого	1	1
357	это всегда	1	1
358	что иное	1	1
359	собственно художественной	1	1
360	целого но	1	1
361	не вполне	2	1
362	в полной	1	1
363	я не	5	1
364	отступление от	1	1
365	то его	1	1
366	и самого	1	1
367	и сами	1	1
368	мир произведения	1	1
369	служит его	1	1
370	иное как	1	1
371	быть в	1	1
372	упускать из	1	1
373	миф о	1	1
374	не хотелось	1	1
375	в чем	2	1
376	и мира	4	1
377	место слияние	1	1
378	на своих	1	1
379	не смерти	1	1
380	актантной функцией	1	1
381	я так	1	1
382	не все	2	1
383	очевидно что	1	1
384	бы крайне	1	1
385	общий знаменатель	1	1
386	старуха которая	1	1
387	не принимает	1	1
388	субъекта и	1	1
389	в акте	1	1
390	данный момент	1	1
391	этой стороны	1	1
392	однако не	2	1
393	в противном	1	1
394	которая состоит	2	1
395	когда он	1	1
396	современный человек	1	1
397	и наконец	1	1
398	адресата в	1	1
399	его к	1	1
400	тем же	1	1
401	мертвых душ	2	1
402	имеет в	1	1
403	более или	1	1
404	о самом	1	1
405	в концовке	2	1
406	есть на	1	1
407	с действительной	1	1
408	со своей	2	1
409	счетом ничего	1	1
410	выступающего в	1	1
411	в которой	1	1
412	бы и	1	1
413	в литературном	1	1
414	срастаясь с	1	1
415	бы с	2	1
416	так или	1	1
417	следует понимать	1	1
418	все эти	3	1
419	жизни так	3	1
420	бы не	1	1
421	из этих	2	1
422	поскольку в	1	1
423	в главе	1	1
424	в известном	3	1
425	рассказ о	1	1
426	раз в	2	1
427	по форме	1	1
428	разговор о	1	1
429	говорит не	1	1
430	сказал я	1	1
431	как он	2	1
432	выступают не	1	1
433	так сказать	3	1
434	соотнесенность с	2	1
435	дословная передача	1	1
436	быть только	1	1
437	по словам	2	1
438	бы от	1	1
439	в нем	5	1
440	некоторого я	1	1
441	временных примет	1	1
442	в принципе	2	1
443	не к	4	1
444	в силу	4	1
445	силу своей	1	1
446	из виду	1	1
447	у читателя	1	1
448	на жизнь	1	1
449	чтобы в	2	1
450	настоящего времени	1	1
451	никому не	1	1
452	и по	3	1
453	его можно	1	1
454	угадывается в	1	1
455	этом втором	1	1
456	тьмы и	1	1
457	об этом	4	1
458	и неизбежно	1	1
459	оно становится	1	1
460	самим собой	3	1
461	времени и	4	1
462	коммуникативной событийности	1	1
463	входит в	1	1
464	при встрече	3	1
465	в глазах	4	1
466	это не	3	1
467	самоопределения не	1	1
468	каждого из	1	1
469	эту минуту	1	1
470	креативного и	1	1
471	в жизни	6	1
472	смерть и	1	1
473	ни в	1	1
474	событием самого	1	1
475	бы оказаться	1	1
476	системой ценностей	1	1
477	к которым	1	1
478	далеко не	5	1
479	как об	1	1
480	пространственных и	1	1
481	глазами и	1	1
482	со своими	2	1
483	которой он	3	1
484	ровным счетом	1	1
485	поименованное в	1	1
486	ведет к	2	1
487	с креативной	1	1
488	обратимся к	1	1
489	таким же	1	1
490	в следующем	1	1
491	в такой	1	1
492	это делает	1	1
493	адресата и	1	1
494	одним и	1	1
495	вспять к	1	1
496	жизнь и	1	1
497	от себя	1	1
498	что я	3	1
499	и уж	1	1
500	вплоть до	1	1
501	особое место	3	1
502	второй раз	1	1
503	и более	2	1
504	мере в	2	1
505	я героя	1	1
506	однако в	2	1
507	действительной жизнью	1	1
508	что ведет	1	1
509	тому что	3	1
510	раз и	1	1
511	адресата не	2	1
512	человеческого я	5	1
513	мира не	2	1
514	одна из	3	1
515	было не	1	1
516	речи повествователя	1	1
517	читателя здесь	1	1
518	эпизодов и	1	1
519	всегда имеется	1	1
520	это еще	1	1
521	каждый из	1	1
522	что ни	1	1
523	жизни не	1	1
524	кто видит	1	1
525	слияние пространственных	1	1
526	такова что	1	1
527	в противоречие	1	1
528	всего на	1	1
529	с одним	1	1
530	пути и	1	1
531	глядя на	1	1
532	по своей	3	1
533	персонажа в	1	1
534	для автора	2	1
535	потому что	2	1
536	связи с	1	1
537	она обладает	1	1
538	только с	1	1
539	а мы	1	1
540	согласно классическому	1	1
541	как теперь	1	1
542	коммуникативном событии	3	1
543	единого высказывания	1	1
544	у нас	2	1
545	личности в	2	1
546	самоактуализация личности	1	1
547	в специальном	1	1
548	которых он	1	1
549	его внутренней	2	1
550	на границе	1	1
551	во все	1	1
552	легко можно	1	1
553	и внутренней	2	1
554	и смертью	1	1
555	же самое	1	1
556	уже было	1	1
557	случае с	1	1
558	событийности в	2	1
559	анализа в	1	1
560	что при	1	1
561	рецептивного сознаний	1	1
562	если же	1	1
563	рецептивного сознания	2	1
564	к фразе	1	1
565	о них	2	1
566	согласия между	1	1
567	для себя	3	1
568	вот и	1	1
569	и о	1	1
570	случае это	1	1
571	то она	1	1
572	художественное пространство	1	1
573	в виду	1	1
574	но при	4	1
575	распространяется на	1	1
576	повседневного существования	1	1
577	в ее	4	1
578	характер и	3	1
579	встреча с	1	1
580	классическому определению	1	1
581	и взаимодействие	1	1
582	если они	1	1
583	с собой	1	1
584	в отношении	1	1
585	к анализу	1	1
586	начала и	2	1
587	участия в	2	1
588	тексте случай	1	1
589	которого у	1	1
590	результат а	1	1
591	речи как	1	1
592	коммуникативное событие	6	1
593	не случайна	1	1
594	знаешь что	1	1
595	субъект высказывания	1	1
596	о нем	3	1
597	и соответственно	1	1
598	и здесь	2	1
599	знаков а	1	1
600	повествования о	1	1
601	в другом	4	1
602	другого сознания	2	1
603	более высокой	1	1
604	видения жизни	1	1
605	единственный в	1	1
606	но мы	1	1
607	и что	2	1
608	говорилось о	1	1
609	все его	4	1
610	второй главы	1	1
611	роль принадлежит	1	1
612	первого эпизода	1	1
613	может не	1	1
614	это была	1	1
615	восходит к	2	1
616	к нему	1	1
617	с его	3	1
618	будто он	1	1
619	или иначе	2	1
620	для повествования	1	1
621	личности героя	2	1
622	авторской воли	1	1
623	и взаимодействия	1	1
624	именно она	1	1
625	отмежевывается от	1	1
626	свидетеля и	2	1
627	утрачивает свою	1	1
628	них в	1	1
629	встречи креативного	1	1
630	полной мере	1	1
631	только извне	1	1
632	другого для	1	1
633	другая жизнь	1	1
634	в литературе	4	1
635	с подлинным	1	1
636	и конкретном	1	1
637	известном смысле	3	1
638	оно и	1	1
639	чужого в	1	1
640	и представляет	3	1
641	других персонажей	1	1
642	дело с	2	1
643	одного сознания	1	1
644	в молчание	1	1
645	а тем	1	1
646	в какой	4	1
647	хотя бы	2	1
648	к их	1	1
649	и после	1	1
650	деле не	1	1
651	ткань текста	1	1
652	самое следует	1	1
653	в уста	1	1
654	и матери	1	1
655	делает его	1	1
656	за которую	1	1
657	голосом и	1	1
658	этот вопрос	1	1
659	то и	3	1
660	героя с	1	1
661	первого лица	3	1
662	в начале	2	1
663	принадлежащих к	1	1
664	как кажется	1	1
665	опыта присутствия	2	1
666	как тому	1	1
667	собой своего	2	1
668	отсутствует что	1	1
669	представить себе	3	1
670	в прозе	1	1
671	может служить	2	1
672	себе и	2	1
673	которые могут	1	1
674	не доказывает	1	1
675	не говорит	1	1
676	данного дискурса	1	1
677	в текстах	1	1
678	в осмысленном	1	1
679	и напротив	1	1
680	бы это	1	1
681	где в	1	1
682	обращением к	1	1
683	даже не	1	1
684	в данный	1	1
685	нам не	1	1
686	с другим	2	1
687	который не	1	1
688	как у	4	1
689	хоть и	1	1
690	как субъект	1	1
691	не наделен	1	1
692	я был	1	1
693	в свою	2	1
694	которая на	1	1
695	может показаться	1	1
696	персонажа и	2	1
697	другого что	1	1
698	привыкли понимать	1	1
699	но о	1	1
700	нового времени	2	1
701	только к	3	1
702	обратиться к	2	1
703	противном случае	1	1
704	сознания тогда	1	1
705	первом эпизоде	1	1
706	у меня	2	1
707	не исключает	1	1
708	принадлежит не	2	1
709	более того	1	1
710	в рассказе	4	1
711	не означает	1	1
712	однако его	1	1
713	зависит от	2	1
714	демонстративно не	1	1
715	имеется некоторая	1	1
716	адекватного восприятия	2	1
717	толстого или	2	1
718	мира в	4	1
719	если не	2	1
720	в связи	1	1
721	было в	1	1
722	но оно	1	1
723	характера столь	1	1
724	внимания к	1	1
725	сколь угодно	1	1
726	границы между	1	1
727	и читателем	1	1
728	и потому	1	1
729	функционирует в	1	1
730	повествовательного текста	1	1
731	однако для	1	1
732	обнаруживаются два	1	1
733	и временных	1	1
734	пределами этой	1	1
735	забывает что	1	1
736	за рамки	1	1
737	или менее	1	1
738	стороны и	1	1
739	да и	3	1
740	читателем в	2	1
741	исходя из	1	1
742	делает и	1	1
743	том смысле	1	1
744	уходом из	1	1
745	что же	1	1
746	с этой	3	1
747	этот не	1	1
748	слова и	1	1
749	еще раз	1	1
750	мы привыкли	1	1
751	конкретном целом	1	1
752	внимания на	1	1
753	христианской культуры	1	1
754	естественно не	1	1
755	говоря это	2	1
756	осмысленном и	1	1
757	перед нами	4	1
758	к другим	1	1
759	и конца	1	1
760	встрече с	4	1
761	но одновременно	2	1
762	тому или	1	1
763	другой как	1	1
764	случае он	1	1
765	чем дело	1	1
766	не является	4	1
767	примет в	1	1
768	и ушел	1	1
769	личность героя	1	1
770	восходящая к	1	1
771	ю.м лотмана	1	1
772	лицо и	3	1
773	или иному	1	1
774	прежде чем	1	1
775	как на	2	1
776	его не	1	1
777	а все	1	1
778	другое дело	1	1
779	своей собственной	2	1
780	человек и	1	1
781	себя самого	1	1
782	для нас	2	1
783	к чужому	1	1
784	по одной	1	1
785	тем более	2	1
786	и как	1	1
787	мы должны	1	1
788	ведь есть	1	1
789	будто бы	1	1
790	коммуникации между	1	1
791	действительной жизни	1	1
792	но это	2	1
793	только что	2	1
794	событийного ряда	1	1
795	однако на	2	1
796	ее характера	1	1
797	же в	4	1
798	в равной	2	1
799	мысли о	1	1
800	в системе	1	1
801	к ее	1	1
802	это открытие	1	1
803	может и	1	1
804	от первого	3	1
805	оказывается и	1	1
806	в романе	1	1
807	героя и	2	1
808	обратим внимание	1	1
809	отношением к	1	1
810	другой в	1	1
811	справедливо замечает	1	1
812	по которой	1	1
813	не что	1	1
814	из этого	1	1
815	перед нею	1	1
816	ли он	1	1
817	и рецептивного	2	1
818	рассказе чехова	1	1
819	просто не	1	1
820	без исключения	1	1
821	ее в	1	1
822	этой точки	1	1
823	с чужой	1	1
824	к наррации	1	1
825	точно так	2	1
