N	2gram	Tiupa_Teor_1	DiskursI
226	или менее	2	2
227	м.м бахтин	2	2
228	и без	1	2
229	о литературе	2	2
230	а.н веселовского	1	2
231	по крайней	1	2
232	и предполагает	1	2
233	я героя	1	2
234	то с	1	2
235	не менее	4	2
236	хоровое слово	1	2
237	дело не	2	2
238	внутренней речи	13	2
239	к такому	1	2
240	не могло	2	2
241	а о	1	2
242	нельзя не	1	2
243	имеем дело	2	2
244	своей природе	2	2
245	в тексте	14	2
246	и его	8	2
247	однако это	1	2
248	в момент	2	2
249	крайней мере	1	2
250	отличается от	2	2
251	же самое	1	2
252	числе и	1	2
253	значительной степени	1	2
254	частной жизни	2	2
255	оно не	1	2
256	не ограничивается	2	2
257	как мы	1	2
258	с ее	3	2
259	говорит и	2	2
260	данном случае	5	2
261	в организации	2	2
262	в пределах	5	2
263	приводит к	5	2
264	и иные	1	2
265	в другом	3	2
266	своему происхождению	1	2
267	разного рода	1	2
268	строго говоря	1	2
269	ни убавить	1	2
270	сути своей	1	2
271	и что	3	2
272	цепи событий	1	2
273	одного из	1	2
274	основе своей	1	2
275	в значительной	1	2
276	времени в	2	2
277	это было	2	2
278	в форме	2	2
279	котором он	1	2
280	в литературе	2	2
281	и одновременно	4	2
282	дело с	1	2
283	в какой	2	2
284	и ее	3	2
285	тот или	2	2
286	есть в	2	2
287	свидетельствует о	1	2
288	в равной	3	2
289	или даже	4	2
290	с.с аверинцев	1	2
291	текста в	3	2
292	слова в	2	2
293	в одном	2	2
294	следует признать	1	2
295	никогда не	4	2
296	на ее	1	2
297	к которому	3	2
298	ни прибавить	1	2
299	и др	1	2
300	героя и	5	2
301	более того	1	2
302	в соответствии	3	2
303	из наиболее	1	2
304	воспринимающего сознания	3	2
305	в рассказе	2	2
306	однако и	1	2
307	одну из	1	2
308	о чем	1	2
309	более чем	1	2
310	к его	2	2
311	сути дела	1	2
312	в ряду	1	2
313	для понимания	2	2
314	жизни в	2	2
315	высказывания и	1	2
316	в культуре	2	2
317	известной степени	3	2
318	или в	3	2
319	о котором	1	2
320	особого рода	2	2
321	не более	1	2
322	указывает на	1	2
323	эстетического субъекта	1	2
324	одновременно и	1	2
325	что даже	1	2
326	речи как	1	2
327	они не	1	2
328	том числе	2	2
329	зрения как	1	1
330	можно говорить	1	1
331	для построения	1	1
332	обычно в	1	1
333	чтобы не	1	1
334	помимо прямого	1	1
335	мы к	1	1
336	отделен от	1	1
337	и то	2	1
338	сын и	1	1
339	идет о	1	1
340	даже сказать	1	1
341	от своей	1	1
342	и до	1	1
343	также весьма	1	1
344	из его	1	1
345	иного типа	1	1
346	формах внутренней	1	1
347	едины судьба	1	1
348	той же	1	1
349	речевой деятельности	1	1
350	текста как	4	1
351	объектной и	1	1
352	жанровой традиции	1	1
353	собой как	1	1
354	несут в	1	1
355	смысле можно	1	1
356	не сделав	1	1
357	из своих	1	1
358	говорить о	3	1
359	но она	2	1
360	принадлежит к	3	1
361	в полной	1	1
362	я не	2	1
363	особенно очевидно	1	1
364	из того	1	1
365	личной тайны	1	1
366	перечисленные свойства	1	1
367	предстает как	1	1
368	стихотворение в	1	1
369	очищение аффектов	1	1
370	на них	1	1
371	хх веке	1	1
372	взгляде на	1	1
373	я на	3	1
374	иного рода	3	1
375	проникновение в	1	1
376	всего литературного	1	1
377	вокруг я	1	1
378	жизнью но	1	1
379	судьба выражает	1	1
380	ее к	1	1
381	особенно если	1	1
382	и читателей	1	1
383	могло быть	2	1
384	а только	3	1
385	области литературы	1	1
386	конечном счете	6	1
387	герой не	3	1
388	исходном значении	1	1
389	что они	1	1
390	как говорит	3	1
391	не входят	1	1
392	независимо от	1	1
393	сделав хуже	1	1
394	обратился в	1	1
395	человеческого бытия	2	1
396	данного типа	1	1
397	с их	2	1
398	кто говорит	3	1
399	о жизни	1	1
400	обращения к	1	1
401	в противном	1	1
402	художественных текстов	1	1
403	т.д эта	1	1
404	реальной действительности	1	1
405	это тоже	2	1
406	я к	1	1
407	тем же	1	1
408	к числу	1	1
409	или иную	1	1
410	со своей	3	1
411	всего лишь	6	1
412	с собачкой	1	1
413	в которой	2	1
414	что это	1	1
415	таковы например	1	1
416	образом и	1	1
417	он в	1	1
418	в нашем	4	1
419	из этих	3	1
420	и те	1	1
421	следующей главе	1	1
422	право на	1	1
423	по преимуществу	4	1
424	рассказ о	2	1
425	для возникновения	3	1
426	состава актантов	1	1
427	собой некий	1	1
428	в словаре	2	1
429	художественной реальности	5	1
430	говорит не	1	1
431	наиболее очевидным	1	1
432	на то	1	1
433	состояний жизни	1	1
434	высказывания как	1	1
435	оказывается чем-то	1	1
436	в случае	1	1
437	что она	2	1
438	противном случае	1	1
439	благодаря наличию	1	1
440	хотят и	1	1
441	том в	1	1
442	время и	1	1
443	он не	3	1
444	с ней	1	1
445	литературных произведений	5	1
446	все перечисленные	1	1
447	и свершают	1	1
448	какова например	1	1
449	которым человек	1	1
450	к одному	1	1
451	но оказывается	1	1
452	данном отношении	1	1
453	уже говорилось	1	1
454	из виду	1	1
455	содержит в	1	1
456	к собственному	1	1
457	на земле	1	1
458	и ситуации	1	1
459	литературе в	1	1
460	можно даже	1	1
461	не отделен	1	1
462	картины мира	1	1
463	вследствие своей	1	1
464	его составе	1	1
465	оно обладает	1	1
466	или иных	3	1
467	основе его	1	1
468	одно и	1	1
469	нуждающейся в	1	1
470	и заключается	1	1
471	русском языке	1	1
472	не будет	2	1
473	значение в	1	1
474	в мире	19	1
475	изменить ничего	1	1
476	самим собой	3	1
477	с другими	5	1
478	искусства в	2	1
479	на почве	4	1
480	этом смысле	2	1
481	обе стороны	1	1
482	своего значения	1	1
483	в молчание	1	1
484	закономерно и	1	1
485	в речевом	1	1
486	включая в	1	1
487	согласно характеристике	1	1
488	в жизни	2	1
489	только лишь	1	1
490	и н.и	1	1
491	на действительную	1	1
492	же образом	1	1
493	натурального языка	1	1
494	выступает не	1	1
495	сделать для	1	1
496	с тем	1	1
497	в слове	3	1
498	н.и жинкиным	1	1
499	выготским и	1	1
500	м.м бахтиным	1	1
501	слова и	1	1
502	автора и	1	1
503	несет в	2	1
504	являются наиболее	1	1
505	вненаходимости бахтин	1	1
506	эстетического отношения	12	1
507	в на	1	1
508	в этих	3	1
509	о ком	1	1
510	сводятся к	2	1
511	сторону индивида	1	1
512	или точнее	1	1
513	таким же	1	1
514	художественного творчества	1	1
515	бахтин с	1	1
516	причастной вненаходимости	1	1
517	заключать в	1	1
518	не становится	1	1
519	это делает	1	1
520	с точки	3	1
521	лирических текстов	2	1
522	этого текста	2	1
523	не столько	1	1
524	как совокупность	1	1
525	композиционных форм	5	1
526	от его	1	1
527	только раскрывают	1	1
528	которые в	1	1
529	принципиальное отличие	2	1
530	через посредство	1	1
531	тем не	3	1
532	и более	1	1
533	не могли	1	1
534	не должно	1	1
535	литературного текста	2	1
536	лично для	1	1
537	как ценностного	1	1
538	между двумя	3	1
539	и вся	1	1
540	утрачивает своей	1	1
541	стоит в	1	1
542	литературы как	1	1
543	тем самым	4	1
544	до известной	2	1
545	и субъектной	1	1
546	виду что	1	1
547	она могла	1	1
548	дело в	2	1
549	и притом	2	1
550	в центр	1	1
551	не по	1	1
552	в русской	6	1
553	в придании	1	1
554	в структуре	2	1
555	и отсутствие	1	1
556	не сводятся	1	1
557	имеются и	2	1
558	не вполне	2	1
559	для всех	1	1
560	такова что	1	1
561	этих двух	2	1
562	не все	3	1
563	его смысл	1	1
564	и является	2	1
565	и теперь	1	1
566	онегине но	1	1
567	о чем-то	1	1
568	формы высказывания	1	1
569	к драматургии	1	1
570	входят в	1	1
571	как будто	2	1
572	и делает	1	1
573	воображенной реальности	1	1
574	индивида и	1	1
575	в каком	1	1
576	эстетический объект	3	1
577	перед ним	1	1
578	настоящего времени	1	1
579	личности в	3	1
580	разрыв между	1	1
581	к сфере	1	1
582	не могут	2	1
583	от воспринимающего	1	1
584	диада личности	1	1
585	и другим	1	1
586	его с	1	1
587	объекта и	1	1
588	ценностного центра	3	1
589	внеличную сторону	1	1
590	м.м пришвина	1	1
591	отказаться от	1	1
592	говоря словами	3	1
593	однако по	1	1
594	рамках которого	3	1
595	и это	2	1
596	и неизбыточность	2	1
597	художественных высказываний	1	1
598	своего развития	1	1
599	области значений	1	1
600	значения и	2	1
601	но по	1	1
602	здесь не	1	1
603	здесь также	1	1
604	его поступки	1	1
605	анна каренина	3	1
606	и от	1	1
607	только то	1	1
608	художественного мышления	1	1
609	с языком	2	1
610	и сам	1	1
611	что каждый	2	1
612	произведение искусства	5	1
613	те же	1	1
614	убавить ни	1	1
615	здесь как	1	1
616	особенно в	1	1
617	в плоскости	1	1
618	мог бы	3	1
619	внутритекстовых дискурсов	3	1
620	исторического лица	1	1
621	во второй	7	1
622	мира вокруг	1	1
623	если бы	3	1
624	собой и	1	1
625	собственно же	1	1
626	в словах	1	1
627	деятельности в	2	1
628	истории литературы	1	1
629	ряде произведений	1	1
630	о ней	2	1
631	полной мере	1	1
632	слову бахтина	1	1
633	л.с выготским	1	1
634	некое событие	1	1
635	не позволяет	1	1
636	в подобном	1	1
637	при котором	1	1
638	достигается не	1	1
639	все прочие	3	1
640	героя не	1	1
641	выражает внеличную	1	1
642	к самоопределению	1	1
643	что его	1	1
644	чем обеспечивается	1	1
645	в конечном	6	1
646	внутренняя заданность	1	1
647	а напротив	2	1
648	субъекта речи	1	1
649	к нему	1	1
650	в евгении	1	1
651	том или	1	1
652	тем или	1	1
653	состоит не	1	1
654	аналогичным образом	2	1
655	об отсутствии	1	1
656	интертекстуальные связи	1	1
657	утрачивает свою	1	1
658	чем и	1	1
659	вслед за	2	1
660	наконец в	1	1
661	отсутствии в	1	1
662	человека как	1	1
663	понимаемой как	1	1
664	и существенно	1	1
665	аффектов и	1	1
666	индивидуальный характер	1	1
667	не несет	1	1
668	известном смысле	1	1
669	в формах	2	1
670	они хотят	1	1
671	эстетическая природа	1	1
672	и личной	1	1
673	природе суть	1	1
674	речь о	1	1
675	с ними	1	1
676	усматривая в	1	1
677	композиционная форма	2	1
678	этом состоит	1	1
679	и весьма	1	1
680	высказывания необходимо	1	1
681	до нас	1	1
682	теорию литературы	1	1
683	принадлежит какой-то	1	1
684	чаще всего	1	1
685	запечатленного в	1	1
686	его художественности	2	1
687	оказывается в	3	1
688	раскрывают содержание	1	1
689	с объектной	1	1
690	я в	16	1
691	в большинстве	2	1
692	только на	1	1
693	ничего нельзя	1	1
694	которых можно	1	1
695	если в	2	1
696	слова не	1	1
697	человеческой деятельности	1	1
698	большинстве случаев	1	1
699	в известном	1	1
700	его текст	2	1
701	содержание судьбы	1	1
702	ту или	1	1
703	суть то	1	1
704	от понятия	1	1
705	ценностное уплотнение	1	1
706	и их	1	1
707	в известной	1	1
708	в прозе	2	1
709	в прошлом	1	1
710	в конце	2	1
711	граница между	1	1
712	может служить	2	1
713	не случайно	5	1
714	форм высказывания	2	1
715	повесть о	2	1
716	субъекта жизни	1	1
717	как раз	2	1
718	или ином	1	1
719	выявить и	1	1
720	момент в	1	1
721	своем значении	1	1
722	чему не	1	1
723	способа высказывания	1	1
724	искусство слова	2	1
725	между которыми	1	1
726	в области	4	1
727	на примере	1	1
728	а именно	2	1
729	не наделен	1	1
730	а впоследствии	1	1
731	с той	1	1
732	было бы	1	1
733	текст в	4	1
734	еще и	1	1
735	было и	1	1
736	или словами	1	1
737	в воображении	3	1
738	себя и	1	1
739	нового времени	3	1
740	говорит о	1	1
741	в хх	1	1
742	равной степени	3	1
743	к более	1	1
744	заданность и	1	1
745	отношения в	1	1
746	не на	2	1
747	когда ни	1	1
748	выбор слова	1	1
749	от мира	1	1
750	детализации и	1	1
751	в одно	2	1
752	текстов они	1	1
753	художественного целого	4	1
754	в связи	1	1
755	с помощью	1	1
756	является его	1	1
757	не способна	1	1
758	субъекта на	1	1
759	вместе с	2	1
760	до этого	1	1
761	как это	8	1
762	во множестве	1	1
763	человека к	3	1
764	в иных	1	1
765	они едины	1	1
766	восходит к	1	1
767	тексты это	1	1
768	требует от	1	1
769	не становясь	1	1
770	в область	1	1
771	целом ряде	1	1
772	в той	2	1
773	текста где	2	1
774	мировой жизни	1	1
775	как сугубо	1	1
776	романе достоевского	1	1
777	и тоже	1	1
778	исторической поэтики	1	1
779	предстает субъектом	1	1
780	евгении онегине	1	1
781	о трагическом	1	1
782	к чему	2	1
783	этого слова	3	1
784	только о	1	1
785	на языке	2	1
786	в контексте	3	1
787	эстетическое переживание	1	1
788	утверждение о	1	1
789	в эстетический	2	1
790	ситуации но	1	1
791	быть и	2	1
792	поступки только	1	1
793	о его	1	1
794	не об	1	1
795	в чем	1	1
796	своей судьбы	1	1
797	о мире	1	1
798	речевого строя	1	1
799	эстетическим объектом	1	1
800	это явление	1	1
801	ближе к	1	1
802	тех или	3	1
803	это уже	1	1
804	в следующей	2	1
805	судьбы они	1	1
806	текстов не	1	1
807	каким бы	1	1
808	не существует	1	1
809	в результате	1	1
810	вопрос о	1	1
811	которая в	1	1
812	или иным	3	1
813	судьбы а	1	1
814	себя самого	1	1
815	конструктивная роль	2	1
816	язык представляет	1	1
817	тем более	1	1
818	полноты и	1	1
819	пушкиным в	1	1
820	данному жанру	1	1
821	в исходном	2	1
822	определенную позицию	1	1
823	она же	1	1
824	том случае	1	1
825	в мировом	1	1
826	ни изменить	1	1
827	собой рассказ	1	1
828	личности и	4	1
829	не утрачивает	1	1
830	отношении к	2	1
831	в системе	1	1
832	текста то	1	1
833	стороны бытия	1	1
834	не знает	3	1
835	речи и	2	1
836	быть признано	1	1
837	или иного	3	1
838	собой некоторую	1	1
839	полностью совпадает	1	1
840	слиться в	1	1
841	переживание переживания	1	1
842	рассказе чехова	1	1
843	и состоит	1	1
844	эстетического завершения	11	1
845	и сосредоточенность	1	1
846	и другие	2	1
847	случае если	1	1
848	причастности к	2	1
849	в роли	3	1
