N	2gram	Propp_Isto_4	Poddanst
149	он пришел	1	1
150	и что	5	1
151	еще не	6	1
152	и на	2	1
153	он был	1	1
154	мира а	1	1
155	с того	3	1
156	экономическим и	1	1
157	в различных	1	1
158	процесс этот	1	1
159	глаза на	1	1
160	связь между	2	1
161	у одних	1	1
162	два явления	1	1
163	не все	1	1
164	что и	9	1
165	не просто	4	1
166	в истории	2	1
167	а она	1	1
168	вот как	2	1
169	в современной	2	1
170	все же	9	1
171	вопросом о	1	1
172	выражены в	1	1
173	мы видим	6	1
174	веры в	1	1
175	может оказаться	1	1
176	но как	1	1
177	что это	2	1
178	или его	1	1
179	их не	2	1
180	представляет собой	2	1
181	у каждого	1	1
182	из этих	3	1
183	если мы	1	1
184	в эти	1	1
185	человека с	3	1
186	себя в	2	1
187	отчасти и	1	1
188	это от	1	1
189	под его	1	1
190	переходит в	3	1
191	наша задача	1	1
192	уже в	2	1
193	в большинстве	1	1
194	только на	1	1
195	в жертву	1	1
196	на то	3	1
197	качестве исторической	1	1
198	но на	1	1
199	стоят по	1	1
200	в мир	1	1
201	не могла	1	1
202	т д	24	1
203	к миру	1	1
204	выражена в	1	1
205	мы знаем	8	1
206	одно из	1	1
207	они ведут	1	1
208	есть та	1	1
209	общения человека	1	1
210	не как	1	1
211	к ним	2	1
212	друг друга	1	1
213	мы можем	6	1
214	века в	1	1
215	и только	5	1
216	и по	5	1
217	с собой	5	1
218	одно и	1	1
219	многих других	3	1
220	представляют собой	4	1
221	а затем	3	1
222	связанные с	3	1
223	в исторической	2	1
224	возможно что	2	1
225	на этой	1	1
226	большинстве случаев	1	1
227	ясно что	1	1
228	его в	9	1
229	е к	2	1
230	ощущается как	1	1
231	живет в	2	1
232	хозяйственной и	1	1
233	совершенно ясно	2	1
234	а с	1	1
235	бы нас	1	1
236	что не	1	1
237	в это	1	1
238	но есть	2	1
239	по всему	1	1
240	обратиться к	1	1
241	выступает в	1	1
242	где он	1	1
243	в этой	2	1
244	как и	7	1
245	и уже	1	1
246	с которым	1	1
247	имеет к	1	1
248	в свете	3	1
249	душа и	1	1
250	и я	1	1
251	в развитии	1	1
252	прямо на	1	1
253	что если	1	1
254	и при	3	1
255	так же	18	1
256	с американскими	1	1
257	представить себе	1	1
258	что именно	1	1
259	одна сторона	1	1
260	знаем что	7	1
261	бы мы	2	1
262	в данном	3	1
263	вопрос о	4	1
264	сравнению с	3	1
265	как одна	1	1
266	чем к	1	1
267	явление и	1	1
268	он живет	2	1
269	что было	1	1
270	в отдельности	2	1
271	и эти	1	1
272	эти черты	1	1
273	как к	1	1
274	и более	3	1
275	там где	3	1
276	и наоборот	2	1
277	того кто	1	1
278	и очень	1	1
279	нет никакого	1	1
280	что есть	2	1
281	что происходит	1	1
282	в основном	1	1
283	что эта	3	1
284	она не	3	1
285	но для	2	1
286	тогда когда	1	1
287	должны в	1	1
288	случаях когда	3	1
289	она может	1	1
290	не имеет	3	1
291	никогда не	2	1
292	в результате	1	1
293	находятся в	1	1
294	к небу	1	1
295	два различных	1	1
296	этих двух	1	1
297	или иная	1	1
298	они являются	1	1
299	это сделать	1	1
300	что жизнь	1	1
301	более что	1	1
302	что по	1	1
303	в наши	1	1
304	другой стороны	4	1
305	только что	3	1
306	в этих	7	1
307	о смысле	1	1
308	xi к	1	1
309	над ним	1	1
310	только как	1	1
311	индия и	2	1
312	в момент	1	1
313	в иной	6	1
314	является и	3	1
315	и никому	1	1
316	одновременно и	1	1
317	есть и	2	1
318	в других	2	1
319	ни к	1	1
320	пути к	1	1
321	к этой	3	1
322	видим в	1	1
323	и другие	3	1
324	не есть	2	1
325	вместе с	6	1
326	все еще	3	1
327	это в	1	1
328	никакого сомнения	2	1
329	что при	1	1
330	который не	1	1
331	они не	1	1
