N	2gram	Propp_Russ_1	FransuaR
185	что есть	1	2
186	каждого нового	1	2
187	дело не	1	2
188	дело в	1	2
189	здесь на	1	2
190	и сама	1	2
191	следовательно и	1	2
192	все свои	1	2
193	и всегда	1	2
194	на землю	1	2
195	подробное описание	1	2
196	явление в	1	2
197	особое значение	1	2
198	прямо в	1	2
199	так называемый	2	2
200	весь этот	1	2
201	этом отношении	1	2
202	в области	3	2
203	года он	1	2
204	к тому	4	2
205	они и	2	2
206	оно не	1	2
207	в каждой	1	2
208	всего этого	1	2
209	на другой	1	2
210	на том	1	2
211	жизнь и	1	2
212	в разных	3	2
213	находится в	2	2
214	а также	3	2
215	и во	1	2
216	в отрыве	1	2
217	во всей	1	2
218	того что	4	2
219	на которой	1	2
220	содержится в	1	2
221	тот же	1	2
222	и ее	1	2
223	уже не	6	2
224	в большинстве	2	2
225	только на	3	2
226	же в	1	2
227	свидетельствует о	1	2
228	большинстве случаев	2	2
229	и других	7	2
230	и нового	2	2
231	с лишним	1	2
232	связано с	1	2
233	отношению к	1	2
234	в особенности	2	2
235	связаны с	3	2
236	и др	4	2
237	те кто	1	2
238	до конца	2	2
239	а не	2	2
240	его как	2	2
241	в связи	4	2
242	из которых	1	2
243	направление в	1	2
244	по своему	1	2
245	в данном	1	2
246	в отдельности	2	2
247	в первой	1	2
248	или в	2	2
249	о котором	1	2
250	интерес к	2	2
251	и как	2	2
252	с ним	2	2
253	других аналогичных	1	2
254	в заключение	1	2
255	нас не	2	2
256	во всяком	1	2
257	который должен	1	1
258	к их	1	1
259	переходит к	1	1
260	самом деле	1	1
261	тех же	1	1
262	в приведенном	1	1
263	между двумя	2	1
264	в первом	1	1
265	характерное для	1	1
266	должна быть	1	1
267	с таким	1	1
268	и время	1	1
269	по его	1	1
270	это объяснение	1	1
271	в несколько	1	1
272	применения их	1	1
273	в первый	4	1
274	он искал	1	1
275	что иное	2	1
276	бы ни	1	1
277	рая и	1	1
278	они были	2	1
279	но даже	2	1
280	ему в	1	1
281	направлением в	1	1
282	и семя	1	1
283	явление не	1	1
284	это время	2	1
285	состоят из	2	1
286	за это	1	1
287	именно эти	1	1
288	иное как	2	1
289	не был	1	1
290	не без	1	1
291	и связывал	1	1
292	наиболее совершенным	1	1
293	землю и	1	1
294	но не	2	1
295	значение и	2	1
296	с совершенно	1	1
297	тогда как	2	1
298	себе и	1	1
299	он пишет	1	1
300	отличие от	1	1
301	значения что	1	1
302	что они	7	1
303	совсем точно	1	1
304	в истории	1	1
305	что во	1	1
306	другой день	1	1
307	его на	1	1
308	что именно	2	1
309	некоторое время	1	1
310	все же	5	1
311	однако не	1	1
312	увидим что	1	1
313	он на	1	1
314	ни одно	2	1
315	не приходится	1	1
316	тому же	1	1
317	в нашем	2	1
318	в час	1	1
319	земля и	1	1
320	думать что	3	1
321	сливаются в	1	1
322	говорят о	1	1
323	были связаны	2	1
324	под землей	3	1
325	с новым	1	1
326	века к	1	1
327	в названных	1	1
328	когда по	1	1
329	после этого	4	1
330	легендах и	1	1
331	у древних	1	1
332	чтобы они	2	1
333	не как	1	1
334	здесь говорится	1	1
335	том чтобы	1	1
336	его от	2	1
337	заимствованные из	1	1
338	том же	2	1
339	встречаются и	1	1
340	в каждом	2	1
341	смысле в	1	1
342	часть его	1	1
343	в совершенно	1	1
344	существования не	1	1
345	с целью	2	1
346	силы они	1	1
347	уже знаем	1	1
348	известно что	1	1
349	и тем	1	1
350	данном случае	1	1
351	не соответствует	1	1
352	в жизни	2	1
353	по всему	1	1
354	для них	3	1
355	с тем	8	1
356	со своими	1	1
357	говорится о	2	1
358	оно имеет	1	1
359	чем в	2	1
360	наука в	1	1
361	и некоторые	3	1
362	ряде других	1	1
363	месяц во	1	1
364	не так	1	1
365	или вообще	1	1
366	и разнообразными	1	1
367	и при	1	1
368	половине xix	2	1
369	которую мы	1	1
370	и без	1	1
371	всяком случае	1	1
372	эта как	1	1
373	вторая часть	1	1
374	и назначение	1	1
375	представление о	3	1
376	что я	1	1
377	должны были	2	1
378	в силу	2	1
379	не будем	3	1
380	которые в	1	1
381	этой же	1	1
382	ряда других	1	1
383	что было	1	1
384	с праздником	2	1
385	что сам	1	1
386	и наоборот	1	1
387	и всякую	1	1
388	чрезвычайно разнообразны	1	1
389	и связанные	2	1
390	уже преимущественно	1	1
391	при всех	1	1
392	их очень	1	1
393	но они	3	1
394	а иногда	4	1
395	она не	2	1
396	иной раз	1	1
397	природа и	1	1
398	ее с	1	1
399	в основе	1	1
400	заключалось в	1	1
401	и проклятия	1	1
402	или как	1	1
403	все стороны	1	1
404	это слово	1	1
405	так например	6	1
406	связи с	4	1
407	истории как	1	1
408	не по	1	1
409	чем ближе	1	1
410	что видел	1	1
411	что на	4	1
412	ему не	1	1
413	имеет ничего	1	1
414	у нас	8	1
415	свои старые	1	1
416	нет даже	1	1
417	начиная с	3	1
418	смены времен	1	1
419	не могут	1	1
420	он и	1	1
421	и всех	1	1
422	в других	11	1
423	характер этой	1	1
424	для такого	1	1
425	прошлого в	1	1
426	смерти и	1	1
427	ничего общего	2	1
428	женщины на	1	1
429	здесь изображается	1	1
430	и о	1	1
431	значения и	2	1
432	необходимо еще	1	1
433	нами выше	1	1
434	так в	4	1
435	в дальнейшем	2	1
436	на свой	1	1
437	по этой	1	1
438	с собой	4	1
439	здесь он	1	1
440	гл iii	1	1
441	не с	3	1
442	чем у	2	1
443	без основания	1	1
444	продолжали жить	1	1
445	древнейшая форма	1	1
446	об этом	9	1
447	но здесь	1	1
448	в таком	1	1
449	их но	1	1
450	является по	1	1
451	было не	1	1
452	на все	2	1
453	вот почему	1	1
454	и та	1	1
455	второй половине	1	1
456	и что	4	1
457	в глаза	1	1
458	в различных	2	1
459	там же	5	1
460	приводят нас	1	1
461	большое количество	1	1
462	от них	3	1
463	комедии и	1	1
464	этому поводу	2	1
465	природы и	2	1
466	от одного	1	1
467	них в	2	1
468	наконец в	1	1
469	также в	3	1
470	представления о	1	1
471	но она	2	1
472	о своих	1	1
473	видим что	1	1
474	по содержанию	3	1
475	к которому	1	1
476	о рождении	2	1
477	в двух	1	1
478	оказалось что	1	1
479	этот вопрос	2	1
480	мы увидим	8	1
481	еще и	1	1
482	падает на	1	1
483	очень много	1	1
484	он уже	1	1
485	который в	1	1
486	между тем	7	1
487	да на	2	1
488	с которыми	1	1
489	по другим	1	1
490	так что	2	1
491	на такой	1	1
492	оно в	1	1
493	в виде	6	1
494	что по	4	1
495	этому вопросу	2	1
496	в народной	2	1
497	во втором	1	1
498	его и	2	1
499	одно из	5	1
500	при рождении	1	1
501	изображается в	1	1
502	от другого	1	1
503	слова в	3	1
504	нет никаких	1	1
505	прибавить что	1	1
506	к ним	3	1
507	иногда и	5	1
508	содержанию своему	1	1
509	его мыслей	1	1
510	ее на	1	1
511	характерен для	1	1
512	но эти	3	1
513	возможно что	1	1
514	и из	3	1
515	как только	1	1
516	как у	1	1
517	же а	2	1
518	на этот	3	1
519	такое же	2	1
520	мы еще	1	1
521	по всей	1	1
522	обратиться к	1	1
523	иногда это	1	1
524	говорит о	1	1
525	по тем	1	1
526	у других	1	1
527	и самый	1	1
528	нового года	10	1
529	однако и	1	1
530	на весь	2	1
531	их там	2	1
532	и непосредственно	2	1
533	один из	8	1
534	о чем	3	1
535	ближе к	1	1
536	но оно	1	1
537	в частности	2	1
538	не были	2	1
539	границы между	1	1
540	как это	8	1
541	относятся к	2	1
542	их за	1	1
543	или по	1	1
544	общего с	1	1
545	употребляется как	1	1
546	так называемая	1	1
547	к другому	2	1
548	мы остановимся	1	1
549	в тех	4	1
550	и всей	2	1
551	наступление нового	1	1
552	значение как	1	1
553	бросается в	1	1
554	вверх и	1	1
555	самом же	1	1
556	в основном	3	1
557	только для	2	1
558	с последним	1	1
559	между прочим	2	1
560	в начале	1	1
561	из ряда	1	1
562	церковное учение	1	1
563	например из	1	1
564	в одно	1	1
565	сатурналий которые	1	1
566	его нет	1	1
567	затем идет	1	1
568	сходство между	2	1
569	от него	1	1
570	же деле	1	1
571	и изобилие	1	1
572	и целый	1	1
573	в период	1	1
574	но эта	1	1
575	между ними	1	1
576	с ней	2	1
577	этого времени	2	1
578	на смену	1	1
579	сказать что	1	1
580	столом и	1	1
581	это шествие	1	1
582	нет но	1	1
583	не что	2	1
584	ко всему	1	1
585	через них	1	1
586	это та	1	1
587	другие подобные	1	1
588	время они	1	1
589	заметить что	1	1
590	также не	1	1
591	того времени	1	1
592	в своих	2	1
593	именно здесь	1	1
594	как на	1	1
595	они не	1	1
