N	2gram	Bakhtin_Pr_1	Hudozhes
279	проблемы мы	1	1
280	что можно	1	1
281	целого в	1	1
282	как впрочем	1	1
283	форме внутреннего	1	1
284	в каждой	1	1
285	должен как-то	1	1
286	целого не	1	1
287	начало и	3	1
288	на них	3	1
289	время в	1	1
290	в чем	2	1
291	различия между	1	1
292	словами как	1	1
293	мы еще	1	1
294	иных случаях	3	1
295	бы в	1	1
296	этический момент	6	1
297	не все	2	1
298	к слову	1	1
299	в общем	1	1
300	с совершенно	2	1
301	можно рассказать	1	1
302	отношение к	10	1
303	художественного впечатления	2	1
304	произведение не	3	1
305	нет и	3	1
306	в свои	1	1
307	связи и	3	1
308	относится к	4	1
309	и я	1	1
310	культурном контексте	1	1
311	дает нам	2	1
312	произведения ее	1	1
313	стороны и	1	1
314	она как	1	1
315	к форме	2	1
316	в полном	1	1
317	понять и	1	1
318	и как	8	1
319	этого впечатления	1	1
320	к чему	2	1
321	в произведении	4	1
322	плане как	1	1
323	в которой	1	1
324	нет дела	1	1
325	можно не	1	1
326	бы не	2	1
327	ни одна	2	1
328	самостоятельной позиции	1	1
329	о других	1	1
330	только один	1	1
331	но ведь	1	1
332	имеет для	1	1
333	вообще не	7	1
334	не могла	1	1
335	таковую в	1	1
336	должен обратиться	1	1
337	стало возможным	1	1
338	но именно	1	1
339	всех этих	1	1
340	он должен	2	1
341	в узком	1	1
342	к одному	1	1
343	только глазами	1	1
344	не как	1	1
345	понятий и	2	1
346	почти то	1	1
347	у толстого	1	1
348	материала не	2	1
349	и вот	1	1
350	ее и	1	1
351	бытия это	1	1
352	не исчерпывает	1	1
353	свое время	1	1
354	работ в	1	1
355	его от	1	1
356	переводит его	1	1
357	в нее	1	1
358	вопросов о	1	1
359	поскольку она	1	1
360	от нее	1	1
361	то ни	3	1
362	что все	2	1
363	от некоторых	1	1
364	их и	2	1
365	как-то транскрибировать	1	1
366	или даже	1	1
367	творчества к	1	1
368	а как	3	1
369	входит в	8	1
370	на бумаге	1	1
371	может стать	3	1
372	этом смысле	3	1
373	истории и	1	1
374	характер не	1	1
375	и тем	3	1
376	не чем	1	1
377	для них	1	1
378	в высшей	5	1
379	далеко не	5	1
380	нашего исследования	1	1
381	этого не	1	1
382	с тем	1	1
383	в слове	3	1
384	и уже	1	1
385	до степени	2	1
386	как таковой	2	1
387	нисколько не	1	1
388	на первый	2	1
389	места в	1	1
390	и без	1	1
391	но которые	2	1
392	к предмету	1	1
393	место в	8	1
394	себе а	1	1
395	в отличие	5	1
396	в которых	1	1
397	мысли и	1	1
398	и нельзя	1	1
399	душу и	1	1
400	есть его	3	1
401	в одном	1	1
402	не будем	3	1
403	его мы	1	1
404	иным как	1	1
405	не его	2	1
406	и более	2	1
407	том и	1	1
408	не должно	1	1
409	бы быть	1	1
410	мере и	1	1
411	теоретические положения	1	1
412	раз и	2	1
413	иной раз	1	1
414	вовсе не	2	1
415	вплоть до	1	1
416	но они	4	1
417	тем самым	4	1
418	до известной	1	1
419	как можно	1	1
420	что эта	2	1
421	как о	1	1
422	дело в	2	1
423	что их	1	1
424	в плане	7	1
425	в основе	5	1
426	здесь прежде	1	1
427	в самых	1	1
428	жизненной позиции	1	1
429	и всегда	1	1
430	эта сторона	1	1
431	в самой	2	1
432	именно с	1	1
433	и весь	2	1
434	вследствие того	1	1
435	этих двух	1	1
436	определенности и	3	1
437	или как	3	1
438	в напряженности	1	1
439	ничто не	1	1
440	серьезность и	1	1
441	данного произведения	1	1
442	не могут	2	1
443	могут быть	5	1
444	же самое	2	1
445	становится возможным	1	1
446	анализа и	2	1
447	что оно	2	1
448	для его	1	1
449	она же	1	1
450	приходит к	1	1
451	из всего	1	1
452	иной чем	1	1
453	чем не	2	1
454	в виду	4	1
455	того времени	1	1
456	свою очередь	1	1
457	им она	1	1
458	данном случае	4	1
459	в в	1	1
460	толстого например	1	1
461	в дальнейшем	3	1
462	художником и	1	1
463	однако эта	1	1
464	выражения и	1	1
465	по аналогии	1	1
466	на нее	1	1
467	того и	1	1
468	здесь нет	2	1
469	мог бы	1	1
470	единство этих	1	1
471	ценность в	1	1
472	форма но	2	1
473	но здесь	3	1
474	автора к	1	1
475	возможным не	1	1
476	или только	1	1
477	становится только	2	1
478	его художественной	1	1
479	он живет	1	1
480	за пределами	1	1
481	для нас	1	1
482	с другой	7	1
483	этим не	1	1
484	нас в	1	1
485	и своей	1	1
486	в эстетической	1	1
487	в которую	1	1
488	архитектонических форм	3	1
489	мы о	1	1
490	во всех	11	1
491	нем не	1	1
492	главы как	1	1
493	творчества в	3	1
494	во втором	1	1
495	находит свое	2	1
496	и только	4	1
497	и содержания	3	1
498	непосредственно в	1	1
499	овладевает путем	1	1
500	что бы	1	1
501	к личности	2	1
502	нем и	2	1
503	к концу	1	1
504	в лучшем	2	1
505	быть найден	1	1
506	как например	1	1
507	которое было	1	1
508	в двух	2	1
509	композиционная форма	4	1
510	созерцание овладевает	2	1
511	в какой	2	1
512	о другом	1	1
513	те связи	1	1
514	субъекта в	1	1
515	между этими	1	1
516	и ее	2	1
517	с одной	3	1
518	именно на	1	1
519	человека с	1	1
520	есть в	1	1
521	я в	1	1
522	и у	2	1
523	не узнаем	1	1
524	не принимает	1	1
525	отношения автора	3	1
526	не дает	2	1
527	но совершенно	2	1
528	связывается с	1	1
529	его и	1	1
530	но для	1	1
531	к содержанию	17	1
532	эти два	1	1
533	ни с	2	1
534	этом в	1	1
535	и сходные	1	1
536	сами по	1	1
537	произведения и	2	1
538	ее не	1	1
539	дела до	1	1
540	художника и	5	1
541	отличие от	5	1
542	есть именно	1	1
543	рядом с	5	1
544	в особенности	2	1
545	художественного завершения	2	1
546	за последние	2	1
547	завершается не	1	1
548	говорить и	2	1
549	человека а	1	1
550	в романе	4	1
551	обратиться к	1	1
552	равной степени	1	1
553	которым созерцание	1	1
554	связано с	1	1
555	транскрибировать этический	1	1
556	человека но	1	1
557	одной стороны	3	1
558	впечатления но	1	1
559	не на	5	1
560	имеет к	1	1
561	и исторической	1	1
562	там где	6	1
563	путем сопереживания	3	1
564	решения вопроса	1	1
565	что мы	1	1
566	этих моментов	1	1
567	именно поэтому	2	1
568	событие не	2	1
569	как это	2	1
570	подхода к	2	1
571	однако для	1	1
572	единства формы	2	1
573	со словом	5	1
574	столь очевидно	1	1
575	из которых	2	1
576	как вещь	4	1
577	о чем	1	1
578	в столь	1	1
579	в данном	4	1
580	если оно	1	1
581	она есть	1	1
582	город и	1	1
583	и всей	1	1
584	быть только	5	1
585	происходит в	1	1
586	своей эстетической	1	1
587	и менее	1	1
588	том смысле	1	1
589	быть не	1	1
590	в художественную	1	1
591	в контексте	1	1
592	самом же	1	1
593	природы произведения	1	1
594	тень и	1	1
595	но это	3	1
596	его же	1	1
597	руки по	1	1
598	в смысле	1	1
599	искусства это	1	1
600	известной степени	4	1
601	как возможность	1	1
602	формы и	5	1
603	узком смысле	2	1
604	которой я	1	1
605	как уже	1	1
606	не более	2	1
607	мы должны	2	1
608	же деле	1	1
609	хотя в	1	1
610	равнодушной к	3	1
611	и прямо	1	1
612	лишь что	2	1
613	неотделим от	1	1
614	это касается	2	1
615	сказать что	4	1
616	в свою	2	1
617	затем к	1	1
618	мы здесь	4	1
619	к его	2	1
620	в характере	1	1
621	первом случае	1	1
622	чем иным	1	1
623	из этого	1	1
624	эстетического анализа	13	1
625	в свое	1	1
626	как слово	1	1
627	и другие	2	1
628	и эта	2	1
629	все что	3	1
