N	2gram	Tiupa_Vved_1	StatiiOP
103	крайней мере	1	4
104	точка зрения	3	4
105	на протяжении	1	4
106	состоит в	10	4
107	но это	3	4
108	в речи	2	4
109	все эти	1	3
110	о которых	1	3
111	и наконец	2	3
112	же время	3	3
113	в связи	1	3
114	говорить о	2	3
115	но он	1	3
116	в виде	1	3
117	связи с	1	3
118	как раз	2	3
119	в какой	4	3
120	к которому	2	3
121	в мировой	1	3
122	не так	1	3
123	что я	1	3
124	в их	1	3
125	между прочим	1	3
126	тому что	1	3
127	в рассказе	6	3
128	для него	3	3
129	что для	1	3
130	и его	5	3
131	и если	1	3
132	и что	1	3
133	ср в	1	3
134	подчеркнуть что	5	3
135	своего рода	10	3
136	уже не	5	3
137	что все	1	3
138	со стороны	5	3
139	во время	1	3
140	одной стороны	5	3
141	на этом	1	3
142	всех этих	1	3
143	до конца	3	3
144	несмотря на	1	3
145	этого рода	1	3
146	все они	2	3
147	к этому	2	3
148	не является	3	3
149	уже в	1	3
150	что мы	2	3
151	и более	3	3
152	на себе	1	2
153	чтобы в	1	2
154	еще не	7	2
155	и только	1	2
156	или в	1	2
157	того же	1	2
158	что они	1	2
159	i и	1	2
160	не встречается	1	2
161	и ее	1	2
162	а то	2	2
163	и тот	1	2
164	вовсе не	1	2
165	есть в	2	2
166	гораздо более	1	2
167	то он	2	2
168	тем о	1	2
169	при всей	2	2
170	то есть	8	2
171	самом деле	3	2
172	дело не	1	2
173	он может	1	2
174	на котором	1	2
175	если в	2	2
176	во всех	2	2
177	свидетельство о	1	2
178	не мог	1	2
179	но не	5	2
180	вместе с	1	2
181	к слову	1	2
182	которого в	1	2
183	мы не	4	2
184	быть не	4	2
185	о которой	2	2
186	произведения как	1	2
187	но как	1	2
188	к тому	6	2
189	но они	2	2
190	никогда не	4	2
191	только что	1	2
192	времени и	7	2
193	не имеет	2	2
194	с ее	1	2
195	как мы	3	2
196	известно что	1	2
197	то и	2	2
198	что не	1	2
199	что у	1	2
200	за рамки	1	2
201	не сразу	1	2
202	не на	1	2
203	в одной	2	2
204	и у	1	2
205	в отношении	1	2
206	в сущности	1	2
207	к этой	1	2
208	к сожалению	1	2
209	один из	3	2
210	на основе	1	2
211	на другое	1	2
212	тем не	3	2
213	не столько	4	2
214	той же	1	2
215	заметить что	1	2
216	в форме	1	2
217	должен был	1	2
218	одна из	4	2
219	внимание на	3	2
220	так сказать	2	2
221	с одной	5	2
222	в самом	2	2
223	для его	1	2
224	в результате	3	2
225	этого термина	1	2
226	не совсем	1	2
227	на четыре	1	2
228	не как	2	2
229	в новом	1	2
230	могут быть	4	2
231	в каждой	1	2
232	в рамках	4	2
233	должен быть	1	2
234	от них	1	2
235	в духе	1	2
236	в остальном	1	2
237	начиная с	3	2
238	и по	3	2
239	в которых	1	2
240	внимания на	1	2
241	одного из	3	2
242	то она	1	2
243	или иной	3	2
244	не менее	4	2
245	в виду	1	2
246	именно поэтому	1	2
247	а с	2	2
248	жизни но	1	2
249	как о	2	2
250	но также	2	2
251	речь идет	1	2
252	том чтобы	2	2
253	он и	2	2
254	к своей	1	2
255	в свою	4	2
256	во втором	2	2
257	всего лишь	5	1
258	одним из	5	1
259	из таких	1	1
260	ни одного	1	1
261	со своим	1	1
262	известной степени	1	1
263	в значительной	1	1
264	не знает	1	1
265	отношении к	1	1
266	и того	2	1
267	существует такая	1	1
268	бы в	3	1
269	для нас	2	1
270	можно спорить	1	1
271	рассказал о	1	1
272	xix столетия	2	1
273	уже до	1	1
274	роль этого	1	1
275	в поле	1	1
276	но одновременно	1	1
277	тех же	1	1
278	в период	1	1
279	становится очевидным	1	1
280	и оно	2	1
281	говорилось выше	1	1
282	бы на	1	1
283	о котором	2	1
284	свидетельствует не	1	1
285	в двух	1	1
286	е годы	1	1
287	оказывается в	1	1
288	она тем	1	1
289	было и	1	1
290	и средствами	1	1
291	и который	1	1
292	второго лица	1	1
293	в разных	1	1
294	так же	1	1
295	для которого	3	1
296	начинается с	1	1
297	может служить	4	1
298	перед лицом	1	1
299	по мере	1	1
300	все то	1	1
301	которого у	1	1
302	не к	4	1
303	событий и	1	1
304	еще и	1	1
305	между собой	2	1
306	как по	2	1
307	как с	1	1
308	пути и	1	1
309	и их	1	1
310	здесь как	1	1
311	должна быть	2	1
312	я сказал	1	1
313	в произведении	1	1
314	вследствие чего	1	1
315	и все	4	1
316	бы он	1	1
317	к которым	1	1
318	следует заметить	1	1
319	она стала	1	1
320	что является	1	1
321	с ним	3	1
322	в нем	5	1
323	здесь следует	1	1
324	и так	1	1
325	с помощью	1	1
326	указания на	1	1
327	хотя бы	1	1
328	чтобы стать	2	1
329	объясняется тем	1	1
330	это сюжет	1	1
331	бы не	2	1
332	в последние	1	1
333	свое внимание	1	1
334	через посредство	1	1
335	историю как	1	1
336	также является	1	1
337	с нами	1	1
338	того чтобы	1	1
339	по себе	2	1
340	так в	4	1
341	но существенно	1	1
342	же самое	1	1
343	тем или	1	1
344	бы быть	1	1
345	с классической	1	1
346	как его	2	1
347	и он	1	1
348	в одном	1	1
349	очень существенный	1	1
350	ни для	1	1
351	см в	1	1
352	евгений онегин	1	1
353	из четырех	1	1
354	жизни уже	1	1
355	не можем	2	1
356	повести о	1	1
357	который в	2	1
358	даже в	1	1
359	этом пути	1	1
360	по своей	3	1
361	языком в	1	1
362	в нее	1	1
363	что же	3	1
364	этого не	1	1
365	а именно	1	1
366	в формах	1	1
367	в ее	1	1
368	из жизни	2	1
369	той или	3	1
370	литература в	1	1
371	вплоть до	1	1
372	но зато	1	1
373	а лишь	2	1
374	приводит к	2	1
375	это он	1	1
376	особенно в	1	1
377	большей части	3	1
378	и времени	2	1
379	основывается на	2	1
380	на самом	4	1
381	в той	4	1
382	у них	1	1
383	что и	2	1
384	мы видели	2	1
385	этому роду	1	1
386	второй половины	1	1
387	переход от	1	1
388	этом и	2	1
389	его развития	1	1
390	границы между	2	1
391	в историю	2	1
392	мы и	2	1
393	в свет	1	1
394	соответствии с	6	1
395	где в	3	1
396	почему оно	1	1
397	что есть	1	1
398	и сам	1	1
399	на него	2	1
400	идет о	1	1
401	они не	1	1
402	действующего лица	1	1
403	благодаря тому	1	1
404	но на	2	1
405	того кто	1	1
406	и создает	1	1
407	означало бы	1	1
408	и предлагает	1	1
409	пребывания в	1	1
410	году в	1	1
411	создается не	2	1
412	а что	1	1
413	только одно	1	1
414	истории в	5	1
415	для одного	1	1
416	с сохранением	1	1
417	писатель с	1	1
418	следует признать	4	1
419	он является	2	1
420	в литературе	2	1
421	жизни и	7	1
422	как он	2	1
423	представляет собой	15	1
424	как она	1	1
425	поэтому и	1	1
426	свою очередь	4	1
427	он ищет	1	1
428	не все	2	1
429	время является	1	1
430	и о	1	1
431	это уже	1	1
432	них как	2	1
433	них но	1	1
434	но эти	1	1
435	на том	1	1
436	в истории	1	1
437	и еще	1	1
438	окружающей его	1	1
439	том как	3	1
440	в контексте	1	1
441	который при	1	1
442	при таком	1	1
443	в первом	2	1
444	его жизни	1	1
445	о чем	2	1
446	говорится о	1	1
447	по большей	3	1
448	не могло	2	1
449	в те	1	1
450	или менее	2	1
451	не о	2	1
452	сил и	1	1
453	тому как	2	1
454	сам же	1	1
455	собой лишь	1	1
456	в классической	1	1
457	в пределах	2	1
458	однако и	2	1
459	более или	2	1
460	и т.д	5	1
461	но так	1	1
462	из одного	1	1
463	а о	1	1
464	человека как	1	1
465	очевидным что	1	1
466	слова в	2	1
467	с языком	1	1
468	на происходящее	1	1
469	в пятом	2	1
470	а к	3	1
471	литературе это	1	1
472	сюжет в	1	1
473	том же	1	1
474	также не	1	1
475	бы такую	1	1
476	во всей	1	1
477	как известно	1	1
478	для себя	1	1
479	в сторону	1	1
480	которых в	1	1
481	от себя	1	1
482	нам в	1	1
483	однако не	1	1
484	присутствие в	1	1
485	автора в	5	1
486	в работах	1	1
487	похожи на	1	1
488	из всех	1	1
489	и она	1	1
490	наряду с	2	1
491	случаях в	1	1
492	отношения с	1	1
493	как у	1	1
494	то они	1	1
495	и иными	1	1
496	нет ничего	1	1
497	времени в	3	1
498	те же	2	1
499	есть с	1	1
500	к первому	1	1
501	смысл который	2	1
502	поле зрения	1	1
503	свидетель в	1	1
504	также и	4	1
505	обратим внимание	1	1
506	ее судьба	1	1
507	которой можно	1	1
508	интереса к	1	1
509	здесь не	2	1
510	первого и	2	1
511	и нет	1	1
512	в частности	13	1
513	представляют собой	3	1
514	того как	1	1
515	вернуться к	1	1
516	этом направлении	1	1
517	собственно говоря	1	1
518	и до	1	1
519	от их	1	1
520	также в	1	1
521	по своим	3	1
522	которая не	2	1
523	между этими	1	1
524	целый ряд	2	1
525	которые не	1	1
526	опирается на	1	1
527	несет на	1	1
528	приближается к	1	1
529	мальчика и	1	1
530	т.е в	1	1
531	что она	1	1
532	котором он	2	1
533	как оно	2	1
534	тем же	1	1
535	его с	2	1
536	на себя	1	1
537	смысл этой	1	1
538	человек в	1	1
539	истории история	1	1
540	могло бы	3	1
541	до самого	1	1
542	по аналогии	1	1
543	на фоне	2	1
544	в особых	2	1
545	каждой из	1	1
546	образцом для	1	1
547	от первого	1	1
548	из них	1	1
549	или иначе	2	1
550	вытекает из	1	1
551	еще один	1	1
552	можно было	2	1
553	в смене	1	1
554	значении этого	1	1
555	в своем	5	1
556	она была	2	1
557	все что	3	1
558	в данной	2	1
559	именно то	1	1
560	в литературном	1	1
561	по терминологии	1	1
562	судя по	2	1
563	всей его	2	1
564	является и	1	1
565	этому времени	1	1
566	в данном	13	1
567	в последующих	1	1
