N	2gram	Bakhtin_Fr_3	Hudozhes
284	шире и	3	1
285	говорят о	2	1
286	бы и	1	1
287	что это	1	1
288	всего романа	1	1
289	за это	1	1
290	из этих	2	1
291	в известном	1	1
292	это тот	1	1
293	раз в	2	1
294	данном контексте	1	1
295	имеем в	1	1
296	во многих	1	1
297	после чего	1	1
298	не могла	1	1
299	материал из	1	1
300	жизнью и	4	1
301	на его	2	1
302	исходит из	1	1
303	к миру	1	1
304	все это	4	1
305	при виде	1	1
306	по ту	1	1
307	в узком	1	1
308	к одному	1	1
309	свое время	1	1
310	смертью в	2	1
311	подобно тому	1	1
312	или иных	1	1
313	то ни	1	1
314	а затем	1	1
315	в совершенно	1	1
316	произведения с	1	1
317	в мировой	4	1
318	не с	1	1
319	а как	1	1
320	это было	1	1
321	платона и	2	1
322	было бы	4	1
323	и где	1	1
324	например с	1	1
325	весь мир	1	1
326	особое отношение	1	1
327	и комедия	1	1
328	системе образов	1	1
329	рядом с	2	1
330	от морального	1	1
331	как об	1	1
332	он и	7	1
333	и конец	1	1
334	вошел в	1	1
335	места в	1	1
336	или точнее	1	1
337	в котором	2	1
338	и книги	1	1
339	одним и	1	1
340	в условиях	2	1
341	от его	1	1
342	всякий раз	1	1
343	друг другу	1	1
344	в прошлом	1	1
345	не могли	1	1
346	в конце	3	1
347	функционирование в	1	1
348	том же	2	1
349	это скорее	1	1
350	наивной и	2	1
351	мы встречаемся	1	1
352	это особенно	1	1
353	в историческом	1	1
354	случае мы	1	1
355	таких случаях	1	1
356	в таких	3	1
357	ее не	2	1
358	но для	1	1
359	не имеет	1	1
360	между жизнью	3	1
361	героев и	1	1
362	но только	1	1
363	он мог	1	1
364	каждый из	1	1
365	нельзя не	1	1
366	единого целого	1	1
367	эта сторона	1	1
368	эти стороны	2	1
369	ему и	1	1
370	связи с	6	1
371	входят в	1	1
372	как будто	1	1
373	здесь остается	1	1
374	и оценки	1	1
375	этой игрой	1	1
376	ему не	2	1
377	и здесь	4	1
378	выпадает из	1	1
379	все то	2	1
380	внутреннюю свободу	1	1
381	вокруг него	1	1
382	здесь мы	2	1
383	и своя	1	1
384	в настоящее	1	1
385	говорит о	1	1
386	как мы	10	1
387	к общему	1	1
388	языка и	1	1
389	в собственном	1	1
390	в особенности	5	1
391	смерти в	1	1
392	художественного мышления	1	1
393	свободу и	1	1
394	на нее	1	1
395	те же	5	1
396	здесь как	1	1
397	для этого	3	1
398	да да	1	1
399	возможна только	1	1
400	внимание на	1	1
401	настоящее время	1	1
402	примененные к	1	1
403	нем по	1	1
404	состоит что	1	1
405	автору не	1	1
406	это была	1	1
407	на отдельные	1	1
408	бытия всякий	1	1
409	она здесь	1	1
410	путь к	1	1
411	нуждается в	3	1
412	такими же	1	1
413	в другой	1	1
414	если он	1	1
415	в него	1	1
416	для установления	2	1
417	по содержанию	1	1
418	в заключительной	1	1
419	с той	1	1
420	в формах	1	1
421	один из	4	1
422	обе эти	1	1
423	образов и	2	1
424	мы видим	5	1
425	дело с	1	1
426	на языке	1	1
427	что даже	1	1
428	над собою	1	1
429	до нас	7	1
430	такое же	1	1
431	или же	2	1
432	между этими	1	1
433	что ж	1	1
434	на мир	1	1
435	теперь в	1	1
436	со всеми	5	1
437	так что	1	1
438	же и	3	1
439	для всех	1	1
440	с нею	2	1
441	иной форме	1	1
442	они ни	1	1
443	свидетельствует о	2	1
444	словами из	1	1
445	дает ему	1	1
446	из них	4	1
447	характерно что	1	1
448	он обнаруживает	1	1
449	ведь это	1	1
450	до того	2	1
451	мы находим	3	1
452	представлений о	1	1
453	не для	1	1
454	с этими	1	1
455	так как	4	1
456	и от	3	1
457	ту сторону	1	1
458	его исторического	1	1
459	встречаемся с	2	1
460	но из	1	1
461	не было	5	1
462	нашем примере	3	1
463	и даже	4	1
464	на уровне	1	1
465	точек зрения	1	1
466	вырождается в	1	1
467	и глубже	4	1
468	связаны с	5	1
469	одновременно не	1	1
470	на чем	1	1
471	еще и	2	1
472	наконец в	1	1
473	мира это	1	1
474	что не	1	1
475	что для	2	1
476	к более	1	1
477	человека но	1	1
478	более того	1	1
479	однако и	1	1
480	жизнь в	3	1
481	не всегда	1	1
482	время оно	1	1
483	мы встречаем	4	1
484	и слово	1	1
485	в связи	5	1
486	культуры не	1	1
487	имея в	1	1
488	только к	1	1
489	даже при	1	1
490	вместе с	3	1
491	до этого	1	1
492	в одной	1	1
493	требует от	1	1
494	ни от	2	1
495	не могут	1	1
496	он говорит	6	1
497	после его	1	1
498	для обозначения	1	1
499	этого слова	2	1
500	приобщение к	1	1
501	тому как	1	1
502	да и	1	1
503	в состоянии	2	1
504	мыслится как	1	1
505	главного героя	1	1
506	в это	1	1
507	этом случае	1	1
508	в любом	1	1
509	от окружающих	1	1
510	к объекту	1	1
511	своей жизни	2	1
512	только для	3	1
513	все же	2	1
514	характерные для	1	1
515	от нас	1	1
516	самое существенное	2	1
517	и весело	1	1
518	о мире	2	1
519	тех или	1	1
520	в более	3	1
521	в следующей	1	1
522	не подлежит	3	1
523	в результате	1	1
524	о котором	1	1
525	это может	1	1
526	к различным	1	1
527	в литературной	1	1
528	особенности в	1	1
529	и существенно	1	1
530	как явление	1	1
531	за него	2	1
532	все они	1	1
533	произведение на	1	1
534	ни было	1	1
535	же в	1	1
536	на части	1	1
537	быть и	1	1
538	к самому	1	1
539	здесь только	2	1
540	имеет в	2	1
541	как ряд	1	1
542	две стороны	1	1
543	в системе	2	1
544	одновременно и	2	1
545	в свое	1	1
546	который в	2	1
547	включает в	2	1
548	всего в	1	1
549	жизни и	4	1
550	ее в	1	1
551	и другие	2	1
552	в своих	5	1
553	существенный момент	1	1
554	все что	2	1
555	они не	3	1
556	случае его	1	1
