N	2gram	Kanaev_Sov_1	Psycholo
194	но мы	3	2
195	аналогии с	1	2
196	и во	2	2
197	в которую	2	2
198	и следовательно	1	2
199	и действительно	1	2
200	должен был	1	2
201	по мнению	2	2
202	все они	1	2
203	со всеми	2	2
204	уже не	2	2
205	чтобы он	1	2
206	в виде	2	2
207	который как	2	2
208	всяком случае	2	2
209	в конце	3	2
210	но что	1	2
211	здесь в	1	2
212	в данном	1	2
213	что же	5	2
214	по существу	1	2
215	благодаря этому	1	2
216	не знаем	2	2
217	при таком	3	2
218	развития и	1	2
219	не более	1	2
220	конечно нельзя	1	2
221	же в	1	2
222	так же	1	2
223	они не	1	2
224	можно назвать	2	2
225	во всяком	2	2
226	как известно	2	1
227	ли мы	3	1
228	же как	1	1
229	именно эта	1	1
230	конечно во	1	1
231	и потому	3	1
232	это и	1	1
233	и есть	2	1
234	в первом	3	1
235	и до	1	1
236	на две	3	1
237	в зависимости	4	1
238	их и	1	1
239	мы имеем	1	1
240	это совершенно	1	1
241	это что	1	1
242	что уже	1	1
243	происходит это	1	1
244	своим особым	2	1
245	которую можно	1	1
246	принадлежит и	1	1
247	еще не	3	1
248	здесь нет	1	1
249	она развивается	1	1
250	это означало	1	1
251	с его	1	1
252	природы и	1	1
253	но конечно	1	1
254	но не	1	1
255	мы будем	1	1
256	вопрос когда	1	1
257	более как	1	1
258	отличие от	2	1
259	разделение на	2	1
260	нет и	4	1
261	один и	1	1
262	дело идет	1	1
263	независимо от	1	1
264	то чем	1	1
265	кроме того	1	1
266	хотя и	1	1
267	между двумя	1	1
268	в действительности	1	1
269	для ее	1	1
270	в известном	1	1
271	и тот	1	1
272	зависимости от	4	1
273	только один	2	1
274	и те	1	1
275	на его	2	1
276	то этим	1	1
277	и еще	1	1
278	никакому сомнению	1	1
279	в корне	1	1
280	заключает в	1	1
281	но все	2	1
282	это конечно	1	1
283	не будет	1	1
284	а затем	1	1
285	факт что	1	1
286	значение в	2	1
287	и сделал	1	1
288	том случае	1	1
289	только не	1	1
290	на этой	3	1
291	есть не	1	1
292	это не	4	1
293	чему мы	1	1
294	мы постараемся	1	1
295	к области	1	1
296	для них	1	1
297	но уже	1	1
298	роли и	1	1
299	она и	1	1
300	все равно	1	1
301	в обратном	1	1
302	мы с	2	1
303	должно быть	1	1
304	оно приобретает	1	1
305	обратимся к	1	1
306	и тогда	1	1
307	еще раз	1	1
308	путем и	1	1
309	и становится	1	1
310	и при	1	1
311	мы опять	1	1
312	сказать так	1	1
313	что такое	2	1
314	таким же	1	1
315	заключать в	1	1
316	это делает	1	1
317	почти не	1	1
318	и благодаря	1	1
319	что вся	1	1
320	только переходит	1	1
321	сначала идет	1	1
322	но эта	1	1
323	таких случаев	1	1
324	и вообще	1	1
325	и вся	1	1
326	как будет	1	1
327	человек и	1	1
328	мысли в	1	1
329	дело в	1	1
330	не вытекает	1	1
331	он с	1	1
332	это то	1	1
333	этих двух	2	1
334	или как	1	1
335	с новой	1	1
336	считает совершенно	2	1
337	значение каждого	1	1
338	для нашей	1	1
339	представлять себе	2	1
340	такие же	2	1
341	ни о	1	1
342	подвести итоги	1	1
343	в окончательном	1	1
344	что при	2	1
345	это показать	1	1
346	ничего общего	1	1
347	то она	1	1
348	в некоторых	2	1
349	другое направление	1	1
350	знаем что	2	1
351	роль в	2	1
352	можно было	1	1
353	те же	1	1
354	в споре	1	1
355	и всюду	1	1
356	в результате	6	1
357	что дело	1	1
358	смысле то	1	1
359	имеет с	1	1
360	то из	1	1
361	может не	3	1
362	определенным образом	1	1
363	эта перемена	1	1
364	в конечном	1	1
365	частном случае	1	1
366	образом все	1	1
367	которых в	1	1
368	образом если	1	1
369	было совершенно	1	1
370	ним и	1	1
371	еще более	2	1
372	подчинена своим	1	1
373	быть и	2	1
374	которых она	1	1
375	через известный	1	1
376	этот вопрос	1	1
377	не сказано	1	1
378	о другом	1	1
379	положение в	1	1
380	или же	2	1
381	на элементы	1	1
382	до наших	1	1
383	всего мы	1	1
384	что следовательно	1	1
385	и у	1	1
386	только на	1	1
387	ни одного	1	1
388	мы получим	3	1
389	в начале	1	1
390	не из	1	1
391	только одно	1	1
392	и их	1	1
393	эти три	1	1
394	ведь это	3	1
395	из одной	1	1
396	уже совершенно	1	1
397	не было	1	1
398	это или	1	1
399	на второй	1	1
400	а на	2	1
401	как у	1	1
402	другую сторону	1	1
403	две половины	1	1
404	именно в	1	1
405	по своим	1	1
406	будет ли	1	1
407	к которому	1	1
408	и прежде	1	1
409	в отличие	2	1
410	и составляет	1	1
411	на которых	1	1
412	бы ее	1	1
413	на эту	1	1
414	одна и	1	1
415	мы знаем	2	1
416	равно как	1	1
417	роль которую	1	1
418	всех трех	1	1
419	и особенно	1	1
420	мы говорим	1	1
421	тот факт	1	1
422	заставляя их	1	1
423	в область	1	1
424	найти то	1	1
425	быть только	1	1
426	описание и	1	1
427	это значит	1	1
428	вот истинная	1	1
429	каждый раз	6	1
430	отличается от	3	1
431	это последнее	1	1
432	случае он	1	1
433	мы вправе	1	1
434	что наш	1	1
435	не является	1	1
436	которых он	1	1
437	нас эта	1	1
438	уже на	1	1
439	в отдельных	1	1
440	действия в	1	1
441	или нет	1	1
442	и ни	1	1
443	случае и	1	1
444	мы должны	4	1
445	между ними	1	1
446	и эта	1	1
447	своего предмета	2	1
448	больших и	1	1
449	мере в	1	1
450	несколько времени	1	1
451	в заключение	1	1
452	просто не	1	1
453	жизни и	4	1
454	но еще	1	1
455	все что	1	1
