N	2gram	Ircho_Kome_1	Psycholo
462	этом отношении	3	1
463	что на	1	1
464	за ними	1	1
465	одним из	1	1
466	которого он	1	1
467	мы встречаем	5	1
468	в трагедии	2	1
469	совершает над	1	1
470	обрушивается на	1	1
471	всего в	3	1
472	понять что	1	1
473	на такую	1	1
474	отказаться от	1	1
475	из чего	1	1
476	в каждой	1	1
477	в применении	1	1
478	обычно в	1	1
479	предисловии к	1	1
480	в зобу	1	1
481	но при	1	1
482	вывод что	2	1
483	как один	1	1
484	только при	2	1
485	можно сделать	3	1
486	говорили что	1	1
487	идет речь	1	1
488	роль в	1	1
489	можно было	1	1
490	так и	5	1
491	те же	1	1
492	это вовсе	1	1
493	в споре	2	1
494	мог бы	2	1
495	и каждый	1	1
496	подойти к	1	1
497	в результате	4	1
498	один человек	1	1
499	на море	3	1
500	вероятно что	3	1
501	не кто	1	1
502	в отношения	1	1
503	еще при	1	1
504	и сверкающий	1	1
505	трагедии в	2	1
506	на вопрос	1	1
507	второй половине	2	1
508	два стиха	1	1
509	к действительности	1	1
510	чтобы с	1	1
511	совершенно явная	1	1
512	в пользу	1	1
513	нас в	2	1
514	это было	1	1
515	доходит до	1	1
516	образом все	1	1
517	или иначе	1	1
518	в форме	2	1
519	и можно	2	1
520	под именем	2	1
521	еще более	1	1
522	вслед за	2	1
523	даже для	1	1
524	чем острее	1	1
525	следовало бы	1	1
526	разницы между	1	1
527	и она	1	1
528	по содержанию	3	1
529	в древности	2	1
530	указывает что	2	1
531	ее характер	1	1
532	платона о	1	1
533	показывают что	1	1
534	действие в	1	1
535	дело с	1	1
536	будто бы	2	1
537	в большом	2	1
538	до наших	1	1
539	поражения в	1	1
540	и у	3	1
541	и насколько	1	1
542	только на	1	1
543	ни одного	1	1
544	почти до	1	1
545	в начале	3	1
546	за счет	3	1
547	предположение что	1	1
548	и других	7	1
549	участие в	4	1
550	за ним	1	1
551	героев которые	1	1
552	тому же	6	1
553	друг друга	1	1
554	каждый из	3	1
555	о другой	1	1
556	не говорит	1	1
557	которым они	1	1
558	в других	2	1
559	конца в	1	1
560	само собой	1	1
561	оставил в	1	1
562	как у	1	1
563	именно в	4	1
564	по своим	1	1
565	к которому	3	1
566	и прежде	1	1
567	в предисловии	1	1
568	тому как	1	1
569	в отличие	1	1
570	всему сказанному	1	1
571	превращается в	1	1
572	п уже	1	1
573	ничто перед	1	1
574	и опять	4	1
575	что исторический	1	1
576	а сам	2	1
577	на которых	1	1
578	и своим	1	1
579	следует только	1	1
580	по другому	1	1
581	на эту	1	1
582	когда же	5	1
583	него не	1	1
584	что из	1	1
585	совершенно очевидно	1	1
586	ближе к	1	1
587	мы знаем	2	1
588	для этой	1	1
589	имеет свои	1	1
590	наконец что	1	1
591	именно поэтому	1	1
592	была уже	2	1
593	в частности	3	1
594	и особенно	4	1
595	по одному	2	1
596	в разговоре	1	1
597	что теперь	1	1
598	предположить что	1	1
599	с традиционными	1	1
600	применении к	1	1
601	одновременно с	1	1
602	от каждой	1	1
603	бросается в	1	1
604	каждый раз	1	1
605	о его	1	1
606	между прочим	2	1
607	из поля	1	1
608	это ясно	1	1
609	сцены в	1	1
610	сократ был	1	1
611	множественном числе	1	1
612	уже на	1	1
613	этого рода	1	1
614	должна была	2	1
615	общественной и	1	1
616	начала и	1	1
617	поэт был	3	1
618	к одной	1	1
619	от него	1	1
620	или нет	1	1
621	я думаю	1	1
622	известные нам	1	1
623	бы на	1	1
624	отношении к	1	1
625	себе никакого	1	1
626	состязание между	1	1
627	именно здесь	1	1
628	сведения о	1	1
629	с ней	1	1
630	и эта	1	1
631	этот же	1	1
632	автора в	1	1
633	ко всему	1	1
634	поэзии на	1	1
635	этим объясняется	1	1
636	жизни и	1	1
637	разговоре с	1	1
638	это в	1	1
639	все что	2	1
640	этой точки	1	1
641	гораздо более	1	1
