N	2gram	Bakhtin_KF_1	KulturaY
132	несмотря на	1	3
133	должно быть	6	3
134	нисколько не	4	3
135	в их	8	3
136	и эти	2	3
137	тому что	2	3
138	это слово	1	3
139	в духе	1	3
140	оно не	2	3
141	свою очередь	1	3
142	здесь не	3	3
143	сводится к	2	3
144	не с	1	3
145	ясно что	3	3
146	это только	2	3
147	для этого	2	3
148	и здесь	7	3
149	можно сказать	1	3
150	нуждается в	1	3
151	этом смысле	3	3
152	меня и	3	3
153	себе в	1	3
154	в одном	4	3
155	уже и	1	3
156	не было	8	3
157	и даже	1	3
158	или иной	2	3
159	в свою	3	3
160	а с	2	3
161	в соответствии	2	3
162	есть лишь	5	3
163	если не	2	3
164	как это	1	3
165	смысле этого	1	3
166	этого слова	2	3
167	была бы	1	3
168	или иного	3	3
169	они не	1	3
170	гораздо более	1	3
171	позволю себе	1	2
172	можно говорить	1	2
173	также и	1	2
174	и есть	9	2
175	на месте	1	2
176	осталась бы	1	2
177	бы и	3	2
178	я не	6	2
179	на самом	3	2
180	себе и	3	2
181	относится к	1	2
182	и как	2	2
183	но в	5	2
184	от этого	2	2
185	но ведь	5	2
186	он не	6	2
187	как с	1	2
188	но все	5	2
189	в каждом	3	2
190	лишь в	8	2
191	с основной	1	2
192	и мы	2	2
193	связанная с	1	2
194	и тем	3	2
195	ни в	12	2
196	все равно	1	2
197	этого не	1	2
198	как и	5	2
199	и было	1	2
200	как таковой	1	2
201	одного и	1	2
202	в своей	10	2
203	от себя	10	2
204	что я	5	2
205	вопрос о	2	2
206	том же	1	2
207	и под	2	2
208	по себе	2	2
209	можно ли	1	2
210	до конца	3	2
211	в то	3	2
212	как о	1	2
213	не имеет	5	2
214	ничего не	3	2
215	и именно	2	2
216	дело не	2	2
217	никогда не	5	2
218	же время	2	2
219	и мысли	1	2
220	до того	1	2
221	быть в	4	2
222	ли это	2	2
223	не является	1	2
224	и должно	1	2
225	когда мы	1	2
226	во все	1	2
227	отсюда следует	2	2
228	если мы	1	2
229	что все	1	2
230	чтобы быть	2	2
231	не мог	1	2
232	чтобы дать	2	2
233	подойти к	1	2
234	одно из	1	2
235	смысле и	2	2
236	о нем	4	2
237	любви к	1	2
238	это было	2	2
239	во втором	1	2
240	должны быть	1	2
241	а именно	1	2
242	не знаю	1	2
243	в современной	3	2
244	но с	1	2
245	тот же	1	2
246	и того	2	2
247	как я	1	2
248	в стороне	1	2
249	же и	1	2
250	конечно не	7	2
251	в большинстве	1	2
252	а то	1	2
253	когда оно	1	2
254	был бы	3	2
255	целом и	3	2
256	может служить	1	2
257	здесь как	1	2
258	были бы	2	2
259	а действительно	1	2
260	в каком	4	2
261	смысл в	3	2
262	даже для	1	2
263	только к	1	2
264	в определенных	1	2
265	превращается в	1	2
266	я позволю	1	2
267	в это	2	2
268	может иметь	2	2
269	мы говорим	1	2
270	с него	1	2
271	это есть	2	2
272	в контексте	5	2
273	как индивидуальная	1	2
274	между прочим	1	2
275	в смысле	6	2
276	не раз	1	2
277	смысл и	6	2
278	то только	1	2
279	и для	9	2
280	этих случаях	1	2
281	живет и	1	2
282	или в	1	2
283	другое дело	2	2
284	для нас	4	2
285	и все	7	2
286	лишь как	2	2
287	поскольку оно	1	2
288	между ними	1	2
289	в последнем	1	2
290	ее в	1	2
291	я и	2	1
292	смысле слова	1	1
293	предметом не	1	1
294	говоря о	1	1
295	потому должен	1	1
296	утверждение что	1	1
297	проблемы в	1	1
298	связи между	1	1
299	для себя	5	1
300	показать что	1	1
301	ту же	1	1
302	есть категория	2	1
303	из его	3	1
304	исходит из	1	1
305	противном случае	1	1
306	ведь и	1	1
307	отсюда для	1	1
308	значит еще	1	1
309	едва ли	2	1
310	действительности и	1	1
311	самого термина	1	1
312	и этот	3	1
313	и индивидуального	1	1
314	его не	1	1
315	можно и	2	1
316	должно знать	1	1
317	как единство	1	1
318	бы что	1	1
319	именно к	1	1
320	так чтобы	1	1
321	говорить о	2	1
322	вместо того	1	1
323	эти различения	2	1
324	в некотором	3	1
325	себя много	1	1
326	как свой	1	1
327	слово не	3	1
328	и иначе	1	1
329	не найдем	1	1
330	не был	1	1
331	столь же	1	1
332	в различных	1	1
333	события в	3	1
334	тем как	3	1
335	к ним	4	1
336	в теоретической	2	1
337	менее всего	6	1
338	отношение к	5	1
339	а через	1	1
340	его собственном	1	1
341	смысловой и	1	1
342	теоретического содержания	1	1
343	систему и	1	1
344	субъекта и	1	1
345	в акте	3	1
346	же с	1	1
347	как к	2	1
348	как начало	1	1
349	не нужно	2	1
350	что ее	1	1
351	действительный смысл	1	1
352	помнить что	1	1
353	в противном	1	1
354	мысль в	1	1
355	в действительности	1	1
356	поскольку мы	4	1
357	ее целом	2	1
358	шире и	1	1
359	ни один	1	1
360	в чем	4	1
361	в нашем	1	1
362	бы не	3	1
363	думать что	2	1
364	в известном	1	1
365	имеем в	2	1
366	научных и	1	1
367	его действительный	1	1
368	их развития	1	1
369	его но	1	1
370	но прежде	1	1
371	не следует	1	1
372	все другие	1	1
373	и общее	2	1
374	всех этих	3	1
375	момента в	1	1
376	не значит	6	1
377	он должен	1	1
378	понятий и	1	1
379	однако он	1	1
380	и единство	3	1
381	из него	3	1
382	теории и	3	1
383	суждения и	2	1
384	и по	1	1
385	на этом	1	1
386	лишь с	2	1
387	конца и	1	1
388	то ни	2	1
389	единое и	5	1
390	же не	1	1
391	конечно в	2	1
392	том случае	1	1
393	об этом	1	1
394	связанных с	1	1
395	может возникнуть	1	1
396	а их	1	1
397	на все	1	1
398	в данной	1	1
399	том смысле	1	1
400	может стать	1	1
401	и иных	1	1
402	на почве	1	1
403	то все	1	1
404	как таковому	1	1
405	свое содержание	1	1
406	и индивидуальное	1	1
407	совершенно несправедливо	1	1
408	между отдельными	1	1
409	в жизни	2	1
410	которому и	1	1
411	говорим о	1	1
412	бы совершенно	1	1
413	нет в	4	1
414	и делает	2	1
415	бытие и	3	1
416	это много	1	1
417	она и	1	1
418	он действительно	1	1
419	его все	1	1
420	и уже	1	1
421	контекст где	1	1
422	раз и	2	1
423	мысли что	1	1
424	во второй	1	1
425	превосходной книге	1	1
426	как факт	1	1
427	мысли и	1	1
428	самого смысла	1	1
429	невозможна в	1	1
430	но это	6	1
431	но он	1	1
432	но во	1	1
433	имеет смысл	1	1
434	что этот	3	1
435	сам этот	2	1
436	случае мы	2	1
437	освободиться от	1	1
438	иного индивидуума	1	1
439	любви и	1	1
440	слова мы	1	1
441	и развивается	2	1
442	единого в	1	1
443	отчетливо и	1	1
444	что ему	1	1
445	мысли в	1	1
446	в процессе	2	1
447	например что	1	1
448	культуры из	1	1
449	совершенно правильно	1	1
450	не могло	1	1
451	только не	1	1
452	него что	1	1
453	возможно и	1	1
454	дело в	2	1
455	одна из	1	1
456	находятся в	1	1
457	вследствие того	1	1
458	таким путем	1	1
459	именно она	2	1
460	действительно в	1	1
461	этих последних	1	1
462	более что	1	1
463	как не	1	1
464	есть это	1	1
465	вот этот-то	1	1
466	и теперь	1	1
467	своем месте	2	1
468	конечно и	1	1
469	факта что	1	1
470	конечно только	1	1
471	в живой	1	1
472	но только	1	1
473	выход из	2	1
474	относиться к	1	1
475	есть только	1	1
476	могут быть	3	1
477	развивается как	1	1
478	возможна только	1	1
479	той или	3	1
480	где он	3	1
481	ничего общего	2	1
482	в настоящее	1	1
483	всегда в	1	1
484	место не	2	1
485	более не	1	1
486	на нем	2	1
487	позицию по	1	1
488	в ее	16	1
489	на основе	7	1
490	и от	1	1
491	в каких	1	1
492	в соответствующих	1	1
493	все содержание	1	1
494	в себя	7	1
495	его превосходной	1	1
496	образом то	1	1
497	не содержит	1	1
498	и когда	2	1
499	как содержание	1	1
500	только через	1	1
501	мог бы	1	1
502	суждения а	1	1
503	который я	1	1
504	можно только	1	1
505	в последней	1	1
506	поэтому в	1	1
507	с этого	2	1
508	образом в	1	1
509	в мою	1	1
510	лишь при	3	1
511	все дело	1	1
512	настоящему моменту	1	1
513	момент в	7	1
514	разуму и	1	1
515	настоящее время	1	1
516	и во	1	1
517	в данных	1	1
518	во всех	11	1
519	в конечном	1	1
520	как его	4	1
521	и только	6	1
522	это лишь	1	1
523	еще более	2	1
524	ней все	1	1
525	если это	1	1
526	связь между	1	1
527	нет он	1	1
528	для самого	1	1
529	в него	2	1
530	в литературе	1	1
531	научного мышления	2	1
532	что только	2	1
533	мы получим	2	1
534	совсем не	2	1
535	дело с	2	1
536	субъекта в	1	1
537	и так	1	1
538	а лишь	3	1
539	поэтому и	1	1
540	наше время	1	1
541	этот факт	2	1
542	следовательно у	1	1
543	следует из	1	1
544	смысл лишь	2	1
545	можно установить	1	1
546	я имею	3	1
547	себя в	8	1
548	только на	1	1
549	себя и	2	1
550	быть противопоставлен	1	1
551	нужно еще	1	1
552	первые три	1	1
553	в сознании	2	1
554	от единства	1	1
555	не дает	3	1
556	большинстве случаев	1	1
557	и других	2	1
558	его и	2	1
559	для него	8	1
560	и их	6	1
561	могло бы	4	1
562	дело лишь	1	1
563	слова в	2	1
564	содержания и	2	1
565	не для	1	1
566	мы можем	1	1
567	само по	1	1
568	а некоторый	1	1
569	не из	2	1
570	себя но	1	1
571	к той	1	1
572	от того	3	1
573	своей самостоятельности	1	1
574	другой и	1	1
575	именно как	1	1
576	со всем	5	1
577	в данный	3	1
578	отличаются от	1	1
579	здесь в	1	1
580	было и	2	1
581	однако что	2	1
582	нового времени	1	1
583	не нужна	1	1
584	но ему	1	1
585	ничем не	1	1
586	притом не	1	1
587	человека но	1	1
588	здесь дело	1	1
589	зависит от	1	1
590	этих терминов	1	1
591	человеческой жизни	1	1
592	его как	5	1
593	отнюдь не	6	1
594	не подлежит	1	1
595	пр и	1	1
596	что мне	1	1
597	действительного и	1	1
598	но как	5	1
599	нет ничего	1	1
600	эти слова	1	1
601	к его	1	1
602	я уже	2	1
603	как одно	1	1
604	в историю	1	1
605	к такому	1	1
606	что именно	1	1
607	не тот	1	1
608	данный момент	3	1
609	можно быть	1	1
610	в моей	1	1
611	их истинность	1	1
612	по своему	3	1
613	что за	2	1
614	выход в	2	1
615	и смысла	1	1
616	самого себя	1	1
617	быть только	8	1
618	к настоящему	1	1
619	своего развития	1	1
620	действительно ли	2	1
621	это значит	1	1
622	как целое	1	1
623	не это	1	1
624	к следующему	1	1
625	время есть	1	1
626	его в	5	1
627	что мы	1	1
628	как предмет	2	1
629	который по	1	1
630	только для	1	1
631	о его	1	1
632	и конкретными	1	1
633	и таким	1	1
634	но для	2	1
635	самого и	1	1
636	что историческое	1	1
637	к другим	1	1
638	трудно бывает	1	1
639	которой и	1	1
640	это уже	2	1
641	предмет как	2	1
642	это можно	2	1
643	а все	3	1
644	он за	1	1
645	к живому	1	1
646	приобретает значение	1	1
647	всего можно	1	1
648	необходимо если	1	1
649	бы он	2	1
650	или нет	1	1
651	главным образом	1	1
652	в истинности	1	1
653	только что	1	1
654	я в	1	1
655	можно конечно	1	1
656	отношении к	2	1
657	он если	1	1
658	жизни в	5	1
659	в моем	6	1
660	же будет	1	1
661	не знает	5	1
662	только как	4	1
663	найти себя	1	1
664	совершенно не	6	1
665	жизни каждая	1	1
666	первом случае	1	1
667	культуры в	1	1
668	та же	2	1
669	то например	1	1
670	на своем	3	1
671	жизнь в	1	1
672	которой я	2	1
673	жизни и	8	1
674	но эти	1	1
675	в искусстве	1	1
676	в своих	3	1
677	это понятие	1	1
678	я могу	5	1
679	действительное бытие	1	1
680	к этому	2	1
681	все что	1	1
