N	2gram	Berdyaev_V_1	Vladivir
319	и теперь	2	1
320	в процессе	1	1
321	до того	2	1
322	в будущем	1	1
323	освобождается от	1	1
324	заключается что	1	1
325	заимствовал этот	1	1
326	и всех	1	1
327	всего в	2	1
328	бог но	1	1
329	миру в	1	1
330	в ее	1	1
331	в себя	2	1
332	человеческой воли	1	1
333	и сам	2	1
334	и которые	1	1
335	бытие не	1	1
336	когда в	2	1
337	мы взяли	2	1
338	в личности	2	1
339	своей абсолютной	1	1
340	все в	1	1
341	виде целого	1	1
342	что люди	1	1
343	добра и	4	1
344	идет к	1	1
345	для христианства	1	1
346	и во	2	1
347	человек был	1	1
348	я думаю	2	1
349	а потому	1	1
350	в глазах	1	1
351	вслед за	2	1
352	личность не	1	1
353	и мы	3	1
354	что человечество	1	1
355	видим что	1	1
356	важный для	1	1
357	один из	2	1
358	что очень	1	1
359	против того	1	1
360	мы видим	1	1
361	смысле и	1	1
362	будто бы	1	1
363	в человека	2	1
364	это очень	1	1
365	их не	1	1
366	конце истории	1	1
367	есть зло	1	1
368	и любви	2	1
369	конечно не	2	1
370	своей целью	1	1
371	тем чтобы	1	1
372	бог не	1	1
373	на этих	2	1
374	должно иметь	1	1
375	за ним	3	1
376	его достоинство	1	1
377	сила а	1	1
378	не будут	1	1
379	земли и	2	1
380	не для	1	1
381	религиозного сознания	5	1
382	содержательное и	1	1
383	и никогда	2	1
384	да это	1	1
385	в руки	1	1
386	не хотел	2	1
387	это бытие	1	1
388	хотел бы	1	1
389	смысла жизни	4	1
390	не надо	1	1
391	что человек	1	1
392	если бог	1	1
393	души и	1	1
394	себя и	1	1
395	на которых	1	1
396	к человеку	1	1
397	был в	1	1
398	его по	1	1
399	о чем	1	1
400	человеческой жизни	1	1
401	есть истина	1	1
402	это самое	1	1
403	к высшему	1	1
404	него не	1	1
405	с которым	1	1
406	с абсолютным	2	1
407	всемирной истории	3	1
408	от христа	1	1
409	личность есть	1	1
410	категории не	1	1
411	я говорю	2	1
412	для них	2	1
413	ли было	1	1
414	какая же	1	1
415	сделать его	1	1
416	было для	1	1
417	есть такое	1	1
418	их к	1	1
419	его на	1	1
420	к бытию	3	1
421	в человеке	1	1
422	он говорит	1	1
423	к жизни	1	1
424	в последнем	2	1
425	для человека	2	1
426	в состоянии	1	1
427	были да	1	1
428	не создает	2	1
429	этого слова	1	1
430	на пути	1	1
431	и нет	1	1
432	известном смысле	1	1
433	все это	5	1
434	ничего кроме	1	1
435	только мы	1	1
436	уже на	2	1
437	в окончательном	1	1
438	мира и	1	1
439	тот кто	2	1
440	а к	2	1
441	у них	1	1
442	основанное на	1	1
443	от этих	2	1
444	взятого в	1	1
445	есть уже	2	1
446	объективной реальности	1	1
447	есть то	1	1
448	может и	1	1
449	это все	2	1
450	духа тут	1	1
451	о духе	1	1
452	него то	1	1
453	является и	1	1
454	для нашего	1	1
455	этот третий	1	1
456	и идеи	1	1
457	в трех	1	1
458	жизни и	3	1
459	человека к	1	1
460	и другие	1	1
461	все что	4	1
462	они не	1	1
