N	2gram	Bakhtin_fo_1	Istorich
302	попали в	1	1
303	или ее	1	1
304	той же	2	1
305	иногда довольно	1	1
306	с более	1	1
307	этого нет	1	1
308	теперь мы	1	1
309	большую роль	3	1
310	совершенно так	1	1
311	и совсем	1	1
312	именно к	1	1
313	место в	2	1
314	солнце не	1	1
315	меня вместо	1	1
316	время как	5	1
317	не вполне	1	1
318	я не	1	1
319	из того	1	1
320	они были	2	1
321	для наших	1	1
322	что можно	1	1
323	видели как	1	1
324	же что	2	1
325	зависимости от	1	1
326	форм в	1	1
327	не был	1	1
328	служит для	1	1
329	не без	2	1
330	к образу	1	1
331	совсем не	2	1
332	но как	1	1
333	здесь также	2	1
334	не путем	1	1
335	должны были	1	1
336	отношение к	2	1
337	себе и	3	1
338	тому времени	1	1
339	отличие от	2	1
340	человек может	1	1
341	его развития	1	1
342	отнюдь не	5	1
343	даже такие	1	1
344	и я	1	1
345	другой день	2	1
346	стороны и	2	1
347	путь в	1	1
348	что касается	1	1
349	превращения и	2	1
350	и наконец	1	1
351	возвращается на	1	1
352	и к	2	1
353	себе не	1	1
354	увидим что	1	1
355	но в	10	1
356	развития это	1	1
357	таких произведениях	1	1
358	сливается с	1	1
359	них а	1	1
360	носит в	1	1
361	та же	1	1
362	или во	1	1
363	только на	3	1
364	частности с	1	1
365	нами в	1	1
366	и тот	1	1
367	в себе	3	1
368	но на	4	1
369	его но	3	1
370	при этом	3	1
371	вера в	2	1
372	он ни	1	1
373	все другие	2	1
374	в xvii	3	1
375	чтобы они	4	1
376	уже видели	1	1
377	всех этих	5	1
378	и еще	2	1
379	которым человек	1	1
380	как совершенно	1	1
381	и вот	1	1
382	из древнейших	1	1
383	по всем	2	1
384	нужный момент	1	1
385	но дело	2	1
386	героини с	1	1
387	человек а	1	1
388	главным образом	1	1
389	и характер	2	1
390	и приходит	1	1
391	с магическим	1	1
392	было бы	2	1
393	уже знаем	1	1
394	на почве	2	1
395	как вдруг	1	1
396	предметы в	1	1
397	чаще всего	1	1
398	в жизни	6	1
399	и боги	1	1
400	по всему	1	1
401	люди не	1	1
402	авантюрное и	1	1
403	она и	1	1
404	соответствии с	2	1
405	были в	2	1
406	его все	1	1
407	корни этого	1	1
408	и уже	3	1
409	этим и	1	1
410	их этот	1	1
411	характерно что	4	1
412	и тогда	1	1
413	лучше всего	1	1
414	не абсолютно	1	1
415	места в	2	1
416	почти нет	1	1
417	он должен	2	1
418	на месте	1	1
419	с точки	2	1
420	в их	6	1
421	в своем	4	1
422	в отличие	2	1
423	они уже	1	1
424	мы проследим	1	1
425	попадают на	1	1
426	в одном	3	1
427	и более	1	1
428	в конце	9	1
429	на всю	1	1
430	в предыдущем	1	1
431	формы как	1	1
432	указывали что	1	1
433	с которой	1	1
434	на три	1	1
435	но они	3	1
436	виду что	1	1
437	самого начала	2	1
438	этими двумя	3	1
439	как о	1	1
440	дело не	1	1
441	не имеет	4	1
442	правда в	1	1
443	он нашел	1	1
444	нет но	2	1
445	нем в	2	1
446	не могло	5	1
447	в поздних	1	1
448	момент является	1	1
449	находятся в	1	1
450	у этого	1	1
451	же время	9	1
452	него нет	1	1
453	к ней	2	1
454	уже говорили	3	1
455	связи в	1	1
456	мире и	2	1
457	здесь же	1	1
458	в процессе	4	1
459	земле а	1	1
460	также служит	1	1
461	тесно связана	1	1
462	в каком	2	1
463	мира а	1	1
464	такие же	1	1
465	в момент	1	1
466	к себе	4	1
467	которые считались	1	1
468	это также	1	1
469	здесь совершенно	2	1
470	вошли в	1	1
471	как только	1	1
472	числе и	2	1
473	должны быть	1	1
474	к тому	3	1
475	его с	1	1
476	они и	1	1
477	всегда есть	1	1
478	оно не	2	1
479	надел на	1	1
480	время он	1	1
481	где он	1	1
482	и стали	1	1
483	приходит к	1	1
484	в виду	3	1
485	свою очередь	1	1
486	здесь не	4	1
487	на другой	2	1
488	мы остановимся	1	1
489	чтобы быть	1	1
490	с самого	2	1
491	то время	4	1
492	приводит к	1	1
493	с собой	1	1
494	следующий день	1	1
495	здесь нет	3	1
496	во многом	2	1
497	и происходит	1	1
498	но нет	1	1
499	можно только	2	1
500	человек по	2	1
501	он сам	1	1
502	сказках как	1	1
503	с человеком	1	1
504	даже не	2	1
505	преисподнюю и	1	1
506	в тех	1	1
507	он попадает	1	1
508	в состав	1	1
509	характер этого	1	1
510	вместе со	1	1
511	за пределами	1	1
512	на свет	1	1
513	дословном переводе	1	1
514	богов как	1	1
515	а также	2	1
516	на основе	2	1
517	этот момент	1	1
518	во втором	2	1
519	процесс этот	1	1
520	но очень	2	1
521	во всей	3	1
522	и только	1	1
523	наконец в	1	1
524	тот момент	1	1
525	в античной	1	1
526	также в	1	1
527	в ту	1	1
528	в русском	1	1
529	может иметь	1	1
530	на те	1	1
531	в литературе	16	1
532	что подобный	1	1
533	хотя бы	2	1
534	то он	1	1
535	но наряду	1	1
536	тот же	1	1
537	одной из	3	1
538	природой и	1	1
539	быть найдены	1	1
540	целого и	1	1
541	еще и	2	1
542	на своей	2	1
543	всяком случае	1	1
544	его вместе	1	1
545	и ее	3	1
546	их не	1	1
547	в эти	1	1
548	было так	1	1
549	же и	2	1
550	и у	5	1
551	же идет	1	1
552	что не	3	1
553	или даже	1	1
554	в авантюрное	3	1
555	специфическая особенность	1	1
556	мотива но	1	1
557	одно из	3	1
558	для него	2	1
559	ведь это	1	1
560	в котором	4	1
561	с этими	2	1
562	него это	1	1
563	должны будем	1	1
564	дня в	1	1
565	дальше в	1	1
566	ее на	1	1
567	нет в	2	1
568	смерти и	1	1
569	само собой	2	1
570	были бы	1	1
571	нет например	1	1
572	не были	2	1
573	и даже	2	1
574	или иной	2	1
575	мы это	1	1
576	здесь ясно	1	1
577	отсюда становится	1	1
578	женится на	1	1
579	есть не	3	1
580	что человек	1	1
581	не обязательно	2	1
582	здесь в	2	1
583	в каких	1	1
584	я был	2	1
585	мы еще	3	1
586	можно назвать	2	1
587	в соответствии	2	1
588	то и	1	1
589	не было	7	1
590	ей не	1	1
591	не знает	3	1
592	его сюда	1	1
593	от мира	1	1
594	человек в	3	1
595	и оно	1	1
596	дается как	1	1
597	уже давно	1	1
598	равно как	2	1
599	нет ничего	4	1
600	единства и	2	1
601	очень важное	1	1
602	на следующий	2	1
603	из форм	1	1
604	пространства и	4	1
605	одну из	1	1
606	слагаются из	1	1
607	их к	2	1
608	к своему	2	1
609	в дословном	1	1
610	конечно не	4	1
611	по своему	1	1
612	ибо оно	1	1
613	в нужный	1	1
614	характерно здесь	1	1
615	и основной	1	1
616	работы о	1	1
617	ко мне	1	1
618	я вошел	1	1
619	и солнце	1	1
620	сохраняется в	2	1
621	и некоторые	1	1
622	жизни или	2	1
623	из ряда	1	1
624	к другим	1	1
625	здесь конечно	2	1
626	не оставляют	1	1
627	именно этого	1	1
628	где и	2	1
629	происходит в	2	1
630	и от	1	1
631	в указанном	1	1
632	это он	1	1
633	что оно	1	1
634	в другое	1	1
635	проходит через	3	1
636	или другой	1	1
637	от него	1	1
638	в основе	5	1
639	у них	2	1
640	бы в	1	1
641	к этой	1	1
642	все они	1	1
643	речи об	1	1
644	своего народа	1	1
645	того на	1	1
646	слагается из	2	1
647	всех других	1	1
648	в самом	8	1
649	проникнуть в	1	1
650	не говорится	1	1
651	видим в	1	1
652	в искусстве	1	1
653	и другие	5	1
654	в своих	1	1
655	в таком	3	1
656	во всяком	3	1
657	том числе	4	1
