N	2gram	Nazirov_Tv_2	Myshleni
111	и по	2	4
112	это не	7	4
113	такой же	2	4
114	мышления и	1	4
115	не имеет	1	4
116	казалось бы	3	4
117	могут быть	2	4
118	не есть	1	4
119	в пределах	1	4
120	еще не	5	4
121	другом месте	1	4
122	не означает	2	4
123	в свете	3	4
124	так что	2	4
125	и их	1	4
126	то время	1	4
127	не могут	1	4
128	с другой	2	4
129	именно в	6	4
130	к которому	2	4
131	на этот	2	4
132	зависит от	2	4
133	вместе с	3	4
134	в меру	1	4
135	с этой	3	4
136	в целом	6	4
137	мы видим	4	4
138	в результате	1	4
139	по самой	3	4
140	в свою	1	4
141	самом деле	2	3
142	это и	1	3
143	в первом	1	3
144	к целому	1	3
145	мы не	4	3
146	говорить о	2	3
147	как я	1	3
148	но как	1	3
149	если в	1	3
150	ответ на	1	3
151	с этим	1	3
152	все же	5	3
153	как уже	1	3
154	и как	1	3
155	то в	1	3
156	этого вопроса	1	3
157	означает в	1	3
158	мы видели	1	3
159	в этих	1	3
160	таким же	1	3
161	в их	3	3
162	сих пор	3	3
163	и более	1	3
164	нас к	1	3
165	не менее	2	3
166	в центр	1	3
167	как она	1	3
168	и является	1	3
169	и его	9	3
170	связи с	1	3
171	ничего общего	1	3
172	приходит к	1	3
173	свою очередь	1	3
174	в себя	1	3
175	еще в	1	3
176	и с	8	3
177	до сих	3	3
178	в чем	4	3
179	раньше чем	1	3
180	а потому	1	3
181	что и	1	3
182	одной из	3	3
183	между тем	3	3
184	с одной	1	3
185	его и	2	3
186	мы знаем	1	3
187	в известной	4	3
188	в одном	2	3
189	а в	4	3
190	прежде всего	8	3
191	в частности	2	3
192	требует от	1	3
193	к жизни	2	3
194	потому и	1	3
195	но это	5	3
196	включает в	2	3
197	как на	1	3
198	к этому	3	3
199	значение в	1	3
200	ту же	1	2
201	не должны	2	2
202	одним из	3	2
203	и подымает	1	2
204	такое же	1	2
205	всегда на	1	2
206	я не	2	2
207	быть в	1	2
208	столь же	1	2
209	в различных	1	2
210	во всех	1	2
211	что я	2	2
212	а тем	1	2
213	отличие от	2	2
214	общего с	1	2
215	развития их	1	2
216	стороны и	1	2
217	когда он	4	2
218	и к	1	2
219	что само	1	2
220	в этот	2	2
221	поэтому он	1	2
222	связанного с	1	2
223	того факта	1	2
224	нами в	1	2
225	тому же	2	2
226	если он	5	2
227	обнаруживает в	1	2
228	в случае	1	2
229	на его	4	2
230	что она	4	2
231	к одному	1	2
232	теории и	1	2
233	сказывается в	1	2
234	в жизни	1	2
235	в них	1	2
236	в высшей	1	2
237	к которым	1	2
238	и потом	1	2
239	во второй	1	2
240	в своей	6	2
241	в котором	3	2
242	в отличие	2	2
243	должны были	1	2
244	из области	1	2
245	и эти	1	2
246	все это	6	2
247	их в	2	2
248	высшей степени	1	2
249	сделать и	1	2
250	он еще	2	2
251	но только	1	2
252	эти связи	1	2
253	то это	1	2
254	факта что	1	2
255	и здесь	1	2
256	в момент	1	2
257	лежит в	1	2
258	указывает на	1	2
259	в виду	1	2
260	но при	1	2
261	на основе	1	2
262	развивается на	1	2
263	в истории	2	2
264	что у	4	2
265	этот период	1	2
266	не с	1	2
267	к самой	1	2
268	считалось что	1	2
269	том как	1	2
270	по мере	1	2
271	именно потому	1	2
272	это происходит	1	2
273	говорим о	1	2
274	всем протяжении	1	2
275	и поэтому	2	2
276	образом в	1	2
277	его в	3	2
278	и требует	1	2
279	нас интересует	1	2
280	в первой	2	2
281	на всем	1	2
282	является не	1	2
283	не дает	1	2
284	из них	2	2
285	вовсе не	2	2
286	не говорит	1	2
287	как будто	1	2
288	представляют собой	1	2
289	и даже	5	2
290	и между	1	2
291	а с	3	2
292	что для	1	2
293	у нас	2	2
294	действия в	1	2
295	оказывается не	1	2
296	самой своей	3	2
297	и потому	4	2
298	мы говорим	1	2
299	предположить что	1	2
300	в область	3	2
301	и от	4	2
302	только для	2	2
303	об отношении	1	2
304	и другие	1	2
305	другой стороны	2	2
306	совершенно не	1	2
307	но этот	1	2
308	из этого	2	2
309	в своих	3	2
310	по поводу	1	2
311	это понятие	1	2
312	во всяком	2	2
313	а между	1	1
314	как никто	1	1
315	например в	5	1
316	относится и	2	1
317	связана с	1	1
318	связи между	1	1
319	только потому	1	1
320	на деле	1	1
321	нас на	1	1
322	из его	1	1
323	в какой-то	1	1
324	мы уже	1	1
325	это объяснение	1	1
326	еще на	1	1
327	нашу мысль	1	1
328	и о	1	1
329	что уже	1	1
330	почему мы	1	1
331	на глазах	1	1
332	он действует	1	1
333	это отношение	1	1
334	но уже	3	1
335	эта функция	1	1
336	это сказывается	1	1
337	и ее	2	1
338	событий и	1	1
339	же что	1	1
340	собой в	1	1
341	очередь по	1	1
342	он был	1	1
343	он сам	3	1
344	знаем что	1	1
345	нам представляется	1	1
346	что его	2	1
347	это означало	1	1
348	с его	1	1
349	то мы	1	1
350	как правило	2	1
351	в ее	2	1
352	они имеют	2	1
353	есть по	1	1
354	в наиболее	1	1
355	значение имеет	1	1
356	как по	2	1
357	перед нами	1	1
358	и наконец	2	1
359	в себе	3	1
360	для ее	1	1
361	за собой	4	1
362	точку зрения	2	1
363	что это	1	1
364	мы получаем	1	1
365	сказать о	1	1
366	думать что	1	1
367	вообще а	1	1
368	на то	1	1
369	так сказать	2	1
370	но прежде	2	1
371	к выводу	1	1
372	его но	1	1
373	к миру	2	1
374	от которого	1	1
375	которой не	1	1
376	в первую	1	1
377	моменты которые	1	1
378	переходит от	1	1
379	нее никогда	1	1
380	том чтобы	1	1
381	дает и	1	1
382	в плане	3	1
383	и независимо	1	1
384	спрашивается что	1	1
385	в каждом	1	1
386	совпадают с	1	1
387	психологию в	1	1
388	осталась не	1	1
389	главным образом	1	1
390	речи или	1	1
391	об этом	4	1
392	мыслится как	1	1
393	лишь в	1	1
394	входит в	1	1
395	и других	2	1
396	ней нет	1	1
397	первую очередь	1	1
398	должен был	1	1
399	приходит в	1	1
400	мог бы	1	1
401	в ином	1	1
402	который по	1	1
403	ни в	1	1
404	это положение	1	1
405	рядом с	2	1
406	процесса на	1	1
407	которой он	2	1
408	всегда и	1	1
409	несмотря на	1	1
410	после этого	1	1
411	означает одновременно	1	1
412	их на	1	1
413	можно так	1	1
414	этой связи	1	1
415	же это	1	1
416	если можно	1	1
417	место в	3	1
418	не столько	2	1
419	том смысле	1	1
420	представление о	7	1
421	он дает	1	1
422	или вернее	1	1
423	в основном	6	1
424	является только	1	1
425	образом и	1	1
426	в прямом	1	1
427	влечет за	2	1
428	однако в	1	1
429	том же	2	1
430	как видим	1	1
431	и обратное	1	1
432	тем меньше	1	1
433	чтобы иметь	1	1
434	о значении	1	1
435	участвует в	1	1
436	она не	1	1
437	в обоих	1	1
438	отличается от	1	1
439	содержатся в	1	1
440	как его	1	1
441	в структуре	1	1
442	развитию как	1	1
443	а во	2	1
444	к ней	1	1
445	он пытался	1	1
446	уже говорили	1	1
447	в сознании	1	1
448	что на	2	1
449	перед ним	1	1
450	и пытаются	1	1
451	представляется нам	1	1
452	по нашему	4	1
453	начиная с	2	1
454	в духе	4	1
455	мы узнаем	2	1
456	как только	1	1
457	только еще	1	1
458	числе и	1	1
459	является одним	1	1
460	ли что	1	1
461	если же	1	1
462	и он	2	1
463	в применении	1	1
464	для себя	1	1
465	из всего	1	1
466	не делает	1	1
467	более не	2	1
468	на другой	1	1
469	мысль о	1	1
470	только то	1	1
471	действия и	2	1
472	по способу	1	1
473	и давно	1	1
474	мере уже	1	1
475	учит нас	1	1
476	ясно что	1	1
477	произвольное и	1	1
478	сводится к	2	1
479	и эту	1	1
480	происходит не	1	1
481	одного из	1	1
482	и ставит	1	1
483	к особому	1	1
484	в пользу	3	1
485	может не	1	1
486	в которую	2	1
487	нуждается в	1	1
488	и только	2	1
489	все время	2	1
490	является общим	1	1
491	в анализе	1	1
492	если взять	1	1
493	в сферу	1	1
494	известно что	2	1
495	к решению	1	1
496	ребенка который	1	1
497	один из	3	1
498	что всегда	1	1
499	с ними	2	1
500	до уровня	1	1
501	может оказаться	1	1
502	который в	1	1
503	всяком случае	2	1
504	узнаем что	1	1
505	этот факт	2	1
506	без этого	1	1
507	прямо не	1	1
508	не можем	1	1
509	уже в	2	1
510	и исследования	1	1
511	себя в	2	1
512	положение что	1	1
513	в виде	2	1
514	в начале	3	1
515	сознание как	1	1
516	что не	3	1
517	же у	1	1
518	письмо и	1	1
519	или даже	2	1
520	при помощи	2	1
521	я делаю	1	1
522	не так	2	1
523	в письме	1	1
524	жизни таким	1	1
525	тогда как	3	1
526	в конце	6	1
527	отношении к	1	1
528	и никогда	1	1
529	как раз	1	1
530	в изолированном	1	1
531	нас до	1	1
532	связан с	1	1
533	со стороны	1	1
534	более широкое	1	1
535	или иной	1	1
536	даже не	1	1
537	с другим	2	1
538	влияние на	1	1
539	и прежде	1	1
540	не прав	1	1
541	говорил что	2	1
542	он обнаруживает	1	1
543	его из	1	1
544	не было	2	1
545	нашему мнению	4	1
546	а главное	1	1
547	более того	2	1
548	в ту	2	1
549	сам себе	1	1
550	одну из	1	1
551	под влиянием	1	1
552	если не	4	1
553	в связи	1	1
554	есть одно	1	1
555	же необходимо	1	1
556	в речи	1	1
557	нет никаких	1	1
558	связь с	2	1
559	я говорю	1	1
560	нее как	1	1
561	с первого	1	1
562	ребенком с	1	1
563	в одной	3	1
564	только его	1	1
565	он говорит	1	1
566	что за	1	1
567	применении к	1	1
568	что же	1	1
569	зрения и	1	1
570	когда же	1	1
571	он начинает	1	1
572	этого слова	1	1
573	его умение	1	1
574	заставляет нас	3	1
575	этот принцип	1	1
576	ничего кроме	1	1
577	к другим	1	1
578	образом как	1	1
579	и для	1	1
580	всецело и	1	1
581	известной мере	2	1
582	анализа и	1	1
583	нам более	1	1
584	на улице	1	1
585	необходимым для	1	1
586	представляется что	1	1
587	мы только	1	1
588	это как	1	1
589	своей собственной	1	1
590	для нас	1	1
591	от него	1	1
592	или нет	1	1
593	той или	1	1
594	вообще в	1	1
595	затем как	1	1
596	но зато	3	1
597	так выразиться	1	1
598	не являются	1	1
599	в целях	1	1
600	что этот	2	1
601	напоминают о	1	1
602	и множество	1	1
603	между ними	1	1
604	с ней	1	1
605	мере своего	1	1
606	была бы	1	1
607	вопрос так	1	1
608	или иного	1	1
609	этот момент	1	1
610	ли он	1	1
611	по сей	1	1
612	огромное значение	1	1
613	к действию	1	1
614	но эти	2	1
615	и это	3	1
616	того или	1	1
617	том числе	1	1
618	смысле что	1	1
