N	2gram	Berdyaev_M_1	Problema
143	знал что	1	3
144	в самой	7	3
145	прежде чем	2	3
146	и его	9	3
147	как будто	2	3
148	в каком	2	3
149	к тому	3	3
150	и явление	1	3
151	можно было	1	3
152	не на	1	3
153	только и	3	3
154	о нем	2	3
155	к нему	7	3
156	и во	2	3
157	во всей	1	3
158	значит что	4	3
159	мы увидим	3	3
160	же и	1	3
161	уже не	4	3
162	уже в	4	3
163	говорит о	1	3
164	всяком случае	1	3
165	есть также	2	3
166	до сих	2	3
167	оно не	1	3
168	что не	1	3
169	нужно сказать	1	3
170	и менее	1	3
171	быть и	1	3
172	сих пор	2	3
173	только для	1	3
174	от нас	1	3
175	не больше	1	3
176	говорим что	1	3
177	хотя бы	3	3
178	с ним	2	3
179	хотя в	1	3
180	мы говорим	1	3
181	есть и	3	3
182	в искусстве	1	3
183	я и	1	2
184	и потому	10	2
185	и до	1	2
186	из подполья	10	2
187	мы имеем	1	2
188	мы не	1	2
189	и ничего	1	2
190	слово о	1	2
191	что иное	1	2
192	себе что	1	2
193	он сам	6	2
194	иное как	1	2
195	с его	3	2
196	указывать на	1	2
197	то он	1	2
198	его во	1	2
199	нет и	5	2
200	не очень	1	2
201	есть его	1	2
202	в которой	6	2
203	он в	2	2
204	говорят о	1	2
205	во многих	1	2
206	вообще не	2	2
207	не значит	2	2
208	он должен	3	2
209	и заключается	1	2
210	как они	1	2
211	и с	3	2
212	и чтобы	1	2
213	это было	1	2
214	понять его	2	2
215	делает его	1	2
216	для них	3	2
217	должно быть	3	2
218	но если	3	2
219	оказывается что	2	2
220	не как	4	2
221	и уж	2	2
222	она не	4	2
223	не имеет	3	2
224	что их	1	2
225	и сама	2	2
226	в области	1	2
227	не потому	1	2
228	но все-таки	1	2
229	xx века	1	2
230	не могут	5	2
231	могут быть	2	2
232	как для	2	2
233	уже на	1	2
234	уже с	1	2
235	лучше сказать	1	2
236	с собой	3	2
237	особенно в	3	2
238	не стоит	1	2
239	является в	1	2
240	нас в	1	2
241	и всю	1	2
242	между тем	1	2
243	на одном	1	2
244	все время	1	2
245	в него	3	2
246	сразу же	1	2
247	поэтому для	1	2
248	мы видим	2	2
249	не имеющих	1	2
250	свой собственный	1	2
251	одно из	3	2
252	для него	11	2
253	есть та	1	2
254	ведь это	2	2
255	как его	1	2
256	момент в	2	2
257	человека а	3	2
258	действующих лиц	1	2
259	его как	2	2
260	вместе с	6	2
261	он будет	1	2
262	в это	1	2
263	о его	1	2
264	имел в	1	2
265	и часто	1	2
266	сознания и	1	2
267	но когда	1	2
268	особого рода	1	2
269	от всех	1	2
270	к его	1	2
271	для нашего	1	2
272	не что	1	2
273	он часто	1	2
274	себя как	1	1
275	если вы	1	1
276	глубине его	1	1
277	ту же	1	1
278	одним из	2	1
279	у гоголя	1	1
280	чтобы не	2	1
281	от самой	1	1
282	он за	1	1
283	начинается с	1	1
284	ивана карамазова	7	1
285	из самых	8	1
286	проникает в	2	1
287	был и	1	1
288	которое может	1	1
289	отношения к	4	1
290	и этот	4	1
291	он ничего	1	1
292	из всех	1	1
293	еще до	1	1
294	отказывается от	1	1
295	который был	2	1
296	время как	2	1
297	оно есть	1	1
298	я не	1	1
299	то это	1	1
300	учение об	1	1
301	во имя	10	1
302	то мы	1	1
303	и никто	1	1
304	пройти через	2	1
305	и всякий	1	1
306	переход от	1	1
307	россия есть	1	1
308	относится к	2	1
309	и я	5	1
310	в течение	1	1
311	раскольникова со	1	1
312	и поэтому	1	1
313	тут уже	1	1
314	еще большую	1	1
315	и нет	2	1
316	все же	2	1
317	кто не	1	1
318	говорит что	1	1
319	его к	1	1
320	духа и	4	1
321	от этого	2	1
322	есть самое	1	1
323	идеи но	2	1
324	не сам	1	1
325	чего же	2	1
326	то нет	4	1
327	предметом с	1	1
328	не знает	4	1
329	бы и	3	1
330	за это	1	1
331	бы не	2	1
332	ее как	1	1
333	хочет знать	1	1
334	совершается не	1	1
335	и те	2	1
336	в мышлении	1	1
337	если он	5	1
338	в братьях	3	1
339	а вовсе	1	1
340	от греческого	1	1
341	действительность может	1	1
342	должна быть	6	1
343	не связан	1	1
344	ведь не	1	1
345	этого вопроса	1	1
346	не к	4	1
347	отношений между	1	1
348	в силу	1	1
349	с последней	1	1
350	не имея	1	1
351	на этом	3	1
352	человека в	13	1
353	в каждом	1	1
354	которые уже	1	1
355	связан с	1	1
356	думал что	1	1
357	также сказать	1	1
358	если нет	5	1
359	они должны	1	1
360	о версилове	1	1
361	об этой	1	1
362	говорил что	1	1
363	в глубине	8	1
364	них не	1	1
365	лишь в	6	1
366	заключается в	1	1
367	на протяжении	2	1
368	моменты в	1	1
369	мог бы	4	1
370	кажется что	1	1
371	является для	1	1
372	нет в	4	1
373	жизни то	1	1
374	какой-то новой	1	1
375	и вся	1	1
376	потому и	1	1
377	и различие	1	1
378	же есть	1	1
379	не так	3	1
380	во время	1	1
381	требует не	1	1
382	в такой	1	1
383	и без	1	1
384	прийти к	2	1
385	место в	2	1
386	нему и	1	1
387	до последнего	1	1
388	вопрос о	2	1
389	не путем	1	1
390	знал и	1	1
391	поэтому в	1	1
392	мир и	1	1
393	достоевский часто	1	1
394	сам достоевский	3	1
395	т п	1	1
396	ведь этот	1	1
397	на небо	1	1
398	войти в	1	1
399	природу и	2	1
400	что сам	1	1
401	тому чтобы	2	1
402	происходит от	1	1
403	и почти	1	1
404	из одного	1	1
405	есть всегда	1	1
406	сам он	1	1
407	почти все	1	1
408	если и	1	1
409	между людьми	1	1
410	вплоть до	1	1
411	не раз	1	1
412	есть прежде	1	1
413	что ему	1	1
414	хотелось бы	1	1
415	если в	1	1
416	в основе	2	1
417	или лучше	1	1
418	для кого	1	1
419	на путях	3	1
420	из него	1	1
421	находятся в	1	1
422	с одним	1	1
423	существование и	1	1
424	действительность а	1	1
425	к ней	4	1
426	или об	1	1
427	же он	1	1
428	только с	1	1
429	ведь все	1	1
430	только от	1	1
431	это-то и	1	1
432	иван карамазов	8	1
433	в момент	3	1
434	только соответствует	1	1
435	а что	1	1
436	его с	2	1
437	бы он	1	1
438	ли что	1	1
439	мысли о	2	1
440	как человек	1	1
441	все еще	1	1
442	сознания на	1	1
443	время он	1	1
444	есть последняя	1	1
445	существует только	1	1
446	должен быть	2	1
447	которая делает	1	1
448	можно и	1	1
449	то время	2	1
450	в пределах	1	1
451	человека с	2	1
452	внутреннюю жизнь	1	1
453	для познания	1	1
454	и сам	1	1
455	к окончательному	1	1
456	него всегда	1	1
457	с самим	2	1
458	этой мысли	1	1
459	в тихом	1	1
460	и душа	1	1
461	он был	14	1
462	был не	2	1
463	находится в	1	1
464	это нужно	1	1
465	каждый раз	1	1
466	было достаточно	2	1
467	потом мы	1	1
468	и та	1	1
469	одного из	1	1
470	очень многое	1	1
471	доходит до	1	1
472	идет к	1	1
473	переходит в	15	1
474	которая должна	1	1
475	и можно	1	1
476	которая и	1	1
477	переносится на	1	1
478	существует не	2	1
479	ни к	1	1
480	по своей	2	1
481	этот роковой	1	1
482	историки литературы	1	1
483	речи о	1	1
484	этот вопрос	1	1
485	огромное различие	1	1
486	с одного	1	1
487	себя в	3	1
488	или другую	1	1
489	конечно не	3	1
490	и разные	1	1
491	записках из	1	1
492	в нашей	1	1
493	в начале	2	1
494	в душе	1	1
495	не стал	2	1
496	его и	1	1
497	уже нет	2	1
498	мир в	3	1
499	всякий кто	1	1
500	и их	3	1
501	но всегда	1	1
502	ее не	1	1
503	братьях карамазовых	3	1
504	явлений в	1	1
505	от того	1	1
506	еще вполне	1	1
507	встречаемся с	1	1
508	делает для	1	1
509	бы это	1	1
510	в свои	1	1
511	глава i	1	1
512	выходит за	1	1
513	в записках	1	1
514	что человек	3	1
515	чем он	1	1
516	и говорил	1	1
517	же о	1	1
518	мы еще	2	1
519	или о	1	1
520	или этот	1	1
521	чувствовал что	1	1
522	к человеку	9	1
523	притом не	1	1
524	и самый	2	1
525	человек в	9	1
526	человек есть	4	1
527	в россии	2	1
528	романы достоевского	2	1
529	с предметом	1	1
530	под влиянием	1	1
531	мира в	1	1
532	ближе к	1	1
533	есть одно	2	1
534	нет никаких	2	1
535	вступает в	1	1
536	в идиоте	1	1
537	с первого	1	1
538	он уже	6	1
539	в одной	1	1
540	образ но	1	1
541	человека к	2	1
542	оно менее	1	1
543	этом все	1	1
544	у человека	5	1
545	его совсем	1	1
546	и к	2	1
547	xix века	4	1
548	наряду с	1	1
549	не видят	1	1
550	образ и	2	1
551	так пишет	1	1
552	вокруг себя	1	1
553	остался в	1	1
554	для понимания	1	1
555	сам не	2	1
556	это значит	3	1
557	в бесах	2	1
558	который он	1	1
559	с этой	4	1
560	это выражение	1	1
561	ничего кроме	1	1
562	в смысле	1	1
563	уже ни	1	1
564	в идеале	2	1
565	от человека	3	1
566	хочет идти	1	1
567	несет в	1	1
568	что я	1	1
569	и от	2	1
570	бы даже	1	1
571	к живому	1	1
572	от него	4	1
573	из себя	1	1
574	иное чем	1	1
575	у достоевского	42	1
576	и самое	1	1
577	иначе он	1	1
578	которое есть	1	1
579	будто бы	3	1
580	в свете	3	1
581	жизни так	1	1
582	есть уже	4	1
583	но оно	1	1
584	еще ничего	1	1
585	в период	1	1
586	это все	1	1
587	со свидригайловым	1	1
588	не быть	1	1
589	а ведь	1	1
590	обычно не	1	1
591	как люди	1	1
592	мои мысли	1	1
593	ко всему	1	1
594	т е	2	1
595	у которых	2	1
596	закона и	1	1
597	есть то	1	1
598	важно для	1	1
599	жизни и	2	1
600	к этой	2	1
601	и эта	1	1
602	в противоположность	1	1
603	к этому	2	1
604	которая не	1	1
