N	2gram	Tiupa_Narr_1	RusskieA
526	отношению к	3	1
527	оно не	2	1
528	становится очевидным	1	1
529	только о	1	1
530	этим объясняется	1	1
531	и состоит	4	1
532	жизни и	6	1
533	в таком	2	1
534	также не	2	1
535	они не	1	1
536	точно так	1	1
537	во всяком	2	1
538	все что	2	1
539	в роли	2	1
