N	2gram	Losev_Prob_2	DiskursI
179	есть в	4	2
180	реальности и	1	2
181	не о	6	2
182	именно в	1	2
183	далеко не	4	2
184	и прежде	2	2
185	не на	1	2
186	может иметь	2	2
187	вместе с	2	2
188	или по	4	2
189	о чем	6	2
190	в той	2	2
191	или иного	5	2
192	тому как	3	2
193	что же	9	2
194	а потом	1	2
195	в свое	1	2
196	х гг	1	2
197	и для	6	2
198	а в	4	2
199	другой стороны	5	2
200	что он	4	2
201	это в	2	2
202	самых общих	1	1
203	как нечто	2	1
204	речь идет	2	1
205	является для	2	1
206	одним из	1	1
207	чтобы не	2	1
208	есть мы	1	1
209	и семантики	1	1
210	самом деле	4	1
211	это и	3	1
212	другими как	1	1
213	и есть	4	1
214	к другому	1	1
215	можно говорить	3	1
216	но если	4	1
217	есть не	6	1
218	и была	1	1
219	речевой деятельности	1	1
220	для своего	1	1
221	и само	2	1
222	мы не	7	1
223	вопрос о	3	1
224	под ней	1	1
225	а для	1	1
226	на практике	1	1
227	я не	1	1
228	но даже	3	1
229	ему в	1	1
230	в некотором	1	1
231	этого термина	8	1
232	и со	1	1
233	нечто более	2	1
234	общения в	1	1
235	понятия в	1	1
236	он был	1	1
237	он сам	3	1
238	в а	1	1
239	бы то	2	1
240	характер и	1	1
241	во всех	2	1
242	тем как	1	1
243	как система	1	1
244	непрерывном потоке	1	1
245	не то	2	1
246	если в	1	1
247	есть по	2	1
248	не просто	11	1
249	друг от	2	1
250	человека с	1	1
251	в истории	3	1
252	мере в	2	1
253	просто как	3	1
254	хотя и	3	1
255	звук в	1	1
256	то в	1	1
257	видения мира	1	1
258	в самом	5	1
259	только то	3	1
260	в нашем	3	1
261	бы не	3	1
262	поэтому и	1	1
263	и недостаточно	1	1
264	ни одна	1	1
265	раз в	1	1
266	им в	1	1
267	значение так	1	1
268	в речевой	1	1
269	себе те	1	1
270	читателей к	1	1
271	в случае	3	1
272	человек не	2	1
273	к выводу	1	1
274	не имеют	1	1
275	термина но	1	1
276	но именно	4	1
277	так сказать	1	1
278	и только	4	1
279	о которой	1	1
280	и именно	1	1
281	и еще	1	1
282	же это	5	1
283	в силу	1	1
284	характерное для	1	1
285	одной и	2	1
286	его от	2	1
287	на этом	1	1
288	таким образом	4	1
289	что является	1	1
290	то ни	3	1
291	мы его	1	1
292	без которого	1	1
293	для характеристики	1	1
294	то чтобы	2	1
295	сознание и	2	1
296	об этом	2	1
297	лишь в	3	1
298	того или	7	1
299	время и	2	1
300	человеческая коммуникация	1	1
301	ситуации при	1	1
302	не совпадает	2	1
303	но их	1	1
304	не соответствует	1	1
305	к теории	1	1
306	этого она	1	1
307	она и	2	1
308	несмотря на	3	1
309	или попросту	1	1
310	все моменты	1	1
311	коммуникации и	1	1
312	в такой	2	1
313	если можно	1	1
314	на каждом	1	1
315	в которых	1	1
316	бы мы	2	1
317	с данным	1	1
318	и той	4	1
319	тем не	12	1
320	по крайней	6	1
321	и более	5	1
322	и наоборот	1	1
323	не должно	1	1
324	необходимо чтобы	1	1
325	непосредственным образом	1	1
326	при всех	3	1
327	вообще но	1	1
328	отношения а	1	1
329	но они	1	1
330	в таких	3	1
331	она не	3	1
332	из нас	1	1
333	самого начала	2	1
334	как о	3	1
335	мышления и	2	1
336	одна из	3	1
337	или другие	4	1
338	я буду	1	1
339	на него	2	1
340	мы все	3	1
341	о них	2	1
342	та или	2	1
343	например не	1	1
344	и всегда	1	1
345	на язык	1	1
346	ничего не	10	1
347	не вполне	4	1
348	обратим внимание	1	1
349	или иная	2	1
350	чем-нибудь другим	1	1
351	и до	1	1
352	для внешнего	1	1
353	его фактическое	1	1
354	однако это	2	1
355	настоящего времени	2	1
356	или не	2	1
357	ни о	4	1
358	только от	1	1
359	уже о	4	1
360	не могут	4	1
361	акустики и	1	1
362	но все	2	1
363	и другой	1	1
364	не знаем	3	1
365	отличается от	2	1
366	только еще	1	1
367	числе и	2	1
368	слова можно	1	1
369	к тому	3	1
370	указывает на	5	1
371	не есть	33	1
372	на субъективное	1	1
373	оно не	3	1
374	утверждать что	2	1
375	опираясь на	1	1
376	более не	2	1
377	от друга	2	1
378	говоря уже	4	1
379	в в	2	1
380	языка и	5	1
381	в собственном	1	1
382	необходимости и	1	1
383	человеческого сознания	1	1
384	с самого	3	1
385	говорится что	1	1
386	в условиях	2	1
387	однако эта	1	1
388	и сам	2	1
389	что может	2	1
390	для человеческого	1	1
391	других вполне	1	1
392	здесь как	2	1
393	отождествляется с	2	1
394	и каждый	1	1
395	не всякий	1	1
396	можно только	2	1
397	мы в	3	1
398	поэтому в	1	1
399	для этого	3	1
400	и даже	11	1
401	человека это	1	1
402	с ним	1	1
403	не отвечает	1	1
404	рассматривать их	1	1
405	каждый из	2	1
406	о нем	2	1
407	и здесь	4	1
408	не был	4	1
409	внимание на	3	1
410	никак не	11	1
411	и что	13	1
412	мы ничего	1	1
413	может не	1	1
414	в значительной	3	1
415	и нечто	2	1
416	нас в	3	1
417	и во	1	1
418	рассказа и	1	1
419	складывается из	1	1
420	краткость и	1	1
421	в глазах	1	1
422	термина он	1	1
423	крайней мере	6	1
424	иной мере	1	1
425	которая и	2	1
426	слов и	1	1
427	и следовательно	4	1
428	в слово	1	1
429	который бы	1	1
430	это всегда	1	1
431	как объект	1	1
432	которое было	1	1
433	акт смыслового	1	1
434	менее в	1	1
435	именно о	1	1
436	и весьма	2	1
437	и так	1	1
438	нужно и	1	1
439	менее очевидным	1	1
440	устной речи	1	1
441	так что	11	1
442	же и	2	1
443	для всех	2	1
444	знаком с	1	1
445	или о	2	1
446	только на	9	1
447	себя и	1	1
448	и их	3	1
449	всяком случае	10	1
450	содержания и	5	1
451	целом и	1	1
452	другой весьма	1	1
453	вовсе не	37	1
454	не для	1	1
455	содержание и	1	1
456	в состоянии	2	1
457	для меня	5	1
458	друг друга	1	1
459	случае не	4	1
460	как такового	2	1
461	субъекта с	1	1
462	тем что	4	1
463	он для	1	1
464	не обладает	1	1
465	и строго	1	1
466	чем и	1	1
467	были бы	2	1
468	того что	12	1
469	частности что	1	1
470	случае так	1	1
471	более близким	2	1
472	но вполне	1	1
473	между которыми	2	1
474	о своем	2	1
475	здесь это	1	1
476	еще и	5	1
477	и др	2	1
478	является ни	1	1
479	которая пока	1	1
480	превращается в	1	1
481	немалую роль	1	1
482	до конца	1	1
483	подобного рода	4	1
484	что из	2	1
485	более глубокое	1	1
486	ближе к	1	1
487	в одно	2	1
488	на чем	2	1
489	как это	1	1
490	а завтра	1	1
491	в предыдущей	1	1
492	речь не	2	1
493	опирается на	1	1
494	требует от	1	1
495	из которых	2	1
496	по своему	5	1
497	время представляет	1	1
498	но который	2	1
499	самого себя	2	1
500	общения с	1	1
501	для человека	1	1
502	да и	10	1
503	ведь для	1	1
504	значений слова	3	1
505	даже в	2	1
506	есть оно	1	1
507	слова и	4	1
508	на пути	1	1
509	и от	3	1
510	оба они	1	1
511	видно что	1	1
512	но для	1	1
513	один из	3	1
514	но с	1	1
515	ли в	2	1
516	от той	1	1
517	особого рода	1	1
518	это требует	1	1
519	же к	1	1
520	еще более	2	1
521	и ни	3	1
522	требует их	1	1
523	от всего	3	1
524	будто бы	5	1
525	ни было	1	1
526	же в	1	1
527	но всегда	1	1
528	быть и	2	1
529	даже при	1	1
530	к самому	1	1
531	одной из	1	1
532	слово в	2	1
533	первых двух	1	1
534	но всякий	1	1
535	не говоря	4	1
536	сказать что	24	1
537	не быть	1	1
538	речи и	1	1
539	системы а	2	1
540	одновременно и	3	1
541	бы его	2	1
542	никакого отношения	1	1
543	из этого	2	1
544	данного термина	2	1
545	только о	8	1
546	в какой	1	1
547	в голову	2	1
548	к другим	1	1
549	ее в	1	1
550	как слово	1	1
551	нас не	3	1
552	во всяком	13	1
553	том числе	2	1
