N	2gram	Vinokur_Ku_1	EvropaiC
502	больше всего	2	1
503	культуры но	1	1
504	различие между	1	1
505	а его	1	1
506	самом широком	1	1
507	это было	2	1
508	всех народов	1	1
509	не хуже	1	1
510	своей особой	1	1
511	сейчас в	1	1
512	он есть	3	1
513	лишь на	1	1
514	и тем	2	1
515	чаще всего	1	1
516	стоит на	1	1
517	известным образом	1	1
518	которому и	1	1
519	как общее	1	1
520	рядом с	5	1
521	она и	1	1
522	на второй	1	1
523	этого не	2	1
524	в развитии	1	1
525	можно считать	1	1
526	для своих	1	1
527	в научной	1	1
528	народа и	1	1
529	не мог	2	1
530	бы на	2	1
531	в своей	2	1
532	что среди	1	1
533	что такое	6	1
534	наш вопрос	1	1
535	этого необходимо	1	1
536	в мы	1	1
537	каким был	1	1
538	на первых	1	1
539	иначе как	2	1
540	что я	2	1
541	из области	4	1
542	с историческим	1	1
543	когда эти	1	1
544	но он	1	1
545	друг другу	1	1
546	состоит в	3	1
547	по крайней	5	1
548	и эти	3	1
549	случаев этого	1	1
550	однако в	1	1
551	с такими	1	1
552	что этот	1	1
553	есть ничто	1	1
554	находят себе	1	1
555	человека но	1	1
556	случае мы	1	1
557	стоит в	4	1
558	а а	3	1
559	есть нечто	1	1
560	первый из	1	1
561	образом хотя	1	1
562	как о	2	1
563	не имеет	2	1
564	в науке	4	1
565	и притом	1	1
566	прочие аргументы	1	1
567	вперед в	1	1
568	такие условия	1	1
569	иметь в	1	1
570	картину всей	1	1
571	та или	1	1
572	нельзя не	1	1
573	дело в	1	1
574	другой только	1	1
575	ни другое	1	1
576	особенностей в	1	1
577	с остальными	1	1
578	таким путем	1	1
579	же остается	1	1
580	более что	1	1
581	сущность его	1	1
582	за время	1	1
583	чем многие	1	1
584	это слово	3	1
585	и его	5	1
586	можно рассматривать	1	1
587	ничто иное	1	1
588	ли это	2	1
589	видеть что	2	1
590	не потому	5	1
591	может показаться	1	1
592	конечно только	1	1
593	обстоятельство что	8	1
594	это по	2	1
595	выход из	1	1
596	относиться к	1	1
597	есть только	1	1
598	есть признак	1	1
599	да и	1	1
600	за природными	1	1
601	живет и	2	1
602	нам пришлось	1	1
603	от условий	1	1
604	бы он	1	1
605	образованного общества	1	1
606	они и	1	1
607	всегда в	1	1
608	для себя	1	1
609	своего развития	1	1
610	для россии	1	1
611	на нем	1	1
612	говоря уже	1	1
613	здесь не	3	1
614	без всякого	1	1
615	из главных	1	1
616	какое содержание	1	1
617	об отношении	1	1
618	на той	1	1
619	роль в	4	1
620	как с	2	1
621	о тех	1	1
622	культуры то	1	1
623	за то	1	1
624	не трудно	7	1
625	даже что	1	1
626	в борьбе	1	1
627	сам он	1	1
628	же эти	1	1
629	вопрос этот	1	1
630	именно этот	1	1
631	можно только	1	1
632	к тем	1	1
633	точно также	1	1
634	науки на	1	1
635	ли эти	1	1
636	ничего не	2	1
637	или иной	3	1
638	находится в	1	1
639	быть в	2	1
640	традиции и	1	1
641	ясно должно	1	1
642	время в	1	1
643	язык и	1	1
644	за пределами	1	1
645	никак не	2	1
646	социального общения	3	1
647	или иная	1	1
648	близкие к	1	1
649	у таких	1	1
650	когда оно	2	1
651	для той	1	1
652	этом и	1	1
653	крайней мере	5	1
654	не надо	1	1
655	целого а	1	1
656	у всех	1	1
657	на наших	1	1
658	научной литературе	1	1
659	и следовательно	1	1
660	связь между	1	1
661	но тут	1	1
662	наконец и	1	1
663	в современной	2	1
664	к решению	1	1
665	и история	1	1
666	один из	4	1
667	совсем не	1	1
668	к их	1	1
669	поэтому и	1	1
670	за себя	1	1
671	что так	3	1
672	этот факт	1	1
673	тот или	1	1
674	с которыми	1	1
675	в качестве	7	1
676	себя все	1	1
677	греческий язык	1	1
678	же и	2	1
679	уже не	8	1
680	уже в	3	1
681	вопроса о	1	1
682	только на	1	1
683	в нашей	1	1
684	же явления	1	1
685	свидетельствует о	2	1
686	ее из	1	1
687	целого ряда	1	1
688	на этих	1	1
689	а то	2	1
690	речь в	4	1
691	он принадлежит	1	1
692	школы и	2	1
693	мы находим	1	1
694	и со	1	1
695	не случайно	6	1
696	ныне в	1	1
697	тем что	8	1
698	в других	1	1
699	даже и	3	1
700	науки в	1	1
701	может рассматриваться	1	1
702	были бы	2	1
703	именно как	1	1
704	и даже	3	1
705	в данный	1	1
706	от другой	1	1
707	здесь дело	1	1
708	а именно	2	1
709	к которому	3	1
710	это необходимо	1	1
711	случаев в	1	1
712	как же	1	1
713	еще и	5	1
714	кто в	1	1
715	к его	1	1
716	то ее	1	1
717	только к	2	1
718	неправильно с	1	1
719	и пр	15	1
720	тем чтобы	1	1
721	а на	2	1
722	а сам	1	1
723	перед которой	1	1
724	до конца	2	1
725	а не	8	1
726	зависит от	1	1
727	на эту	2	1
728	когда она	1	1
729	на которые	1	1
730	среди других	1	1
731	работу по	1	1
732	так называемых	1	1
733	именно поэтому	2	1
734	все более	1	1
735	нет ничего	1	1
736	эти слова	1	1
737	привести в	1	1
738	эта идея	1	1
739	должен стоять	1	1
740	в историю	1	1
741	в область	1	1
742	к жизни	2	1
743	что за	1	1
744	а если	3	1
745	профессии и	1	1
746	наряду с	1	1
747	если они	1	1
748	смысле этого	3	1
749	могут быть	1	1
750	дать картину	1	1
751	нечто абсолютно	1	1
752	ни то	1	1
753	в каждую	1	1
754	действительно как	1	1
755	от среды	1	1
756	психологии как	1	1
757	чтобы ответить	1	1
758	только для	1	1
759	отношении всегда	1	1
760	и таким	1	1
761	точно и	1	1
762	пока еще	1	1
763	понятий и	1	1
764	с большой	1	1
765	в более	2	1
766	ли в	2	1
767	жизнью в	1	1
768	классов народа	1	1
769	тогда не	1	1
770	а все	1	1
771	которого они	1	1
772	эту точку	1	1
773	которой я	1	1
774	развития и	1	1
775	всего можно	1	1
776	лишь как	2	1
777	или нет	1	1
778	ним все	1	1
779	еще более	1	1
780	его тем	1	1
781	нужно чтобы	1	1
782	будто бы	1	1
783	обстоит дело	1	1
784	условий и	1	1
785	даже при	1	1
786	что слова	1	1
787	жизни в	1	1
788	всюду где	1	1
789	они возникли	1	1
790	это все	1	1
791	не говоря	2	1
792	же будет	1	1
793	общей истории	1	1
794	сказать что	1	1
795	подошел к	1	1
796	была бы	3	1
797	лишь тогда	1	1
798	от элементов	1	1
799	и возникает	1	1
800	языка то	2	1
801	на своем	1	1
802	но еще	3	1
803	а может	1	1
804	увидим что	2	1
805	ее в	2	1
806	е когда	2	1
807	в своих	1	1
808	очень редко	1	1
809	с такой	1	1
810	наук но	1	1
811	точно так	1	1
