N	2gram	Vygotskiy__6	Tragedij
303	с самого	7	1
304	говорили что	1	1
305	можно было	7	1
306	когда его	1	1
307	по сравнению	15	1
308	тем чем	1	1
309	а по	3	1
310	ситуации и	1	1
311	вот почему	2	1
312	случае как	1	1
313	всем протяжении	1	1
314	на вопрос	2	1
315	но мы	3	1
316	после того	1	1
317	с того	3	1
318	и который	1	1
319	от него	2	1
320	связь между	4	1
321	доходит до	1	1
322	между тем	1	1
323	решение в	1	1
324	стояли на	1	1
325	нуждается в	3	1
326	в настоящей	2	1
327	все время	3	1
328	того что	24	1
329	для ребенка	6	1
330	в новой	2	1
331	оказалось что	1	1
332	мы видим	7	1
333	с ними	2	1
334	большее что	1	1
335	только в	18	1
336	во всем	1	1
337	как нечто	1	1
338	приходит в	1	1
339	во ii	2	1
340	с одной	1	1
341	именно на	1	1
342	первостепенное значение	2	1
343	есть в	3	1
344	только на	2	1
345	дело с	2	1
346	и их	1	1
347	слова в	1	1
348	два противоположных	1	1
349	и должна	1	1
350	не для	1	1
351	с этими	1	1
352	ее не	1	1
353	это по	1	1
354	рядом с	1	1
355	развития в	6	1
356	с другим	1	1
357	вопрос об	1	1
358	именно в	4	1
359	психологического исследования	2	1
360	совершенно ином	1	1
361	обратиться к	1	1
362	естественно что	1	1
363	только по	4	1
364	а на	1	1
365	на этот	4	1
366	думается нам	1	1
367	а не	3	1
368	одну из	1	1
369	играют никакой	1	1
370	в и	1	1
371	этом случае	2	1
372	в связи	2	1
373	виде в	1	1
374	с помощью	13	1
375	эти слова	1	1
376	вместе с	7	1
377	до этого	1	1
378	ко всем	4	1
379	не из	2	1
380	над ним	1	1
381	сравнению с	14	1
382	в той	4	1
383	смысле этого	1	1
384	который он	1	1
385	и общий	1	1
386	нам еще	1	1
387	этого слова	2	1
388	с этой	2	1
389	и от	2	1
390	самое большее	1	1
391	на одной	1	1
392	я знаю	1	1
393	известной степени	2	1
394	очевидно нет	1	1
395	на улице	1	1
396	тем и	3	1
397	при таком	1	1
398	в результате	1	1
399	это как	1	1
400	в двух	1	1
401	это часто	1	1
402	бы в	3	1
403	и которое	3	1
404	случае и	1	1
405	но у	1	1
406	конце концов	1	1
407	только что	2	1
408	обстоит дело	1	1
409	гораздо больше	1	1
410	из тех	1	1
411	мы начинаем	2	1
412	совершенно не	1	1
413	в иной	2	1
414	самой своей	4	1
415	но этот	1	1
416	эти же	1	1
417	и жизнь	1	1
418	есть и	1	1
419	строится на	1	1
420	а нечто	1	1
421	это в	2	1
422	это понятие	1	1
