N	2gram	Ircho_Kome_3	TeoriaLi
276	то в	1	1
277	о тебе	1	1
278	из жизни	1	1
279	общение с	1	1
280	монолог в	1	1
281	за это	1	1
282	из этих	1	1
283	раз в	2	1
284	текста не	2	1
285	его воли	1	1
286	говорят о	1	1
287	имеем в	1	1
288	узнавания в	1	1
289	если он	2	1
290	не могла	3	1
291	в случае	1	1
292	на его	2	1
293	что она	4	1
294	в статье	1	1
295	при виде	3	1
296	в понимании	1	1
297	по душе	1	1
298	в силу	2	1
299	по существу	2	1
300	уже говорилось	1	1
301	принадлежащих к	1	1
302	в первом	1	1
303	том числе	1	1
304	эдипа и	3	1
305	на земле	1	1
306	он уже	1	1
307	чтобы в	2	1
308	подобно тому	1	1
309	его можно	1	1
310	является не	1	1
311	как более	1	1
312	именно это	1	1
313	то ни	3	1
314	не будет	2	1
315	что все	1	1
316	это первый	1	1
317	а по	5	1
318	времени и	1	1
319	все их	1	1
320	первую очередь	1	1
321	ко второму	1	1
322	было бы	3	1
323	в бою	1	1
324	напротив в	1	1
325	должен был	4	1
326	же образом	1	1
327	в них	3	1
328	нет в	1	1
329	с тем	4	1
330	как видно	2	1
331	не всегда	1	1
332	он и	2	1
333	когда я	1	1
334	остается в	2	1
335	перед собой	1	1
336	развития но	1	1
337	себя внимание	1	1
338	но если	3	1
339	от своего	1	1
340	таким же	1	1
341	это случается	1	1
342	обращается к	3	1
343	мы конечно	1	1
344	и без	2	1
345	это делает	1	1
346	в котором	2	1
347	не как	2	1
348	сам же	1	1
349	направляется к	1	1
350	для данного	1	1
351	друг другу	1	1
352	в прошлом	1	1
353	том и	1	1
354	с такими	1	1
355	и системы	1	1
356	и вся	1	1
357	случае в	1	1
358	ее не	1	1
359	с которой	1	1
360	по крайней	1	1
361	не имеет	3	1
362	принадлежат к	1	1
363	на себе	1	1
364	к этим	1	1
365	как принято	1	1
366	и отсутствие	1	1
367	себе самом	1	1
368	не приносит	1	1
369	поступок в	1	1
370	я во	1	1
371	согласия в	1	1
372	ему и	2	1
373	и теперь	1	1
374	связи с	5	1
375	из того	3	1
376	не по	7	1
377	хозяина и	5	1
378	обращает на	1	1
379	задолго до	1	1
380	не является	4	1
381	ему не	3	1
382	не могут	2	1
383	такого отношения	2	1
384	образом что	1	1
385	ли не	2	1
386	числе и	1	1
387	указывает на	1	1
388	слова с	1	1
389	в каждом	1	1
390	прошлом и	2	1
391	на это	3	1
392	быть назван	1	1
393	она не	2	1
394	говорит о	1	1
395	с собственной	1	1
396	должен быть	2	1
397	в ситуации	1	1
398	и открывает	1	1
399	как мы	2	1
400	а затем	2	1
401	того чтобы	6	1
402	меня в	1	1
403	то время	2	1
404	значение в	1	1
405	и совершенно	1	1
406	с собой	1	1
407	можно было	2	1
408	особенно в	1	1
409	живет в	1	1
410	вошел в	1	1
411	своему происхождению	1	1
412	жизнь и	1	1
413	жанра в	1	1
414	характера как	1	1
415	для этого	1	1
416	с ним	5	1
417	именно потому	2	1
418	первом случае	1	1
419	ситуации и	1	1
420	что речь	1	1
421	на вопрос	2	1
422	настоящее время	1	1
423	жизненным опытом	1	1
424	никак не	1	1
425	одного из	3	1
426	после того	1	1
427	основе своей	1	1
428	может не	1	1
429	в сущности	2	1
430	каждом из	1	1
431	впрочем достаточно	1	1
432	нуждается в	2	1
433	и только	1	1
434	крайней мере	1	1
435	в другой	1	1
436	иначе в	1	1
437	любви она	1	1
438	по собственному	3	1
439	на которой	1	1
440	один из	3	1
441	в двух	3	1
442	тот же	2	1
443	что лирическое	1	1
444	с появлением	1	1
445	дело с	3	1
446	в какой	3	1
447	путь к	1	1
448	в совершенном	2	1
449	даже если	2	1
450	должен ты	1	1
451	который в	3	1
452	а после	1	1
453	со всеми	1	1
454	так что	6	1
455	если мы	2	1
456	только на	1	1
457	взгляде на	1	1
458	не дает	4	1
459	из них	5	1
460	за ним	2	1
461	сам текст	1	1
462	к каким	1	1
463	одно из	1	1
464	и их	1	1
465	в одном	2	1
466	с этими	1	1
467	так как	11	1
468	тому же	6	1
469	в такое	1	1
470	к ним	3	1
471	может служить	1	1
472	в первую	1	1
473	ее на	1	1
474	для того	6	1
475	представляют собой	2	1
476	отрекается от	1	1
477	на ее	3	1
478	если говорить	1	1
479	отказаться от	2	1
480	не наделен	1	1
481	с той	1	1
482	до смерти	2	1
483	в отсутствие	3	1
484	такое же	2	1
485	что для	2	1
486	противоречие между	1	1
487	относится как	1	1
488	положений и	1	1
489	превращается в	1	1
490	не было	2	1
491	понимаем что	1	1
492	отношения в	1	1
493	из наиболее	1	1
494	с которым	1	1
495	в произведениях	2	1
496	жизнь в	1	1
497	же точно	1	1
498	и я	2	1
499	когда же	1	1
500	разговор с	1	1
501	что из	1	1
502	ближе к	2	1
503	и ему	1	1
504	если не	3	1
505	в связи	4	1
506	как ни	1	1
507	с помощью	4	1
508	нет никаких	2	1
509	это на	1	1
510	на новую	3	1
511	выставляет на	1	1
512	до этого	2	1
513	в одной	1	1
514	от ее	1	1
515	требует от	1	1
516	к своему	2	1
517	обратил внимание	1	1
518	одновременно с	1	1
519	было и	1	1
520	тому как	1	1
521	в мир	1	1
522	да и	1	1
523	для понимания	2	1
524	персонажей в	1	1
525	в это	1	1
526	с этой	3	1
527	на время	1	1
528	даже самых	1	1
529	сказать не	1	1
530	этом случае	2	1
531	от окружающих	1	1
532	о его	2	1
533	все это	5	1
534	этом и	1	1
535	к вопросу	1	1
536	при всем	2	1
537	писал в	1	1
538	известной степени	2	1
539	еще одна	1	1
540	жизни когда	1	1
541	текстов не	1	1
542	отношений и	1	1
543	была названа	1	1
544	и от	1	1
545	в результате	2	1
546	все они	1	1
547	о котором	1	1
548	в настоящее	1	1
549	и постепенное	1	1
550	не позволяет	3	1
551	себя самого	1	1
552	это может	1	1
553	из своего	3	1
554	места в	1	1
555	бы в	4	1
556	за него	1	1
557	она здесь	1	1
558	с другими	2	1
559	ни было	2	1
560	мы видим	1	1
561	к самому	1	1
562	на поле	1	1
563	а о	2	1
564	сообщения о	1	1
565	с ней	1	1
566	совершенно не	2	1
567	его произведений	1	1
568	из этого	2	1
569	поведения в	1	1
570	если она	1	1
571	жизни и	1	1
572	в своих	2	1
573	по поводу	1	1
574	можно назвать	1	1
575	оказывается уже	1	1
576	в таком	2	1
577	все что	3	1
578	этой точки	1	1
