N	2gram	Losev_Prob_2	NovoeSre
245	есть вопрос	1	1
246	то время	1	1
247	из этих	3	1
248	тоже не	7	1
249	действует но	1	1
250	в известном	1	1
251	же и	2	1
252	для всех	2	1
253	и хочет	1	1
254	но во	1	1
255	уже в	3	1
256	вопроса о	1	1
257	человек не	2	1
258	свидетельствует о	2	1
259	вообще не	4	1
260	слишком далеко	1	1
261	от других	1	1
262	все другие	2	1
263	все еще	4	1
264	сказать мы	1	1
265	для того	3	1
266	и их	3	1
267	всяком случае	10	1
268	и когда	1	1
269	слова в	1	1
270	сами по	2	1
271	в конце	7	1
272	не для	1	1
273	но ведь	3	1
274	часто не	1	1
275	друг друга	1	1
276	рушится и	1	1
277	всех своих	1	1
278	людей и	1	1
279	тем что	4	1
280	в нее	2	1
281	от того	1	1
282	в основу	1	1
283	но все	2	1
284	вопрос для	1	1
285	от нее	1	1
286	это значит	4	1
287	в последние	2	1
288	значение в	4	1
289	том случае	2	1
290	до начала	1	1
291	всякого содержания	1	1
292	возможно что	1	1
293	в глубине	1	1
294	говорим о	3	1
295	необходимой для	1	1
296	знает что	2	1
297	с другими	5	1
298	который и	1	1
299	нельзя сказать	1	1
300	было бы	8	1
301	в каких	1	1
302	он есть	1	1
303	а это	3	1
304	было и	1	1
305	себя и	1	1
306	что не	5	1
307	но оно	1	1
308	для них	3	1
309	этого она	1	1
310	превращается в	1	1
311	а на	1	1
312	они не	1	1
313	в этой	9	1
314	еще достаточно	1	1
315	ничем не	2	1
316	не на	1	1
317	не быть	1	1
318	отказаться от	1	1
319	что мы	14	1
320	и того	3	1
321	ближе к	1	1
322	особенно для	1	1
323	перед собой	1	1
324	и еще	1	1
325	в этих	4	1
326	может иметь	2	1
327	во время	1	1
328	уже давно	5	1
329	имея в	2	1
330	но если	4	1
331	будет в	2	1
332	сами не	1	1
333	и особенно	2	1
334	и а	2	1
335	в такой	2	1
336	мы конечно	2	1
337	зачем же	2	1
338	на это	2	1
339	в советской	2	1
340	мы в	3	1
341	нет ни	1	1
342	не должно	1	1
343	у нас	18	1
344	мы опять	1	1
345	оно существует	1	1
346	в зависимости	2	1
347	есть результат	1	1
348	в силу	1	1
349	нужно считать	1	1
350	о человеке	1	1
351	быть только	3	1
352	мы должны	3	1
353	и более	5	1
354	их в	4	1
355	в человеческом	1	1
356	в состоянии	2	1
357	по себе	8	1
358	в той	2	1
359	нас к	1	1
360	и очень	1	1
361	будто бы	5	1
362	нет никакого	1	1
363	от своих	1	1
364	предметности в	1	1
365	сих пор	4	1
366	так как	7	1
367	оба они	1	1
368	есть прежде	4	1
369	в познании	1	1
370	должны быть	1	1
371	она должна	2	1
372	в более	1	1
373	и отдельных	1	1
374	до сих	4	1
375	и никакой	1	1
376	к старой	1	1
377	о природе	1	1
378	которая в	1	1
379	и философы	1	1
380	особого рода	1	1
381	а во	1	1
382	или иная	2	1
383	бы он	1	1
384	к этой	1	1
385	есть такой	1	1
386	совершенно неверна	1	1
387	логики и	1	1
388	и его	1	1
389	а также	2	1
390	или не	2	1
391	все более	1	1
392	давно уже	1	1
393	сам собой	2	1
394	процессы в	1	1
395	смысле в	1	1
396	в области	6	1
397	нет ничего	2	1
398	в каком	4	1
399	та или	2	1
400	всего мира	1	1
401	но можно	2	1
402	есть только	8	1
403	во все	2	1
404	и вполне	4	1
405	есть и	1	1
406	ли он	3	1
407	числе и	2	1
408	всегда есть	1	1
409	огромное значение	1	1
410	для настоящего	2	1
411	во всяком	13	1
412	всякой критики	1	1
413	случае если	2	1
414	я могу	3	1
415	оно не	3	1
416	который не	1	1
417	как на	2	1
418	все что	3	1
419	том числе	2	1
