N	3gram	Tiupa_Disk_2	Narrotol
367	лично для себя	1	1
368	запрета есть профанация	1	1
369	несут в себе	1	1
370	восприятия со стороны	1	1
371	чего анекдот не	1	1
372	где образ становящегося	1	1
373	совершенно иной конкретной	1	1
374	не есть биография	1	1
375	беседы автора с	1	1
376	а не как	1	1
377	быть сведена к	1	1
378	глазами анекдота это	1	1
379	несет в себе	2	1
380	реакцию предварительное знакомство	1	1
381	возможность иного включает	1	1
382	о любви и	1	1
383	имеем дело не	1	1
384	места времени и	1	1
385	новелле есть нарушение	1	1
386	родственным анекдотическому дискурсу	1	1
387	нем звучит один	1	1
388	по слову бахтина	1	1
389	для него возможны	1	1
390	смыслом ни в	1	1
391	содержание к собственной	1	1
392	о блудном сыне	3	1
393	позицию опираясь на	1	1
394	в мире и	2	1
395	священного новелла ночной	1	1
396	для рассказчика ни	1	1
397	почву для жизнеописания	1	1
398	изобразителя жизни повествователя	1	1
399	необходимости ни в	1	1
400	может обладать собственным	1	1
401	вовлекает адресата в	1	1
402	свой опыт жизни	1	1
403	не на раскрытие	1	1
404	чужой речи и	1	1
405	мере в какой	1	1
406	речевая маска анекдота	1	1
407	себя и возможность	1	1
408	притчу в принципе	1	1
409	но не слияние	1	1
410	притче была впервые	1	1
411	чужой экзистенциальный опыт	1	1
412	но и характерное	1	1
413	человеком неким ибо	1	1
414	ней установка не	1	1
415	все то что	1	1
416	текста состоит в	1	1
417	индивидуальный опыт чужой	1	1
418	степени зависим от	1	1
419	и характерное для	1	1
420	читателем к иллюзии	1	1
421	принципиально недопустимая в	1	1
422	опираясь на индивидуальный	1	1
423	здесь обычно является	1	1
424	в свое время	2	1
425	пространственно-временных масштабов и	1	1
426	анекдоте подготовившем почву	1	1
427	может быть сведена	1	1
428	и возможность иной	1	1
429	моментам родственным анекдотическому	1	1
430	образ становящегося человека	1	1
431	состава действующих лиц	1	1
432	является сюжетообразующим при	1	1
433	постоянно переходит к	1	1
434	сферу исторического бытия	1	1
435	или притче была	1	1
436	иного включает в	1	1
437	анекдот легко может	1	1
438	позвоночника роману человек	1	1
439	как притчу в	1	1
440	или анекдота ценностное	1	1
441	повествователя о ней	1	1
442	в мире на	1	1
443	готовом стабильно дифференцированном	1	1
444	можно припоминая и	1	1
445	за которым обнаруживается	1	1
446	слова манифестирующего двоякий	1	1
447	претендует на роль	1	1
448	именно это ощущение	1	1
449	оценки и иных	1	1
450	наличие так называемого	1	1
451	ценностно-смысловой картины мира	1	1
452	другом и другого	1	1
453	выводится в просторную	1	1
454	х гг в	1	1
455	только в качестве	1	1
456	примеряя ее содержание	1	1
457	или острота наизнанку	1	1
458	раскованной беседы автора	1	1
459	самобытно но и	1	1
460	быть субъектом ролевого	1	1
461	слушателей преодолевая их	1	1
462	дискурса призван обладать	1	1
463	нормативное самоотождествление с	1	1
464	вполне самобытно но	1	1
465	возможность совершенно иной	1	1
466	к реальному человеческому	1	1
467	посрамляющий умершее солнце	1	1
468	содержания сколько от	1	1
469	где слово деритуализовано	1	1
470	неадекватным субъект объект	1	1
471	анекдот ни притча	1	1
472	жизнь глазами анекдота	1	1
473	анекдот не знает	1	1
474	эта возможность иного	1	1
475	так и в	3	1
476	концепированный адресат биографического	1	1
477	иными соседствами именно	1	1
478	у-влекать слушателей преодолевая	1	1
479	опыт присутствия в	1	1
480	двух или нескольких	1	1
481	субъектом инициативного самообнаружения	1	1
482	речь включая разные	1	1
483	себе ему надлежит	1	1
484	знает к его	1	1
485	без благоговейного приятия	1	1
486	благоговейного приятия и	1	1
487	и реализатором самобытного	1	1
488	это бывает в	1	1
489	как того требует	1	1
490	при этом и	1	1
491	напряжении событийного ряда	1	1
492	ними здесь невозможно	1	1
493	события но и	1	1
494	мире случайности полноценная	1	1
495	самоотождествление с человеком	1	1
496	в классическом романе	2	1
497	биография и не	1	1
498	биографического слова не	1	1
499	искусство заинтересовывать судьбой	1	1
500	подготовившем почву для	1	1
501	видения мира романного	1	1
502	реальному человеческому существованию	1	1
503	отличается от предыдущих	1	1
504	не знает к	1	1
505	предел до которого	1	1
506	и романного слова	1	1
507	жизненной позиции и	1	1
508	их предлагая адресату	1	1
509	или субъектом инициативного	1	1
510	составляет преломляющая несобственно-прямая	1	1
511	раз-влекать их предлагая	1	1
512	формы скрытой полускрытой	1	1
513	как исполненной некоторого	1	1
514	от нудительной серьезности	1	1
515	непредсказуемое стечение обстоятельств	1	1
516	жизненную позицию опираясь	1	1
517	проектировать свою жизненную	1	1
518	включает в себя	1	1
519	определяемое отсутствием ценностной	1	1
520	к чужому слову	1	1
521	в даме с	1	1
522	диалогической ситуации рассказывания	1	1
523	мире всеобщей межличностной	1	1
524	характерное для восприятия	1	1
525	автора с читателем	1	1
526	глупость неуместность ошибка	1	1
527	мысль о том	1	1
528	диалогизм биографического слова	1	1
529	его ценностно-смысловой позиции	1	1
530	отграниченная система смыслов	1	1
531	о ней установка	1	1
532	в себе ему	1	1
533	в русской литературе	2	1
534	и прежде всего	2	1
535	героя в этом	1	1
536	острота наизнанку глупость	1	1
537	всего в том	1	1
538	с содержанием анекдота	1	1
539	тогда как наррация	1	1
540	становления и развития	1	1
541	здесь невозможно притчевое	1	1
542	человека с его	1	1
543	и развития самоопределяющегося	1	1
544	неуместность ошибка оговорка	1	1
545	так называемого чувства	1	1
546	в сказании или	2	1
547	в принципе можно	1	1
548	сказании или притче	1	1
549	и непристойность необыкновенное	1	1
550	но раз-влекать их	1	1
551	одного и того	2	1
552	запечатлевающий основу такой	1	1
553	жизни а также	2	1
554	герой жизнеописания может	1	1
555	на индивидуальный опыт	1	1
556	друг от друга	1	1
557	себе самому тогда	1	1
558	любопытство к реальному	1	1
559	ни притча не	1	1
560	на всем протяжении	1	1
561	жизненного поведения в	1	1
562	собственным смыслом ни	1	1
563	ответную реакцию предварительное	1	1
564	к его ценностно-смысловой	1	1
565	позиции учителя жизни	1	1
566	интрига нарративного высказывания	1	1
567	дискурса принципиальное различие	1	1
568	в напряжении событийного	1	1
569	игра случая непредсказуемое	1	1
570	двуголосого слова манифестирующего	1	1
571	есть субъектом самоопределения	1	1
572	там же сказания	1	1
573	настоящего времени в	1	1
574	необыкновенное в новелле	1	1
575	в мире это	1	1
576	но без благоговейного	1	1
577	того требует авторитетное	1	1
578	отношению к самому	1	1
579	самоопределяющегося субъекта жизни	1	1
580	совершенно иными границами	1	1
581	слову чего не	1	1
582	и оцененном мире	1	1
583	свидетеля и судии	1	1
584	в силу своей	1	1
585	даль и сближение	1	1
586	нарушение запрета есть	1	1
587	уметь проецировать чужой	1	1
588	коммуникативного события суть	1	1
589	возможна только в	1	1
590	жеста и как	1	1
591	легко может быть	2	1
592	в окказионально-авантюрном мире	1	1
593	жизнью и смертью	2	1
594	переходит к позиции	1	1
595	и искушенность в	1	1
596	масштабов и соотношений	1	1
597	не столько от	1	1
598	жанр посрамляющий умершее	1	1
599	соотношений такая возможность	1	1
600	мира с совершенно	1	1
601	знакомство слушателей с	1	1
602	анекдота выбор лексики	1	1
603	звучит один голос	1	1
604	диалогизированного слова прямой	1	1
605	и сам текст	1	1
606	есть профанация священного	1	1
607	это игра случая	1	1
608	особое отношение к	1	1
609	требует авторитетное слово	1	1
610	освоена в анекдоте	1	1
611	очередь по отношению	1	1
612	в соответствии с	2	1
613	сближение но не	1	1
614	притча не знают	1	1
615	судьбой отдельных лиц	1	1
616	только в вероятностном	1	1
617	позиции изобразителя жизни	1	1
618	непредубежденное любопытство к	1	1
619	и сближение но	1	1
620	той мере в	1	1
621	ее содержание к	1	1
622	события так и	1	1
623	как и в	5	1
624	же сказания или	1	1
625	здесь как и	1	1
626	в себе не	1	1
627	и оценки и	1	1
628	проецировать чужой экзистенциальный	1	1
629	тогда как притчу	1	1
630	до которого анекдот	1	1
631	иными границами между	1	1
632	или напротив дискредитирующе	1	1
633	и ценностями иными	1	1
634	в нем звучит	1	1
635	иного языка и	1	1
636	субъект объект и	1	1
637	слово там же	1	1
638	обратим внимание на	1	1
639	слушателей с содержанием	1	1
640	мире императивной нормы	1	1
641	человеческому существованию вследствие	1	1
642	для восприятия сказания	1	1
643	биография возможна только	1	1
