N	2gram	Losev_Vlad_3	Vvedenie
525	стоит на	2	1
526	от философских	1	1
527	что отличало	1	1
528	были в	2	1
529	с античной	1	1
530	эту тему	1	1
531	не всегда	1	1
532	большой сложностью	1	1
533	и такая	1	1
534	можно считать	5	1
535	автора и	1	1
536	не больше	3	1
537	или менее	5	1
538	во время	1	1
539	история есть	1	1
540	бы на	2	1
541	что такая	2	1
542	никак не	4	1
543	взгляд на	2	1
544	в такой	1	1
545	и без	1	1
546	свободен от	2	1
547	кто имеет	1	1
548	прийти к	1	1
549	представление о	1	1
550	вещи и	1	1
551	в отличие	3	1
552	даже просто	1	1
553	должны были	1	1
554	мы теперь	1	1
555	для изучения	1	1
556	точку зрения	1	1
557	заставляет нас	1	1
558	иначе как	1	1
559	но он	1	1
560	в россии	3	1
561	сделала бы	1	1
562	его время	1	1
563	надо сказать	1	1
564	речи в	1	1
565	знания но	1	1
566	возможно только	1	1
567	что этот	3	1
568	того кто	1	1
569	здесь об	1	1
570	же мы	1	1
571	любви и	1	1
572	в атмосфере	1	1
573	а наоборот	3	1
574	не раз	1	1
575	вполне естественно	1	1
576	мышления и	1	1
577	самого начала	1	1
578	же между	1	1
579	к этим	1	1
580	представлением о	1	1
581	материи в	1	1
582	начинает с	1	1
583	то менее	1	1
584	было у	1	1
585	себе полный	1	1
586	и имеет	1	1
587	опираться на	1	1
588	проблема и	1	1
589	не могло	1	1
590	до своего	1	1
591	следовательно и	1	1
592	и всегда	2	1
593	что ни	1	1
594	под этим	1	1
595	это то	1	1
596	в самой	1	1
597	по вопросу	2	1
598	и является	1	1
599	во всем	6	1
600	и после	1	1
601	всякий кто	1	1
602	платона и	1	1
603	это прекрасная	1	1
604	что на	2	1
605	которая по	1	1
606	ли это	1	1
607	ему не	1	1
608	в действительности	1	1
609	конечно здесь	1	1
610	то более	1	1
611	в специальном	1	1
612	в духе	3	1
613	относиться к	1	1
614	сравнении с	2	1
615	выступает по	1	1
616	отличается от	3	1
617	должны быть	1	1
618	всего в	1	1
619	и надо	1	1
620	большей и	1	1
621	оно не	3	1
622	что при	1	1
623	что об	1	1
624	утверждать что	1	1
625	для себя	5	1
626	на нечто	1	1
627	и материальная	2	1
628	можно и	1	1
629	и о	4	1
630	как не	2	1
631	нужно однако	1	1
632	без всякого	1	1
633	только при	4	1
634	с каким	3	1
635	университета в	1	1
636	от изучения	1	1
637	только то	2	1
638	двояко как	1	1
639	с самого	1	1
640	говорится что	1	1
641	вопрос что	1	1
642	как с	2	1
643	то как	3	1
644	проблем и	1	1
645	и которые	1	1
646	что идея	1	1
647	историю своей	1	1
648	бытие не	1	1
649	еще в	5	1
650	можно только	2	1
651	том как	1	1
652	и многое	1	1
653	жизнь и	3	1
654	высокой ступени	1	1
655	другой не	1	1
656	о ней	1	1
657	и нужно	1	1
658	труда но	1	1
659	источников этой	1	1
660	вникнуть в	1	1
661	другими словами	1	1
662	настоящее время	3	1
663	и из	1	1
664	для целей	1	1
665	не содержит	2	1
666	не соглашаться	1	1
667	какие бы	1	1
668	одного из	1	1
669	вот если	1	1
670	бы то	3	1
671	может не	1	1
672	помощи которых	1	1
673	это было	3	1
674	все в	1	1
675	на отдельные	2	1
676	если например	1	1
677	путь к	2	1
678	смысле не	1	1
679	нечто иное	2	1
680	вся эта	1	1
681	когда оно	2	1
682	самом процессе	1	1
683	во всей	1	1
684	непосредственно в	1	1
685	и можно	4	1
686	которую в	1	1
687	в свете	1	1
688	сложностью и	1	1
689	поэтому его	1	1
690	познания в	2	1
691	в литературе	1	1
692	значит что	6	1
693	тех пор	1	1
694	что здесь	3	1
695	вопросы философии	2	1
696	в новой	1	1
697	мы видим	1	1
698	понятно и	1	1
699	могло быть	2	1
700	и чувства	1	1
701	этот факт	1	1
702	на одно	1	1
703	не то	1	1
704	человеческой личности	1	1
705	и у	3	1
706	вопроса о	1	1
707	соглашаться с	1	1
708	вернуться к	1	1
709	целого ряда	1	1
710	ii но	1	1
711	а это	1	1
712	с которого	1	1
713	и скорее	1	1
714	то только	1	1
715	у того	1	1
716	за ним	1	1
717	человека на	1	1
718	признать его	1	1
719	для него	8	1
720	содержания и	2	1
721	мы находим	2	1
722	при всей	1	1
723	бытия и	2	1
724	у него	24	1
725	этот по	1	1
726	написание не	1	1
727	и никогда	1	1
728	чтобы не	1	1
729	а отдельные	1	1
730	такой точки	1	1
731	мало для	1	1
732	указание на	1	1
733	самом же	2	1
734	имеем право	1	1
735	нужно было	1	1
736	говорим о	1	1
737	однако что	1	1
738	эта работа	2	1
739	мог не	1	1
740	здесь в	4	1
741	все равно	1	1
742	в каких	2	1
743	к которому	1	1
744	с той	1	1
745	и прежде	1	1
746	в предисловии	2	1
747	нуждаются и	1	1
748	а с	4	1
749	в природе	1	1
750	в настоящем	2	1
751	писать историю	1	1
752	этом учении	1	1
753	виде и	1	1
754	к человеку	1	1
755	этот термин	1	1
756	не на	2	1
757	притом не	1	1
758	нужно сказать	1	1
759	не создает	1	1
760	после всего	1	1
761	могут привести	1	1
762	которые не	2	1
763	поскольку она	1	1
764	потом в	1	1
765	всю эту	2	1
766	однако и	4	1
767	брокгауза и	1	1
768	на эту	1	1
769	это у	2	1
770	именно так	1	1
771	в одно	2	1
772	не ограничиваясь	1	1
773	мы знаем	3	1
774	если не	6	1
775	как именно	3	1
776	и об	1	1
777	входить в	1	1
778	стоять на	1	1
779	логическую ошибку	1	1
780	все то	3	1
781	а есть	2	1
782	данности и	1	1
783	сделать его	1	1
784	и потому	10	1
785	одна другой	1	1
786	органическое целое	1	1
787	процесс то	1	1
788	однако для	1	1
789	здесь уже	1	1
790	в европе	2	1
791	для нашего	1	1
792	к своему	2	1
793	понимает как	2	1
794	в изображении	2	1
795	более то	1	1
796	наряду с	2	1
797	а между	1	1
798	в тех	1	1
799	которой как	1	1
800	в первой	1	1
801	это значит	6	1
802	том смысле	1	1
803	здесь идет	1	1
804	слова и	1	1
805	не касается	1	1
806	в гораздо	1	1
807	что из	1	1
808	и была	1	1
809	сколько о	1	1
810	как предмет	1	1
811	истории однако	1	1
812	каждое из	1	1
813	оба они	1	1
814	трактоваться как	1	1
815	но для	3	1
816	имел в	1	1
817	на одной	2	1
818	и часто	1	1
819	и более	2	1
820	в с	2	1
821	от той	1	1
822	и ефрона	1	1
823	не прямо	3	1
824	и от	6	1
825	по поводу	1	1
826	это можно	1	1
827	которая в	2	1
828	в настоящее	3	1
829	нас нет	1	1
830	того с	1	1
831	а к	1	1
832	для нас	5	1
833	как эта	1	1
834	и все	4	1
835	находит свое	1	1
836	еще более	1	1
837	своей специальной	1	1
838	разной степени	1	1
839	существует ли	1	1
840	нашего изложения	1	1
841	ни было	1	1
842	же в	3	1
843	не дает	1	1
844	отношении к	1	1
845	в системе	1	1
846	отличало бы	1	1
847	может и	1	1
848	и прямо	1	1
849	в свою	1	1
850	от своего	1	1
851	смысле они	1	1
852	не быть	1	1
853	состоит из	1	1
854	он представляет	1	1
855	совершенно не	2	1
856	о духе	1	1
857	жизни а	2	1
858	в сравнении	2	1
859	ко всему	1	1
860	только о	3	1
861	есть то	1	1
862	в заключение	1	1
863	включает в	1	1
864	но еще	2	1
865	правда все	1	1
866	ее в	3	1
867	того времени	1	1
868	в своих	7	1
869	и эта	3	1
870	в таком	3	1
871	все что	1	1
872	этой точки	1	1
873	они не	1	1
