N	2gram	Losev_Dial_1	Myslijsy
595	есть такой	1	1
596	меня и	1	1
597	отсюда легко	1	1
598	не нужен	1	1
599	доводить до	1	1
600	уже и	3	1
601	которая не	2	1
602	однако это	1	1
603	не потому	1	1
604	сразу и	1	1
605	сколько и	1	1
606	известной степени	1	1
607	и сам	1	1
608	указать на	1	1
609	отличается от	2	1
610	наоборот в	1	1
611	к тому	4	1
612	три основные	2	1
613	на это	1	1
614	где он	1	1
615	него как	1	1
616	из чего	1	1
617	ничего общего	4	1
618	с образом	1	1
619	должен быть	1	1
620	вообще но	1	1
621	как мы	4	1
622	легче чем	1	1
623	но при	1	1
624	здесь не	1	1
625	факт не	1	1
626	не идеальное	1	1
627	нет никакой	1	1
628	не говорит	4	1
629	только то	4	1
630	как с	2	1
631	его самого	2	1
632	если они	1	1
633	на нее	1	1
634	времени и	1	1
635	жизнь а	1	1
636	здесь как	1	1
637	сознания и	3	1
638	этим в	1	1
639	по сравнению	2	1
640	виде то	1	1
641	хотя это	2	1
642	все его	1	1
643	связанное с	1	1
644	он встречается	1	1
645	можно объяснить	1	1
646	каждый раз	1	1
647	приближается к	1	1
648	мысли которая	1	1
649	то они	1	1
650	другое значение	1	1
651	именно с	1	1
652	и та	3	1
653	язык и	1	1
654	при котором	1	1
655	никак не	6	1
656	его жизни	1	1
657	от своего	1	1
658	имеет и	1	1
659	на что	2	1
660	и просто	1	1
661	любви к	1	1
662	а чувственное	1	1
663	заключается в	1	1
664	же лица	1	1
665	что видно	1	1
666	переходит в	1	1
667	знаем но	1	1
668	я вижу	1	1
669	только свет	1	1
670	не более	1	1
671	все в	1	1
672	в ту	1	1
673	его соответствие	1	1
674	не знаю	1	1
675	может иметь	3	1
676	как она	7	1
677	и самые	1	1
678	как явление	1	1
679	над нею	1	1
680	же можно	2	1
681	к нему	8	1
682	что здесь	2	1
683	но так	2	1
684	но с	3	1
685	д и	2	1
686	и быть	2	1
687	на смысл	1	1
688	бы показать	1	1
689	найдем что	1	1
690	как нечто	1	1
691	сложные образы	1	1
692	мысли тем	1	1
693	сказали что	2	1
694	в стороне	1	1
695	не идет	2	1
696	имеет своим	1	1
697	в выражении	1	1
698	со всеми	1	1
699	впасть в	1	1
700	же и	2	1
701	конечно не	3	1
702	содержание не	1	1
703	как более	2	1
704	сознание есть	1	1
705	при помощи	1	1
706	и поэзии	1	1
707	он имеет	1	1
708	роль и	1	1
709	совсем другое	1	1
710	никто не	2	1
711	пока не	1	1
712	представить себе	1	1
713	стать в	1	1
714	и также	1	1
715	говорим что	2	1
716	не для	1	1
717	содержание и	1	1
718	с этими	1	1
719	оно так	1	1
720	к ним	2	1
721	не о	4	1
722	только с	3	1
723	бы это	1	1
724	к самому	2	1
725	но во-вторых	1	1
726	друга и	1	1
727	были бы	2	1
728	в особенности	5	1
729	быть названа	1	1
730	имели бы	1	1
731	что это?	1	1
732	не были	1	1
733	скорость и	1	1
734	а на	1	1
735	с другим	1	1
736	значение которое	1	1
737	что человек	2	1
738	нельзя сказать	1	1
739	именно в	2	1
740	а именно	1	1
741	вообще мы	1	1
742	и др	1	1
743	разумеется мы	1	1
744	и внешнее	3	1
745	имеет ничего	3	1
746	бы никакого	1	1
747	была самая	1	1
748	чтобы убедиться	1	1
749	себе никаких	1	1
750	а за	1	1
751	стремится к	2	1
752	которое по	1	1
753	так когда	1	1
754	его как	1	1
755	нам совершенно	1	1
756	как ни	1	1
757	была бы	3	1
758	при более	1	1
759	выражением его	1	1
760	именно так	1	1
761	имеет нечто	1	1
762	как образуются	1	1
763	уже давно	1	1
764	и определенная	1	1
765	значит только	1	1
766	которое в	2	1
767	же с	1	1
768	поэтому если	1	1
769	малом виде	1	1
770	самый этот	1	1
771	к своему	1	1
772	может так	1	1
773	сравнению с	2	1
774	а если	1	1
775	в той	1	1
776	это есть	9	1
777	что же	3	1
778	а потом	5	1
779	это его	1	1
780	что как	2	1
781	делать с	1	1
782	значит что	14	1
783	в малом	1	1
784	к чему	1	1
785	с этой	2	1
786	никто никогда	1	1
787	и о	3	1
788	нашего существа	1	1
789	этом и	1	1
790	от нас	1	1
791	но для	1	1
792	даже больше	2	1
793	сходство с	1	1
794	его собственная	1	1
795	это уже	1	1
796	душе а	1	1
797	не различаются	1	1
798	при таком	1	1
799	тогда не	1	1
800	понять что	1	1
801	это как	1	1
802	чтобы понять	3	1
803	человек и	1	1
804	тот кто	2	1
805	мысли сколько	1	1
806	е о	2	1
807	собственно говоря	4	1
808	было на	1	1
809	впечатление и	1	1
810	и совершенно	2	1
811	тем более	2	1
812	что касается	2	1
813	них и	1	1
814	все они	1	1
815	жизни народов	1	1
816	тех и	1	1
817	есть уже	1	1
818	состояние в	2	1
819	замечаем что	1	1
820	к ее	1	1
821	только можно	1	1
822	его к	1	1
823	апперцепции в	1	1
824	может и	4	1
825	но эта	3	1
826	лишь по	1	1
827	состоит из	3	1
828	ни была	1	1
829	содержание то	1	1
830	не сами	1	1
831	что одна	3	1
832	в последнем	1	1
833	и еще	3	1
834	есть и	5	1
835	только о	1	1
836	который не	1	1
837	просто не	2	1
838	жизни и	3	1
839	ни на	6	1
840	то оно	1	1
841	от которой	2	1
842	и ни	6	1
843	я могу	2	1
844	сознания но	1	1
845	этой точки	2	1
