N	2gram	Losev_Prob_3	TeoriaLi
127	того же	2	2
128	и это	9	2
129	это и	7	2
130	тех или	5	2
131	и больше	3	2
132	греческое слово	1	2
133	в целом	6	2
134	его внешней	2	2
135	между собой	1	2
136	в чем	4	2
137	чем это	1	2
138	значении этого	1	2
139	но как	4	2
140	у него	1	2
141	в стихе	1	2
142	и весьма	1	2
143	за пределы	5	2
144	что они	5	2
145	сама по	8	2
146	и как	3	2
147	это тоже	2	2
148	в которой	2	2
149	образом и	2	2
150	так или	1	2
151	рассказ о	1	2
152	но на	1	2
153	поведение в	1	2
154	к одному	1	2
155	или иных	4	2
156	одно и	3	2
157	здесь мы	1	2
158	об этом	3	2
159	это не	9	2
160	и тем	9	2
161	вовсе не	37	2
162	и того	1	2
163	одного и	1	2
164	в войне	1	2
165	с точки	2	2
166	от себя	2	2
167	войне и	1	2
168	зрения и	1	2
169	по себе	25	2
170	даже в	1	2
171	автора и	1	2
172	и притом	4	2
173	дело не	2	2
174	только не	1	2
175	однако если	3	2
176	казалось бы	1	2
177	слова как	2	2
178	как будто	3	2
179	и для	2	2
180	для такого	1	2
181	и о	5	2
182	здесь не	8	2
183	самим собою	1	2
184	анна каренина	1	2
185	не с	1	2
186	мы в	4	2
187	если бы	3	2
188	в виду	10	2
189	и здесь	5	2
190	о том	6	2
191	в глаза	1	2
192	особого рода	1	2
193	это было	2	2
194	во всех	2	2
195	или иначе	1	2
196	во втором	1	2
197	в литературе	1	2
198	и мире	1	2
199	известного рода	1	2
200	с одной	2	2
201	в конце	5	2
202	во всей	3	2
203	и даже	14	2
204	а именно	8	2
205	себя и	1	2
206	одной стороны	1	2
207	не на	1	2
208	человеческой жизни	2	2
209	о чем	2	2
210	вместе с	2	2
211	так же	5	2
212	и особенно	2	2
213	художественности и	3	2
214	жизни но	2	2
215	из которых	2	2
216	в той	3	2
217	могут быть	2	2
218	произведения искусства	1	2
219	при условии	2	2
220	к тому	3	2
221	собственно говоря	5	2
222	в литературной	1	2
223	имеет в	1	2
224	что он	9	2
225	и состоит	2	2
226	однако все	1	2
227	не явно	1	1
228	художественном произведении	3	1
229	только к	2	1
230	также и	16	1
231	таком случае	4	1
232	жизни поэтому	1	1
233	говорилось выше	2	1
234	идет о	1	1
235	и есть	5	1
236	тем же	2	1
237	и до	2	1
238	едва ли	5	1
239	действительности и	1	1
240	сливается с	1	1
241	одним из	1	1
242	что даже	4	1
243	принадлежит только	1	1
244	той же	1	1
245	от художественного	5	1
246	же как	3	1
247	на первом	1	1
248	вопрос о	1	1
249	в литературном	1	1
250	от всего	1	1
251	именно те	1	1
252	не вполне	1	1
253	но чтобы	1	1
254	которое в	1	1
255	говорил о	1	1
256	момент в	1	1
257	это утро	1	1
258	который может	1	1
259	собой в	1	1
260	и на	1	1
261	это возможно	1	1
262	как смысл	1	1
263	образом которого	1	1
264	бы то	4	1
265	является таким	1	1
266	он состоит	1	1
267	совсем не	2	1
268	стихотворения в	1	1
269	для обозначения	1	1
270	или иное	2	1
271	на то	3	1
272	содержания к	1	1
273	отнюдь не	10	1
274	в истории	1	1
275	мере в	1	1
276	независимо от	1	1
277	данного типа	1	1
278	такова же	1	1
279	чего нет	1	1
280	в одноименной	1	1
281	могли бы	4	1
282	каждый такой	1	1
283	здесь и	3	1
284	или иную	1	1
285	то в	3	1
286	в условиях	3	1
287	еще на	2	1
288	из жизни	1	1
289	что это	3	1
290	он в	2	1
291	из этих	1	1
292	одном случае	1	1
293	тоже не	5	1
294	в известном	2	1
295	литературной речи	1	1
296	с их	2	1
297	отношение между	1	1
298	говорят о	3	1
299	все человеческие	1	1
300	всей его	2	1
301	в наших	2	1
302	у а	1	1
303	на его	1	1
304	что она	1	1
305	время и	2	1
306	но именно	2	1
307	на одну	2	1
308	человеческого духа	1	1
309	в понимании	1	1
310	свою собственную	3	1
311	по существу	2	1
312	в первом	1	1
313	содержит в	3	1
314	он уже	1	1
315	чтобы в	1	1
316	можно даже	1	1
317	подобно тому	1	1
318	образа и	4	1
319	является не	2	1
320	именно это	1	1
321	бы они	1	1
322	то ни	6	1
323	что все	2	1
324	различие между	1	1
325	для своей	1	1
326	художественный образ	9	1
327	первую очередь	3	1
328	двух моментов	1	1
329	было бы	8	1
330	делает его	1	1
331	случае совершенно	1	1
332	в обыденной	1	1
333	в них	1	1
334	нет в	1	1
335	на второй	1	1
336	как об	1	1
337	с тем	5	1
338	не всегда	1	1
339	он и	2	1
340	или попросту	1	1
341	в чистом	3	1
342	духовной жизни	1	1
343	остается в	1	1
344	перед собой	1	1
345	данного стихотворения	2	1
346	но если	6	1
347	от своего	1	1
348	обращается к	1	1
349	в такой	1	1
350	мы конечно	1	1
351	и без	4	1
352	это делает	1	1
353	в котором	2	1
354	впрочем может	1	1
355	еще нет	2	1
356	и читателя	1	1
357	его под	1	1
358	на свою	1	1
359	себе а	3	1
360	не как	1	1
361	оно стало	1	1
362	от его	2	1
363	действительность в	1	1
364	предполагает не	1	1
365	дается в	1	1
366	но эта	3	1
367	втором случае	1	1
368	для данного	1	1
369	и более	2	1
370	том и	1	1
371	произведения в	2	1
372	не должно	1	1
373	случае мы	1	1
374	и вся	1	1
375	чистом виде	2	1
376	таких случаях	2	1
377	в таких	3	1
378	с которой	2	1
379	из нас	1	1
380	другом но	1	1
381	некоторого рода	10	1
382	по крайней	5	1
383	или жизнь	1	1
384	не имеет	9	1
385	дело в	4	1
386	на себе	3	1
387	и сама	2	1
388	которого он	1	1
389	виду не	1	1
390	героев и	1	1
391	того и	1	1
392	только и	8	1
393	в самой	2	1
394	поскольку оно	1	1
395	от него	2	1
396	этих случаях	1	1
397	связи с	8	1
398	ничто не	2	1
399	ту или	1	1
400	своей цели	1	1
401	из того	3	1
402	не является	11	1
403	в каком	4	1
404	однако это	2	1
405	у нас	10	1
406	художественной литературы	1	1
407	о чем-то	4	1
408	именно таковы	1	1
409	не могут	1	1
410	и заключается	1	1
411	образом что	1	1
412	когда мы	15	1
413	взятое в	1	1
414	сравнении с	2	1
415	и развития	1	1
416	всего что	1	1
417	указывает на	7	1
418	оно не	1	1
419	она не	3	1
420	и своя	1	1
421	вещей в	1	1
422	поскольку всякая	1	1
423	из всего	1	1
424	именно эту	1	1
425	как мы	8	1
426	значения и	1	1
427	того чтобы	1	1
428	по-разному в	1	1
429	та или	3	1
430	имеет значение	6	1
431	только при	4	1
432	языка и	4	1
433	в собственном	1	1
434	они ни	1	1
435	по сути	1	1
436	то или	3	1
437	реальной действительности	1	1
438	даже самое	2	1
439	только то	2	1
440	то время	4	1
441	или иная	3	1
442	значение в	3	1
443	с собой	3	1
444	можно было	4	1
445	на нее	1	1
446	особенно в	1	1
447	с самим	3	1
448	начала и	1	1
449	это событие	1	1
450	что от	1	1
451	разного рода	2	1
452	именно такого	1	1
453	жизнь и	2	1
454	является в	2	1
455	для этого	6	1
456	с ним	7	1
457	означает что	1	1
458	если читатель	1	1
459	именно потому	3	1
460	первом случае	1	1
461	произведения как	1	1
462	искусства и	2	1
463	является весьма	1	1
464	настоящее время	2	1
465	определенным образом	2	1
466	никак не	9	1
467	и многих	2	1
468	пушкинского пророка	2	1
469	в евгении	1	1
470	вопросу о	1	1
471	от автора	1	1
472	первой главе	1	1
473	на отдельные	2	1
474	по типу	2	1
475	но дело	1	1
476	нуждается в	1	1
477	и только	6	1
478	крайней мере	5	1
479	искусства это	1	1
480	иной мере	2	1
481	в соотношении	1	1
482	также еще	1	1
483	искусство имеет	1	1
484	но с	2	1
485	д и	4	1
486	читатель всегда	1	1
487	образов и	3	1
488	дело с	1	1
489	но этим	1	1
490	именно о	1	1
491	и является	4	1
492	целого и	1	1
493	даже если	2	1
494	самые разнообразные	1	1
495	образа в	2	1
496	жить и	1	1
497	который в	2	1
498	со всеми	1	1
499	с которыми	2	1
500	так что	12	1
501	от одной	1	1
502	же и	4	1
503	для всех	1	1
504	есть в	3	1
505	с нею	2	1
506	если мы	16	1
507	только на	5	1
508	или даже	5	1
509	из них	2	1
510	это требует	1	1
511	чего бы	2	1
512	к каким	1	1
513	суждением а	1	1
514	никто не	2	1
515	в одном	1	1
516	и личной	1	1
517	является особого	1	1
518	так как	9	1
519	тому же	1	1
520	без этого	1	1
521	случае не	3	1
522	как такового	1	1
523	не говорит	1	1
524	в первую	3	1
525	ее на	1	1
526	для того	1	1
527	о каком	2	1
528	ее понимания	1	1
529	другого и	1	1
530	на ее	2	1
531	не обязательно	2	1
532	с той	5	1
533	еще и	7	1
534	такое же	1	1
535	души и	1	1
536	что для	3	1
537	не было	5	1
538	не сама	3	1
539	стремится к	1	1
540	когда у	1	1
541	зависит от	1	1
542	с которым	1	1
543	в произведениях	1	1
544	жизнь в	3	1
545	и исторической	1	1
546	его как	3	1
547	в одно	1	1
548	время для	1	1
549	если не	3	1
550	в связи	7	1
551	может иметь	3	1
552	со словом	1	1
553	сути дела	1	1
554	требует от	1	1
555	к своему	1	1
556	другу и	1	1
557	общая идея	1	1
558	с некоторыми	1	1
559	и пусть	1	1
560	одновременно и	1	1
561	стороны произведения	1	1
562	типа как	1	1
563	перестают быть	1	1
564	да и	5	1
565	евгении онегине	1	1
566	многих других	2	1
567	главного героя	1	1
568	ценность и	1	1
569	в контексте	2	1
570	с этой	3	1
571	к понятию	2	1
572	этом случае	5	1
573	художественное произведение	8	1
574	быть и	3	1
575	о его	2	1
576	все это	5	1
577	точно и	1	1
578	вместо него	1	1
579	к вопросу	1	1
580	является как	1	1
581	чтобы этот	1	1
582	каждой из	1	1
583	это уже	3	1
584	еще одна	1	1
585	делает ее	1	1
586	жизни когда	1	1
587	и от	9	1
588	в результате	2	1
589	все они	2	1
590	о котором	1	1
591	в настоящее	2	1
592	например не	2	1
593	себя самого	1	1
594	и нераздельное	1	1
595	бы в	2	1
596	истории литературы	1	1
597	стороны в	1	1
598	она здесь	1	1
599	она же	1	1
600	иной действительности	1	1
601	с другими	3	1
602	в сравнении	2	1
603	ни было	3	1
604	же в	3	1
605	не есть	35	1
606	к самому	2	1
607	нами не	1	1
608	с ней	5	1
609	совершенно не	4	1
610	поэт не	1	1
611	не сами	1	1
612	из этого	3	1
613	только о	3	1
614	что такое	3	1
615	если она	1	1
616	жизни и	6	1
617	ее в	1	1
618	и другие	3	1
619	в своих	1	1
620	по поводу	2	1
621	можно назвать	1	1
622	в таком	5	1
623	точно так	3	1
624	этой точки	2	1
