N	2gram	Bakhtin_Pr_1	KulturaY
212	и здесь	2	2
213	не знает	3	2
214	языка и	1	2
215	в свое	1	2
216	все те	1	2
217	можно сказать	2	2
218	в двух	2	2
219	слишком долго	1	2
220	как таковой	2	2
221	на том	1	2
222	именно на	1	2
223	как например	1	2
224	так же	1	2
225	отличается от	2	2
226	эти два	1	2
227	в область	3	2
228	отношению к	19	2
229	здесь не	4	2
230	понимается как	1	2
231	на этот	1	2
232	кроме того	3	2
233	она может	3	2
234	могут и	1	2
235	образом не	1	2
236	для обозначения	1	2
237	и иной	3	2
238	говоря уже	1	2
239	на материале	3	2
240	лишь что	2	2
241	свое время	1	2
242	конечно можно	2	2
243	в тех	3	2
244	дает нам	2	2
245	не более	2	2
246	в некоторых	2	2
247	и без	1	2
248	с другими	3	2
249	не дает	2	2
250	и как	8	2
251	значение в	1	2
252	со значением	1	2
253	в одном	1	2
254	какое же	1	2
255	бы уже	1	2
256	или иным	1	2
257	его в	9	2
258	и дальше	1	2
259	и я	1	2
260	на протяжении	1	2
261	смысле этого	1	2
262	из всего	1	2
263	это в	1	2
264	об особой	1	2
265	вместе с	1	2
266	в корне	2	2
267	в таких	2	2
268	она есть	1	2
269	быть не	1	2
270	может служить	1	2
271	который как	1	2
272	еще более	1	2
273	только что	1	2
274	не с	4	2
275	к вопросу	1	2
276	в этих	2	2
277	первом случае	1	2
278	мысли и	1	2
279	за пределы	12	2
280	что есть	1	2
281	речь в	1	2
282	в дальнейшем	3	2
283	мог бы	1	2
284	и при	2	2
285	дано в	3	2
286	не говоря	1	2
287	к его	2	2
288	подхода к	2	2
289	смысле слова	2	2
290	как он	1	2
291	не все	2	2
292	так то	1	2
293	подчеркнуть что	1	2
294	относится к	4	2
295	это самое	1	2
296	какой мере	2	2
297	отличие от	5	2
298	мы называем	1	2
299	моменты в	1	2
300	о чем	1	2
301	не о	1	2
302	мы имеем	2	2
303	от языка	1	2
304	что все	2	2
305	сам же	1	2
306	не исчерпывает	1	2
307	по своему	1	2
308	в особенности	2	2
309	потому в	1	2
310	равно как	1	2
311	в котором	2	2
312	форм но	1	2
313	на этом	2	2
314	к другому	1	2
315	есть конечно	1	2
316	содержания в	4	2
317	формы но	1	2
318	в отличие	5	2
319	в россии	2	2
320	то или	2	2
321	и если	1	2
322	материале и	1	2
323	имеет в	1	2
324	как к	2	2
325	не просто	1	2
326	не как	1	2
327	но в	4	2
328	однако в	1	2
329	которую я	1	2
330	уже о	1	2
331	все они	5	2
332	о значении	4	2
333	в частности	2	2
334	слова как	1	2
335	все это	3	2
336	что дело	1	2
337	чем в	2	2
338	которое в	1	2
339	раз и	2	2
340	на себя	1	2
341	конечно не	5	2
342	тому как	1	2
343	в пределах	6	2
344	именно поэтому	2	2
345	что мы	1	2
346	есть вещь	1	2
347	двух направлениях	1	2
348	переносится в	1	1
349	его от	1	1
350	конца как	1	1
351	не могла	1	1
352	о которых	2	1
353	это возможно	1	1
354	почти все	1	1
355	в себе	4	1
356	нуждается в	2	1
357	образом и	1	1
358	содержанию которое	2	1
359	русская поэтика	1	1
360	есть вообще	1	1
361	равной мере	1	1
362	но она	2	1
363	образом форма	1	1
364	можно и	2	1
365	ведь в	1	1
366	словесных масс	1	1
367	совершенно независимо	2	1
368	нет дела	1	1
369	входить в	1	1
370	форм в	1	1
371	образа как	1	1
372	дело именно	1	1
373	верной в	1	1
374	остается за	5	1
375	форма в	1	1
376	же время	3	1
377	в главе	1	1
378	по недоразумению	1	1
379	в другом	2	1
380	входит в	8	1
381	должны быть	4	1
382	ее от	1	1
383	в которой	1	1
384	политической и	1	1
385	но он	1	1
386	лишь так	1	1
387	в противоположность	1	1
388	содержанию в	5	1
389	собою и	1	1
390	формы то	1	1
391	но что	1	1
392	иным путем	2	1
393	о котором	2	1
394	что далеко	1	1
395	связано с	1	1
396	бы то	3	1
397	одной из	3	1
398	же целях	1	1
399	рода и	1	1
400	значение и	1	1
401	и независимо	1	1
402	приобщиться к	1	1
403	то время	1	1
404	на эту	1	1
405	ему на	1	1
406	форма хотя	1	1
407	нам важно	1	1
408	не должно	1	1
409	и для	11	1
410	к общей	1	1
411	для наук	1	1
412	при правильном	1	1
413	значение для	3	1
414	связи однако	1	1
415	не к	6	1
416	время как	1	1
417	которая в	1	1
418	и ничего	1	1
419	и ее	2	1
420	лишь как	4	1
421	связи со	1	1
422	в поэтическом	1	1
423	в каких	2	1
424	смысла и	1	1
425	искусства и	3	1
426	во что	1	1
427	рядом с	5	1
428	случайно и	1	1
429	возможна только	1	1
430	так чтобы	1	1
431	коем случае	2	1
432	лежат в	1	1
433	бы что	1	1
434	все недостатки	1	1
435	в виде	2	1
436	есть лишь	3	1
437	как можно	1	1
438	к нему	10	1
439	всех этих	1	1
440	смысле что	1	1
441	этом смысле	3	1
442	конечно и	4	1
443	формы а	1	1
444	поэтики как	1	1
445	и должны	2	1
446	становится возможным	1	1
447	же должно	1	1
448	вполне и	1	1
449	нужно просто	2	1
450	роман и	1	1
451	уже из	1	1
452	и другие	2	1
453	но здесь	3	1
454	но с	3	1
455	так называемые	1	1
456	в задачу	1	1
457	можно только	6	1
458	в понимании	1	1
459	затем в	1	1
460	задачи и	2	1
461	в смысле	1	1
462	поэтике не	2	1
463	целом в	2	1
464	таким путем	1	1
465	а только	2	1
466	и мы	1	1
467	а на	1	1
468	об отдельных	2	1
469	в лингвистике	1	1
470	и те	2	1
471	вообще в	1	1
472	тем или	1	1
473	то ни	3	1
474	отношении к	1	1
475	и часто	1	1
476	слове как	1	1
477	содержания как	2	1
478	между ними	4	1
479	является слово	1	1
480	если он	1	1
481	более того	4	1
482	тем как	5	1
483	язык как	1	1
484	как таковую	1	1
485	менее всего	3	1
486	вот несколько	1	1
487	и становится	7	1
488	до этого	1	1
489	лишь после	1	1
490	правда в	1	1
491	необходим для	1	1
492	форма но	2	1
493	формы с	1	1
494	в одну	1	1
495	в принципе	1	1
496	или даже	1	1
497	является изучение	1	1
498	можно показать	1	1
499	молодая русская	1	1
500	культурной жизни	1	1
501	им в	1	1
502	в строгом	2	1
503	и формы	1	1
504	словом в	1	1
505	мы наблюдаем	1	1
506	мы конечно	1	1
507	иных случаях	3	1
508	с совершенно	2	1
509	же значение	1	1
510	этого не	1	1
511	как не	1	1
512	имеют в	1	1
513	ясности и	1	1
514	и общая	1	1
515	материала не	2	1
516	здесь мы	2	1
517	например в	3	1
518	для него	1	1
519	в него	2	1
520	но вся	1	1
521	его остается	1	1
522	отношения к	6	1
523	приводит к	3	1
524	к слову	1	1
525	в начале	2	1
526	действия и	1	1
527	в чисто	1	1
528	следовательно и	1	1
529	здесь прежде	1	1
530	дело и	5	1
531	но далеко	1	1
532	произведения как	8	1
533	это только	1	1
534	несколько иным	1	1
535	выражения и	1	1
536	нет и	3	1
537	именно с	1	1
538	установить что	1	1
539	своим собственным	1	1
540	как уже	1	1
541	никогда не	5	1
542	значение имеет	3	1
543	ее целом	1	1
544	во всем	2	1
545	из которых	2	1
546	не выходит	1	1
547	не правильно	1	1
548	и прежде	5	1
549	цитат и	1	1
550	от лингвистики	1	1
551	вообще есть	1	1
552	говорить об	1	1
553	в современной	2	1
554	отказ от	1	1
555	понимания и	1	1
556	идет о	1	1
557	противном случае	3	1
558	конечно совершенно	1	1
559	что язык	1	1
560	к предметному	2	1
561	к созданию	1	1
562	звук в	1	1
563	в самой	2	1
564	у в	3	1
565	все время	1	1
566	что здесь	1	1
567	этот смысл	1	1
568	и его	16	1
569	от него	3	1
570	в сфере	1	1
571	от степени	1	1
572	науку о	1	1
573	содержания его	1	1
574	материал в	4	1
575	имеют все	1	1
576	не имеют	2	1
577	и язык	1	1
578	конечном счете	4	1
579	не входит	10	1
580	в самых	1	1
581	лингвистической точки	1	1
582	каждый раз	1	1
583	он является	1	1
584	именно как	1	1
585	для нее	8	1
586	только с	1	1
587	такое значение	1	1
588	мы в	3	1
589	бы тогда	1	1
590	свою очередь	1	1
591	мы подчеркиваем	1	1
592	в противном	3	1
593	и от	3	1
594	свободно и	1	1
595	к этой	1	1
596	город и	1	1
597	о художественном	2	1
598	не должна	4	1
599	мы увидим	3	1
600	необходимых и	1	1
601	на основе	6	1
602	и потому	4	1
603	в контексте	1	1
604	бы из	1	1
605	нам в	1	1
606	нами для	1	1
607	уже только	1	1
608	помощью которого	1	1
609	это можно	1	1
610	характер и	1	1
611	поэтического творчества	1	1
612	целом и	1	1
613	случае мы	2	1
614	но лишь	2	1
615	их чисто	1	1
616	или для	1	1
617	как формы	1	1
618	именно эта	1	1
619	не иначе	1	1
620	творчества и	5	1
621	зависимость от	1	1
622	могут иметь	1	1
623	к определенному	1	1
624	которого оно	1	1
625	в основе	5	1
626	по аналогии	1	1
627	без всякого	1	1
628	ни один	1	1
629	искусства в	2	1
630	форма его	1	1
631	в наши	1	1
632	остановимся на	1	1
633	в конечном	4	1
634	известной мере	1	1
635	а о	1	1
636	занять теперь	1	1
637	каждое из	1	1
638	для всякой	1	1
639	не всегда	6	1
640	сдвиг в	1	1
641	этом его	1	1
642	того в	1	1
643	может в	1	1
644	его личной	1	1
645	культуры но	1	1
646	они могут	1	1
647	в основных	1	1
648	с этими	1	1
649	формы в	1	1
650	строгом смысле	2	1
651	мере в	1	1
652	не нужно	5	1
653	ни стало	1	1
654	а наоборот	1	1
655	а вовсе	1	1
656	сказали бы	1	1
657	что под	1	1
658	приходит к	1	1
659	может обойтись	1	1
660	том смысле	1	1
661	более сложным	1	1
662	не для	1	1
663	в иных	3	1
664	который мы	1	1
665	и на	3	1
666	содержание как	5	1
667	культуры и	3	1
668	нуждаются в	1	1
669	продолжают еще	1	1
670	то на	1	1
671	слова это	1	1
672	мы будем	3	1
673	не совсем	1	1
674	из всех	1	1
675	или особенно	1	1
676	содержание так	2	1
677	обратиться к	1	1
678	а форму	1	1
679	слов в	1	1
680	них в	1	1
681	несмотря на	3	1
682	помнить что	3	1
683	понята как	1	1
684	как материале	1	1
685	в свой	1	1
686	быть и	1	1
687	представлять себе	4	1
688	поэзия не	1	1
689	формы оно	1	1
690	значение но	2	1
691	от них	2	1
692	следует отметить	1	1
693	котором можно	1	1
694	своему значению	1	1
695	материал не	1	1
696	по поэтике	6	1
697	форме и	2	1
698	и иных	1	1
699	есть и	1	1
700	центр тяжести	2	1
701	моменты слова	1	1
702	в известной	3	1
703	все равно	1	1
704	выше в	2	1
705	от их	1	1
706	только вторая	1	1
707	и со	1	1
708	и где	1	1
709	которые не	1	1
710	с ними	4	1
711	случае к	1	1
712	бы все	1	1
713	чем не	2	1
714	который в	1	1
715	к этому	2	1
716	лингвистики в	1	1
717	формальный метод	3	1
718	и др	8	1
719	плоть и	1	1
720	как оно	1	1
721	оно тоже	1	1
722	не звук	1	1
723	и уже	1	1
724	в форму	2	1
725	что бы	1	1
726	такое же	1	1
727	нами в	2	1
728	основной вопрос	1	1
729	имеется в	1	1
730	поэтического произведения	3	1
731	выходит за	1	1
732	сделано в	1	1
733	что с	1	1
734	в каждом	2	1
735	так например	1	1
736	не можем	2	1
737	которых мы	4	1
738	и выражения	1	1
739	впрочем не	1	1
740	и значении	1	1
741	случаев они	1	1
742	спокойно и	1	1
743	это понятие	1	1
744	об искусстве	3	1
745	обратимся к	1	1
746	занимает в	1	1
747	есть уже	1	1
748	в лучшем	2	1
749	и эта	2	1
750	возможно лишь	1	1
751	только путем	1	1
752	имеют самое	1	1
753	поэтики в	1	1
754	в коем	2	1
755	же самое	2	1
756	формальное значение	1	1
757	все что	3	1
758	дело идет	2	1
759	здесь же	2	1
760	отдел лингвистики	1	1
761	и несколько	1	1
762	в свою	2	1
763	во втором	1	1
764	в равной	2	1
