N	2gram	Ircho_Kome_1	Psycholo
154	от начала	1	3
155	в то	10	3
156	в самых	1	3
157	ли это	2	3
158	и для	1	3
159	с ее	2	3
160	в мире	1	3
161	так и	5	3
162	и здесь	2	3
163	что и	4	3
164	вслед за	2	3
165	дело с	1	3
166	с одной	3	3
167	на сцене	3	3
168	в виде	3	3
169	тому же	6	3
170	всяком случае	2	3
171	в одном	8	3
172	тем что	4	3
173	и из	2	3
174	до сих	2	3
175	но и	11	3
176	на этот	1	3
177	здесь в	3	3
178	одной стороны	3	3
179	и опять	4	3
180	эти слова	1	3
181	из которых	2	3
182	надо сказать	1	3
183	в той	1	3
184	смысле этого	1	3
185	да и	3	3
186	сих пор	2	3
187	указывает на	2	3
188	тот же	3	3
189	к этой	1	3
190	в своих	2	3
191	во всяком	2	3
192	событий в	1	3
193	также и	1	2
194	сам по	1	2
195	все остальное	1	2
196	он может	1	2
197	между двумя	1	2
198	на две	2	2
199	из его	4	2
200	почти всегда	2	2
201	что эти	1	2
202	сам автор	2	2
203	а как	1	2
204	число таких	1	2
205	время как	4	2
206	принадлежит к	2	2
207	и ее	3	2
208	это время	2	2
209	большей частью	2	2
210	художественный прием	1	2
211	столь же	2	2
212	бы то	2	2
213	во всех	1	2
214	со стороны	2	2
215	начала до	1	2
216	сюжет трагедии	1	2
217	что нет	1	2
218	что касается	2	2
219	однако не	1	2
220	всей этой	1	2
221	не в	6	2
222	и к	1	2
223	в действительности	2	2
224	но в	4	2
225	тому как	1	2
226	представляет собой	1	2
227	бы не	1	2
228	по которым	4	2
229	из этих	1	2
230	при этом	5	2
231	т д	4	2
232	и почему	1	2
233	едва ли	7	2
234	конца и	1	2
235	то чтобы	1	2
236	на все	2	2
237	в них	3	2
238	о которых	5	2
239	всю жизнь	1	2
240	такой же	2	2
241	которую он	2	2
242	можно найти	1	2
243	в котором	4	2
244	в их	4	2
245	место в	3	2
246	ни малейшего	2	2
247	вопрос о	3	2
248	и эти	1	2
249	даже в	3	2
250	части и	1	2
251	и другое	1	2
252	в русской	1	2
253	не по	1	2
254	больше чем	1	2
255	трагедии в	2	2
256	же время	4	2
257	во всем	1	2
258	свидетельствуют о	1	2
259	только одна	1	2
260	в руки	1	2
261	но все	1	2
262	и другим	1	2
263	узнаем о	1	2
264	на мать	1	2
265	о браке	1	2
266	в пьесе	1	2
267	действия и	1	2
268	то время	5	2
269	до самого	2	2
270	и когда	1	2
271	те же	1	2
272	времени и	2	2
273	и с	3	2
274	в последней	1	2
275	ничего не	3	2
276	образом в	2	2
277	воли и	1	2
278	о ней	1	2
279	почему же	1	2
280	и она	1	2
281	один из	5	2
282	ли он	1	2
283	почти все	1	2
284	за ней	1	2
285	уже в	5	2
286	ни одного	1	2
287	не все	1	2
288	мы знаем	2	2
289	этой пьесе	1	2
290	самого конца	2	2
291	даже не	2	2
292	с другой	5	2
293	на ее	1	2
294	именно в	4	2
295	а с	1	2
296	прежде всего	5	2
297	тех пор	1	2
298	ее на	1	2
299	и потому	1	2
300	с такой	1	2
301	в тех	3	2
302	по существу	1	2
303	критики и	1	2
304	в это	1	2
305	и формы	2	2
306	видят в	1	2
307	со всей	1	2
308	в результате	4	2
309	хотя бы	1	2
310	слово в	1	2
311	и эта	1	2
312	другой стороны	5	2
313	этой цели	2	2
314	которых не	1	1
315	ли можно	1	1
316	это однако	2	1
317	зависимость от	1	1
318	переходит к	1	1
319	того же	2	1
320	не остается	1	1
321	цели они	1	1
322	ему что	1	1
323	тем же	1	1
324	полагают что	2	1
325	из самых	1	1
326	в какой-то	1	1
327	от которых	1	1
328	со всех	1	1
329	отличающуюся от	1	1
330	из всего	2	1
331	для своего	1	1
332	превратилась в	1	1
333	не была	1	1
334	свое завершение	1	1
335	хуже чем	1	1
336	что иное	1	1
337	мы получаем	1	1
338	к началу	1	1
339	мы и	1	1
340	и заставляет	1	1
341	пьесе очень	1	1
342	еще не	2	1
343	еще большего	1	1
344	иное как	1	1
345	остались бы	1	1
346	тем как	2	1
347	богатых и	1	1
348	они должны	1	1
349	в стихе	2	1
350	если в	1	1
351	по отношению	3	1
352	в общем	1	1
353	который мы	1	1
354	очевидно что	1	1
355	несмотря на	4	1
356	за пределы	2	1
357	в настоящем	2	1
358	относится к	2	1
359	в истории	5	1
360	что могло	1	1
361	что во	1	1
362	который начал	1	1
363	независимо от	2	1
364	дает нам	1	1
365	такого рода	6	1
366	переходя от	1	1
367	есть что-то	1	1
368	в полном	1	1
369	этим событиям	1	1
370	нападает на	1	1
371	нового и	1	1
372	месте где	1	1
373	для ее	2	1
374	и хотя	2	1
375	в этот	1	1
376	поэтому он	1	1
377	со своей	2	1
378	из жизни	1	1
379	так или	1	1
380	на поле	1	1
381	определена как	1	1
382	этом фоне	1	1
383	но без	1	1
384	только один	2	1
385	и те	1	1
386	не могла	1	1
387	для защиты	1	1
388	что одна	1	1
389	на его	5	1
390	к выводу	1	1
391	главным образом	3	1
392	в поэтике	1	1
393	встречаются на	1	1
394	который они	1	1
395	ставит нас	1	1
396	введенное в	1	1
397	у читателя	1	1
398	и сам	3	1
399	в трагедиях	2	1
400	д все	1	1
401	из него	1	1
402	его от	1	1
403	подобно тому	1	1
404	и независимо	1	1
405	их основного	1	1
406	такого же	1	1
407	это конечно	1	1
408	то ни	2	1
409	в совершенно	1	1
410	в другом	4	1
411	заботится о	1	1
412	них не	1	1
413	зрения на	1	1
414	высказать и	1	1
415	за ним	1	1
416	поэтов и	1	1
417	перед собой	1	1
418	путем и	1	1
419	и еще	3	1
420	в эту	1	1
421	в этих	1	1
422	и без	2	1
423	почти не	2	1
424	во времена	1	1
425	его современников	1	1
426	ответить на	1	1
427	одном из	4	1
428	из области	1	1
429	не раз	2	1
430	которые в	1	1
431	и более	1	1
432	не могли	1	1
433	что после	3	1
434	его до	1	1
435	с такими	1	1
436	с так	1	1
437	и очень	1	1
438	напротив она	1	1
439	творчество поэта	1	1
440	в отношении	6	1
441	но они	1	1
442	правда в	2	1
443	того как	3	1
444	к этим	3	1
445	своего героя	1	1
446	которого он	1	1
447	он еще	1	1
448	привычной нам	1	1
449	из столкновения	1	1
450	к концу	1	1
451	к ней	2	1
452	за исключением	3	1
453	не находим	1	1
454	в сознании	3	1
455	из того	1	1
456	до того	1	1
457	слова о	2	1
458	это уже	1	1
459	что на	1	1
460	и два	1	1
461	может показаться	1	1
462	трагедии так	1	1
463	вот в	1	1
464	театры и	1	1
465	один раз	1	1
466	уже о	2	1
467	обрушивается на	1	1
468	на это	1	1
469	для зрителя	1	1
470	вероятно к	1	1
471	видимо не	1	1
472	следует отнести	1	1
473	всего этого	2	1
474	людей или	1	1
475	том месте	1	1
476	в дальнейшем	1	1
477	с собой	1	1
478	свое мнение	1	1
479	каждого из	1	1
480	начала и	1	1
481	и каждый	1	1
482	стих но	1	1
483	это только	1	1
484	трагический поэт	1	1
485	одно это	1	1
486	является конечно	1	1
487	быть в	1	1
488	к действительности	1	1
489	а также	4	1
490	время не	1	1
491	прямо противоположные	1	1
492	связанной с	1	1
493	что им	1	1
494	это была	1	1
495	и во	2	1
496	прямо указывает	1	1
497	за последние	1	1
498	этого приема	1	1
499	к нему	2	1
500	на протяжении	4	1
501	три раза	1	1
502	что эту	1	1
503	его с	1	1
504	непосредственно в	1	1
505	следить за	1	1
506	следовало бы	1	1
507	раз на	2	1
508	в лице	1	1
509	всех сторон	1	1
510	показывают что	1	1
511	этой точки	1	1
512	что только	1	1
513	совсем не	2	1
514	действие в	1	1
515	одной из	3	1
516	и представляет	1	1
517	но ни	1	1
518	в стороне	1	1
519	которое мы	1	1
520	поэтому и	1	1
521	между тем	5	1
522	во времени	1	1
523	он действует	1	1
524	ее от	1	1
525	бы ни	1	1
526	именно на	2	1
527	сцены и	1	1
528	с трагедией	1	1
529	можно выразить	1	1
530	если это	1	1
531	и у	3	1
532	и насколько	1	1
533	только на	1	1
534	самую суть	1	1
535	больше не	1	1
536	ни было	2	1
537	за другим	1	1
538	действующего лица	1	1
539	сделать и	1	1
540	а то	2	1
541	в душе	1	1
542	повествует о	1	1
543	высшей точки	1	1
544	не так	1	1
545	себе в	1	1
546	содержания и	1	1
547	в хронологическом	2	1
548	ее не	1	1
549	читателя с	1	1
550	в особенности	1	1
551	к его	1	1
552	развитие действия	1	1
553	до начала	2	1
554	нас перед	1	1
555	и даже	5	1
556	нам не	1	1
557	не следует	2	1
558	или иначе	1	1
559	не один	1	1
560	по своим	1	1
561	эти две	1	1
562	к которому	3	1
563	действующих лиц	4	1
564	в предисловии	1	1
565	во второй	3	1
566	не заботится	1	1
567	и др	1	1
568	против кого	1	1
569	время была	1	1
570	превращается в	1	1
571	материал в	1	1
572	которых мы	2	1
573	автором в	1	1
574	на которых	1	1
575	и своим	1	1
576	него не	1	1
577	совершенно очевидно	1	1
578	соответствует и	1	1
579	на которые	2	1
580	ближе к	1	1
581	материалом для	1	1
582	этой же	2	1
583	за тем	2	1
584	наталкивается на	1	1
585	так в	4	1
586	их за	1	1
587	долгое время	1	1
588	знаем о	1	1
589	так мы	1	1
590	предисловии к	1	1
591	же времени	1	1
592	в течение	3	1
593	на эту	1	1
594	два основных	1	1
595	на какой-то	1	1
596	отношению к	3	1
597	же так	1	1
598	прием был	1	1
599	сам не	1	1
600	поэзии на	1	1
601	других авторов	1	1
602	понимать как	1	1
603	или хотя	1	1
604	в условиях	1	1
605	но это	2	1
606	о его	1	1
607	и таким	2	1
608	в чем	3	1
609	и естественно	1	1
610	рассматривать как	1	1
611	сцены в	1	1
612	за его	1	1
613	мы найдем	2	1
614	образом по	1	1
615	формы и	1	1
616	или в	2	1
617	чтобы понять	1	1
618	монологи в	1	1
619	от него	1	1
620	бы в	1	1
621	будто бы	2	1
622	мы ничего	1	1
623	все остальные	3	1
624	же в	4	1
625	и другие	1	1
626	сделать вывод	1	1
627	к ее	1	1
628	то главное	1	1
629	в свою	2	1
630	с ней	1	1
631	прием который	1	1
632	начать с	1	1
633	в глаза	1	1
634	по одному	2	1
635	автора в	1	1
636	тех самых	1	1
637	мы сумеем	1	1
638	не что	1	1
639	что под	1	1
640	в трех	1	1
641	другом случае	1	1
642	указывают на	1	1
643	а может	1	1
644	того времени	1	1
645	гораздо более	1	1
