N	2gram	Losev_Prob_3	Tragedij
279	но только	6	1
280	только не	1	1
281	и всегда	2	1
282	у чиновников	1	1
283	а поскольку	1	1
284	символическое значение	1	1
285	в самой	2	1
286	нечто большее	1	1
287	или как	3	1
288	и притом	4	1
289	к ней	1	1
290	для нас	16	1
291	связи с	8	1
292	что на	1	1
293	это могло	1	1
294	и далее	1	1
295	мы встречаем	1	1
296	могут быть	2	1
297	насилия и	1	1
298	на улицу	1	1
299	что оно	2	1
300	всего что	1	1
301	указывает на	7	1
302	не есть	35	1
303	свое значение	3	1
304	как некое	1	1
305	что при	2	1
306	утверждать что	1	1
307	того самого	1	1
308	на нечто	3	1
309	образы и	3	1
310	как мы	8	1
311	и о	5	1
312	того чтобы	1	1
313	и образ	2	1
314	всего этого	1	1
315	с каким	1	1
316	говорили что	1	1
317	с собой	3	1
318	можно было	4	1
319	на нее	1	1
320	а тип	1	1
321	начала и	1	1
322	когда в	3	1
323	по сравнению	2	1
324	быть может	1	1
325	в эпоху	1	1
326	выходящее за	1	1
327	но может	1	1
328	часто и	1	1
329	но мы	1	1
330	а также	4	1
331	нас от	1	1
332	мы понимаем	1	1
333	внешней формы	1	1
334	от него	2	1
335	все в	1	1
336	связь между	1	1
337	доходит до	2	1
338	нуждается в	1	1
339	отметить что	1	1
340	есть с	2	1
341	все время	1	1
342	и она	1	1
343	для самого	2	1
344	и пусть	1	1
345	в литературе	1	1
346	того что	8	1
347	он есть	2	1
348	в третий	1	1
349	что даже	4	1
350	всю ее	1	1
351	только в	19	1
352	высокое но	1	1
353	во всем	1	1
354	как нечто	9	1
355	с одной	2	1
356	с балкона	1	1
357	есть в	3	1
358	мы бы	1	1
359	только на	5	1
360	сама и	1	1
361	дело с	1	1
362	свидетельствует о	1	1
363	за счет	2	1
364	самостоятельное значение	4	1
365	является ее	1	1
366	всяком случае	6	1
367	могло бы	3	1
368	слова в	1	1
369	чтобы она	1	1
370	они сами	1	1
371	даже не	2	1
372	и эту	1	1
373	именно в	2	1
374	близок к	1	1
375	что не	1	1
376	естественно что	1	1
377	только по	1	1
378	не было	5	1
379	и стал	1	1
380	на этот	4	1
381	а не	18	1
382	с которым	1	1
383	именно так	3	1
384	его как	3	1
385	на смерть	1	1
386	этом случае	5	1
387	в связи	7	1
388	эти слова	2	1
389	вместе с	2	1
390	и особенно	2	1
391	и потому	7	1
392	самой действительности	1	1
393	однако есть	1	1
394	к символизации	1	1
395	нами на	1	1
396	сравнению с	2	1
397	необходимо подчеркнуть	2	1
398	в той	3	1
399	смысле этого	1	1
400	нам еще	1	1
401	этого слова	5	1
402	с этой	3	1
403	и от	9	1
404	в условиях	3	1
405	всегда будут	1	1
406	самое большее	1	1
407	не является	11	1
408	о совершенно	1	1
409	при таком	2	1
410	об отношении	1	1
411	третий раз	1	1
412	в результате	2	1
413	именно такого	1	1
414	это как	1	1
415	а к	2	1
416	характеры и	1	1
417	из себя	3	1
418	такие слова	1	1
419	бы в	2	1
420	и которое	1	1
421	у которого	1	1
422	но у	1	1
423	конце концов	3	1
424	хотя бы	3	1
425	только что	2	1
426	очень хорошо	1	1
427	к ее	1	1
428	гораздо больше	2	1
429	контекст в	1	1
430	мы начинаем	3	1
431	виде и	3	1
432	совершенно не	4	1
433	сколько угодно	4	1
434	идея в	1	1
435	с улыбкой	1	1
436	что под	1	1
437	есть и	2	1
438	но еще	1	1
439	к этой	1	1
440	это в	2	1
441	это понятие	2	1
442	во всяком	9	1
