N	2gram	Tiupa_Lite_2	Formalny
188	это и	1	2
189	отношения между	1	2
190	обойтись без	1	2
191	что уже	1	2
192	из своих	2	2
193	в сущности	3	2
194	очевидно что	2	2
195	отличие от	1	2
196	ведь мы	2	2
197	за пределы	1	2
198	данный момент	1	2
199	в своем	1	2
200	стороны и	1	2
201	с душой	1	2
202	от этого	1	2
203	то в	2	2
204	в этой	3	2
205	как он	2	2
206	сами эти	1	2
207	перестает быть	3	2
208	всех этих	1	2
209	в россии	2	2
210	на земле	1	2
211	на жизнь	2	2
212	что ни	1	2
213	на этом	2	2
214	человека в	4	2
215	входя в	1	2
216	на протяжении	1	2
217	ни с	1	2
218	такой же	3	2
219	художественного творчества	2	2
220	не от	1	2
221	в отличие	1	2
222	в основном	1	2
223	но эта	1	2
224	однако в	6	2
225	что этот	1	2
226	даже в	4	2
227	в отношении	1	2
228	одна из	5	2
229	и притом	1	2
230	и снова	1	2
231	не могло	1	2
232	только не	1	2
233	тем не	2	2
234	данный исторический	1	2
235	с ее	2	2
236	здесь не	1	2
237	идет не	1	2
238	так в	5	2
239	в пределе	1	2
240	был бы	2	2
241	является в	1	2
242	поэтому в	1	2
243	для этого	2	2
244	ничего не	3	2
245	притом в	1	2
246	ее и	1	2
247	переходит в	1	2
248	что и	2	2
249	и только	2	2
250	соединении с	1	2
251	в художественной	3	2
252	же он	1	2
253	не можем	1	2
254	от других	1	2
255	из них	2	2
256	тогда он	1	2
257	к более	1	2
258	он становится	1	2
259	и даже	8	2
260	или иной	1	2
261	в области	4	2
262	к которому	1	2
263	и др	3	2
264	не об	1	2
265	но уже	2	2
266	автора с	1	2
267	а к	2	2
268	но это	3	2
269	как система	1	2
270	от него	1	2
271	конце концов	1	2
272	в стихах	8	2
273	одной из	2	2
274	героя и	1	2
275	в последнем	1	2
276	к этому	1	2
277	в таком	1	2
278	я и	4	1
279	литературы а	1	1
280	времени не	1	1
281	в движение	1	1
282	и странным	1	1
283	и то	3	1
284	его здесь	1	1
285	поэтической речи	1	1
286	переход от	1	1
287	и закон	1	1
288	от своей	1	1
289	в первом	1	1
290	и до	2	1
291	со своей	2	1
292	есть не	1	1
293	ему принадлежат	1	1
294	мы имеем	1	1
295	совершенно справедливо	1	1
296	в первый	2	1
297	ни единого	1	1
298	литературных явлений	1	1
299	был понят	1	1
300	в кругозоре	3	1
301	эстетики и	1	1
302	а для	1	1
303	в большом	1	1
304	из того	2	1
305	ему в	1	1
306	общения в	1	1
307	в каждой	2	1
308	себе а	1	1
309	же мере	1	1
310	в существовании	1	1
311	установки на	1	1
312	как у	1	1
313	постановка проблемы	1	1
314	себе и	3	1
315	он пишет	1	1
316	не просто	1	1
317	из таких	1	1
318	и вовсе	1	1
319	путь в	1	1
320	и нет	2	1
321	этом же	1	1
322	сознания в	3	1
323	в круг	1	1
324	и художественного	1	1
325	и конечно	1	1
326	в литературном	1	1
327	в нашем	2	1
328	у каждого	1	1
329	в иную	1	1
330	на то	1	1
331	оказывается на	1	1
332	уже тогда	1	1
333	он не	5	1
334	в принципе	5	1
335	не к	2	1
336	по существу	3	1
337	и по	1	1
338	или иных	1	1
339	одно и	2	1
340	ни был	1	1
341	мы обнаруживаем	1	1
342	приобщившись к	1	1
343	же касается	1	1
344	в мире	9	1
345	и сделал	1	1
346	его не	1	1
347	с другими	1	1
348	объективной действительности	1	1
349	быть не	2	1
350	вся литература	1	1
351	это событие	1	1
352	общим знаменателем	2	1
353	роль что	1	1
354	нет в	2	1
355	с этой	2	1
356	в развитии	1	1
357	как действительность	1	1
358	автора и	1	1
359	для уяснения	1	1
360	в их	3	1
361	теперь эта	1	1
362	формы так	1	1
363	могло бы	2	1
364	на место	1	1
365	цену жизни	1	1
366	но он	1	1
367	слова к	1	1
368	следует и	1	1
369	то с	2	1
370	с миром	1	1
371	на рубеже	1	1
372	дня и	1	1
373	представлений об	1	1
374	еще один	1	1
375	с ним	2	1
376	тем самым	3	1
377	сознание более	1	1
378	того как	1	1
379	и вместо	1	1
380	на себе	1	1
381	для кого	2	1
382	но только	2	1
383	их собственного	1	1
384	этот тип	1	1
385	при всем	2	1
386	явление в	1	1
387	пути и	1	1
388	развивается в	1	1
389	х годов	3	1
390	в сознании	1	1
391	этот образ	1	1
392	наконец в	2	1
393	числе и	1	1
394	на читателя	1	1
395	первого и	1	1
396	и второго	1	1
397	той или	1	1
398	в наши	1	1
399	он ищет	1	1
400	можно и	1	1
401	но по	1	1
402	бы наивно	1	1
403	на основе	1	1
404	нем уже	1	1
405	в собственном	1	1
406	как по	1	1
407	в себя	3	1
408	что такой	1	1
409	художественное творчество	1	1
410	можно было	1	1
411	искусство как	1	1
412	не с	3	1
413	для него	4	1
414	здесь слово	1	1
415	в построении	1	1
416	искусства и	1	1
417	за пределами	1	1
418	но мы	1	1
419	одного из	1	1
420	и просто	1	1
421	как форма	1	1
422	те или	1	1
423	существования в	1	1
424	путь к	2	1
425	не чувствует	1	1
426	только ему	1	1
427	а потому	2	1
428	литературной эволюции	1	1
429	в ту	1	1
430	и иных	2	1
431	в слово	1	1
432	в жизнь	1	1
433	не так	2	1
434	жизнь на	1	1
435	высказывание от	1	1
436	но с	3	1
437	для поэта	1	1
438	что только	1	1
439	тот же	2	1
440	жизнь с	1	1
441	которое мы	1	1
442	который в	1	1
443	с читателем	2	1
444	и жизни	3	1
445	с одной	7	1
446	в эти	1	1
447	в качестве	5	1
448	человека с	1	1
449	в развертывании	1	1
450	себя в	6	1
451	так что	4	1
452	для всех	5	1
453	есть в	1	1
454	вопроса о	1	1
455	то и	3	1
456	же в	2	1
457	в начале	3	1
458	а то	1	1
459	и других	4	1
460	чего бы	1	1
461	одно из	2	1
462	говорит о	1	1
463	себе в	1	1
464	ведь это	2	1
465	предшествующим и	1	1
466	слова в	1	1
467	в одном	2	1
468	чтобы она	1	1
469	и продолжает	1	1
470	дело и	1	1
471	должен был	1	1
472	о вмешательстве	1	1
473	в других	1	1
474	даже и	2	1
475	не противоречит	1	1
476	где в	2	1
477	закон не	1	1
478	в данный	1	1
479	с другим	2	1
480	не поддается	1	1
481	что человек	1	1
482	однако это	1	1
483	именно в	1	1
484	а эти	1	1
485	оказывается и	1	1
486	человека а	1	1
487	еще и	1	1
488	и последующим	1	1
489	по тем	1	1
490	не было	2	1
491	одной стороны	6	1
492	целым рядом	1	1
493	в руках	2	1
494	другим а	1	1
495	что мы	1	1
496	произведения искусства	2	1
497	мира в	2	1
498	служить лишь	1	1
499	для этой	1	1
500	между собою	1	1
501	все более	1	1
502	нет ничего	1	1
503	в творчестве	1	1
504	в частности	4	1
505	требует от	1	1
506	и столь	2	1
507	какого бы	1	1
508	характера и	1	1
509	к своему	2	1
510	для искусства	1	1
511	он говорит	1	1
512	художественное целое	1	1
513	произведение оно	1	1
514	одновременно с	1	1
515	в словах	1	1
516	это какая-то	1	1
517	в это	1	1
518	в контексте	1	1
519	этом случае	2	1
520	герой не	1	1
521	но даже	1	1
522	не служит	1	1
523	и о	1	1
524	один из	4	1
525	слова так	1	1
526	тех или	1	1
527	за его	1	1
528	возражение против	1	1
529	при таком	1	1
530	мира и	1	1
531	еще более	1	1
532	ни к	1	1
533	от всего	1	1
534	все то	1	1
535	а в	3	1
536	отношении к	1	1
537	границу между	1	1
538	не знает	2	1
539	о литературе	1	1
540	время не	1	1
541	можно назвать	1	1
542	частности в	1	1
543	пушкин и	1	1
544	каждое слово	1	1
545	этой точки	1	1
546	том числе	2	1
