N	2gram	Losev_Vesc_1	Problema
234	а это	4	3
235	только к	2	3
236	здесь мы	1	3
237	не так	1	3
238	для него	4	3
239	себе и	1	3
240	мы можем	4	3
241	тем что	2	3
242	для того	2	3
243	не было	1	3
244	еще и	8	3
245	если не	3	3
246	ни на	3	3
247	к его	1	3
248	независимо от	5	3
249	из которых	1	3
250	а если	1	3
251	это есть	7	3
252	и более	1	3
253	что мы	14	3
254	между прочим	3	3
255	это уже	1	3
256	сознания и	1	3
257	или другой	2	3
258	и как	8	3
259	мы должны	2	3
260	совершенно не	5	3
261	является и	1	3
262	из этого	1	3
263	что в	9	3
264	которая не	1	3
265	вне всяких	1	2
266	для ее	2	2
267	чтобы не	1	2
268	и то	10	2
269	по преимуществу	2	2
270	и больше	9	2
271	обойтись без	2	2
272	в которой	1	2
273	так чтобы	2	2
274	время как	1	2
275	говорить о	6	2
276	действительности однако	1	2
277	не вполне	2	2
278	ему в	1	2
279	и он	1	2
280	чем отличается	1	2
281	между собой	1	2
282	иное как	7	2
283	в чем	6	2
284	то мы	2	2
285	заключается не	1	2
286	не то	4	2
287	совершенно ясно	2	2
288	текут и	1	2
289	нет и	1	2
290	что они	6	2
291	сама по	3	2
292	относится к	5	2
293	что именно	1	2
294	стороны и	2	2
295	может обойтись	1	2
296	все же	4	2
297	и где	1	2
298	говорит что	1	2
299	более или	1	2
300	ясно и	1	2
301	то в	4	2
302	общего ни	1	2
303	что это	13	2
304	только один	2	2
305	тому же	1	2
306	если он	1	2
307	что каждая	1	2
308	перестает быть	3	2
309	не к	1	2
310	с ее	6	2
311	том чтобы	1	2
312	в понятии	4	2
313	может существовать	1	2
314	не будет	12	2
315	и может	2	2
316	а его	1	2
317	на этой	1	2
318	его в	2	2
319	понятие не	3	2
320	но именно	2	2
321	далеко не	1	2
322	между собою	6	2
323	и тоже	1	2
324	и тогда	1	2
325	или менее	1	2
326	в котором	3	2
327	или вернее	1	2
328	для всякого	2	2
329	и уж	1	2
330	мы находим	2	2
331	самое время	1	2
332	есть именно	6	2
333	однако в	1	2
334	ли сказать	3	2
335	чистом виде	1	2
336	того же	5	2
337	дело в	4	2
338	взятый сам	1	2
339	но только	3	2
340	того чтобы	3	2
341	он с	1	2
342	смысле как	1	2
343	и по	1	2
344	и притом	3	2
345	к ней	2	2
346	во всем	1	2
347	до того	1	2
348	существуют в	1	2
349	однако это	2	2
350	у меня	3	2
351	есть только	7	2
352	во все	1	2
353	для его	1	2
354	они и	1	2
355	для себя	5	2
356	и это	14	2
357	мы его	1	2
358	это будет	3	2
359	одном случае	1	2
360	в пределах	1	2
361	идет речь	1	2
362	и совершенно	1	2
363	и когда	4	2
364	и каждый	1	2
365	не предмет	1	2
366	живого существа	1	2
367	для иллюстрации	1	2
368	можно только	4	2
369	вещь как	7	2
370	для этого	4	2
371	уж во	1	2
372	только так	1	2
373	и что	15	2
374	это было	1	2
375	с его	1	2
376	больше ничего	8	2
377	теперь уже	1	2
378	есть тоже	4	2
379	еще только	1	2
380	но так	1	2
381	том как	1	2
382	тот же	3	2
383	с ними	3	2
384	дерева в	1	2
385	то он	1	2
386	тот или	1	2
387	есть ни	3	2
388	со всеми	1	2
389	себя в	10	2
390	только на	3	2
391	только очень	2	2
392	свидетельствует о	3	2
393	является не	1	2
394	заключается в	1	2
395	совсем другое	1	2
396	никто не	1	2
397	сами по	3	2
398	в конце	2	2
399	то время	1	2
400	о которых	1	2
401	же деле	1	2
402	в самом	9	2
403	не обязательно	1	2
404	а именно	1	2
405	и прежде	1	2
406	как же	3	2
407	что иное	7	2
408	она является	3	2
409	говорит о	1	2
410	а наоборот	1	2
411	все время	1	2
412	была бы	2	2
413	как именно	1	2
414	в это	1	2
415	представить себе	1	2
416	в меру	1	2
417	смысловом отношении	1	2
418	если оно	4	2
419	вещь есть	7	2
420	самой же	2	2
421	находятся в	1	2
422	образ и	3	2
423	том смысле	1	2
424	самом же	1	2
425	действительность в	2	2
426	от нас	1	2
427	каждой из	2	2
428	этот путь	1	2
429	это можно	2	2
430	другое дело	1	2
431	из себя	3	2
432	еще более	2	2
433	будто бы	1	2
434	только что	2	2
435	ни было	4	2
436	жизни в	1	2
437	с ней	2	2
438	в частности	1	2
439	но этот	1	2
440	не что	7	2
441	или других	4	2
442	можно назвать	1	2
443	новое время	1	1
444	можно говорить	2	1
445	также что	1	1
446	человека и	1	1
447	связана с	1	1
448	но чтобы	1	1
449	но тогда	3	1
450	силы и	1	1
451	жизни мы	2	1
452	и какова	1	1
453	понятие в	1	1
454	есть сама	3	1
455	к другому	1	1
456	вещь не	9	1
457	что эти	1	1
458	ведь и	5	1
459	хотя уже	1	1
460	когда уже	1	1
461	с с	1	1
462	если я	6	1
463	в защиту	1	1
464	же как	1	1
465	отношении они	1	1
466	повседневной жизни	2	1
467	что между	2	1
468	что если	1	1
469	и тут	3	1
470	ясности и	2	1
471	вопрос о	1	1
472	или другим	1	1
473	и материально	1	1
474	единство и	1	1
475	именно к	1	1
476	д и	5	1
477	но ясно	3	1
478	нас это	1	1
479	вообще говоря	1	1
480	от всякого	4	1
481	на себя	1	1
482	а во-вторых	1	1
483	мы и	1	1
484	и самой	1	1
485	очень редко	1	1
486	себе что	3	1
487	ряд вполне	1	1
488	собою и	4	1
489	чем то	2	1
490	и самого	1	1
491	и этого	2	1
492	верить в	1	1
493	может сделать	2	1
494	бы то	4	1
495	слова эти	1	1
496	и значит	2	1
497	выражена как	1	1
498	а следовательно	2	1
499	подходить к	1	1
500	сущности и	1	1
501	а тем	1	1
502	мы будем	1	1
503	с самой	6	1
504	только потому	1	1
505	и всякий	1	1
506	не все	1	1
507	если в	1	1
508	для всякой	1	1
509	отношение к	1	1
510	кто хочет	1	1
511	есть просто	5	1
512	из таких	1	1
513	хотя часто	1	1
514	от злости	1	1
515	для получения	1	1
516	сознательно и	2	1
517	его на	1	1
518	ли к	1	1
519	чем мы	3	1
520	как к	4	1
521	как нам	1	1
522	кто не	3	1
523	в мысли	3	1
524	то ясно	1	1
525	понять и	2	1
526	когда он	1	1
527	могли бы	1	1
528	и понимания	2	1
529	я должен	4	1
530	это тоже	1	1
531	даже просто	1	1
532	в действительности	7	1
533	вносит в	1	1
534	тут нет	1	1
535	или иную	2	1
536	от чего	2	1
537	себе как	2	1
538	стол стул	1	1
539	бы сказать	2	1
540	получает вещь	1	1
541	себе или	2	1
542	жизни так	1	1
543	из этих	1	1
544	поскольку в	1	1
545	действительности а	1	1
546	думать что	1	1
547	такой вещи	1	1
548	остановиться на	1	1
549	бы только	1	1
550	но ведь	2	1
551	на то	4	1
552	но на	2	1
553	с чем	7	1
554	она еще	2	1
555	давать ему	1	1
556	раз навсегда	2	1
557	таково что	2	1
558	и общее	1	1
559	опять-таки не	1	1
560	и еще	2	1
561	не значит	7	1
562	бесчисленное количество	1	1
563	в принципе	1	1
564	прочим и	2	1
565	пор мы	1	1
566	в силу	3	1
567	абстрактной метафизики	1	1
568	а потом	2	1
569	вещь существует	1	1
570	что тут	6	1
571	его от	1	1
572	и говорить	1	1
573	всего то	2	1
574	себя самой	2	1
575	одно и	5	1
576	от нее	2	1
577	что является	1	1
578	вещь то	2	1
579	то ни	4	1
580	думал что	2	1
581	то чтобы	3	1
582	имеют в	1	1
583	не сможет	2	1
584	разница между	1	1
585	себя не	2	1
586	данную вещь	5	1
587	на бумаге	1	1
588	действительности в	2	1
589	мне это	1	1
590	предмет то	1	1
591	с богом	1	1
592	но уже	3	1
593	и представить	1	1
594	силой и	1	1
595	во внимание	1	1
596	и уже	1	1
597	данная вещь	4	1
598	есть явление	1	1
599	говорится о	2	1
600	должно быть	6	1
601	ничем существенным	1	1
602	нисколько не	4	1
603	смысл и	9	1
604	и поскольку	1	1
605	это ощущение	1	1
606	мы замечаем	1	1
607	идеи и	3	1
608	смысле есть	1	1
609	мы говорили	2	1
610	ничего в	1	1
611	то его	1	1
612	себе а	1	1
613	бы мы	1	1
614	от его	2	1
615	признать что	1	1
616	мы теперь	1	1
617	когда и	2	1
618	конечно тоже	1	1
619	тоже весьма	1	1
620	поэтому в	1	1
621	и останется	1	1
622	и вот	2	1
623	этих моментов	1	1
624	страха и	1	1
625	философские теории	1	1
626	в россии	2	1
627	более подробном	1	1
628	разумеется тут	1	1
629	в своих	1	1
630	что то	2	1
631	есть субстанция	1	1
632	необходимо чтобы	3	1
633	именно так	1	1
634	что эта	1	1
635	и вся	1	1
636	тому что	2	1
637	раз и	1	1
638	иной раз	1	1
639	является единственным	1	1
640	начиная от	2	1
641	или что	3	1
642	свое внутреннее	1	1
643	или другие	4	1
644	ее с	5	1
645	но что	2	1
646	от жизни	1	1
647	у него	2	1
648	меру ее	1	1
649	и отдельных	1	1
650	в уме	3	1
651	даже больше	4	1
652	из их	1	1
653	чем не	2	1
654	человека по	2	1
655	нам и	1	1
656	это мы	1	1
657	следовательно и	1	1
658	бытие или	1	1
659	никогда не	2	1
660	одном и	1	1
661	ничего не	3	1
662	жизни не	1	1
663	или как	2	1
664	это именно	3	1
665	своей природе	1	1
666	то уж	1	1
667	по своей	2	1
668	всего сама	1	1
669	ничто не	2	1
670	единое и	1	1
671	сама вещь	9	1
672	то этот	1	1
673	исторического процесса	1	1
674	только с	3	1
675	действительности что	2	1
676	так то	3	1
677	и делает	2	1
678	в основе	3	1
679	действительность есть	6	1
680	если только	1	1
681	больше того	4	1
682	идею и	2	1
683	не перестали	1	1
684	следовательно от	1	1
685	искусства и	1	1
686	могут быть	1	1
687	с полной	4	1
688	а что	1	1
689	что оно	8	1
690	достаточно только	2	1
691	и материи	3	1
692	но к	1	1
693	утверждать что	1	1
694	из чего	1	1
695	несет с	1	1
696	существует только	1	1
697	на какую-нибудь	1	1
698	замечаем что	3	1
699	сознании но	1	1
700	они вовсе	1	1
701	можно и	2	1
702	вещами и	2	1
703	основной закон	1	1
704	что все	2	1
705	нам о	1	1
706	свою очередь	4	1
707	всего этого	1	1
708	еще надо	1	1
709	мыслить и	3	1
710	на основе	1	1
711	единый и	1	1
712	важно только	1	1
713	представим себе	1	1
714	что всякая	1	1
715	чтобы быть	3	1
716	нечто и	1	1
717	уже с	1	1
718	только то	2	1
719	есть само	1	1
720	говорили что	1	1
721	ее наиболее	1	1
722	вообще нет	1	1
723	есть все	1	1
724	то как	2	1
725	вещи и	20	1
726	это вовсе	2	1
727	реальной жизни	1	1
728	того и	2	1
729	действительность без	1	1
730	которая была	1	1
731	сам он	1	1
732	который я	2	1
733	не нужно	2	1
734	веры в	2	1
735	это только	1	1
736	по сравнению	7	1
737	мы в	1	1
738	нас и	1	1
739	действительность и	8	1
740	находится в	3	1
741	о ней	2	1
742	и нужно	1	1
743	понятие а	1	1
744	же необходимо	1	1
745	и здесь	4	1
746	есть орудие	26	1
747	внимание на	1	1
748	не содержит	3	1
749	как ее	2	1
750	одного из	1	1
751	в которое	1	1
752	мог бы	5	1
753	основе своей	2	1
754	может не	2	1
755	оформляет и	2	1
756	и нечто	5	1
757	нас в	3	1
758	этих двух	2	1
759	тем или	1	1
760	не отличаются	1	1
761	и всякая	1	1
762	ним и	1	1
763	бы представить	1	1
764	себя но	1	1
765	понятие должно	2	1
766	вообще и	4	1
767	все существующее	2	1
768	резко отличается	1	1
769	на действительность	2	1
770	чтобы был	1	1
771	и она	1	1
772	того что	8	1
773	отдельности и	2	1
774	предмета и	1	1
775	быть и	1	1
776	оно и	4	1
777	мы видим	2	1
778	и быть	1	1
779	было что	1	1
780	говорили выше	1	1
781	и так	1	1
782	поэтому и	1	1
783	для нее	2	1
784	никак нельзя	1	1
785	яснейшим образом	1	1
786	субъекта но	1	1
787	с одной	3	1
788	есть также	1	1
789	действительность но	1	1
790	в эти	1	1
791	история и	1	1
792	если уж	1	1
793	и у	3	1
794	до всякого	2	1
795	с трудом	1	1
796	в нашей	1	1
797	по законам	2	1
798	просто теоретически	1	1
799	эта основная	1	1
800	чудесами и	1	1
801	до последней	1	1
802	ни просто	3	1
803	ни понимать	1	1
804	ту или	2	1
805	не связанных	1	1
806	вся вещь	1	1
807	есть смысловая	1	1
808	к мысли	1	1
809	нуждается в	1	1
810	оказывается вовсе	1	1
811	признаков и	1	1
812	относится не	2	1
813	вещественно и	2	1
814	для меня	2	1
815	уже нет	1	1
816	не о	1	1
817	не случайно	2	1
818	само по	1	1
819	и никакой	1	1
820	необходимо думать	1	1
821	бесконечно разнообразной	1	1
822	не говорит	2	1
823	какова его	1	1
824	с действительностью	1	1
825	мы постулировали	1	1
826	с искусством	1	1
827	ее на	1	1
828	бы это	1	1
829	ее себе	1	1
830	вещей и	4	1
831	здравого смысла	1	1
832	со всем	5	1
833	другие вещи	1	1
834	менее ярко	2	1
835	до сих	1	1
836	не относится	2	1
837	значимость то	1	1
838	совершенно определенная	1	1
839	каких других	1	1
840	мы еще	2	1
841	не мыслится	1	1
842	роль только	1	1
843	вещей как	1	1
844	превращается в	1	1
845	нужно сказать	1	1
846	и образом	1	1
847	в подлинном	2	1
848	стремление и	1	1
849	уж и	1	1
850	не на	1	1
851	заходящее солнце	1	1
852	своем месте	1	1
853	однако и	1	1
854	его как	1	1
855	что также	1	1
856	бы ее	1	1
857	вещи которая	3	1
858	и вещь	2	1
859	о чем	1	1
860	совершенно одинаково	1	1
861	без которых	1	1
862	когда же	1	1
863	для человека	1	1
864	ее внутренние	1	1
865	входить в	1	1
866	и намеренно	1	1
867	зачем же	2	1
868	который бы	1	1
869	своей собственной	1	1
870	есть такое	1	1
871	мало и	1	1
872	сама же	1	1
873	вещь по	1	1
874	на идею	1	1
875	одной стороны	3	1
876	и обычаи	1	1
877	или другом	1	1
878	сравнению с	6	1
879	который мы	1	1
880	она есть	8	1
881	действительность для	1	1
882	нечто третье	3	1
883	вещи еще	1	1
884	не реален	1	1
885	к действительности	2	1
886	что же	8	1
887	есть как	3	1
888	подлинном смысле	1	1
889	однако тут	1	1
890	самого себя	1	1
891	руки и	2	1
892	в отдельности	4	1
893	ней не	1	1
894	сейчас мы	1	1
895	есть тот	2	1
896	и самых	1	1
897	и духовного	1	1
898	с этой	4	1
899	ее образы	1	1
900	для тех	3	1
901	слова и	5	1
902	выше что	1	1
903	и нет	1	1
904	что есть	5	1
905	сих пор	1	1
906	мышление и	1	1
907	чего-нибудь или	1	1
908	но для	2	1
909	с бесконечно	1	1
910	и новой	2	1
911	отдать себе	1	1
912	действительность не	1	1
913	тоже вполне	1	1
914	этот образ	1	1
915	быть чем-нибудь	1	1
916	вещи есть	51	1
917	не знаем	2	1
918	ли в	3	1
919	уже на	1	1
920	конечно ничто	1	1
921	этой книги	1	1
922	основанная на	1	1
923	новая категория	1	1
924	привело бы	1	1
925	думает что	1	1
926	о котором	1	1
927	тот кто	1	1
928	есть возможность	1	1
929	чем та	1	1
930	себя самого	2	1
931	от несущественного	1	1
932	внутреннее содержание	3	1
933	в третьем	1	1
934	бы в	5	1
935	и смысл	1	1
936	области чем	1	1
937	конце концов	2	1
938	всех прочих	3	1
939	может в	2	1
940	логики и	1	1
941	целое с	3	1
942	даже совсем	1	1
943	есть уже	1	1
944	они находятся	1	1
945	хотя в	1	1
946	бы на	1	1
947	это сейчас	1	1
948	не дает	1	1
949	к самому	1	1
950	сила в	1	1
951	ясно также	1	1
952	и событий	1	1
953	в моем	1	1
954	между ними	3	1
955	не самые	1	1
956	и кончая	1	1
957	но можно	1	1
958	равно как	2	1
959	в свою	4	1
960	новой категории	1	1
961	даже вообще	2	1
962	мере в	1	1
963	т е	55	1
964	бы его	1	1
965	он и	1	1
966	только о	1	1
967	есть то	9	1
968	вещь вещь	2	1
969	чтобы эти	1	1
970	также не	1	1
971	и другие	1	1
972	по поводу	1	1
973	это в	1	1
974	это понятие	1	1
975	невозможна без	1	1
976	я могу	2	1
977	сознания без	1	1
978	нас не	1	1
979	значит во-первых	1	1
980	этой точки	1	1
981	гораздо более	1	1
982	смысле что	1	1
