N	2gram	Propp_Isto_5	EvropaiE
438	и ее	1	1
439	со своим	1	1
440	в указанном	1	1
441	конечно не	1	1
442	уже не	11	1
443	уже в	2	1
444	то и	1	1
445	борьбы с	1	1
446	только тогда	2	1
447	что не	1	1
448	связывается с	1	1
449	одно из	1	1
450	для него	1	1
451	в более	3	1
452	другие более	1	1
453	даже не	1	1
454	а на	2	1
455	также на	1	1
456	не обязательно	1	1
457	эти две	1	1
458	в каких	1	1
459	и затем	2	1
460	что для	1	1
461	в соответствии	1	1
462	не было	1	1
463	с которым	2	1
464	сдвиг в	1	1
465	что мы	2	1
466	мы знаем	8	1
467	если не	4	1
468	в связи	4	1
469	связь с	8	1
470	нет ничего	1	1
471	видели в	1	1
472	что во	2	1
473	то можно	1	1
474	пространства и	1	1
475	в европе	3	1
476	их к	1	1
477	этих случаях	8	1
478	собой такое	1	1
479	что за	2	1
480	а если	2	1
481	с некоторыми	1	1
482	одновременно с	2	1
483	некоторое время	2	1
484	даже с	1	1
485	в состоянии	1	1
486	том смысле	1	1
487	вспомним что	1	1
488	этого факта	1	1
489	на пути	1	1
490	в формах	2	1
491	снится что	1	1
492	из частей	1	1
493	не отрицает	1	1
494	это можно	1	1
495	что оно	1	1
496	ее и	3	1
497	но когда	3	1
498	особого рода	1	1
499	но это	7	1
500	в мировом	1	1
501	на берегу	2	1
502	и другие	1	1
503	всего мира	1	1
504	с ней	2	1
505	что такие	1	1
506	оно не	1	1
507	в хозяйственной	2	1
508	сам в	2	1
509	в свое	2	1
510	чтобы ее	1	1
511	к этой	1	1
512	на ту	1	1
513	только одна	1	1
514	он на	2	1
515	можно назвать	1	1
516	все что	1	1
517	том числе	1	1
