N	2gram	Propp_Russ_1	Myshleni
405	тем не	3	1
406	состоит в	8	1
407	лежит не	1	1
408	что сам	1	1
409	известно и	1	1
410	этого мало	2	1
411	приводят к	1	1
412	стоит в	2	1
413	не менее	3	1
414	вплоть до	4	1
415	считает что	1	1
416	что наука	1	1
417	только из	1	1
418	степени их	1	1
419	и сама	1	1
420	в область	1	1
421	представления и	2	1
422	следовательно и	1	1
423	примерно в	1	1
424	и всегда	1	1
425	две большие	1	1
426	того в	1	1
427	детей и	2	1
428	все стороны	1	1
429	на природу	1	1
430	вот что	1	1
431	в более	2	1
432	на некоторые	1	1
433	как будто	5	1
434	ему не	1	1
435	именно с	2	1
436	тем это	1	1
437	вопросу об	1	1
438	для детей	1	1
439	ли не	1	1
440	в других	11	1
441	как только	1	1
442	должны быть	1	1
443	области изучения	2	1
444	оно не	1	1
445	в работах	1	1
446	так например	6	1
447	из всего	1	1
448	как не	2	1
449	вывод что	3	1
450	на другой	1	1
451	к нам	2	1
452	на основе	1	1
453	которым живет	1	1
454	большей частью	1	1
455	нами выше	1	1
456	можно сделать	3	1
457	всей своей	1	1
458	никак не	1	1
459	в дальнейшем	2	1
460	мы наблюдаем	2	1
461	в совершенно	1	1
462	пытается объяснить	1	1
463	одном и	1	1
464	самого понятия	1	1
465	еще в	4	1
466	во второй	1	1
467	что от	2	1
468	приводит его	1	1
469	находится в	2	1
470	дальнейшего развития	1	1
471	и здесь	2	1
472	но этого	1	1
473	внимание на	1	1
474	и та	1	1
475	прямо и	1	1
476	а также	3	1
477	и нового	2	1
478	нас в	1	1
479	которых они	1	1
480	при исследовании	1	1
481	раньше чем	1	1
482	полагали что	2	1
483	что и	7	1
484	это не	10	1
485	в форме	1	1
486	хотел бы	1	1
487	которая должна	1	1
488	день когда	1	1
489	а следовательно	1	1
490	также в	3	1
491	представления о	1	1
492	о своих	1	1
493	не представляются	1	1
494	на будущее	1	1
495	значит что	2	1
496	как например	3	1
497	как из	1	1
498	но их	1	1
499	сразу же	1	1
500	оказалось что	1	1
501	и социальным	1	1
502	мы увидим	8	1
503	также и	1	1
504	и действительно	1	1
505	нам что	1	1
506	что нам	1	1
507	по этому	3	1
508	в эти	4	1
509	так что	2	1
510	сколько в	1	1
511	сомнений в	2	1
512	не можем	3	1
513	и у	5	1
514	в значении	1	1
515	оставляет сомнений	1	1
516	каким образом	1	1
517	не дает	1	1
518	из них	8	1
519	но для	1	1
520	мы однако	1	1
521	мы знаем	1	1
522	заключить что	1	1
523	стоит и	1	1
524	слова в	3	1
525	в детскую	1	1
526	нового в	1	1
527	к ним	3	1
528	может служить	1	1
529	но что	2	1
530	у него	2	1
531	они с	1	1
532	должен был	1	1
533	не связанных	1	1
534	не были	2	1
535	также на	3	1
536	в любой	1	1
537	и из	3	1
538	не раньше	1	1
539	главное и	1	1
540	связаны с	3	1
541	которые можно	2	1
542	и др	4	1
543	в середине	3	1
544	что не	1	1
545	более общей	1	1
546	не на	2	1
547	не было	2	1
548	до конца	2	1
549	так обстояло	2	1
550	однако и	1	1
551	возвращаясь к	1	1
552	отнюдь не	2	1
553	пр и	1	1
554	и том	1	1
555	или с	1	1
556	в одно	1	1
557	должна была	2	1
558	сообщает и	1	1
559	для них	3	1
560	нами как	1	1
561	с которыми	1	1
562	же с	1	1
563	их к	2	1
564	и просто	1	1
565	направление в	1	1
566	тому как	1	1
567	по своему	1	1
568	предположить что	2	1
569	к жизни	3	1
570	не дают	1	1
571	наряду с	1	1
572	необходимо также	1	1
573	но который	1	1
574	в тех	4	1
575	помещена в	1	1
576	только так	1	1
577	в первой	1	1
578	чтобы сделать	1	1
579	в это	3	1
580	есть много	1	1
581	это таким	1	1
582	с последним	1	1
583	разницей что	1	1
584	между прочим	2	1
585	из ряда	1	1
586	рассматривать как	1	1
587	объяснить его	1	1
588	и для	2	1
589	от слова	1	1
590	он видел	1	1
591	случаях когда	1	1
592	с по	1	1
593	или в	2	1
594	затем идет	1	1
595	это как	1	1
596	а к	1	1
597	в отдельных	1	1
598	из своего	1	1
599	другими и	1	1
600	себя на	1	1
601	и интересов	1	1
602	сделать вывод	1	1
603	только с	1	1
604	слово в	1	1
605	только как	1	1
606	их теоретических	1	1
607	есть и	1	1
608	в заключение	1	1
609	ней с	1	1
610	ли они	1	1
611	но эти	3	1
612	и другие	13	1
613	дает основание	1	1
614	по поводу	1	1
615	что касается	1	1
616	в таком	1	1
617	точно так	1	1
618	все что	1	1
