N	2gram	Bakhtin_fo_2	Analitik
537	мог быть	1	1
538	в эпосе	2	1
539	есть точка	1	1
540	своему содержанию	1	1
541	как это	2	1
542	по своему	2	1
543	ей и	1	1
544	в тот	1	1
545	да и	1	1
546	друг с	4	1
547	форма в	2	1
548	мира с	1	1
549	всего может	1	1
550	с некоторым	1	1
551	с этой	4	1
552	однако они	1	1
553	сих пор	2	1
554	о его	2	1
555	и действия	1	1
556	в аспекте	2	1
557	решает и	1	1
558	вокруг него	1	1
559	и для	9	1
560	смыслом в	1	1
561	переставая быть	1	1
562	указать на	1	1
563	прежде чем	3	1
564	войти в	1	1
565	и от	2	1
566	все что	2	1
567	организующую роль	1	1
568	вещь в	2	1
569	тяготеет к	1	1
570	в результате	1	1
571	мира и	9	1
572	между ними	2	1
573	но одновременно	1	1
574	хотя и	3	1
575	на первый	3	1
576	ее и	2	1
577	из себя	1	1
578	только с	1	1
579	идет об	1	1
580	же в	4	1
581	хотя в	1	1
582	но затем	1	1
583	в сюжете	2	1
584	к самому	1	1
585	жизни в	4	1
586	в свою	1	1
587	в романе	13	1
588	не знает	2	1
589	связей и	1	1
590	совершенно не	1	1
591	что то	1	1
592	где он	1	1
593	жизни и	8	1
594	ее в	3	1
595	по поводу	1	1
596	они не	1	1
597	во всяком	2	1
598	этой точки	1	1
