N	2gram	Trubetskoy_1	Komedia
310	связанного с	1	1
311	к достижению	3	1
312	по форме	1	1
313	с какими-нибудь	1	1
314	в себе	6	1
315	имеет для	1	1
316	не могла	2	1
317	на его	1	1
318	главным образом	8	1
319	время и	1	1
320	которой не	1	1
321	до самого	1	1
322	и более	1	1
323	европейской культуры	3	1
324	не могли	1	1
325	его от	2	1
326	в понятие	1	1
327	от нее	1	1
328	а вместе	1	1
329	старым богам	1	1
330	его не	2	1
331	бы быть	1	1
332	а по	1	1
333	на все	2	1
334	с целью	2	1
335	входит в	1	1
336	в соответствии	1	1
337	другом не	1	1
338	для эпохи	2	1
339	по себе	1	1
340	в жизни	1	1
341	из первых	1	1
342	долго удержаться	1	1
343	существовали в	1	1
344	соответствии с	1	1
345	попадает в	4	1
346	мы видели	2	1
347	ни с	1	1
348	и тогда	4	1
349	является его	1	1
350	его образ	1	1
351	или менее	5	1
352	в эту	2	1
353	от своего	1	1
354	и при	3	1
355	таким же	1	1
356	ни у	2	1
357	богов все	1	1
358	было очень	1	1
359	должны были	1	1
360	только для	2	1
361	нам в	1	1
362	тем не	3	1
363	их в	1	1
364	как от	2	1
365	том же	1	1
366	по вкусу	1	1
367	заставляет его	1	1
368	и одной	1	1
369	с точки	6	1
370	случае в	1	1
371	эта мысль	1	1
372	но они	1	1
373	из нас	1	1
374	для каждого	2	1
375	на себе	1	1
376	как о	3	1
377	иметь в	1	1
378	никогда не	5	1
379	ничего не	1	1
380	в разных	2	1
381	и является	2	1
382	тем какое	1	1
383	в области	9	1
384	в каком	1	1
385	и некоторые	1	1
386	перед ними	1	1
387	и дал	1	1
388	и другой	2	1
389	вошли в	1	1
390	отличается от	2	1
391	числе и	4	1
392	его с	1	1
393	той или	2	1
394	из себя	2	1
395	для себя	1	1
396	мысль о	2	1
397	в себя	1	1
398	приводит к	2	1
399	культуры на	2	1
400	если они	1	1
401	нельзя сказать	1	1
402	было в	1	1
403	по сравнению	2	1
404	задний план	1	1
405	в эпоху	7	1
406	о котором	2	1
407	на самые	1	1
408	занимают в	1	1
409	с ним	1	1
410	помнить что	1	1
411	а также	2	1
412	одного из	1	1
413	ее применения	1	1
414	что надо	1	1
415	был сделан	1	1
416	наконец по	1	1
417	каждом из	1	1
418	в которую	1	1
419	богов не	3	1
420	оказалась в	1	1
421	от них	2	1
422	во всей	1	1
423	вполне ясно	1	1
424	этого периода	2	1
425	быть даже	2	1
426	них в	1	1
427	два с	1	1
428	и следовательно	1	1
429	к которому	2	1
430	по своей	2	1
431	землю и	1	1
432	обе эти	1	1
433	мы видим	1	1
434	что даже	1	1
435	человека все	1	1
436	пор не	1	1
437	очень много	2	1
438	на западе	3	1
439	цвет лица	1	1
440	ряд черт	1	1
441	конечно не	2	1
442	только на	1	1
443	попадают в	1	1
444	больше не	2	1
445	или через	1	1
446	свидетельствует о	2	1
447	в сознании	1	1
448	к своим	4	1
449	себе завершение	1	1
450	соединяется с	1	1
451	не так	1	1
452	для него	3	1
453	могло бы	1	1
454	iv и	1	1
455	случаи ее	1	1
456	как раз	1	1
457	нее не	2	1
458	о которых	1	1
459	в очень	1	1
460	на стороне	1	1
461	которые как	1	1
462	найти его	1	1
463	из двух	1	1
464	и даже	3	1
465	или иной	2	1
466	и из	2	1
467	выступает в	2	1
468	а с	7	1
469	которое так	1	1
470	по всей	1	1
471	у нас	1	1
472	почти в	1	1
473	она является	1	1
474	же для	1	1
475	и самый	1	1
476	не означает	1	1
477	а не	5	1
478	другой стороны	1	1
479	среди них	2	1
480	находились в	1	1
481	одну из	1	1
482	там где	1	1
483	самого начала	2	1
484	на многие	1	1
485	лишь только	1	1
486	жизнь в	1	1
487	несмотря на	6	1
488	о сыне	1	1
489	всего этого	1	1
490	действия в	1	1
491	с помощью	1	1
492	свою очередь	1	1
493	фракийцев и	1	1
494	связь с	2	1
495	него в	1	1
496	или по	2	1
497	без помощи	2	1
498	без труда	1	1
499	до настоящего	1	1
500	первое место	1	1
501	в сферу	1	1
502	если человек	1	1
503	случае еще	1	1
504	именно в	2	1
505	считал что	1	1
506	по существу	2	1
507	переселиться в	1	1
508	но даже	1	1
509	в одних	1	1
510	нечто подобное	1	1
511	можем составить	1	1
512	о мире	1	1
513	в наше	1	1
514	от конца	1	1
515	в одно	2	1
516	это уже	1	1
517	силу в	1	1
518	от человека	2	1
519	при таком	2	1
520	на задний	1	1
521	в результате	3	1
522	это как	1	1
523	когда он	3	1
524	не с	2	1
525	которое следует	1	1
526	то о	1	1
527	тем более	1	1
528	представляли собой	1	1
529	и как	3	1
530	и источником	1	1
531	находим в	1	1
532	обстоит дело	1	1
533	все более	1	1
534	к ее	1	1
535	этой области	1	1
536	с людьми	1	1
537	нет ничего	1	1
538	в общих	1	1
539	сказать что	2	1
540	только как	1	1
541	в свою	2	1
542	всех других	2	1
543	первом случае	1	1
544	ко всему	2	1
545	точно так	3	1
546	люди и	1	1
547	думать что	1	1
548	так же	5	1
549	как на	8	1
550	все что	2	1
