N	2gram	Losev_Dial_1	Komedia
212	нет ни	2	2
213	если же	1	2
214	и это	2	2
215	как мы	4	2
216	и о	3	2
217	в виду	5	2
218	вывод что	1	2
219	здесь не	1	2
220	то время	1	2
221	в образе	1	2
222	можно было	5	2
223	наряду с	1	2
224	в эпоху	2	2
225	хотя это	2	2
226	а также	1	2
227	в другом	2	2
228	между тем	1	2
229	о какой-то	1	2
230	нуждается в	3	2
231	все время	1	2
232	какой мере	1	2
233	за ней	1	2
234	как из	1	2
235	же теперь	1	2
236	не как	2	2
237	пор не	1	2
238	должен быть	1	2
239	не мешает	4	2
240	в качестве	2	2
241	уже в	1	2
242	если мы	2	2
243	нового времени	1	2
244	был бы	1	2
245	этом отношении	2	2
246	от того	1	2
247	что это?	1	2
248	или иначе	1	2
249	что для	3	2
250	не было	6	2
251	а на	1	2
252	что мы	1	2
253	он и	2	2
254	его на	1	2
255	к своему	1	2
256	не могут	1	2
257	сравнению с	2	2
258	по существу	1	2
259	для понимания	1	2
260	каким он	1	2
261	видно что	1	2
262	является ли	1	2
263	ли в	1	2
264	и все	3	2
265	конце концов	3	2
266	из этой	1	2
267	не будет	1	2
268	а о	2	2
269	между ними	1	2
270	только как	2	2
271	другой стороны	4	2
272	совершенно не	8	2
273	все к	1	2
274	из этого	1	2
275	к этой	1	2
276	по сравнению	2	2
277	в таком	1	2
278	и наиболее	1	1
279	о действительности	1	1
280	я и	1	1
281	два года	1	1
282	жизни где	1	1
283	лишь ее	1	1
284	например в	1	1
285	чтобы не	2	1
286	с жизнью	1	1
287	без них	1	1
288	как мало	1	1
289	или гибели	1	1
290	и какова	1	1
291	к другому	1	1
292	и до	1	1
293	всех указанных	1	1
294	если два	1	1
295	если я	1	1
296	мы имеем	2	1
297	и само	1	1
298	это совершенно	1	1
299	на душе	1	1
300	вопрос о	2	1
301	этом не	1	1
302	становится совершенно	1	1
303	я не	5	1
304	они были	2	1
305	и говорить	2	1
306	и людьми	1	1
307	он сам	5	1
308	все эти	2	1
309	не был	2	1
310	только гипотеза	3	1
311	в чем	6	1
312	конечно это	1	1
313	но не	4	1
314	другой пример	1	1
315	но как	2	1
316	заметим что	1	1
317	и всякий	2	1
318	в сторону	1	1
319	если в	3	1
320	себе и	2	1
321	друг от	1	1
322	друга и	1	1
323	относится к	2	1
324	себя за	1	1
325	если она	3	1
326	общего с	5	1
327	только об	1	1
328	где и	1	1
329	что первое	1	1
330	перед нами	1	1
331	на земле	2	1
332	и как	7	1
333	что по	1	1
334	и наконец	1	1
335	оказалось возможным	1	1
336	более или	3	1
337	от этого	3	1
338	да еще	1	1
339	говорят о	2	1
340	из жизни	1	1
341	своему господину	1	1
342	из этих	2	1
343	выражение в	1	1
344	больше всего	1	1
345	другой как	1	1
346	т д	19	1
347	было с	1	1
348	по крайней	4	1
349	которой не	3	1
350	и почему	1	1
351	в первую	2	1
352	нее и	1	1
353	в понимании	1	1
354	к одному	1	1
355	не к	1	1
356	популярна в	1	1
357	том чтобы	1	1
358	мало того	1	1
359	чувства в	1	1
360	чем она	1	1
361	постольку поскольку	1	1
362	на этом	2	1
363	так быстро	1	1
364	находим у	1	1
365	в каждом	2	1
366	что все	1	1
367	же не	1	1
368	есть все	1	1
369	и дальше	1	1
370	той же	1	1
371	них не	1	1
372	это было	2	1
373	обоих случаях	1	1
374	отчет в	1	1
375	и тем	1	1
376	чаще всего	2	1
377	на сцене	1	1
378	для них	1	1
379	он является	1	1
380	нет в	1	1
381	убежден в	1	1
382	для своего	2	1
383	сторон в	1	1
384	этого не	1	1
385	со своими	1	1
386	не всегда	1	1
387	средств чтобы	1	1
388	а потом	5	1
389	отвращение к	1	1
390	зрения самого	2	1
391	такой же	2	1
392	наблюдение над	1	1
393	я этого	1	1
394	от своего	1	1
395	имеет ничего	3	1
396	к окружающему	1	1
397	человек и	1	1
398	как все	1	1
399	как там	1	1
400	место в	1	1
401	знаем что	1	1
402	что я	3	1
403	для всякого	2	1
404	стало быть	9	1
405	точку зрения	3	1
406	образом и	2	1
407	которые в	1	1
408	но он	1	1
409	над ними	1	1
410	друг другу	3	1
411	вещей и	2	1
412	и вся	1	1
413	ему как	1	1
414	случае в	1	1
415	же сам	1	1
416	женился на	1	1
417	как можно	2	1
418	ее не	1	1
419	виду что	1	1
420	то чего	1	1
421	того как	1	1
422	и притом	4	1
423	на себе	3	1
424	и третье	1	1
425	а сами	1	1
426	себе самом	2	1
427	он с	1	1
428	человека от	1	1
429	находятся в	1	1
430	всего на	1	1
431	и по	1	1
432	по своей	1	1
433	меня и	1	1
434	во всем	2	1
435	вот что	1	1
436	же он	2	1
437	он больше	1	1
438	в сознании	3	1
439	и дурной	1	1
440	одному и	1	1
441	не нуждается	5	1
442	можно пожалуй	1	1
443	ли это	3	1
444	с другом	1	1
445	у меня	1	1
446	находит слова	1	1
447	могут быть	3	1
448	как только	2	1
449	всего в	1	1
450	что наш	1	1
451	указывает на	3	1
452	это я	4	1
453	но сама	1	1
454	здесь мы	1	1
455	о них	1	1
456	из чего	1	1
457	правда не	1	1
458	находясь в	1	1
459	эта последняя	1	1
460	достоверность и	1	1
461	от друга	1	1
462	что там	1	1
463	подходе к	1	1
464	лица не	1	1
465	и от	2	1
466	быть вполне	1	1
467	нет никакой	1	1
468	и может	2	1
469	и чаще	1	1
470	как с	2	1
471	и совершенно	2	1
472	и когда	1	1
473	что у	1	1
474	времени и	1	1
475	есть также	1	1
476	мог бы	2	1
477	к его	1	1
478	этим в	1	1
479	ничего подобного	1	1
480	могла быть	1	1
481	в которые	1	1
482	жизнь и	3	1
483	них есть	2	1
484	не лучше	2	1
485	для этого	2	1
486	нечто совсем	1	1
487	то они	1	1
488	того он	1	1
489	и та	3	1
490	язык и	1	1
491	никак не	6	1
492	его жизни	1	1
493	на что	2	1
494	но об	1	1
495	все его	1	1
496	наконец как	1	1
497	каждом из	2	1
498	первую очередь	1	1
499	то в	7	1
500	другого а	1	1
501	этом и	1	1
502	ее на	2	1
503	крайней мере	4	1
504	вслед за	2	1
505	и подобных	1	1
506	в ту	1	1
507	дать в	1	1
508	не требует	1	1
509	из видов	2	1
510	не настолько	2	1
511	что здесь	2	1
512	казалось что	1	1
513	но так	2	1
514	ни к	2	1
515	и некая	1	1
516	мы видим	4	1
517	ли он	1	1
518	только в	3	1
519	в стороне	1	1
520	зрения одного	1	1
521	об их	1	1
522	образ как	1	1
523	со всеми	1	1
524	и все-таки	3	1
525	по самой	1	1
526	и у	2	1
527	только на	3	1
528	является не	2	1
529	как более	2	1
530	в душе	1	1
531	и других	1	1
532	и их	2	1
533	пока не	1	1
534	эти краткие	1	1
535	подходим к	1	1
536	с этими	1	1
537	меня то	2	1
538	которым они	1	1
539	и давая	1	1
540	идея не	1	1
541	не были	1	1
542	ней и	1	1
543	что человек	2	1
544	а именно	1	1
545	эти две	1	1
546	с той	2	1
547	чем он	2	1
548	и между	1	1
549	из других	1	1
550	а с	2	1
551	его персонажи	1	1
552	показывает что	1	1
553	мы еще	1	1
554	содержание его	1	1
555	говорит о	5	1
556	превращается в	1	1
557	понимаем что	1	1
558	он только	1	1
559	с которым	1	1
560	сам себе	1	1
561	со страхом	1	1
562	и ему	1	1
563	как ни	1	1
564	мы находим	7	1
565	или на	2	1
566	эта идея	1	1
567	и потому	3	1
568	в разной	1	1
569	ничего нет	1	1
570	так мы	1	1
571	из уст	1	1
572	вот я	1	1
573	и там	1	1
574	быть только	1	1
575	да и	6	1
576	друг с	1	1
577	она на	1	1
578	на свете	1	1
579	в состоянии	1	1
580	в реальном	1	1
581	что между	1	1
582	и тому	1	1
583	еще раз	1	1
584	какие же	2	1
585	можно сказать	6	1
586	а то	1	1
587	я мог	2	1
588	думают что	6	1
589	она должна	2	1
590	там при	1	1
591	не знаем	1	1
592	ему только	1	1
593	в новой	1	1
594	что кто-то	1	1
595	о котором	1	1
596	это как	1	1
597	своей собственной	1	1
598	чтобы понять	3	1
599	в голову	1	1
600	она уже	1	1
601	то не	2	1
602	этом уже	1	1
603	е о	2	1
604	на первый	1	1
605	для нас	1	1
606	могли бы	1	1
607	или менее	3	1
608	же что	1	1
609	это может	2	1
610	у них	3	1
611	в этих	5	1
612	не будучи	2	1
613	не должен	1	1
614	разве только	1	1
615	за него	1	1
616	разной степени	1	1
617	есть полная	2	1
618	все они	1	1
619	с ужасом	1	1
620	сообщением о	1	1
621	хотя в	1	1
622	но вот	3	1
623	отношении к	3	1
624	к самому	2	1
625	жизни в	1	1
626	с ней	2	1
627	сказать что	10	1
628	и только	1	1
629	была бы	3	1
630	что угодно	1	1
631	жизни а	1	1
632	всем этом	1	1
633	ему руки	1	1
634	жизнь в	1	1
635	жизни и	3	1
636	и эта	2	1
637	я могу	2	1
638	нужен в	1	1
639	этой точки	2	1
640	они не	1	1
641	ничего общего	4	1
