N	2gram	Losev_Prob_3	RusskieA
165	об этом	3	2
166	для них	2	2
167	в своей	5	2
168	нас не	5	2
169	в их	2	2
170	не столько	2	2
171	тем не	10	2
172	не менее	10	2
173	что с	1	2
174	в то	9	2
175	дело не	2	2
176	о них	1	2
177	никогда не	6	2
178	к ней	1	2
179	во всем	1	2
180	связи с	8	2
181	кроме того	3	2
182	что на	1	2
183	к таким	1	2
184	начиная с	1	2
185	когда мы	15	2
186	на улицу	1	2
187	что при	2	2
188	только одну	1	2
189	в виду	10	2
190	то время	4	2
191	можно было	4	2
192	не с	1	2
193	мы приведем	1	2
194	жизнь и	2	2
195	не имели	2	2
196	образом в	1	2
197	а к	2	2
198	в глаза	1	2
199	с другой	7	2
200	все в	1	2
201	связь между	1	2
202	у них	2	2
203	вся эта	3	2
204	что и	9	2
205	в него	1	2
206	он есть	2	2
207	бросается в	1	2
208	сразу же	2	2
209	совсем не	2	2
210	этот вопрос	3	2
211	и ее	3	2
212	где они	1	2
213	есть в	3	2
214	или просто	1	2
215	представлений о	1	2
216	заметить что	1	2
217	в руки	1	2
218	ее на	1	2
219	в целях	1	2
220	же деле	4	2
221	здесь в	3	2
222	а с	2	2
223	прежде всего	3	2
224	самом же	4	2
225	одной стороны	1	2
226	там где	1	2
227	совершенно не	4	2
228	если она	1	2
229	в европе	1	2
230	из которых	2	2
231	могут быть	2	2
232	быть только	1	2
233	с этой	3	2
234	видно что	1	2
235	говорить что	1	2
236	пока еще	2	2
237	и для	2	2
238	ее и	2	2
239	только как	1	2
240	и при	2	2
241	на деревьях	1	2
242	не что	4	2
243	из этого	3	2
244	воздействовать на	2	2
245	приводит нас	1	2
246	в своих	1	2
247	это в	2	2
248	этим как	1	1
249	вопрос мы	1	1
250	или вещь	1	1
251	говорилось выше	2	1
252	к этой	1	1
253	и есть	5	1
254	здесь и	3	1
255	смысл этого	1	1
256	и до	2	1
257	похожее на	1	1
258	что эти	1	1
259	очень много	3	1
260	сливается с	1	1
261	мы уже	4	1
262	например в	1	1
263	она в	1	1
264	что если	1	1
265	говорить о	3	1
266	их с	1	1
267	из того	3	1
268	в самих	2	1
269	мы и	2	1
270	то это	10	1
271	полное и	1	1
272	тут все	1	1
273	чтобы у	1	1
274	в ней	5	1
275	на нем	1	1
276	выходит и	1	1
277	относится и	2	1
278	без которой	1	1
279	этим не	2	1
280	существенного значения	1	1
281	самих себя	1	1
282	тщательным образом	1	1
283	ответ на	1	1
284	отличаются от	1	1
285	что они	5	1
286	относится к	1	1
287	в поисках	2	1
288	во что	1	1
289	отнюдь не	10	1
290	первый взгляд	2	1
291	независимо от	1	1
292	что именно	1	1
293	так называемая	1	1
294	в своем	5	1
295	перед нами	8	1
296	тех случаях	1	1
297	хотя и	5	1
298	когда он	2	1
299	по пути	1	1
300	не являются	2	1
301	даже просто	2	1
302	более или	1	1
303	от этого	1	1
304	в самом	3	1
305	еще на	2	1
306	к необходимости	1	1
307	уже в	3	1
308	он в	2	1
309	рассказ о	1	1
310	тому же	1	1
311	как он	1	1
312	на то	3	1
313	но на	1	1
314	и если	6	1
315	вообще не	1	1
316	в ночи	1	1
317	к выводу	1	1
318	в нем	9	1
319	не играют	1	1
320	образом на	1	1
321	всех этих	2	1
322	в первую	3	1
323	или другое	1	1
324	не представляет	1	1
325	несколько ниже	1	1
326	только в	19	1
327	в нее	1	1
328	именно это	1	1
329	но все	3	1
330	это конечно	1	1
331	от нее	1	1
332	в одну	1	1
333	однако все	1	1
334	что все	2	1
335	а когда	1	1
336	значение в	3	1
337	в другом	2	1
338	и чтобы	1	1
339	из себя	3	1
340	а как	2	1
341	входит в	1	1
342	того или	6	1
343	и наша	1	1
344	земледелия но	1	1
345	и дает	1	1
346	никакой роли	1	1
347	более широком	1	1
348	за ней	1	1
349	остановиться на	1	1
350	по всему	1	1
351	нет в	1	1
352	о которой	1	1
353	по улице	1	1
354	их как	1	1
355	на основании	2	1
356	для чего	2	1
357	одна другую	1	1
358	как символы	1	1
359	значение что	1	1
360	остается в	1	1
361	или менее	1	1
362	в такой	1	1
363	бы к	3	1
364	в которые	1	1
365	на свою	1	1
366	как символ	1	1
367	своего рода	1	1
368	если здесь	1	1
369	как другие	1	1
370	но эта	3	1
371	только для	1	1
372	но они	1	1
373	однако в	2	1
374	является так	1	1
375	общего не	1	1
376	случае мы	1	1
377	и очень	3	1
378	этого делать	1	1
379	по образцу	1	1
380	i в	1	1
381	с которой	2	1
382	можно понимать	1	1
383	как о	5	1
384	дело в	4	1
385	и притом	4	1
386	на него	1	1
387	в основе	2	1
388	изображать и	1	1
389	когда уже	1	1
390	есть уже	3	1
391	не всякий	1	1
392	ничего не	3	1
393	и им	1	1
394	такая же	1	1
395	или когда	1	1
396	образа и	4	1
397	и его	5	1
398	же он	1	1
399	так например	1	1
400	которое не	1	1
401	до того	1	1
402	как будто	3	1
403	не является	11	1
404	которая по	1	1
405	представлять себе	1	1
406	от их	1	1
407	и здесь	5	1
408	всей их	1	1
409	во все	1	1
410	и такие	3	1
411	как только	3	1
412	менее эти	1	1
413	и за	2	1
414	для его	3	1
415	как некое	1	1
416	оно не	1	1
417	ставится под	1	1
418	ничего общего	7	1
419	здесь еще	1	1
420	и это	9	1
421	некоторой степени	1	1
422	который только	2	1
423	иметь в	1	1
424	получает свою	1	1
425	из всего	1	1
426	себе в	1	1
427	и сами	2	1
428	здесь не	8	1
429	без всякого	3	1
430	как знак	1	1
431	в пределах	1	1
432	идет речь	3	1
433	и когда	1	1
434	что у	3	1
435	с собой	3	1
436	так и	10	1
437	мог бы	1	1
438	на которую	3	1
439	можно только	1	1
440	к тем	1	1
441	том как	2	1
442	но у	1	1
443	без всякой	1	1
444	если бы	3	1
445	и вообще	8	1
446	с ним	7	1
447	хотя это	2	1
448	означает что	1	1
449	выводу что	1	1
450	но может	1	1
451	говорят что	1	1
452	и поэтому	1	1
453	настоящее время	2	1
454	можно сказать	6	1
455	и во	2	1
456	то эта	1	1
457	однако такое	1	1
458	нас в	4	1
459	не отличаются	1	1
460	в его	9	1
461	во всей	3	1
462	по разным	1	1
463	если эта	2	1
464	в ту	1	1
465	все время	1	1
466	если это	1	1
467	в старое	1	1
468	в другую	1	1
469	в литературе	1	1
470	быть и	3	1
471	с той	5	1
472	но с	2	1
473	зимы в	1	1
474	сделать это	1	1
475	что он	9	1
476	и является	4	1
477	к их	2	1
478	и действительно	1	1
479	который в	2	1
480	i и	2	1
481	от них	1	1
482	же и	4	1
483	с нею	2	1
484	одна с	2	1
485	только на	5	1
486	вернуться к	2	1
487	значение и	5	1
488	а это	3	1
489	при помощи	8	1
490	и обратно	1	1
491	ни с	4	1
492	был бы	1	1
493	не будут	2	1
494	обратить внимание	1	1
495	не так	3	1
496	для него	3	1
497	всяком случае	6	1
498	на глаза	1	1
499	могло бы	3	1
500	в одном	1	1
501	в конце	5	1
502	чтобы она	1	1
503	до некоторой	1	1
504	или это	1	1
505	как его	1	1
506	случае не	3	1
507	нами еще	2	1
508	как раз	8	1
509	не просто	23	1
510	указание на	1	1
511	само собой	2	1
512	может рассматриваться	1	1
513	поэтическая метафора	1	1
514	время как	4	1
515	и даже	14	1
516	даже не	2	1
517	и эту	1	1
518	участвующих в	1	1
519	месте и	1	1
520	смысла и	1	1
521	не на	1	1
522	зависит от	1	1
523	они часто	1	1
524	понимать как	3	1
525	на смерть	1	1
526	и следовательно	2	1
527	в одно	1	1
528	которого она	1	1
529	может иметь	3	1
530	или другого	3	1
531	эти слова	2	1
532	и потому	7	1
533	некоторые из	1	1
534	или по	4	1
535	на какую-то	1	1
536	по своему	2	1
537	что за	1	1
538	на тот	1	1
539	смысле этого	1	1
540	он может	1	1
541	самым тщательным	1	1
542	здесь имеется	1	1
543	а потом	1	1
544	в тех	3	1
545	многих других	2	1
546	и более	2	1
547	быть не	1	1
548	этого слова	5	1
549	и не	35	1
550	но это	8	1
551	отдельно от	3	1
552	внутри которой	1	1
553	и тогда	3	1
554	случаях когда	1	1
555	ли в	1	1
556	но эту	1	1
557	она может	2	1
558	первую очередь	3	1
559	в настоящее	2	1
560	от него	2	1
561	а может	2	1
562	однако к	1	1
563	тем более	3	1
564	мы должны	7	1
565	его уже	1	1
566	только что	2	1
567	петра i	3	1
568	или не	1	1
569	но возможно	1	1
570	в мифе	3	1
571	очень хорошо	1	1
572	к ее	1	1
573	лежит представление	1	1
574	новую жизнь	1	1
575	несмотря на	1	1
576	только с	4	1
577	под него	4	1
578	сказать что	16	1
579	другой стороны	5	1
580	на который	1	1
581	например и	2	1
582	когда в	3	1
583	многих местах	1	1
584	не сами	1	1
585	одновременно и	1	1
586	есть и	2	1
587	воды или	1	1
588	в заключение	3	1
589	и состоит	2	1
590	это так	2	1
591	во всяком	9	1
592	есть тут	1	1
593	как на	2	1
594	и особенно	2	1
