N	2gram	Savitsky_E_1	Myshleni
602	необходимо понять	1	1
603	физические и	1	1
604	в соответствии	1	1
605	не на	4	1
606	не было	1	1
607	она является	1	1
608	более того	1	1
609	так обстояло	1	1
610	зависит от	1	1
611	сдвиг в	1	1
612	к осознанию	1	1
613	отнюдь не	9	1
614	это значит	2	1
615	самом определении	1	1
616	факта но	1	1
617	по нашему	3	1
618	стороны в	2	1
619	наш путь	2	1
620	входить в	1	1
621	для них	2	1
622	с которыми	1	1
623	их к	1	1
624	поэтому если	1	1
625	можно быть	1	1
626	если так	1	1
627	по своему	7	1
628	к жизни	1	1
629	не дают	2	1
630	наряду с	2	1
631	в тех	1	1
632	для понимания	2	1
633	активности и	1	1
634	для тех	1	1
635	не служит	4	1
636	между прочим	7	1
637	положение которое	1	1
638	как те	1	1
639	и новой	1	1
640	зависящего от	1	1
641	рассматривать как	1	1
642	но с	2	1
643	вопрос в	1	1
644	и для	3	1
645	случаях когда	2	1
646	указать на	1	1
647	живет и	1	1
648	или в	2	1
649	та и	1	1
650	в силах	1	1
651	а к	1	1
652	в отдельных	1	1
653	это так	3	1
654	возникает вопрос	1	1
655	потребностей в	1	1
656	или меньшей	1	1
657	значения для	2	1
658	потребность в	3	1
659	отношении к	15	1
660	связь с	1	1
661	мы подразумеваем	1	1
662	не быть	1	1
663	и сейчас	2	1
664	именно к	2	1
665	как некоторый	1	1
666	время не	1	1
667	целей и	1	1
668	к этой	1	1
669	и другие	1	1
670	своей части	1	1
671	это в	1	1
672	который не	1	1
673	лежащих в	1	1
674	в таком	3	1
675	все что	1	1
676	этой точки	5	1
677	том числе	1	1
678	гораздо более	1	1
