N	2gram	Bakhtin_sl_2	Komedia
124	и есть	1	2
125	и за	1	2
126	мы не	2	2
127	из самых	1	2
128	говорить о	3	2
129	х годов	2	2
130	в виду	1	2
131	меньше чем	2	2
132	чем это	1	2
133	и другие	2	2
134	отличие от	13	2
135	человеку и	1	2
136	ситуаций и	1	2
137	отнюдь не	1	2
138	идет о	1	2
139	в одной	1	2
140	целый ряд	1	2
141	за собой	1	2
142	с той	1	2
143	бы и	3	2
144	в нашем	2	2
145	роль в	2	2
146	что она	1	2
147	он не	2	2
148	и еще	1	2
149	на этом	3	2
150	об этом	1	2
151	это не	5	2
152	не всегда	2	2
153	чем в	2	2
154	в один	1	2
155	всяком случае	2	2
156	в отличие	12	2
157	которые в	2	2
158	не в	9	2
159	в конце	1	2
160	однако в	2	2
161	вовсе не	10	2
162	даже в	2	2
163	на пути	1	2
164	одна из	4	2
165	в одном	2	2
166	не столь	1	2
167	не является	1	2
168	в духе	1	2
169	и это	1	2
170	как не	1	2
171	с самого	1	2
172	так в	2	2
173	и что	1	2
174	в мире	1	2
175	с собой	1	2
176	быту и	1	2
177	римской империи	1	2
178	в состав	3	2
179	или на	2	2
180	и все	5	2
181	мы понимаем	1	2
182	нем не	1	2
183	наконец в	4	2
184	даже на	3	2
185	также в	1	2
186	представления о	1	2
187	все время	1	2
188	речь о	2	2
189	с ними	5	2
190	в какой	1	2
191	и ее	1	2
192	с одной	5	2
193	одно из	1	2
194	т п	33	2
195	не для	1	2
196	отношение к	4	2
197	в других	1	2
198	рядом с	3	2
199	и к	6	2
200	до сих	2	2
201	с другой	5	2
202	одной стороны	5	2
203	а на	1	2
204	с которым	2	2
205	для этой	1	2
206	мы находим	1	2
207	в той	4	2
208	как бы	7	2
209	своего времени	1	2
210	сих пор	2	2
211	еще более	2	2
212	хотя бы	3	2
213	вести себя	1	2
214	в речах	2	2
215	к его	2	2
216	частности в	1	2
217	во всяком	3	2
218	и шире	1	1
219	отношения к	4	1
220	исключения и	1	1
221	и этот	1	1
222	на первый	1	1
223	та же	1	1
224	темы в	2	1
225	в сущности	6	1
226	в самих	1	1
227	они были	1	1
228	и быта	1	1
229	между собой	1	1
230	первый план	1	1
231	все эти	6	1
232	не был	2	1
233	в различных	2	1
234	в чем	3	1
235	в создании	1	1
236	то мы	1	1
237	с какими	1	1
238	значение и	1	1
239	не просто	1	1
240	создается образ	1	1
241	чем же	1	1
242	быта и	1	1
243	в рамках	1	1
244	если она	3	1
245	как к	3	1
246	конкретным содержанием	1	1
247	пределах одной	1	1
248	и нет	2	1
249	однако не	1	1
250	и слова	5	1
251	себя так	1	1
252	как уже	2	1
253	более или	2	1
254	гораздо более	1	1
255	этой цели	1	1
256	в герое	1	1
257	с нею	1	1
258	жизни в	2	1
259	для ее	1	1
260	в чисто	3	1
261	для которого	1	1
262	шире и	1	1
263	себе как	2	1
264	не приходится	3	1
265	только два	1	1
266	действительности но	1	1
267	сил в	1	1
268	связанного с	1	1
269	в себе	2	1
270	корнями в	2	1
271	на его	2	1
272	больше всего	1	1
273	все случаи	1	1
274	сказать в	1	1
275	время и	1	1
276	пределах одного	7	1
277	и более	2	1
278	его от	3	1
279	для изображения	1	1
280	в другом	2	1
281	его не	4	1
282	бы быть	1	1
283	этой традиции	1	1
284	на все	1	1
285	знает что	1	1
286	входит в	4	1
287	не умеет	1	1
288	действительности в	1	1
289	конечно приходится	1	1
290	по себе	5	1
291	поэтому когда	1	1
292	но уже	1	1
293	соединение в	1	1
294	в соединении	1	1
295	попадает в	1	1
296	и уже	1	1
297	мы видели	2	1
298	их автора	1	1
299	выражение в	1	1
300	автора и	2	1
301	здесь она	1	1
302	или менее	2	1
303	в эту	1	1
304	во второй	1	1
305	и при	2	1
306	мысль и	1	1
307	и без	1	1
308	имеет различное	1	1
309	и новый	1	1
310	не столько	3	1
311	его лежит	1	1
312	от его	1	1
313	должны были	1	1
314	только для	1	1
315	нам в	1	1
316	тем не	1	1
317	и единственного	2	1
318	как от	1	1
319	вещей и	1	1
320	для нее	1	1
321	освободиться от	1	1
322	и одной	1	1
323	с точки	3	1
324	лиц и	1	1
325	с которой	1	1
326	на себе	1	1
327	весь этот	1	1
328	как о	2	1
329	в основе	4	1
330	было у	1	1
331	и внутренней	2	1
332	иметь в	1	1
333	человека если	1	1
334	никогда не	7	1
335	источников в	1	1
336	ничего не	1	1
337	она с	1	1
338	таким путем	1	1
339	для постановки	1	1
340	со своим	9	1
341	внешней и	1	1
342	эти три	1	1
343	как-то устроить	1	1
344	в области	2	1
345	к себе	1	1
346	нет ни	1	1
347	его для	1	1
348	и всех	1	1
349	отличается от	2	1
350	числе и	1	1
351	как для	3	1
352	той или	5	1
353	из себя	3	1
354	должен быть	2	1
355	мы слышим	1	1
356	дошедшие до	1	1
357	то она	1	1
358	и служит	1	1
359	с каким	1	1
360	в собственном	3	1
361	в себя	2	1
362	в пределах	13	1
363	приводит к	1	1
364	в рамки	2	1
365	если они	1	1
366	в контексте	3	1
367	здесь нет	1	1
368	мог бы	1	1
369	в социальном	1	1
370	речь как	1	1
371	различное значение	1	1
372	с ним	7	1
373	не меньше	2	1
374	с человеком	1	1
375	а также	3	1
376	зрения на	2	1
377	за пределами	1	1
378	но мы	2	1
379	никак не	1	1
380	можем сказать	1	1
381	слова эти	1	1
382	нас в	1	1
383	за свое	1	1
384	материал для	2	1
385	говорить об	1	1
386	нуждается в	2	1
387	во всей	1	1
388	и ни	2	1
389	и следовательно	1	1
390	условия для	1	1
391	людей с	2	1
392	не зная	1	1
393	в литературе	1	1
394	как например	2	1
395	по своей	1	1
396	слов или	1	1
397	всякого рода	1	1
398	речи о	1	1
399	кстати сказать	1	1
400	что различные	1	1
401	пор не	2	1
402	правда и	2	1
403	то он	1	1
404	лиц не	1	1
405	конечно не	5	1
406	ряде случаев	1	1
407	в большинстве	6	1
408	только на	1	1
409	него свои	2	1
410	не все	2	1
411	в сознании	1	1
412	основе его	2	1
413	большинстве случаев	5	1
414	соединяется с	1	1
415	мир в	1	1
416	для него	7	1
417	в известной	1	1
418	слово как	7	1
419	не о	1	1
420	жизни ситуациях	1	1
421	говорят и	1	1
422	как раз	1	1
423	протяжении всего	1	1
424	о которых	1	1
425	к самому	1	1
426	соединении с	1	1
427	которые как	1	1
428	чувствует себя	1	1
429	во власти	2	1
430	встреча на	1	1
431	и даже	7	1
432	или иной	5	1
433	и произведения	1	1
434	в общественном	1	1
435	не обязательно	1	1
436	и создает	3	1
437	и образов	1	1
438	на которые	1	1
439	и затем	2	1
440	что не	1	1
441	приближаться к	1	1
442	говорит о	1	1
443	очень трудно	1	1
444	касается самого	1	1
445	этого не	1	1
446	с жадностью	1	1
447	до конца	17	1
448	и самый	1	1
449	не на	1	1
450	а не	14	1
451	однако и	1	1
452	изображения в	2	1
453	другой стороны	1	1
454	там где	6	1
455	самого начала	1	1
456	речи и	3	1
457	среди других	1	1
458	несмотря на	1	1
459	всего этого	1	1
460	с помощью	4	1
461	свою очередь	2	1
462	ближе всего	1	1
463	только его	1	1
464	со словом	5	1
465	не одно	1	1
466	к своему	9	1
467	он говорит	1	1
468	целом ряде	1	1
469	взаимоотношения между	1	1
470	ведет к	1	1
471	себя то	2	1
472	и там	3	1
473	именно в	2	1
474	образом на	1	1
475	еще раз	3	1
476	стихов в	1	1
477	за ним	1	1
478	которые были	1	1
479	исчерпана и	1	1
480	ближе к	1	1
481	в наше	1	1
482	в более	2	1
483	в одно	2	1
484	может служить	1	1
485	сюжета и	1	1
486	в результате	2	1
487	это как	1	1
488	не с	3	1
489	и как	3	1
490	разной степени	1	1
491	иначе обстоит	1	1
492	которые его	1	1
493	обстоит дело	2	1
494	все более	1	1
495	но всегда	1	1
496	в системе	1	1
497	на фоне	4	1
498	признания в	1	1
499	героя и	5	1
500	не знает	2	1
501	сказать что	3	1
502	только как	1	1
503	лишь тогда	2	1
504	в свою	3	1
505	при его	2	1
506	о себе	1	1
507	какой мере	1	1
508	всех других	1	1
509	в последнем	1	1
510	или иного	1	1
511	ко всему	1	1
512	того или	1	1
513	авторов в	1	1
514	все что	2	1
