N	2gram	Vinokur_Ku_1	Tvorches
453	в области	7	1
454	ли это	2	1
455	у нас	10	1
456	и стиля	1	1
457	рассчитан на	1	1
458	один раз	1	1
459	xx века	1	1
460	к себе	4	1
461	не могут	2	1
462	выход из	1	1
463	относиться к	1	1
464	мало чем	1	1
465	но все	2	1
466	есть признак	1	1
467	в других	1	1
468	в недрах	1	1
469	что оно	3	1
470	бы он	1	1
471	что на	1	1
472	указывает на	1	1
473	не есть	4	1
474	оно не	3	1
475	книга по	1	1
476	в конце	1	1
477	свою очередь	3	1
478	внимание на	4	1
479	отношения и	2	1
480	в ее	1	1
481	века от	1	1
482	к нам	1	1
483	другой стороны	6	1
484	оппозиция в	1	1
485	в собственном	2	1
486	только не	1	1
487	и говорит	2	1
488	только то	1	1
489	мы наблюдаем	2	1
490	если они	1	1
491	новый оттенок	1	1
492	что у	1	1
493	утверждает что	1	1
494	но у	1	1
495	которая в	1	1
496	ниже не	1	1
497	по мере	3	1
498	к языку	5	1
499	и послужило	1	1
500	в таком	3	1
501	движения и	1	1
502	и здесь	3	1
503	и должно	2	1
504	никак не	2	1
505	и что	5	1
506	нас в	1	1
507	вопросу о	1	1
508	связь между	1	1
509	в которую	1	1
510	души по	1	1
511	между тем	5	1
512	выводов из	2	1
513	была бы	3	1
514	сквозь эту	1	1
515	нуждается в	3	1
516	это указание	1	1
517	язык в	5	1
518	все время	1	1
519	понимании это	1	1
520	вероятно это	1	1
521	в современной	2	1
522	он справедливо	1	1
523	тех кого	1	1
524	в ряде	2	1
525	он стал	1	1
526	как он	1	1
527	действие в	2	1
528	с гораздо	1	1
529	с ними	4	1
530	будь то	1	1
531	положение в	1	1
532	не художественной	1	1
533	с одной	1	1
534	вот что	1	1
535	в эти	1	1
536	себя в	1	1
537	от одной	1	1
538	не принял	2	1
539	если мы	2	1
540	то и	2	1
541	по законам	1	1
542	не все	2	1
543	но с	2	1
544	а это	3	1
545	на этих	1	1
546	его и	1	1
547	он принадлежит	1	1
548	себя все	1	1
549	школы и	2	1
550	к мысли	1	1
551	в прозе	1	1
552	могло бы	1	1
553	в одном	3	1
554	сами по	1	1
555	и со	1	1
556	люди на	1	1
557	к ним	1	1
558	а через	1	1
559	но что	1	1
560	тем что	8	1
561	идеальное начало	1	1
562	даже и	3	1
563	науки в	1	1
564	не было	3	1
565	не укладывается	1	1
566	без всякой	1	1
567	не надо	1	1
568	до сих	4	1
569	особое внимание	1	1
570	мне не	1	1
571	однако это	1	1
572	к которому	3	1
573	для этого	3	1
574	было и	1	1
575	а с	3	1
576	себя и	1	1
577	исходит из	1	1
578	совмещается с	1	1
579	и их	1	1
580	превращается в	2	1
581	одной стороны	1	1
582	связи с	7	1
583	а на	2	1
584	на этот	2	1
585	такие же	1	1
586	не на	4	1
587	есть лишь	3	1
588	это у	1	1
589	жизнь в	1	1
590	так называемой	2	1
591	о чем	2	1
592	когда она	1	1
593	него не	1	1
594	школы с	1	1
595	с помощью	7	1
596	именно поэтому	2	1
597	из элементов	1	1
598	вышла в	1	1
599	как это	3	1
600	чтобы мы	1	1
601	в моей	1	1
602	по своему	1	1
603	в область	1	1
604	а если	3	1
605	с некоторыми	1	1
606	есть только	1	1
607	это есть	2	1
608	во все	2	1
609	что же	6	1
610	находятся в	1	1
611	самого себя	1	1
612	даже с	1	1
613	из этой	1	1
614	не заметил	1	1
615	это значит	1	1
616	ли не	3	1
617	от среды	1	1
618	время есть	1	1
619	это явно	1	1
620	слова и	4	1
621	сейчас же	1	1
622	сих пор	4	1
623	только для	1	1
624	о его	1	1
625	между прочим	2	1
626	является как	1	1
627	и тогда	4	1
628	цитату из	1	1
629	как раз	8	1
630	пока еще	1	1
631	к вопросу	1	1
632	и сам	1	1
633	в более	2	1
634	времени его	1	1
635	живет и	2	1
636	бы говорить	1	1
637	уже на	2	1
638	в связи	3	1
639	чего я	1	1
640	но на	1	1
641	имеют для	1	1
642	еще раз	1	1
643	в настоящее	1	1
644	в последней	1	1
645	тем более	2	1
646	чтобы его	1	1
647	вовсе нет	1	1
648	особого внимания	1	1
649	на улице	2	1
650	именем и	2	1
651	я в	1	1
652	же в	4	1
653	в искусстве	1	1
654	давно уже	1	1
655	отношении к	1	1
656	тезис о	1	1
657	себе всю	1	1
658	может и	1	1
659	это все	1	1
660	в моем	1	1
661	этот вопрос	1	1
662	и свое	1	1
663	только как	1	1
664	их с	1	1
665	к его	1	1
666	не что	1	1
667	отношению к	9	1
668	т е	38	1
669	первую очередь	2	1
670	в какой	6	1
671	о нем	2	1
672	но эти	1	1
673	а может	1	1
674	как результат	1	1
