N	2gram	Potebnia_M_4	Vladivir
252	невозможно но	1	2
253	уже и	2	2
254	как будто	1	2
255	а мы	3	2
256	начиная с	1	2
257	которое в	3	2
258	относиться к	1	2
259	к тому	3	2
260	а что	2	2
261	в настоящее	1	2
262	в виду	3	2
263	свою очередь	1	2
264	меня в	1	2
265	не могу	2	2
266	без всякого	1	2
267	данном случае	2	2
268	имеет никакого	1	2
269	и ту	1	2
270	ничего не	1	2
271	о нем	1	2
272	нам представляется	2	2
273	настоящее время	1	2
274	второй половине	1	2
275	после того	2	2
276	в чем	1	2
277	в сущности	2	2
278	и во	1	2
279	нас в	2	2
280	или как	1	2
281	к нему	5	2
282	и всякая	1	2
283	и можно	1	2
284	в теории	1	2
285	на другие	1	2
286	от нас	1	2
287	он сам	1	2
288	себе в	3	2
289	в новом	1	2
290	друг друга	2	2
291	бытия и	1	2
292	но уже	3	2
293	ее на	1	2
294	но из	1	2
295	для того	6	2
296	и из	3	2
297	как у	1	2
298	здесь в	1	2
299	и прежде	2	2
300	во второй	1	2
301	что не	6	2
302	мы сами	3	2
303	стремится к	2	2
304	с которым	2	2
305	было для	1	2
306	на эту	1	2
307	в бытии	1	2
308	если не	1	2
309	в частности	1	2
310	здесь можно	1	2
311	к его	2	2
312	и потому	10	2
313	отрывок из	1	2
314	в той	4	2
315	эти признаки	1	2
316	можно было	2	2
317	в более	2	2
318	в двух	2	2
319	же в	1	2
320	в сравнении	4	2
321	есть и	2	2
322	можно назвать	2	2
323	в своих	2	2
324	во сне	2	2
325	если б	4	1
326	не прямо	1	1
327	и т	7	1
328	одним из	1	1
329	например в	3	1
330	обращается в	1	1
331	а из	1	1
332	и др	2	1
333	отношения между	2	1
334	жизни к	2	1
335	намеки на	1	1
336	без влияния	1	1
337	и за	1	1
338	поэзии и	7	1
339	чего в	1	1
340	это объяснение	2	1
341	в несколько	1	1
342	есть не	4	1
343	отсюда видно	1	1
344	что между	3	1
345	той ступени	1	1
346	до него	1	1
347	в первый	2	1
348	ответить на	3	1
349	говорить о	5	1
350	что иное	2	1
351	а для	1	1
352	оно есть	2	1
353	орудия и	1	1
354	но даже	2	1
355	стороны но	1	1
356	дать ему	1	1
357	в которых	3	1
358	иное как	2	1
359	ответа на	1	1
360	не без	1	1
361	движение вперед	1	1
362	самом деле	3	1
363	других источников	1	1
364	мысли если	1	1
365	то он	2	1
366	но как	1	1
367	не все	1	1
368	что так	2	1
369	нет и	1	1
370	в выражениях	1	1
371	меньше всего	1	1
372	как говорит	1	1
373	тем больше	1	1
374	более чем	3	1
375	независимо от	6	1
376	общего с	1	1
377	его сердце	1	1
378	природы и	2	1
379	как нам	1	1
380	что нет	1	1
381	как уже	1	1
382	чего мы	1	1
383	что по	2	1
384	и словом	2	1
385	его к	2	1
386	духа и	2	1
387	и отчасти	1	1
388	все человечество	1	1
389	является до	1	1
390	себе как	1	1
391	та же	1	1
392	бы и	5	1
393	он в	1	1
394	в нашем	2	1
395	думать что	4	1
396	может считаться	1	1
397	одно название	1	1
398	если он	1	1
399	и идея	1	1
400	так сказать	5	1
401	есть но	1	1
402	теми же	2	1
403	что она	2	1
404	главным образом	1	1
405	уже тогда	1	1
406	чтобы он	1	1
407	он ни	1	1
408	т д	3	1
409	может состоять	1	1
410	они в	1	1
411	и еще	1	1
412	на том	2	1
413	xix века	1	1
414	и совершенно	1	1
415	к одному	3	1
416	невозможно можно	1	1
417	с представлением	1	1
418	свое время	1	1
419	но вместе	1	1
420	его можно	1	1
421	от нее	1	1
422	сделать из	1	1
423	мы его	3	1
424	что все	4	1
425	них не	1	1
426	а по	1	1
427	она получила	1	1
428	с болезнью	1	1
429	лишь в	3	1
430	а как	2	1
431	в свое	1	1
432	он есть	1	1
433	уже сказано	1	1
434	например с	2	1
435	в природу	1	1
436	прибавить что	1	1
437	в положительной	1	1
438	невозможно и	1	1
439	из нее	2	1
440	на которую	1	1
441	все равно	3	1
442	к которым	3	1
443	далеко не	1	1
444	для своего	1	1
445	на основании	4	1
446	мы имеем	4	1
447	всю жизнь	1	1
448	vi уже	1	1
449	во внимание	1	1
450	между собою	4	1
451	говорить разве	1	1
452	существует то	1	1
453	чем в	2	1
454	что такого	1	1
455	этом в	2	1
456	бога и	1	1
457	и того	1	1
458	миросозерцания в	1	1
459	можно только	2	1
460	не так	2	1
461	во время	2	1
462	но если	1	1
463	от своего	1	1
464	при изучении	1	1
465	а главное	1	1
466	к истории	1	1
467	взгляд на	1	1
468	в такой	1	1
469	и без	2	1
470	то для	1	1
471	что до	2	1
472	далее в	1	1
473	может сделать	1	1
474	бы мы	1	1
475	своего рода	1	1
476	мысли от	2	1
477	чем дальше	1	1
478	но эта	2	1
479	выше мы	2	1
480	которые в	1	1
481	нам в	1	1
482	если бы	13	1
483	есть еще	1	1
484	и относительно	2	1
485	что этот	1	1
486	могли быть	1	1
487	для нее	1	1
488	случае мы	1	1
489	о противоположности	1	1
490	но они	1	1
491	или что	2	1
492	всего его	1	1
493	человечества и	1	1
494	что сущность	1	1
495	что с	1	1
496	самого начала	2	1
497	дело не	2	1
498	что их	1	1
499	что такое	7	1
500	и сама	2	1
501	весь этот	1	1
502	как о	1	1
503	знания и	1	1
504	не могло	1	1
505	только не	3	1
506	следовательно и	1	1
507	судя по	2	1
508	самого предмета	1	1
509	связанное с	1	1
510	это то	1	1
511	в самой	2	1
512	что наша	2	1
513	этих двух	1	1
514	того в	1	1
515	намерения и	1	1
516	степени что	1	1
517	возможно было	1	1
518	во всем	1	1
519	в сознании	4	1
520	как а	1	1
521	из истории	1	1
522	только с	1	1
523	в каком	4	1
524	если только	1	1
525	перед ним	1	1
526	у меня	1	1
527	и здесь	2	1
528	если у	1	1
529	сравнении с	1	1
530	нет мы	1	1
531	должны быть	3	1
532	есть хотя	1	1
533	отказаться от	1	1
534	утверждать что	1	1
535	ничего общего	1	1
536	нас от	1	1
537	не будет	3	1
538	но вообще	1	1
539	такое что	1	1
540	и многие	2	1
541	в собственном	1	1
542	в себя	1	1
543	в произведении	1	1
544	на той	2	1
545	но мы	2	1
546	с самого	1	1
547	образом я	1	1
548	всей своей	1	1
549	так в	3	1
550	есть все	1	1
551	от того	4	1
552	слова а	1	1
553	как с	1	1
554	на нее	3	1
555	времени и	1	1
556	ясно что	1	1
557	мы приведем	1	1
558	столько же	1	1
559	еще не	3	1
560	но сравнительно	1	1
561	том как	1	1
562	в субъективном	1	1
563	относимся к	1	1
564	быть может	4	1
565	что весьма	1	1
566	пор пока	2	1
567	человеческого развития	2	1
568	уже было	2	1
569	может не	1	1
570	на вопрос	4	1
571	и та	4	1
572	то уже	2	1
573	влияние на	2	1
574	все его	1	1
575	до известной	2	1
576	бы заметить	1	1
577	во втором	1	1
578	в глазах	2	1
579	я вижу	2	1
580	которая и	1	1
581	что бы	1	1
582	еще только	1	1
583	и об	1	1
584	при самом	1	1
585	что здесь	1	1
586	как из	1	1
587	признаки а	1	1
588	но с	1	1
589	что только	2	1
590	или за	1	1
591	можно считать	2	1
592	этот вопрос	3	1
593	дело с	1	1
594	что даже	2	1
595	известного рода	1	1
596	поводу его	1	1
597	пор не	3	1
598	как нечто	1	1
599	и тем	4	1
600	по этому	1	1
601	в качестве	1	1
602	же он	1	1
603	человека с	1	1
604	с нею	3	1
605	если мы	2	1
606	только на	4	1
607	человеческого духа	6	1
608	чем оно	1	1
609	его по	1	1
610	хотя в	2	1
611	слова не	3	1
612	при помощи	3	1
613	в душе	1	1
614	и других	3	1
615	из них	1	1
616	но несомненно	1	1
617	следует что	1	1
618	и их	3	1
619	никто не	2	1
620	в одном	4	1
621	т п	4	1
622	это нужно	1	1
623	и стремится	1	1
624	содержания а	1	1
625	к ним	2	1
626	которое является	1	1
627	заметить что	6	1
628	тем что	10	1
629	этом отношении	1	1
630	до тех	6	1
631	этом роде	1	1
632	значение только	1	1
633	рядом с	1	1
634	нужно было	1	1
635	не были	2	1
636	даже не	2	1
637	до сих	4	1
638	эта работа	1	1
639	что человек	3	1
640	и быть	2	1
641	было и	2	1
642	в природе	1	1
643	вещь и	1	1
644	больше и	1	1
645	нужно сказать	1	1
646	процесс в	1	1
647	то и	4	1
648	поэтической и	1	1
649	здесь дело	1	1
650	мы и	2	1
651	человеческой жизни	1	1
652	этого сна	1	1
653	было сказано	1	1
654	понятие о	1	1
655	что мы	10	1
656	на слово	1	1
657	то она	1	1
658	если это	1	1
659	нечто такое	2	1
660	все более	3	1
661	такой степени	6	1
662	я говорю	3	1
663	все то	1	1
664	можно утверждать	1	1
665	до этого	3	1
666	через то	1	1
667	его как	1	1
668	если она	1	1
669	менее не	1	1
670	в разной	1	1
671	к своему	1	1
672	не могут	2	1
673	в столь	1	1
674	он говорит	1	1
675	в общих	2	1
676	она есть	1	1
677	есть только	5	1
678	перед нами	1	1
679	это есть	3	1
680	не что	2	1
681	слов что	2	1
682	в первой	1	1
683	чувства и	1	1
684	такие явления	1	1
685	для понимания	2	1
686	выходит что	1	1
687	думать не	1	1
688	тех пор	6	1
689	этот не	1	1
690	этом случае	5	1
691	сих пор	4	1
692	выше его	1	1
693	я от	1	1
694	но для	1	1
695	в смысле	3	1
696	чем та	1	1
697	за ним	2	1
698	и сделал	1	1
699	повлиять и	1	1
700	сравнить с	2	1
701	известной степени	3	1
702	тем и	6	1
703	и другим	3	1
704	потому не	1	1
705	ему только	1	1
706	нельзя сказать	3	1
707	по возможности	1	1
708	мира и	1	1
709	чтобы понять	2	1
710	этой веры	1	1
711	до нее	1	1
712	развития и	2	1
713	время и	1	1
714	не с	2	1
715	хотя я	1	1
716	от него	2	1
717	из себя	2	1
718	у них	1	1
719	что значит	2	1
720	полагать что	1	1
721	разве только	1	1
722	ни к	2	1
723	от всего	1	1
724	есть уже	4	1
725	бы на	1	1
726	то необходимо	2	1
727	отношении к	1	1
728	та что	1	1
729	от всякого	1	1
730	то вопрос	1	1
731	быть и	2	1
732	которая на	1	1
733	первый раз	1	1
734	между ними	4	1
735	только как	4	1
736	существует в	1	1
737	была бы	1	1
738	от всех	1	1
739	равно как	2	1
740	что такие	1	1
741	уже после	1	1
742	но когда	1	1
743	почему он	1	1
744	любви к	1	1
745	и красоты	1	1
746	пока не	2	1
747	эти слова	1	1
748	в действительности	3	1
749	будет сказать	1	1
750	уже есть	2	1
751	а может	2	1
752	ее в	1	1
753	можно думать	2	1
754	бы из	1	1
755	от огня	1	1
756	том числе	1	1
