N	2gram	Tiupa_Narr_1	EvropaiE
105	и к	1	3
106	всего лишь	3	3
107	представляет собой	8	3
108	в известном	2	3
109	но на	1	3
110	мы можем	2	3
111	не будет	2	3
112	и мы	1	3
113	и тем	4	3
114	с тем	1	3
115	мы видели	1	3
116	во второй	1	3
117	она в	2	3
118	в которых	1	3
119	можно ли	1	3
120	дело в	2	3
121	никогда не	4	3
122	потому что	5	3
123	заключает в	2	3
124	с другом	1	3
125	бы ни	1	3
126	приближается к	1	3
127	о том	4	3
128	что и	1	3
129	и только	2	3
130	народов и	1	3
131	известном смысле	2	3
132	в стороне	1	3
133	всяком случае	2	3
134	различия в	1	3
135	не из	1	3
136	в данной	1	3
137	из них	4	3
138	к ним	2	3
139	тем что	1	3
140	этом отношении	3	3
141	по своим	2	3
142	в свою	2	3
143	говорит о	1	3
144	связано с	1	3
145	там где	1	3
146	в данном	11	3
147	друг с	1	3
148	в культуре	1	3
149	не является	3	3
150	известной степени	1	3
151	и для	2	3
152	и от	2	3
153	в результате	2	3
154	не более	1	3
155	жизни в	2	3
156	в таком	2	3
157	во всяком	2	3
158	и наиболее	1	2
159	и то	3	2
160	и другая	1	2
161	из того	1	2
162	меньшей степени	2	2
163	между собой	2	2
164	он сам	3	2
165	но как	3	2
166	точка зрения	5	2
167	друг от	1	2
168	же мало	1	2
169	его на	1	2
170	с этим	1	2
171	хотя и	4	2
172	целый ряд	1	2
173	и как	3	2
174	что это	1	2
175	большей части	3	2
176	в этой	6	2
177	что к	1	2
178	в случае	2	2
179	главным образом	1	2
180	но именно	3	2
181	он не	3	2
182	и еще	2	2
183	в силу	1	2
184	какой бы	1	2
185	таким образом	1	2
186	в мире	4	2
187	и с	3	2
188	с другими	1	2
189	например с	1	2
190	для них	2	2
191	далеко не	1	2
192	нас к	1	2
193	одна и	1	2
194	в не	1	2
195	иначе говоря	8	2
196	и того	2	2
197	в этих	2	2
198	или точнее	1	2
199	в котором	1	2
200	при условии	1	2
201	она не	2	2
202	вопрос не	1	2
203	по своей	1	2
204	как будто	3	2
205	что на	4	2
206	течением времени	1	2
207	могут быть	1	2
208	случаях когда	1	2
209	только одно	1	2
210	имеет место	4	2
211	от друга	1	2
212	как не	1	2
213	свою очередь	2	2
214	половине второго	1	2
215	данном случае	8	2
216	решения проблемы	1	2
217	мог бы	1	2
218	наше внимание	1	2
219	будем именовать	1	2
220	если бы	7	2
221	и та	1	2
222	в значительной	1	2
223	к нему	4	2
224	во втором	6	2
225	в его	6	2
226	также в	1	2
227	не можем	1	2
228	если в	2	2
229	участие в	1	2
230	в одном	4	2
231	на уровне	1	2
232	а именно	1	2
233	на основании	1	2
234	на этот	1	2
235	а не	13	2
236	человеческой культуры	1	2
237	начиная с	3	2
238	вместе с	2	2
239	наряду с	1	2
240	в европейской	1	2
241	мира но	1	2
242	или в	6	2
243	то не	1	2
244	и все	3	2
245	но еще	1	2
246	еще более	1	2
247	всех прочих	1	2
248	и наконец	1	2
249	исключительно в	2	2
250	же в	2	2
251	а в	13	2
252	между ними	2	2
253	не говоря	1	2
254	другой стороны	2	2
255	частности в	1	2
256	жизни и	6	2
257	как известно	3	1
258	и т	1	1
259	например в	1	1
260	в тех	1	1
261	отметим что	1	1
262	получает в	1	1
263	тех же	1	1
264	и до	1	1
265	речь идет	3	1
266	можно развернуть	1	1
267	и утверждается	1	1
268	той же	1	1
269	что между	1	1
270	чтобы не	1	1
271	а для	3	1
272	качестве одного	1	1
273	быть в	1	1
274	истории в	4	1
275	с его	4	1
276	тем как	1	1
277	бы она	1	1
278	чем это	2	1
279	мы будем	1	1
280	значение и	1	1
281	по отношению	3	1
282	тогда как	10	1
283	отличие от	2	1
284	которые не	1	1
285	как по	1	1
286	в центре	3	1
287	в рамках	1	1
288	человеческого бытия	1	1
289	на минуту	1	1
290	все же	4	1
291	в полном	1	1
292	конечно но	1	1
293	более или	1	1
294	значения как	1	1
295	та же	2	1
296	как некий	1	1
297	в нашем	3	1
298	будто к	1	1
299	что автор	1	1
300	мы именуем	1	1
301	один и	2	1
302	и тот	1	1
303	в общий	1	1
304	тому же	6	1
305	на территории	1	1
306	претендовать на	1	1
307	при этом	19	1
308	параллели между	1	1
309	т д	1	1
310	с еще	1	1
311	имело бы	1	1
312	скоро и	1	1
313	и когда	1	1
314	в принципе	4	1
315	состоит в	10	1
316	не как	1	1
317	в корне	1	1
318	в новой	1	1
319	ли не	2	1
320	бытия это	1	1
321	на земле	1	1
322	и наоборот	1	1
323	ни для	1	1
324	но все	1	1
325	значительной степени	1	1
326	может остаться	1	1
327	в нем	4	1
328	значение в	1	1
329	различие между	1	1
330	что произошло	1	1
331	том случае	1	1
332	говорить не	1	1
333	лишь в	3	1
334	входит в	2	1
335	не исключено	1	1
336	и иных	2	1
337	свести к	1	1
338	лишь на	1	1
339	и служат	1	1
340	отражение в	1	1
341	в жизни	3	1
342	соответствии с	4	1
343	и некоторого	1	1
344	жизни но	2	1
345	и было	1	1
346	и всей	1	1
347	есть некоторая	1	1
348	стороне от	1	1
349	или менее	1	1
350	исключено что	1	1
351	в отличие	2	1
352	не представляется	1	1
353	свое существование	1	1
354	об их	1	1
355	для этого	1	1
356	для нее	1	1
357	освободиться от	1	1
358	тому что	1	1
359	ними но	1	1
360	не менее	3	1
361	на рубеже	1	1
362	вплоть до	4	1
363	но они	3	1
364	что эта	1	1
365	в обоих	2	1
366	для каждого	1	1
367	одна из	4	1
368	душе и	1	1
369	где в	2	1
370	из их	1	1
371	фактора в	1	1
372	для всего	1	1
373	казалось бы	2	1
374	они являются	1	1
375	наряду со	1	1
376	вне сознания	2	1
377	за исключением	1	1
378	осуществляется в	1	1
379	во всем	1	1
380	своего существования	1	1
381	и его	10	1
382	за всех	1	1
383	связи с	2	1
384	мы бы	1	1
385	и направляет	1	1
386	в сознании	4	1
387	в случаях	1	1
388	так называемый	1	1
389	у нас	3	1
390	со множеством	1	1
391	числе и	1	1
392	для мышления	1	1
393	для такого	1	1
394	и о	3	1
395	обращенный к	1	1
396	здесь говорить	1	1
397	и сами	1	1
398	настоящего и	1	1
399	как с	1	1
400	и сам	1	1
401	что может	2	1
402	с собой	1	1
403	одного из	6	1
404	каждого из	1	1
405	об этом	6	1
406	наоборот при	1	1
407	еще в	3	1
408	когда в	3	1
409	ко второй	1	1
410	является в	1	1
411	поэтому в	1	1
412	был не	1	1
413	которая в	2	1
414	и вообще	1	1
415	с ним	2	1
416	сводится к	3	1
417	при такой	2	1
418	в состав	3	1
419	внимание на	4	1
420	его жизни	3	1
421	времени в	2	1
422	нас в	2	1
423	которые мы	1	1
424	различия между	1	1
425	на будущее	1	1
426	большей или	2	1
427	звучит как	1	1
428	быть и	2	1
429	один из	6	1
430	в двух	1	1
431	тот же	1	1
432	с ними	2	1
433	дело с	2	1
434	мы увидим	1	1
435	ли он	1	1
436	на планете	1	1
437	и человечества	1	1
438	которое мы	1	1
439	являет собой	4	1
440	который в	2	1
441	иной степени	1	1
442	они могут	2	1
443	и ее	3	1
444	с которыми	1	1
445	внимание что	1	1
446	уже не	8	1
447	уже в	1	1
448	то и	1	1
449	в начале	3	1
450	что не	2	1
451	от других	1	1
452	но совершенно	1	1
453	этот раз	1	1
454	для него	4	1
455	представить себе	1	1
456	зрения развития	1	1
457	в последних	1	1
458	не о	2	1
459	бытия и	1	1
460	предстали бы	1	1
461	в более	1	1
462	в исторической	1	1
463	даже не	1	1
464	а на	2	1
465	не обязательно	1	1
466	не сводится	2	1
467	с той	1	1
468	или меньшей	1	1
469	в ряде	1	1
470	ряде случаев	1	1
471	по большей	3	1
472	что для	1	1
473	выступает в	1	1
474	в соответствии	5	1
475	не было	3	1
476	которых мы	1	1
477	на которых	1	1
478	с большей	1	1
479	выше и	1	1
480	зависит от	2	1
481	человеческой жизни	2	1
482	сдвиг в	1	1
483	пока что	1	1
484	из эпизодов	1	1
485	реальности в	1	1
486	что мы	2	1
487	оснований для	2	1
488	если не	2	1
489	в связи	2	1
490	именно поэтому	1	1
491	связь с	1	1
492	и будущего	2	1
493	этих случаях	1	1
494	к жизни	2	1
495	для всех	1	1
496	что за	1	1
497	она есть	1	1
498	также к	1	1
499	на пересечении	1	1
500	мыслится как	2	1
501	действительности как	1	1
502	вспомним что	1	1
503	в иные	1	1
504	с ее	2	1
505	слова и	1	1
506	приблизиться к	1	1
507	в формах	1	1
508	для развития	1	1
509	к двум	2	1
510	в формировании	1	1
511	и где	1	1
512	ближе к	1	1
513	одного и	1	1
514	в мировой	1	1
515	являются не	1	1
516	указать на	1	1
517	при таком	1	1
518	она может	2	1
519	о котором	1	1
520	ее и	1	1
521	в третьем	4	1
522	в большей	1	1
523	но это	1	1
524	на осуществление	1	1
525	но возможно	2	1
526	поскольку не	1	1
527	для мировой	1	1
528	всего мира	1	1
529	ли признать	1	1
530	оно не	2	1
531	что даже	1	1
532	в свое	1	1
533	к этой	1	1
534	случае если	1	1
535	качестве одной	1	1
536	он на	1	1
537	который не	1	1
538	все что	2	1
539	том числе	1	1
