N	2gram	Medvedev_F_2	Dialekti
156	надо было	1	3
157	в истории	6	3
158	общего с	1	3
159	как в	4	3
160	с этим	5	3
161	и нет	1	3
162	и наконец	4	3
163	как таковое	4	3
164	но в	4	3
165	от этого	3	3
166	та же	2	3
167	все эти	6	3
168	на этом	2	3
169	от нее	4	3
170	в данном	1	3
171	смысл и	2	3
172	можно только	1	3
173	в своей	7	3
174	в их	6	3
175	миф и	1	3
176	иной раз	1	3
177	и притом	1	3
178	есть только	2	3
179	могут быть	6	3
180	лежит в	1	3
181	говоря уже	1	3
182	в собственном	1	3
183	то или	1	3
184	слово есть	2	3
185	в словах	1	3
186	вот почему	1	3
187	и та	1	3
188	и следовательно	1	3
189	быть и	3	3
190	для всех	1	3
191	без того	1	3
192	в виде	1	3
193	при помощи	2	3
194	даже и	4	3
195	это будет	1	3
196	или иное	1	3
197	в области	3	3
198	за пределы	1	3
199	в природе	1	3
200	что не	4	3
201	говорит о	1	3
202	смысла и	2	3
203	у нас	1	3
204	ни о	5	3
205	или другой	1	3
206	от него	2	3
207	с ним	2	3
208	в свою	1	3
209	не говоря	1	3
210	совершенно не	4	3
211	только о	1	3
212	тем самым	2	3
213	к этому	4	3
214	можно назвать	1	3
215	можно говорить	2	2
216	как миф	1	2
217	и без	1	2
218	непосредственное и	1	2
219	мы говорим	4	2
220	ведь и	1	2
221	и само	1	2
222	что уже	1	2
223	вопрос о	1	2
224	совпадает с	2	2
225	себе что	1	2
226	из ее	1	2
227	сам по	3	2
228	на нем	2	2
229	во всех	5	2
230	как таковая	2	2
231	бы не	1	2
232	мы будем	1	2
233	но как	2	2
234	чем же	3	2
235	если она	1	2
236	из возможных	1	2
237	вот как	4	2
238	то чем	1	2
239	все же	8	2
240	кроме того	2	2
241	просто как	1	2
242	всего иного	1	2
243	в этот	1	2
244	в самом	16	2
245	от чего	1	2
246	в которой	2	2
247	из этих	3	2
248	думать что	1	2
249	ни одна	2	2
250	что даже	1	2
251	всей его	1	2
252	при этом	9	2
253	тем не	1	2
254	собственном смысле	1	2
255	в понятии	2	2
256	тут не	1	2
257	собственно говоря	1	2
258	е что	1	2
259	но все	3	2
260	не будет	2	2
261	в каком-нибудь	1	2
262	лишь в	7	2
263	это было	3	2
264	время и	3	2
265	от одного	2	2
266	но именно	3	2
267	в них	1	2
268	все равно	1	2
269	и вне	1	2
270	становится и	2	2
271	должно быть	2	2
272	том как	1	2
273	сказать так	1	2
274	в котором	2	2
275	представление о	2	2
276	не могли	2	2
277	для нее	2	2
278	не менее	1	2
279	не раз	1	2
280	но они	1	2
281	что эта	2	2
282	и другое	2	2
283	как о	4	2
284	и именно	1	2
285	себе эти	2	2
286	иметь в	1	2
287	никогда не	2	2
288	и по	2	2
289	во всем	1	2
290	как не	1	2
291	не по	2	2
292	как будто	1	2
293	что на	2	2
294	не могут	7	2
295	можно и	3	2
296	свою очередь	1	2
297	без всякого	1	2
298	в ее	2	2
299	и может	3	2
300	не их	1	2
301	именно этот	1	2
302	на что	1	2
303	для этого	2	2
304	даже не	2	2
305	находится в	2	2
306	о нем	1	2
307	ее в	2	2
308	как чисто	1	2
309	вне всякой	1	2
310	и во	1	2
311	или более	2	2
312	во всей	2	2
313	и только	5	2
314	от этих	2	2
315	одной из	1	2
316	и так	1	2
317	или сам	1	2
318	в качестве	2	2
319	же и	2	2
320	конечно не	1	2
321	то и	3	2
322	даже вообще	1	2
323	не дает	1	2
324	из них	4	2
325	был бы	1	2
326	и их	3	2
327	никто не	1	2
328	отличие от	2	2
329	тем что	8	2
330	в целях	2	2
331	не было	6	2
332	или иначе	1	2
333	естественно и	1	2
334	и нельзя	1	2
335	другой стороны	4	2
336	именно так	1	2
337	его как	2	2
338	е в	1	2
339	только теперь	1	2
340	вместе с	6	2
341	как это	2	2
342	к своему	1	2
343	именно для	1	2
344	что же	5	2
345	факты и	1	2
346	да и	1	2
347	поскольку он	2	2
348	нашего анализа	1	2
349	художественное произведение	2	2
350	но для	1	2
351	показать как	1	2
352	при таком	1	2
353	такое понимание	1	2
354	и ни	1	2
355	главным образом	3	2
356	а как	3	2
357	это все	1	2
358	возможно лишь	1	2
359	и при	1	2
360	равно как	2	2
361	оно не	4	2
362	того или	4	2
363	которая не	1	2
364	во всяком	5	2
365	просто говорить	1	1
366	говоря о	1	1
367	же как	3	1
368	тут дело	2	1
369	и через	1	1
370	именно и	1	1
371	е как	2	1
372	своему пределу	1	1
373	все остальное	4	1
374	утверждение что	1	1
375	но тогда	1	1
376	на самом	3	1
377	но тем	1	1
378	идет о	2	1
379	принципов но	1	1
380	самый предмет	2	1
381	предмета с	1	1
382	к другому	2	1
383	ведь во	1	1
384	исходит из	1	1
385	все те	1	1
386	и больше	1	1
387	когда это	1	1
388	в зависимости	3	1
389	и этот	1	1
390	его не	2	1
391	их и	1	1
392	идеей и	1	1
393	и была	1	1
394	при анализе	2	1
395	из своих	1	1
396	но она	1	1
397	смыслу или	1	1
398	ее преодолеть	1	1
399	из того	1	1
400	то это	3	1
401	конечно и	1	1
402	это время	2	1
403	законы и	1	1
404	на них	1	1
405	первый план	2	1
406	ней как	1	1
407	именно эти	1	1
408	знаем что	1	1
409	как один	1	1
410	где же	1	1
411	или во	1	1
412	подходить к	1	1
413	понятие символа	1	1
414	жить и	1	1
415	не то	3	1
416	и все-таки	1	1
417	значение и	3	1
418	в общем	5	1
419	очевидно что	2	1
420	отношение к	2	1
421	остается для	1	1
422	в одной	2	1
423	как к	3	1
424	целый ряд	1	1
425	объединились в	1	1
426	тот же	1	1
427	даже просто	1	1
428	значением в	4	1
429	вещи но	1	1
430	где все	1	1
431	не можем	1	1
432	не приходится	3	1
433	в нашем	1	1
434	и тот	1	1
435	роль в	3	1
436	имеем в	1	1
437	но ведь	3	1
438	если он	1	1
439	дальше и	1	1
440	есть но	1	1
441	как он	1	1
442	мы их	1	1
443	исполнения и	1	1
444	он не	6	1
445	не говорим	1	1
446	анализ самого	1	1
447	когда все	1	1
448	всех этих	3	1
449	и еще	1	1
450	нее и	1	1
451	и совершенно	2	1
452	конечно такое	1	1
453	и более	2	1
454	и начинается	1	1
455	сделать и	1	1
456	же самая	1	1
457	его от	4	1
458	чтобы дать	1	1
459	и заключается	1	1
460	в основу	2	1
461	этом последнем	1	1
462	приходится говорить	1	1
463	же не	1	1
464	связанные с	1	1
465	они должны	2	1
466	том случае	2	1
467	о какой	2	1
468	чистым и	1	1
469	начинают говорить	1	1
470	и чтобы	1	1
471	об абсолютной	1	1
472	что перед	1	1
473	на каком	1	1
474	его в	3	1
475	входит в	4	1
476	с другими	10	1
477	или просто	1	1
478	науки а	2	1
479	данном случае	1	1
480	само собою	2	1
481	он является	1	1
482	ни одной	1	1
483	смысле мы	1	1
484	первые два	1	1
485	мы видели	4	1
486	ведет к	1	1
487	форма и	1	1
488	из нашего	1	1
489	такой же	3	1
490	и иное	1	1
491	смысла как	1	1
492	не подвергается	1	1
493	ее чтобы	1	1
494	он должен	1	1
495	теперь эта	1	1
496	место в	3	1
497	логика и	1	1
498	себе а	2	1
499	в отличие	2	1
500	до последнего	1	1
501	не от	1	1
502	которые в	1	1
503	но он	1	1
504	друг другу	1	1
505	их в	2	1
506	тому чтобы	2	1
507	жизни а	1	1
508	вообще на	1	1
509	даже в	2	1
510	сам он	2	1
511	же такое	1	1
512	всего его	1	1
513	и вся	1	1
514	теми или	1	1
515	принципов и	1	1
516	вещи не	1	1
517	как будет	1	1
518	говорить уже	1	1
519	в научных	1	1
520	о значении	1	1
521	виду что	1	1
522	она могла	1	1
523	ее с	2	1
524	в процессе	9	1
525	в непрерывном	1	1
526	и имеет	1	1
527	во всякой	1	1
528	работы но	1	1
529	как два	1	1
530	слово и	2	1
531	это то	1	1
532	явлений как	1	1
533	поэтическое произведение	3	1
534	и лишь	2	1
535	относиться к	1	1
536	всех своих	1	1
537	такая же	1	1
538	говорить лишь	1	1
539	и теперь	4	1
540	связи с	13	1
541	ибо все	1	1
542	всего то	1	1
543	здесь же	1	1
544	другой вещи	1	1
545	случая и	1	1
546	а в	6	1
547	именно это	1	1
548	просто вещи	1	1
549	и вполне	1	1
550	ли не	1	1
551	ведь всякий	1	1
552	зависимости от	3	1
553	всего в	2	1
554	этого и	1	1
555	они и	1	1
556	из их	1	1
557	как они	4	1
558	из всего	3	1
559	как мы	7	1
560	предмету но	1	1
561	чем не	1	1
562	самого по	1	1
563	е все	1	1
564	всего этого	5	1
565	о нарушении	1	1
566	мыслить и	1	1
567	только при	1	1
568	нет никакой	1	1
569	только то	1	1
570	в пределах	12	1
571	в дальнейшем	4	1
572	этого они	1	1
573	исключительно с	1	1
574	можно было	1	1
575	те же	1	1
576	было в	2	1
577	и которые	1	1
578	как между	1	1
579	самого понятия	1	1
580	как таковую	1	1
581	лишь о	2	1
582	это только	1	1
583	могла быть	1	1
584	мы в	2	1
585	просто с	1	1
586	оно пользуется	1	1
587	и способ	1	1
588	образом в	1	1
589	и нужно	2	1
590	по-видимому и	1	1
591	важно и	1	1
592	и здесь	3	1
593	и должно	5	1
594	на их	1	1
595	так оно	1	1
596	говорить не	2	1
597	что существуют	1	1
598	с одной	1	1
599	искусство только	1	1
600	учения о	1	1
601	время не	1	1
602	тела не	1	1
603	и цели	1	1
604	должно было	3	1
605	этой формулы	1	1
606	пр но	3	1
607	и новое	1	1
608	к нему	3	1
609	и иной	1	1
610	не могло	1	1
611	и всю	1	1
612	от них	1	1
613	идеальным пределом	1	1
614	судить о	1	1
615	во втором	7	1
616	и хорошо	1	1
617	в языке	6	1
618	искусства к	1	1
619	ученого а	1	1
620	все в	1	1
621	или если	1	1
622	что бы	1	1
623	этих последних	1	1
624	все время	6	1
625	отлично от	1	1
626	и всякое	2	1
627	не зная	1	1
628	это приводит	3	1
629	отнесены и	1	1
630	одного из	3	1
631	он стал	1	1
632	сфер и	1	1
633	этот вопрос	2	1
634	с другим	1	1
635	и основные	1	1
636	было и	2	1
637	их не	1	1
638	точка зрения	1	1
639	самостоятельность и	1	1
640	именно на	3	1
641	не входит	3	1
642	с нею	2	1
643	уже в	2	1
644	мышления когда	1	1
645	мы получим	1	1
646	возникает вопрос	1	1
647	еще одну	2	1
648	речь в	1	1
649	и других	2	1
650	сущность и	1	1
651	не так	2	1
652	себе в	1	1
653	и нового	2	1
654	другую сторону	1	1
655	наука о	1	1
656	в конце	2	1
657	не для	1	1
658	от тех	2	1
659	с этими	1	1
660	ее не	1	1
661	как его	2	1
662	вовсе ничего	1	1
663	этой системы	1	1
664	из системы	1	1
665	поэтому и	1	1
666	от всякого	2	1
667	не из	1	1
668	именно этой	1	1
669	вполне совпадает	1	1
670	совершенно естественно	1	1
671	о каком	3	1
672	других же	1	1
673	имеет значение	2	1
674	именно как	4	1
675	ней и	1	1
676	говорим о	2	1
677	с другой	3	1
678	фактов и	1	1
679	и прежде	3	1
680	дело в	1	1
681	как поэтическую	1	1
682	что для	2	1
683	что будет	1	1
684	ее сами	1	1
685	естественно что	1	1
686	превращается в	2	1
687	на этот	1	1
688	до конца	2	1
689	и самый	1	1
690	однако и	3	1
691	и оно	1	1
692	совершенно очевидно	1	1
693	в связи	10	1
694	если это	2	1
695	но оно	1	1
696	отличается от	1	1
697	историю и	1	1
698	можно будет	2	1
699	эта теория	1	1
700	дает возможности	1	1
701	и самые	1	1
702	их к	3	1
703	обладает совершенно	1	1
704	в плоскости	1	1
705	других его	1	1
706	нужно именно	1	1
707	в той	2	1
708	чтобы тем	1	1
709	по существу	7	1
710	сам не	1	1
711	нем как	2	1
712	в контексте	1	1
713	фактах и	1	1
714	этом случае	1	1
715	событие как	1	1
716	ближе к	1	1
717	через то	1	1
718	это отличие	1	1
719	вопрос в	1	1
720	не является	3	1
721	всего с	1	1
722	могло не	1	1
723	не имея	1	1
724	исключительно как	1	1
725	и от	2	1
726	так или	1	1
727	чтобы понять	1	1
728	на первый	2	1
729	ее и	2	1
730	самом предмете	2	1
731	из себя	1	1
732	то о	1	1
733	конце концов	2	1
734	этом придется	1	1
735	все они	1	1
736	или явного	1	1
737	хотя в	1	1
738	на фоне	4	1
739	из тех	1	1
740	с необходимостью	1	1
741	этот самый	1	1
742	является и	1	1
743	из этого	2	1
744	на своем	1	1
745	в современной	1	1
746	как на	1	1
747	становится тем	1	1
748	случае если	1	1
749	в своих	1	1
750	гораздо более	1	1
