N	2gram	Bakhtin_KF_1	Hudozhes
150	но в	5	2
151	та же	2	2
152	в нашем	1	2
153	не более	1	2
154	чего не	2	2
155	мысли и	1	2
156	в принципе	2	2
157	не как	4	2
158	чувства в	1	2
159	на этом	1	2
160	оно не	2	2
161	ее жизни	3	2
162	могла бы	4	2
163	не будет	2	2
164	же не	1	2
165	а по	2	2
166	не с	1	2
167	лишь в	8	2
168	его в	5	2
169	это было	2	2
170	который и	1	2
171	характер и	1	2
172	и было	1	2
173	же я	1	2
174	место в	5	2
175	от своего	1	2
176	с точки	9	2
177	она в	1	2
178	знает и	2	2
179	что я	5	2
180	дело не	2	2
181	одна из	1	2
182	не по	4	2
183	что ей	1	2
184	только не	1	2
185	к ней	1	2
186	ему в	2	2
187	в основе	5	2
188	к той	1	2
189	бытия как	5	2
190	представляется нам	1	2
191	и мне	1	2
192	бытия для	3	2
193	мысль о	1	2
194	она может	1	2
195	приводит к	1	2
196	с собой	1	2
197	во второй	1	2
198	в последней	1	2
199	о нем	4	2
200	жизни не	1	2
201	и т.д	2	2
202	в другом	3	2
203	и просто	2	2
204	любви к	1	2
205	того или	3	2
206	я а	1	2
207	во втором	1	2
208	нуждается в	1	2
209	и только	6	2
210	один из	2	2
211	здесь не	3	2
212	дело с	2	2
213	она лишь	1	2
214	именно на	2	2
215	же и	1	2
216	в виде	2	2
217	произведения не	1	2
218	его и	2	2
219	себе в	1	2
220	противоречие между	1	2
221	вовсе не	7	2
222	или иной	2	2
223	в соответствующих	1	2
224	именно в	5	2
225	себя и	2	2
226	что не	3	2
227	этих людей	2	2
228	а за	1	2
229	жизнь в	1	2
230	нет ничего	1	2
231	вместе с	1	2
232	в духе	1	2
233	в данном	2	2
234	он будет	1	2
235	или иного	3	2
236	я с	1	2
237	в контексте	5	2
238	и от	1	2
239	только для	1	2
240	о его	1	2
241	не является	1	2
242	и для	9	2
243	отнюдь не	6	2
244	и видит	1	2
245	это уже	2	2
246	потому что	2	2
247	хотя бы	4	2
248	точки зрения	12	2
249	между ними	1	2
250	и эта	2	2
251	я это	1	2
252	самое что	1	2
253	тем самым	4	2
254	гораздо более	1	2
255	жизнь человека	1	1
256	отношения к	1	1
257	функции в	1	1
258	не остается	2	1
259	мир где	5	1
260	это и	2	1
261	бы для	1	1
262	и так	1	1
263	бы эта	1	1
264	также и	1	1
265	мы имеем	5	1
266	мы не	3	1
267	себе как	2	1
268	что между	1	1
269	истины и	2	1
270	смысле можно	1	1
271	содержания в	1	1
272	в противоречие	1	1
273	не была	1	1
274	к смыслу	1	1
275	так она	1	1
276	выхода в	1	1
277	заданности и	1	1
278	жизни это	1	1
279	голубое небо	1	1
280	не нужно	2	1
281	бы то	2	1
282	в различных	1	1
283	во всех	11	1
284	и рядом	1	1
285	к которой	2	1
286	свою жизнь	2	1
287	а он	1	1
288	него с	1	1
289	с собою	1	1
290	себе и	3	1
291	не просто	1	1
292	нет и	3	1
293	или иное	2	1
294	дня как	1	1
295	не случайной	1	1
296	один и	1	1
297	ни одна	2	1
298	его я	1	1
299	окончательно в	1	1
300	показать что	1	1
301	бытия только	3	1
302	как к	2	1
303	ней в	1	1
304	такова же	1	1
305	хотя и	1	1
306	когда он	1	1
307	сознания в	2	1
308	я должен	7	1
309	но для	2	1
310	его к	2	1
311	от этого	2	1
312	от своей	5	1
313	раскол между	2	1
314	с действительной	2	1
315	за собой	1	1
316	для которого	3	1
317	не дано	1	1
318	светом и	1	1
319	в которой	1	1
320	из жизни	1	1
321	ни один	1	1
322	все эти	10	1
323	и отношения	2	1
324	нами в	1	1
325	и тот	1	1
326	того именно	2	1
327	ее как	2	1
328	но ведь	5	1
329	в соответствующей	1	1
330	человек не	2	1
331	жизнью и	1	1
332	своим содержанием	1	1
333	с чем	1	1
334	его но	1	1
335	сказать в	1	1
336	только себя	1	1
337	к миру	1	1
338	нее и	1	1
339	и когда	2	1
340	однако он	1	1
341	в корне	2	1
342	содержит в	1	1
343	их в	1	1
344	известном смысле	1	1
345	него в	1	1
346	постольку поскольку	1	1
347	людей и	2	1
348	лишь с	2	1
349	ни был	2	1
350	не должно	3	1
351	но все	5	1
352	значительной степени	1	1
353	не следует	1	1
354	в каждом	3	1
355	здесь мы	4	1
356	смысле в	2	1
357	то ни	2	1
358	чем я	1	1
359	том случае	1	1
360	то есть	1	1
361	и других	2	1
362	и иных	1	1
363	то все	1	1
364	всю свою	1	1
365	и тем	3	1
366	делает его	1	1
367	который по	1	1
368	только одно	1	1
369	нельзя отказать	1	1
370	быть только	8	1
371	она и	1	1
372	этого не	1	1
373	всю жизнь	1	1
374	которой он	2	1
375	он и	2	1
376	было ни	1	1
377	жизни но	3	1
378	в один	1	1
379	не мог	1	1
380	бытии и	2	1
381	человек и	1	1
382	и смерть	1	1
383	на месте	1	1
384	то для	1	1
385	видение героя	1	1
386	ценность в	1	1
387	от себя	10	1
388	от его	5	1
389	признать что	1	1
390	себе самой	1	1
391	отношений между	1	1
392	просто с	1	1
393	образом и	1	1
394	но он	1	1
395	том же	1	1
396	не любит	1	1
397	случае мы	2	1
398	освободиться от	1	1
399	раз и	2	1
400	центра в	1	1
401	эта мысль	1	1
402	эта картина	1	1
403	что ему	1	1
404	мысли в	1	1
405	дело в	2	1
406	чем не	4	1
407	не могло	1	1
408	для всего	1	1
409	стороны своего	1	1
410	всей его	2	1
411	на язык	3	1
412	такая же	1	1
413	ее существо	1	1
414	героя это	2	1
415	а лишь	3	1
416	и чувство	2	1
417	полученный в	1	1
418	за его	1	1
419	в области	2	1
420	факта что	1	1
421	бытия не	2	1
422	не относятся	1	1
423	ряда его	1	1
424	именно оно	1	1
425	в момент	3	1
426	не высшая	1	1
427	когда мы	1	1
428	есть только	1	1
429	во все	1	1
430	и такие	1	1
431	отличается от	1	1
432	всего в	1	1
433	его с	2	1
434	бы он	2	1
435	той или	3	1
436	для героя	1	1
437	но сама	1	1
438	абсолютно не	2	1
439	а затем	1	1
440	человеку в	1	1
441	не существует	1	1
442	себя до	1	1
443	не вступает	1	1
444	то или	2	1
445	это небо	1	1
446	в себя	7	1
447	всей своей	2	1
448	может дать	3	1
449	только через	1	1
450	в мышлении	1	1
451	времени и	4	1
452	особенно в	1	1
453	участия в	1	1
454	его знает	1	1
455	бытие не	4	1
456	это только	2	1
457	жизнь и	2	1
458	заданности его	1	1
459	был не	1	1
460	и всякого	1	1
461	с этого	2	1
462	собой и	1	1
463	в настоящее	1	1
464	сама она	1	1
465	остановимся на	1	1
466	по себе	2	1
467	смысле и	2	1
468	образом в	1	1
469	она могла	2	1
470	никогда и	1	1
471	я теперь	1	1
472	а став	1	1
473	себя а	4	1
474	и здесь	7	1
475	настоящее время	1	1
476	но мы	1	1
477	казаться что	1	1
478	в значительной	1	1
479	других людей	1	1
480	а во	1	1
481	все в	1	1
482	места и	4	1
483	этого бытия	1	1
484	данность бытия	1	1
485	этот момент	6	1
486	в третьем	1	1
487	смысла этого	2	1
488	еще более	2	1
489	даже для	1	1
490	я во	1	1
491	ней все	1	1
492	не знаю	1	1
493	вся жизнь	1	1
494	мышление и	2	1
495	данного и	1	1
496	того что	3	1
497	быть и	3	1
498	жизни его	1	1
499	по своей	1	1
500	но с	1	1
501	вне себя	1	1
502	я другой	1	1
503	согласиться с	1	1
504	меня и	3	1
505	но ни	2	1
506	и формальных	1	1
507	субъекта в	1	1
508	и потому	2	1
509	бы его	1	1
510	но как	5	1
511	и теперь	1	1
512	меня самого	1	1
513	со всеми	2	1
514	значимость и	2	1
515	сюда и	2	1
516	бы один	1	1
517	внимание в	1	1
518	мы получим	2	1
519	него и	1	1
520	мышления и	2	1
521	сама не	1	1
522	следует что	1	1
523	ведь это	1	1
524	могло бы	4	1
525	я в	1	1
526	не для	1	1
527	так как	1	1
528	для меня	20	1
529	не о	2	1
530	может служить	1	1
531	отношении к	2	1
532	единственного в	1	1
533	независимо от	3	1
534	принципиально не	2	1
535	и моя	1	1
536	и никогда	1	1
537	автор и	1	1
538	от того	3	1
539	на том	1	1
540	были бы	2	1
541	чувствует себя	1	1
542	и даже	1	1
543	и т.п	1	1
544	этом пути	1	1
545	этого человека	1	1
546	а именно	1	1
547	бытия в	5	1
548	неслиянность и	1	1
549	по всей	1	1
550	только по	2	1
551	всему что	1	1
552	уже во	1	1
553	у меня	1	1
554	до конца	3	1
555	с которым	1	1
556	сама нуждается	1	1
557	там где	5	1
558	здесь лишь	1	1
559	стороны в	3	1
560	уже давно	1	1
561	бы оно	2	1
562	вступает в	3	1
563	и она	2	1
564	эти слова	1	1
565	ни на	1	1
566	как одно	1	1
567	места для	1	1
568	себе самому	1	1
569	же с	1	1
570	этого момента	1	1
571	что за	2	1
572	чем в	1	1
573	истина добро	1	1
574	поскольку он	2	1
575	лежит в	1	1
576	дело здесь	2	1
577	смысл в	3	1
578	и смерти	1	1
579	слова и	1	1
580	лет она	1	1
581	но это	6	1
582	и таким	1	1
583	к двум	1	1
584	вокруг него	2	1
585	сознания это	1	1
586	слышит и	1	1
587	любовь с	1	1
588	это отнюдь	1	1
589	которых он	1	1
590	что делает	1	1
591	найти себя	1	1
592	только тогда	1	1
593	котором он	3	1
594	мира и	4	1
595	ее и	6	1
596	всего что	1	1
597	из себя	8	1
598	его бытия	2	1
599	мы ничего	1	1
600	представлен как	1	1
601	же в	1	1
602	и протекает	1	1
603	за этим	1	1
604	лишь по	1	1
605	с ней	1	1
606	не знает	5	1
607	только как	4	1
608	должен иметь	1	1
609	совершенно не	6	1
610	жизни а	1	1
611	он предполагает	1	1
612	первом случае	1	1
613	в действительности	1	1
614	а я	1	1
615	в искусстве	1	1
616	в своих	3	1
617	это в	1	1
618	моя жизнь	1	1
619	который не	1	1
620	к этому	2	1
