N	2gram	Losev_Vesc_1	Hudozhes
339	то и	4	1
340	себя а	1	1
341	в третьем	1	1
342	только то	2	1
343	не дает	1	1
344	все же	4	1
345	в окружающей	1	1
346	свое имя	1	1
347	тот же	3	1
348	в уме	3	1
349	значение в	1	1
350	бы и	5	1
351	одном случае	1	1
352	то или	2	1
353	ли не	1	1
354	чего не	2	1
355	существенное для	1	1
356	если он	1	1
357	же оно	1	1
358	как внутреннее	1	1
359	то в	4	1
360	в это	1	1
361	если не	3	1
362	к самому	1	1
363	со всеми	1	1
364	как смысл	2	1
365	и я	1	1
366	внутри себя	3	1
367	без этого	2	1
368	наличие в	1	1
369	мы находим	2	1
370	узко и	1	1
371	ее как	2	1
372	не мыслится	1	1
373	искусство в	1	1
374	если ее	1	1
375	нуждается в	1	1
376	из наиболее	1	1
377	самом начале	1	1
378	но для	2	1
379	от кого	1	1
380	с совершенно	1	1
381	теперь в	1	1
382	ту или	2	1
383	все то	1	1
384	между собой	1	1
385	объективности и	1	1
386	внимание на	1	1
387	является его	1	1
388	а тем	1	1
389	но только	3	1
390	к такому	1	1
391	этих моментов	1	1
392	здесь мы	1	1
393	с этой	4	1
394	свидетельствует о	3	1
395	к новой	1	1
396	и формы	2	1
397	раз в	1	1
398	к чему	1	1
399	быть не	4	1
400	жизни так	1	1
401	необходимо для	1	1
402	а затем	2	1
403	можно назвать	1	1
404	этого знания	1	1
405	этой точки	1	1
406	но если	8	1
407	перестают быть	1	1
408	суть то	1	1
409	быть или	1	1
410	то время	1	1
411	не с	7	1
412	внутреннее и	1	1
413	что иное	7	1
414	действительность в	2	1
415	тех или	5	1
416	из его	2	1
417	одном и	1	1
418	оно в	1	1
419	две стороны	1	1
420	не содержит	3	1
421	жизни не	1	1
422	случае мы	1	1
423	в понимании	1	1
424	ни от	5	1
425	я помню	1	1
426	нас к	1	1
427	его поступки	1	1
428	о различных	1	1
429	в самой	2	1
430	как мы	4	1
431	не таково	1	1
432	то с	3	1
433	степени и	2	1
434	само оно	1	1
435	ее в	1	1
436	с которым	1	1
437	в сфере	4	1
438	можно говорить	2	1
439	зрения и	2	1
440	имеет значение	1	1
441	что не	5	1
442	до того	1	1
443	что такое	12	1
444	же типа	1	1
445	занимала столь	1	1
446	что из	2	1
447	чем собственно	1	1
448	с такими	1	1
449	то ни	4	1
450	чистом виде	1	1
451	есть как	3	1
452	же точно	2	1
453	и от	3	1
454	в сущности	4	1
455	всего к	1	1
456	за которым	1	1
457	зависимости от	1	1
458	да и	3	1
459	состоит как	1	1
460	содержит в	4	1
461	тому же	1	1
462	один из	3	1
463	же по	1	1
464	в реальной	1	1
465	другому человеку	1	1
466	в истории	1	1
467	на основе	1	1
468	же я	1	1
469	я если	1	1
470	никогда не	2	1
471	является как	1	1
472	все это	5	1
473	и даже	6	1
474	понимания это	1	1
475	только к	2	1
476	основной закон	1	1
477	едва ли	1	1
478	представить себе	1	1
479	же и	1	1
480	своему не	1	1
481	своей природе	1	1
482	это требует	1	1
483	к сфере	1	1
484	это было	1	1
485	что все	2	1
486	имя личности	1	1
487	тому как	4	1
488	однако это	2	1
489	только и	2	1
490	по поводу	1	1
491	думаю что	1	1
492	она могла	2	1
493	между прочим	3	1
494	а во-вторых	1	1
495	однако и	1	1
496	вещи но	14	1
497	является не	1	1
498	в особенности	1	1
499	жизни человека	1	1
500	от нас	1	1
501	для этого	4	1
502	само же	1	1
503	и кому	1	1
504	в котором	3	1
505	в зависимости	1	1
506	ни было	4	1
507	из своих	1	1
508	стороны не	1	1
509	же как	1	1
510	действительности и	5	1
511	не говорит	2	1
512	это может	2	1
513	вне моего	1	1
514	себе и	1	1
515	что составляет	1	1
516	предмета и	1	1
517	могут служить	1	1
518	чтобы не	1	1
519	не что	7	1
520	в полной	1	1
521	эта сторона	1	1
522	мы видим	2	1
523	и будет	1	1
524	по крайней	4	1
525	жизнь однако	1	1
526	точно и	1	1
527	или иную	2	1
528	относится как	1	1
529	существует не	1	1
530	в результате	3	1
531	также и	6	1
532	из своего	1	1
533	том или	1	1
534	и дает	1	1
535	не просто	19	1
536	а можно	1	1
537	должен был	1	1
538	и внешнего	2	1
539	для иллюстрации	1	1
540	у нее	1	1
541	жизненный опыт	1	1
542	к реальному	1	1
543	в различных	1	1
544	в своих	1	1
545	той же	2	1
546	быть и	1	1
547	но без	1	1
548	нет не	1	1
549	его чувства	1	1
550	должен быть	2	1
551	отдельности и	2	1
552	того и	2	1
553	еще и	8	1
554	ему не	1	1
555	другим в	1	1
556	стороны в	1	1
557	особенность и	1	1
558	с которой	1	1
559	ее не	2	1
560	вещами и	2	1
561	пусть это	1	1
562	же в	1	1
563	тут? я	1	1
564	чего нет	1	1
565	которая не	1	1
566	и где	1	1
567	и есть	26	1
568	бытия и	2	1
569	силе и	1	1
570	и пр	6	1
571	каждой из	2	1
572	имя как	4	1
573	что она	15	1
574	него не	1	1
575	как я	4	1
576	было бы	14	1
577	других типов	1	1
578	если мы	8	1
579	неизмеримо более	1	1
580	исчезает и	1	1
581	это энергия	1	1
582	это ни	1	1
583	в обыденной	1	1
584	как будто	1	1
585	из того	2	1
586	не быть	3	1
587	перед нами	2	1
588	себе а	1	1
589	именно это	1	1
590	из них	4	1
591	своей внутренней	1	1
592	части и	1	1
593	так как	7	1
594	предстают перед	1	1
595	и делает	2	1
596	ее смысл	2	1
597	от его	2	1
598	она может	4	1
599	но самое	2	1
600	не уничтожается	2	1
601	от всего	12	1
602	есть такое	1	1
603	к одному	3	1
604	могли бы	1	1
605	свою собственную	1	1
606	все что	1	1
607	с собою	6	1
608	не сможет	2	1
609	подобно тому	4	1
610	он и	1	1
611	еще нет	1	1
612	как ее	2	1
613	как видно	1	1
614	не есть	49	1
615	не обязательно	1	1
616	между вещами	1	1
617	согласен с	1	1
