N	2gram	Tiupa_Teor_1	Tvorches
179	в жизни	2	2
180	в виду	5	2
181	данном случае	5	2
182	в себя	3	2
183	приводит к	5	2
184	так и	10	2
185	об этом	2	2
186	во второй	7	2
187	быть может	1	2
188	можно сказать	3	2
189	из других	1	2
190	одного из	1	2
191	это первый	1	2
192	что его	1	2
193	жизни он	1	2
194	что и	2	2
195	во всей	1	2
196	крайней мере	1	2
197	вслед за	2	2
198	перед тем	1	2
199	и мир	1	2
200	в литературе	2	2
201	жизнь на	2	2
202	в двух	1	2
203	тот же	1	2
204	в качестве	24	2
205	человека с	2	2
206	так что	1	2
207	из них	1	2
208	не означает	1	2
209	свободу от	1	2
210	только на	1	2
211	именно в	3	2
212	что не	1	2
213	что для	1	2
214	с которым	1	2
215	мира в	1	2
216	человека как	1	2
217	в частности	16	2
218	вместе с	2	2
219	до этого	1	2
220	к жизни	2	2
221	в мир	1	2
222	вокруг себя	1	2
223	в первой	5	2
224	перед нами	2	2
225	в одно	2	2
226	для автора	1	2
227	или в	3	2
228	личности и	4	2
229	в стихах	1	2
230	на смену	4	2
231	не знает	3	2
232	сказать что	3	2
233	в глаза	2	2
234	одновременно и	1	2
235	точно так	1	2
236	значения этого	1	1
237	же как	1	1
238	чтобы не	1	1
239	ложью не	1	1
240	трагический герой	1	1
241	связана с	1	1
242	в комнате	1	1
243	говорилось выше	1	1
244	над этим	1	1
245	этого мира	1	1
246	и до	1	1
247	места в	1	1
248	также и	1	1
249	мы имеем	7	1
250	собой как	1	1
251	единство и	1	1
252	в сущности	1	1
253	говорить о	3	1
254	что иное	1	1
255	принадлежит к	3	1
256	в полной	1	1
257	в одиночку	1	1
258	что можно	3	1
259	к преступлению	1	1
260	литературе нового	1	1
261	который может	1	1
262	еще не	4	1
263	по этому	1	1
264	между собой	3	1
265	иное как	1	1
266	столь же	2	1
267	бы то	1	1
268	как один	1	1
269	во всех	1	1
270	тем как	1	1
271	это имеет	1	1
272	иного рода	3	1
273	как правило	4	1
274	художественный эффект	1	1
275	совсем не	1	1
276	и ад	1	1
277	действия и	1	1
278	по отношению	4	1
279	а и	4	1
280	тогда как	15	1
281	как говорит	3	1
282	означает его	1	1
283	первый взгляд	1	1
284	в художественном	3	1
285	о жизни	1	1
286	сознания в	1	1
287	целый ряд	1	1
288	как уже	1	1
289	это тоже	2	1
290	и к	3	1
291	в действительности	1	1
292	вышел в	1	1
293	личности а	1	1
294	от своей	1	1
295	добро и	1	1
296	или иную	1	1
297	для которого	1	1
298	со своей	3	1
299	всего лишь	6	1
300	к чему	2	1
301	из жизни	1	1
302	что это	1	1
303	небытию в	1	1
304	он в	1	1
305	все эти	2	1
306	так в	4	1
307	еще один	1	1
308	в известном	1	1
309	это тот	1	1
310	говорят о	1	1
311	имеем в	3	1
312	и те	1	1
313	если он	1	1
314	у а	1	1
315	героя к	1	1
316	вследствие этого	1	1
317	в статье	1	1
318	к одному	1	1
319	и вот	3	1
320	у зеркала	1	1
321	на этом	1	1
322	его можно	1	1
323	в большой	1	1
324	заключает в	1	1
325	восстает против	1	1
326	мы обнаруживаем	1	1
327	то ни	1	1
328	значение в	1	1
329	внутренней форме	1	1
330	его в	2	1
331	это было	2	1
332	заключается в	2	1
333	дома и	2	1
334	было бы	1	1
335	роль в	2	1
336	по мысли	1	1
337	весь мир	1	1
338	ни в	2	1
339	в них	2	1
340	повести гоголя	2	1
341	стремился к	1	1
342	с тем	1	1
343	всю жизнь	1	1
344	нигде не	1	1
345	жизни но	2	1
346	ключ к	2	1
347	духовной жизни	1	1
348	с лизой	1	1
349	одного и	3	1
350	на первый	1	1
351	менее чем	1	1
352	в войне	2	1
353	я как	2	1
354	свою собственную	1	1
355	и ее	3	1
356	современное литературоведение	1	1
357	от себя	3	1
358	всякий раз	2	1
359	на первой	1	1
360	сам же	1	1
361	дается в	1	1
362	за минуту	1	1
363	войне и	2	1
364	и внутренних	1	1
365	но эта	1	1
366	художественного мира	2	1
367	быть определен	1	1
368	образом и	1	1
369	художественный мир	1	1
370	и более	1	1
371	автора этой	1	1
372	своей свободы	1	1
373	том же	1	1
374	если нет	1	1
375	он выступает	1	1
376	по себе	1	1
377	и достоевского	1	1
378	тому что	2	1
379	в отношении	3	1
380	в таких	1	1
381	быть без	1	1
382	же самую	1	1
383	от гоголевской	1	1
384	в уме	1	1
385	это еще	1	1
386	все без	1	1
387	нельзя не	1	1
388	и зло	1	1
389	казалось бы	2	1
390	не вполне	2	1
391	народной жизни	1	1
392	жизни не	1	1
393	в самой	2	1
394	на себя	2	1
395	в падении	1	1
396	в русском	1	1
397	глядя на	1	1
398	и мире	2	1
399	входят в	1	1
400	ним на	1	1
401	одним словом	1	1
402	и делает	1	1
403	все с	1	1
404	в области	4	1
405	человек должен	1	1
406	в бою	1	1
407	у нас	2	1
408	будущее в	1	1
409	не могут	2	1
410	те и	1	1
411	сама жизнь	1	1
412	вокруг него	1	1
413	принимается за	1	1
414	мы по	2	1
415	указывает на	1	1
416	за свою	1	1
417	весьма существенный	1	1
418	имеет место	2	1
419	оно не	1	1
420	быть назван	1	1
421	она не	1	1
422	и это	2	1
423	моя жизнь	2	1
424	и о	4	1
425	в конце	2	1
426	но по	1	1
427	самого процесса	1	1
428	свою очередь	2	1
429	меня в	1	1
430	в ее	5	1
431	к нам	2	1
432	от внешней	1	1
433	из окна	1	1
434	другой стороны	5	1
435	в собственном	1	1
436	реальной действительности	1	1
437	только не	2	1
438	только то	1	1
439	художественно значимой	2	1
440	стыда за	1	1
441	однако эта	2	1
442	что может	2	1
443	своего достоинства	1	1
444	особенно в	1	1
445	в композиции	1	1
446	и религии	1	1
447	но у	1	1
448	жизнь и	1	1
449	которая в	1	1
450	означает что	1	1
451	и здесь	2	1
452	обращается к	2	1
453	никак не	1	1
454	и что	3	1
455	что каждый	2	1
456	смысл на	1	1
457	и многих	1	1
458	как у	1	1
459	мы понимаем	1	1
460	и авторской	1	1
461	существования в	2	1
462	в которую	1	1
463	к нему	1	1
464	том или	1	1
465	путь к	1	1
466	между тем	5	1
467	была бы	3	1
468	эти два	1	1
469	свобода и	1	1
470	стоит и	1	1
471	нуждается в	1	1
472	восходит к	1	1
473	чем и	1	1
474	под именем	1	1
475	художественном мире	1	1
476	от свободы	2	1
477	пространственно-временное единство	1	1
478	известном смысле	1	1
479	эстетической ценности	1	1
480	с ними	1	1
481	должен был	1	1
482	даже если	1	1
483	их не	1	1
484	что ж	1	1
485	делает его	2	1
486	с одной	2	1
487	человека к	3	1
488	себя в	6	1
489	от одной	1	1
490	для всех	1	1
491	если мы	2	1
492	реальностью обладает	1	1
493	которых можно	1	1
494	не все	3	1
495	и генерализации	1	1
496	но с	1	1
497	слова не	1	1
498	в душе	8	1
499	мышления и	2	1
500	ту или	1	1
501	возможно в	1	1
502	ведь это	1	1
503	в прозе	2	1
504	в одном	2	1
505	в диалоге	2	1
506	у нее	1	1
507	ее не	1	1
508	к ним	1	1
509	а через	1	1
510	тем что	1	1
511	лишь один	2	1
512	каждое человеческое	1	1
513	не было	1	1
514	губы так	1	1
515	однако это	1	1
516	к которому	3	1
517	с той	1	1
518	для этого	1	1
519	такого понимания	1	1
520	наконец в	1	1
521	было и	1	1
522	а с	3	1
523	себя и	1	1
524	становится самим	2	1
525	исходит из	1	1
526	и их	1	1
527	превращается в	2	1
528	одной стороны	2	1
529	связи с	1	1
530	а на	3	1
531	не на	2	1
532	означало бы	1	1
533	жизнь в	1	1
534	впечатление от	1	1
535	о чем	1	1
536	и я	1	1
537	когда же	1	1
538	принципиально новой	1	1
539	другие в	1	1
540	с ума	1	1
541	с помощью	1	1
542	но кто	1	1
543	как это	8	1
544	куда же	1	1
545	по своему	2	1
546	в область	1	1
547	с некоторыми	1	1
548	согласен с	1	1
549	пошлости и	1	1
550	авторская позиция	1	1
551	слова и	1	1
552	художественное произведение	1	1
553	и некоторые	2	1
554	к объекту	1	1
555	человеческого поведения	1	1
556	должен слиться	1	1
557	о его	1	1
558	отличается от	2	1
559	же самое	1	1
560	как раз	2	1
561	в комедии	1	1
562	и сам	1	1
563	в более	1	1
564	время для	1	1
565	в мировой	1	1
566	времени его	1	1
567	искусства как	2	1
568	в связи	1	1
569	но на	1	1
570	сколько бы	1	1
571	и личной	1	1
572	начала и	1	1
573	в последней	1	1
574	тем более	1	1
575	все они	1	1
576	я в	16	1
577	ни было	1	1
578	в искусстве	6	1
579	отношении к	2	1
580	читательского восприятия	2	1
581	и роман	1	1
582	от всех	1	1
583	гоголевской повести	1	1
584	к его	2	1
585	жизни а	1	1
586	не сами	1	1
587	о литературе	2	1
588	я это	1	1
589	не что	1	1
590	отношению к	4	1
591	в какой	2	1
592	художественного творчества	1	1
593	что свобода	1	1
594	с самим	1	1
