N	2gram	Tiupa_Lite_3	formyVre
198	принадлежит к	1	2
199	числе и	2	2
200	душе и	1	2
201	и потому	2	2
202	и о	1	2
203	от друга	1	2
204	здесь не	2	2
205	самим собою	1	2
206	и от	1	2
207	в индивидуальном	1	2
208	другом месте	1	2
209	влияние на	1	2
210	человеческие отношения	1	2
211	можно сказать	2	2
212	это не	5	2
213	и только	2	2
214	в литературе	1	2
215	что здесь	1	2
216	один из	2	2
217	со всеми	2	2
218	в поэзии	5	2
219	и других	1	2
220	представлений о	1	2
221	в конце	2	2
222	не были	1	2
223	или иной	2	2
224	с другой	6	2
225	сюда же	1	2
226	именно в	5	2
227	было бы	2	2
228	наконец в	3	2
229	смысла и	1	2
230	у нас	2	2
231	а на	2	2
232	не знает	2	2
233	жизни но	1	2
234	до конца	4	2
235	если не	2	2
236	не может	8	2
237	так же	2	2
238	как это	3	2
239	в данном	4	2
240	в последнем	1	2
241	и всех	1	2
242	только для	3	2
243	в двух	1	2
244	у них	1	2
245	но это	1	2
246	жизни а	2	2
247	как на	3	2
248	например в	3	1
249	и действительно	1	1
250	и то	1	1
251	на самом	1	1
252	это и	1	1
253	идет о	1	1
254	я тебя	1	1
255	по преимуществу	1	1
256	свое место	3	1
257	в какой-то	1	1
258	есть не	1	1
259	ему нужно	1	1
260	бы уже	1	1
261	для своего	2	1
262	в особой	1	1
263	вопрос о	2	1
264	начинается с	1	1
265	из того	2	1
266	и самой	1	1
267	в каждой	2	1
268	в ней	1	1
269	герой может	1	1
270	разумеется не	3	1
271	он сам	1	1
272	время в	2	1
273	в чем	1	1
274	с его	6	1
275	тем как	1	1
276	в нашем	1	1
277	я был	1	1
278	самом деле	3	1
279	и внутренний	1	1
280	в общем	1	1
281	герой не	1	1
282	себе и	1	1
283	отличие от	5	1
284	за пределы	1	1
285	первый взгляд	1	1
286	все остальные	1	1
287	однако не	3	1
288	в европейской	1	1
289	в полном	2	1
290	когда он	2	1
291	что по	1	1
292	для которой	1	1
293	человеком в	1	1
294	в самом	3	1
295	говорил он	1	1
296	бы и	3	1
297	от бога	1	1
298	жизни так	1	1
299	романа это	1	1
300	бы не	1	1
301	так в	1	1
302	еще один	2	1
303	им в	2	1
304	ее как	1	1
305	в случае	2	1
306	вследствие этого	2	1
307	вообще не	1	1
308	с чувством	2	1
309	совершенно чужд	1	1
310	стороны в	1	1
311	у людей	1	1
312	европейской литературе	1	1
313	не как	2	1
314	на его	3	1
315	чтобы в	1	1
316	в каждом	1	1
317	на этой	1	1
318	налево и	1	1
319	с прошлым	1	1
320	свой собственный	1	1
321	как ранее	1	1
322	и тем	3	1
323	воля художника	1	1
324	реальности и	1	1
325	о которых	1	1
326	новый мир	1	1
327	все равно	1	1
328	и следовало	1	1
329	практической жизни	1	1
330	нового человека	1	1
331	он и	2	1
332	чем в	1	1
333	ключ к	1	1
334	в первые	1	1
335	и того	1	1
336	нисколько не	1	1
337	и еще	1	1
338	в своей	7	1
339	индивидуальной жизни	1	1
340	не становится	3	1
341	за которым	1	1
342	не столько	1	1
343	тогда еще	1	1
344	художественного мира	1	1
345	такую же	1	1
346	другом и	1	1
347	мира отсюда	1	1
348	и эти	1	1
349	однако в	4	1
350	в устах	1	1
351	сам он	1	1
352	например и	1	1
353	тому что	1	1
354	же самого	1	1
355	чистом виде	1	1
356	в таких	1	1
357	с которой	2	1
358	что ему	2	1
359	не имеет	1	1
360	и сама	1	1
361	не по	1	1
362	и уже	1	1
363	на два	1	1
364	слова как	1	1
365	новеллы в	1	1
366	и притом	1	1
367	революции и	1	1
368	за исключением	1	1
369	во всем	1	1
370	было в	1	1
371	участию в	1	1
372	входят в	1	1
373	уже и	1	1
374	и делает	1	1
375	в будущем	1	1
376	в образах	1	1
377	начиная с	1	1
378	когда мы	1	1
379	сама жизнь	1	1
380	как только	1	1
381	его с	1	1
382	но одновременно	2	1
383	той или	2	1
384	сказать что	1	1
385	оно не	2	1
386	для кого	1	1
387	приходит к	1	1
388	более не	1	1
389	с ее	3	1
390	свою очередь	1	1
391	но при	1	1
392	в ее	5	1
393	у символистов	1	1
394	данном случае	4	1
395	свои силы	1	1
396	художественного мышления	6	1
397	и сам	2	1
398	не за	1	1
399	времени и	1	1
400	здесь как	2	1
401	с собой	1	1
402	еще в	3	1
403	она была	1	1
404	о природе	2	1
405	имеется в	1	1
406	если бы	2	1
407	и т.д	1	1
408	внимание на	2	1
409	но мы	1	1
410	такова что	1	1
411	и тематически	1	1
412	аналогии с	1	1
413	в значительной	1	1
414	и смыслом	1	1
415	между тем	3	1
416	нуждается в	1	1
417	человека из	1	1
418	в бытовой	1	1
419	другого в	4	1
420	основе этих	1	1
421	непосредственно в	1	1
422	исходя из	1	1
423	и были	1	1
424	и об	2	1
425	которой в	1	1
426	и деятельность	1	1
427	все выше	1	1
428	в самый	2	1
429	с духовной	1	1
430	тех пор	1	1
431	герой в	2	1
432	по своей	3	1
433	переносное значение	1	1
434	и одновременно	2	1
435	романа и	2	1
436	лишь на	2	1
437	для себя	2	1
438	и является	1	1
439	это становится	1	1
440	в самое	1	1
441	проявляется в	1	1
442	и ее	2	1
443	xix и	1	1
444	и жизни	3	1
445	именно на	1	1
446	роста и	1	1
447	себя в	7	1
448	одновременно он	1	1
449	для всех	1	1
450	его стихов	1	1
451	есть в	1	1
452	то и	1	1
453	свидетельствует о	1	1
454	ни с	2	1
455	был бы	1	1
456	руки и	1	1
457	бытия и	1	1
458	которой нет	1	1
459	и вместе	2	1
460	он один	1	1
461	там за	1	1
462	момент в	1	1
463	никого не	1	1
464	было будущее	1	1
465	на свое	2	1
466	на ее	1	1
467	и xx	1	1
468	веселым и	1	1
469	дело разумеется	2	1
470	еще и	2	1
471	бытия в	2	1
472	в природе	4	1
473	в отличие	5	1
474	которых оно	1	1
475	что не	2	1
476	становится человеком	1	1
477	на этот	1	1
478	ничем не	1	1
479	более того	3	1
480	другой стороны	2	1
481	в руках	1	1
482	и выше	2	1
483	а так	2	1
484	него не	2	1
485	несмотря на	2	1
486	всю полноту	2	1
487	все более	2	1
488	в присутствии	2	1
489	в цикле	1	1
490	их к	1	1
491	одной стороны	4	1
492	в художественных	1	1
493	с тех	1	1
494	быть только	2	1
495	как средство	1	1
496	личного авторства	1	1
497	человек с	2	1
498	и жизнь	1	1
499	мира с	1	1
500	жизни где	1	1
501	скажем в	2	1
502	направления в	1	1
503	обращения к	1	1
504	и тогда	2	1
505	тех же	1	1
506	это уже	1	1
507	для такого	2	1
508	миру в	1	1
509	в стихотворении	6	1
510	и самостоятельное	1	1
511	это как	3	1
512	которая в	1	1
513	он за	1	1
514	особого рода	5	1
515	лишь как	1	1
516	бы в	1	1
517	реальное время	1	1
518	вообще в	1	1
519	времени все	1	1
520	потребность в	1	1
521	аналогии со	1	1
522	в свою	2	1
523	не узнает	1	1
524	совершенно не	3	1
525	мир но	1	1
526	двух последних	1	1
527	в таком	1	1
528	этой точки	1	1
529	они не	1	1
