N	2gram	Voloshinov_1	Hudozhes
146	и становится	1	2
147	тому же	2	2
148	ей в	1	2
149	не как	1	2
150	чувства в	1	2
151	на этом	1	2
152	оно не	2	2
153	же не	1	2
154	зрения на	1	2
155	его в	4	2
156	который и	1	2
157	характер и	1	2
158	и было	1	2
159	автора и	2	2
160	обратимся к	1	2
161	и тогда	1	2
162	со всей	1	2
163	место в	2	2
164	с точки	2	2
165	она в	1	2
166	что я	1	2
167	нельзя было	1	2
168	с такою	1	2
169	вместе со	2	2
170	в основе	1	2
171	как мы	1	2
172	данном случае	2	2
173	те же	2	2
174	до сих	3	2
175	и внешней	1	2
176	в другом	1	2
177	жизни он	1	2
178	нуждается в	3	2
179	и только	1	2
180	здесь не	3	2
181	дело с	2	2
182	ли он	1	2
183	в виде	1	2
184	его и	1	2
185	себе в	1	2
186	вовсе не	1	2
187	этими словами	1	2
188	сих пор	3	2
189	другого и	1	2
190	именно в	1	2
191	как же	2	2
192	себя и	2	2
193	что не	4	2
194	было на	1	2
195	нет ничего	2	2
196	два человека	1	2
197	вместе с	2	2
198	в данном	2	2
199	не зная	1	2
200	он будет	1	2
201	или иного	1	2
202	автором и	2	2
203	только для	1	2
204	не является	1	2
205	и для	3	2
206	лицо и	1	2
207	отнюдь не	5	2
208	в двух	1	2
209	это уже	1	2
210	хотя бы	5	2
211	точки зрения	14	2
212	между ними	2	2
213	и эта	1	2
214	сказать что	7	2
215	как на	2	2
216	переходя в	1	1
217	например в	1	1
218	всего тем	1	1
219	не остается	2	1
220	есть форма	1	1
221	наконец просто	1	1
222	это и	1	1
223	и так	2	1
224	высшей степени	1	1
225	бы эта	1	1
226	обойтись без	1	1
227	на материале	2	1
228	различает в	1	1
229	мы имеем	2	1
230	мы не	3	1
231	себе как	1	1
232	стремится найти	1	1
233	время как	1	1
234	но то	1	1
235	что можно	1	1
236	из лексикона	1	1
237	кто же	1	1
238	автором с	1	1
239	не нужно	1	1
240	на них	1	1
241	между собой	2	1
242	именно этого	1	1
243	установку на	1	1
244	со словами	1	1
245	бы то	3	1
246	во всех	1	1
247	то он	1	1
248	точка зрения	3	1
249	к которой	1	1
250	в общем	1	1
251	себе и	1	1
252	в свои	1	1
253	за пределы	4	1
254	один и	1	1
255	природы это	1	1
256	в одной	1	1
257	поскольку они	2	1
258	только об	1	1
259	показать что	1	1
260	как к	3	1
261	она как	1	1
262	более и	1	1
263	предметы и	1	1
264	хотя и	1	1
265	когда он	3	1
266	но для	3	1
267	его к	2	1
268	имеет в	3	1
269	себе не	1	1
270	о самом	1	1
271	между их	1	1
272	отношения между	1	1
273	все эти	3	1
274	осознает себя	1	1
275	и тот	1	1
276	позицию в	1	1
277	жизнью и	2	1
278	своим содержанием	1	1
279	в поэтике	1	1
280	из этой	1	1
281	однако он	1	1
282	в корне	2	1
283	близости с	1	1
284	какой бы	1	1
285	общей для	2	1
286	произведении не	1	1
287	не бывает	1	1
288	не должно	1	1
289	но все	2	1
290	комнате в	1	1
291	значительной степени	1	1
292	слова не	1	1
293	здесь мы	1	1
294	то ни	3	1
295	то есть	1	1
296	и иных	1	1
297	зрения и	1	1
298	и тем	1	1
299	почти единственным	1	1
300	делает его	2	1
301	определяется тем	1	1
302	тенденция к	1	1
303	быть только	2	1
304	берет на	1	1
305	в слове	1	1
306	не всегда	1	1
307	которой он	1	1
308	во взаимоотношениях	1	1
309	легче всего	1	1
310	такою же	1	1
311	может идти	1	1
312	я ты	2	1
313	комнате и	1	1
314	себе с	1	1
315	ее внутренней	1	1
316	человек и	1	1
317	для обоих	1	1
318	с уверенностью	1	1
319	от его	1	1
320	признать что	1	1
321	и другого	1	1
322	и уж	1	1
323	обращение к	1	1
324	и более	3	1
325	том же	1	1
326	не должна	3	1
327	в словах	1	1
328	же мы	1	1
329	случае мы	1	1
330	произведения и	3	1
331	в атмосфере	2	1
332	и притом	2	1
333	самого начала	1	1
334	дело в	4	1
335	только из	1	1
336	и остается	1	1
337	своего героя	1	1
338	чем не	1	1
339	для всего	1	1
340	всей его	1	1
341	найти в	1	1
342	имеем дело	1	1
343	этих двух	2	1
344	того в	1	1
345	внешнем определении	1	1
346	оно возникает	1	1
347	а лишь	1	1
348	за его	2	1
349	в области	1	1
350	в момент	2	1
351	разрыв между	2	1
352	его внутренней	1	1
353	поэтому не	1	1
354	когда мы	1	1
355	есть только	1	1
356	от нее	1	1
357	на это	2	1
358	на нечто	1	1
359	потому не	1	1
360	не существует	1	1
361	бытия именно	1	1
362	в себя	2	1
363	с самого	1	1
364	может дать	1	1
365	это только	1	1
366	жизнь и	1	1
367	мы в	2	1
368	является в	1	1
369	и всякого	1	1
370	на что	1	1
371	в настоящее	2	1
372	по себе	3	1
373	заключена в	1	1
374	она могла	1	1
375	и здесь	2	1
376	настоящее время	2	1
377	на какой-нибудь	1	1
378	но мы	2	1
379	и что	2	1
380	и умирает	1	1
381	в поэтической	1	1
382	и который	1	1
383	в значительной	1	1
384	все в	1	1
385	этого бытия	1	1
386	пор мы	1	1
387	искусства в	1	1
388	еще более	1	1
389	того что	3	1
390	как например	1	1
391	быть и	3	1
392	по своей	1	1
393	героя определяется	1	1
394	в новой	1	1
395	на другие	1	1
396	в самое	2	1
397	и потому	2	1
398	по мнению	1	1
399	всей жизни	1	1
400	во времени	1	1
401	важный для	1	1
402	это же	1	1
403	сюда и	1	1
404	уже в	2	1
405	героя с	1	1
406	участие в	1	1
407	или даже	1	1
408	ведь это	1	1
409	так как	9	1
410	то время	1	1
411	отношении к	3	1
412	независимо от	2	1
413	произведение не	1	1
414	этом отношении	1	1
415	образом не	1	1
416	от того	4	1
417	это по	1	1
418	и героя	6	1
419	бы это	1	1
420	нашем примере	7	1
421	без того	1	1
422	мнений и	1	1
423	и т.п	1	1
424	формы ее	1	1
425	длинный ряд	1	1
426	это прежде	1	1
427	уже во	1	1
428	до конца	2	1
429	более того	2	1
430	в комнате	2	1
431	историческая поэтика	1	1
432	не то	1	1
433	там где	2	1
434	подробнее на	1	1
435	все более	1	1
436	бы оно	2	1
437	вступает в	1	1
438	и она	1	1
439	ни на	2	1
440	как одно	1	1
441	теперь когда	1	1
442	в пределах	3	1
443	ее социальной	1	1
444	с этой	2	1
445	на другое	1	1
446	слова и	6	1
447	еще раз	2	1
448	художественное произведение	3	1
449	в условиях	2	1
450	но это	2	1
451	и таким	1	1
452	пусто и	1	1
453	к которому	1	1
454	с автором	3	1
455	слова но	2	1
456	ее и	3	1
457	это часто	1	1
458	к внешнему	1	1
459	но зато	2	1
460	обстоит дело	1	1
461	нам не	1	1
462	понять ее	1	1
463	в творчестве	3	1
464	с ней	1	1
465	не знает	1	1
466	только как	1	1
467	другой стороны	2	1
468	и героем	1	1
469	из этого	3	1
470	героя в	1	1
471	не нуждается	1	1
472	на примере	2	1
473	бы даже	2	1
474	в искусстве	1	1
475	каждое слово	1	1
476	к этому	2	1
477	в таком	1	1
