N	2gram	Tiupa_Lite_2	Istorich
272	приобретает характер	1	1
273	в этой	3	1
274	в известном	1	1
275	она пришла	1	1
276	в плену	1	1
277	но именно	1	1
278	обращаясь к	3	1
279	состоит в	9	1
280	и вот	1	1
281	исходит от	1	1
282	ни было	2	1
283	быть с	1	1
284	что ни	1	1
285	всех своих	3	1
286	и за	2	1
287	в каждом	2	1
288	то ни	1	1
289	в другом	3	1
290	а по	1	1
291	на протяжении	1	1
292	при которой	2	1
293	сила и	2	1
294	я все	3	1
295	характер не	1	1
296	в огонь	1	1
297	за ней	1	1
298	но уже	2	1
299	сознании людей	1	1
300	она и	1	1
301	далеко не	1	1
302	и подобные	1	1
303	с тем	2	1
304	в твоей	2	1
305	здесь все	1	1
306	и было	1	1
307	автора и	1	1
308	не мог	1	1
309	заодно с	1	1
310	от своего	1	1
311	в своей	1	1
312	и без	2	1
313	с точки	3	1
314	своего индивидуального	1	1
315	знает и	1	1
316	от себя	1	1
317	что я	2	1
318	от его	1	1
319	на три	1	1
320	не путем	1	1
321	свое существование	2	1
322	такую же	2	1
323	при рассмотрении	1	1
324	силу и	1	1
325	и то	3	1
326	не для	1	1
327	то с	2	1
328	не раз	2	1
329	тем самым	3	1
330	мышления и	1	1
331	что ей	1	1
332	по всей	1	1
333	того и	1	1
334	имеем дело	1	1
335	при всем	2	1
336	именно она	1	1
337	жизни на	2	1
338	же он	1	1
339	в сознании	1	1
340	мы и	1	1
341	однако это	1	1
342	перед ним	2	1
343	же самое	1	1
344	всего в	1	1
345	и другим	1	1
346	к тому	1	1
347	всего что	1	1
348	в наши	1	1
349	в специальной	1	1
350	для себя	2	1
351	в ситуации	2	1
352	более не	1	1
353	не могу	2	1
354	на основе	1	1
355	сводится к	1	1
356	мысль о	1	1
357	но мы	1	1
358	и сам	2	1
359	здесь происходит	1	1
360	можно было	1	1
361	на нее	1	1
362	на заре	1	1
363	не с	3	1
364	мог бы	1	1
365	во второй	1	1
366	и с	3	1
367	с этого	1	1
368	находится в	1	1
369	к своему	2	1
370	от тебя	1	1
371	во избежание	1	1
372	другие и	1	1
373	вот и	1	1
374	никак не	1	1
375	воля людей	1	1
376	самому себе	1	1
377	можно сказать	1	1
378	а также	2	1
379	все на	1	1
380	в его	4	1
381	в третьем	2	1
382	да в	1	1
383	во всей	1	1
384	и только	2	1
385	именно в	1	1
386	в ту	1	1
387	который бы	1	1
388	что вот	1	1
389	но тут	1	1
390	же можно	1	1
391	тех пор	1	1
392	но с	3	1
393	с появлением	1	1
394	дело с	1	1
395	в какой	2	1
396	и потому	1	1
397	который в	1	1
398	в большом	1	1
399	жизни и	4	1
400	богом и	1	1
401	в жизни	2	1
402	в начале	3	1
403	красоты и	1	1
404	еще одной	1	1
405	а то	1	1
406	очевидно что	2	1
407	него нет	1	1
408	земли и	1	1
409	себе в	1	1
410	тогда он	1	1
411	сама в	1	1
412	как при	1	1
413	к той	1	1
414	даже и	2	1
415	для того	2	1
416	рядом с	1	1
417	в исторической	1	1
418	с другим	2	1
419	а эти	1	1
420	в бою	2	1
421	для этого	2	1
422	а с	1	1
423	только по	1	1
424	от этого	1	1
425	конфликта и	1	1
426	человек в	1	1
427	собой одно	1	1
428	а так	1	1
429	могут служить	2	1
430	него не	2	1
431	именно так	1	1
432	и ты	3	1
433	впервые в	1	1
434	для этой	1	1
435	все более	1	1
436	я стал	1	1
437	из трех	1	1
438	в него	2	1
439	создание нового	1	1
440	та сила	1	1
441	требует от	1	1
442	из которых	2	1
443	быть это	1	1
444	на колени	1	1
445	ты в	2	1
446	что же	1	1
447	вокруг себя	1	1
448	раньше и	2	1
449	с тобой	5	1
450	есть оказывается	1	1
451	для тех	1	1
452	основана на	1	1
453	этом случае	2	1
454	не меняет	1	1
455	т п	2	1
456	о мире	1	1
457	задолго до	1	1
458	мира и	1	1
459	и перед	1	1
460	по такому	1	1
461	ее и	1	1
462	это он	1	1
463	еще более	1	1
464	но зато	1	1
465	от всего	1	1
466	хотя бы	2	1
467	я в	7	1
468	же в	2	1
469	я за	1	1
470	здесь даже	2	1
471	он же	1	1
472	нам не	1	1
473	все еще	2	1
474	от лица	1	1
475	с сыном	1	1
476	первый раз	2	1
477	опять к	1	1
478	не знает	2	1
479	только как	1	1
480	не играет	1	1
481	отношению к	3	1
482	что ты	2	1
483	из этого	1	1
484	у которых	1	1
485	в свое	2	1
486	героя в	2	1
487	мы вновь	1	1
488	лица к	1	1
489	эти слова	1	1
490	а я	1	1
491	все что	2	1
492	также не	1	1
493	в частности	4	1
494	и свою	1	1
495	можно назвать	1	1
496	как на	3	1
497	в таком	1	1
498	такой же	3	1
499	и вновь	2	1
