N	2gram	Tiupa_Hudo_2	Freidism
133	в общем	1	3
134	один и	1	3
135	как в	5	3
136	жизни к	1	3
137	и тот	1	3
138	в себе	9	3
139	но ведь	1	3
140	о которой	2	3
141	что все	3	3
142	зрения на	2	3
143	было бы	3	3
144	мы имеем	1	3
145	мысли и	2	3
146	тому что	4	3
147	самого начала	1	3
148	одна из	2	3
149	сознания это	1	3
150	на него	3	3
151	чем не	1	3
152	мыслей и	1	3
153	ни о	3	3
154	к себе	3	3
155	бы он	1	3
156	она не	5	3
157	с ее	5	3
158	приводит к	2	3
159	если бы	6	3
160	и внешней	2	3
161	и смерть	1	3
162	внутреннюю и	1	3
163	и что	1	3
164	бы то	1	3
165	на всех	1	3
166	в конечном	4	3
167	во втором	2	3
168	и она	1	3
169	на другие	1	3
170	со всеми	1	3
171	человека к	1	3
172	себя в	8	3
173	у него	5	3
174	в них	3	3
175	со стороны	3	3
176	и т.п	1	3
177	ребенка в	1	3
178	о себе	3	3
179	вместе с	2	3
180	слова и	1	3
181	и от	2	3
182	но это	1	3
183	не является	2	3
184	в голову	2	3
185	когда он	1	3
186	не знает	1	3
187	жизни и	6	3
188	ни на	1	3
189	в искусстве	1	3
190	по поводу	3	3
191	отношения к	1	2
192	чтобы не	3	2
193	не остается	1	2
194	и то	2	2
195	тех же	1	2
196	это и	1	2
197	в первом	2	2
198	высшей степени	1	2
199	что между	1	2
200	нам в	1	2
201	во внутреннем	1	2
202	не совсем	1	2
203	между собой	1	2
204	в ее	18	2
205	но как	1	2
206	ответ на	2	2
207	себе и	1	2
208	или иное	1	2
209	чем же	1	2
210	же с	1	2
211	в своем	5	2
212	сознания в	1	2
213	от этого	1	2
214	что это	5	2
215	в нашем	2	2
216	не стали	1	2
217	всей его	1	2
218	человек не	1	2
219	что она	7	2
220	из этой	1	2
221	их в	1	2
222	но все	1	2
223	в поведении	1	2
224	это было	2	2
225	это не	6	2
226	и смерти	1	2
227	только о	1	2
228	жизни то	2	2
229	этого не	1	2
230	всю жизнь	1	2
231	и уже	4	2
232	которой он	1	2
233	на две	1	2
234	жизни но	1	2
235	выйти за	1	2
236	и становится	2	2
237	том что	19	2
238	во второй	2	2
239	и при	1	2
240	мыслью о	1	2
241	сих пор	2	2
242	страх и	1	2
243	теми же	1	2
244	освободиться от	1	2
245	как это	7	2
246	что с	1	2
247	но для	1	2
248	дело не	2	2
249	и притом	1	2
250	не нуждается	1	2
251	для всего	1	2
252	только не	2	2
253	не лучше	1	2
254	тем не	4	2
255	и теперь	1	2
256	этом отношении	1	2
257	в области	1	2
258	в момент	1	2
259	когда мы	1	2
260	отличается от	1	2
261	и внешнюю	2	2
262	они и	2	2
263	оно не	2	2
264	для себя	6	2
265	то или	1	2
266	роль в	2	2
267	в глаза	1	2
268	о нем	2	2
269	в другом	2	2
270	до сих	2	2
271	не позволяет	1	2
272	этих двух	1	2
273	не меняется	1	2
274	произведение искусства	1	2
275	нуждается в	2	2
276	что и	4	2
277	что бы	1	2
278	и об	2	2
279	вся жизнь	1	2
280	как ее	1	2
281	быть и	1	2
282	себя с	2	2
283	каждого человека	1	2
284	проникнуть в	1	2
285	отцу и	1	2
286	для нее	4	2
287	с одной	3	2
288	для всех	1	2
289	и у	2	2
290	уже в	1	2
291	только на	5	2
292	в нашей	1	2
293	из них	2	2
294	его и	2	2
295	точка зрения	1	2
296	в конце	1	2
297	рядом с	5	2
298	и даже	1	2
299	с другой	3	2
300	человека в	4	2
301	и тех	3	2
302	а с	3	2
303	до конца	1	2
304	одной стороны	3	2
305	это прежде	1	2
306	которых мы	1	2
307	более того	1	2
308	а не	14	2
309	так же	3	2
310	другого человека	1	2
311	сказать не	1	2
312	только для	2	2
313	всех людей	1	2
314	и таким	1	2
315	же самое	3	2
316	от матери	1	2
317	это уже	2	2
318	не существует	1	2
319	для нас	3	2
320	все они	3	2
321	да и	5	2
322	с сыном	1	2
323	есть и	3	2
324	и другие	5	2
325	в своих	1	2
326	к этому	1	2
327	во сне	3	2
328	как на	2	2
329	эта новая	1	1
330	и т	4	1
331	одним из	1	1
332	же как	2	1
333	и через	1	1
334	чувствовать себя	1	1
335	противоречие с	3	1
336	так у	1	1
337	но тем	2	1
338	бы для	1	1
339	показать что	1	1
340	мы имели	1	1
341	всему что	1	1
342	в мыслях	2	1
343	когда это	1	1
344	века в	1	1
345	обойтись без	1	1
346	с похорон	1	1
347	а как	2	1
348	полагает что	1	1
349	не умирает	1	1
350	ответить на	1	1
351	теперь как	1	1
352	со смертью	1	1
353	она встречает	1	1
354	принимает на	1	1
355	жизни как	5	1
356	ему в	2	1
357	в будущем	1	1
358	что можно	1	1
359	так а	1	1
360	жизни это	1	1
361	в каждой	1	1
362	и самого	1	1
363	природы и	1	1
364	о смерти	3	1
365	к которой	1	1
366	сознания другого	1	1
367	в качестве	4	1
368	с собою	1	1
369	иногда и	1	1
370	глава четвертая	1	1
371	нет и	1	1
372	в свои	1	1
373	что они	4	1
374	в настоящем	1	1
375	во что	1	1
376	его я	1	1
377	уже знакомый	1	1
378	независимо от	1	1
379	противоречие в	1	1
380	и нет	1	1
381	остановиться на	1	1
382	это был	2	1
383	как уже	2	1
384	его к	1	1
385	ним было	1	1
386	за собой	1	1
387	та же	2	1
388	бы и	4	1
389	жизни еще	1	1
390	образом и	1	1
391	он в	1	1
392	жизни так	2	1
393	бы не	3	1
394	по преимуществу	3	1
395	как он	3	1
396	и обстоятельств	1	1
397	что было	3	1
398	от его	1	1
399	поводу последнего	1	1
400	т д	2	1
401	же это	1	1
402	в человеческой	1	1
403	чувства в	2	1
404	теперь с	1	1
405	не субъективным	1	1
406	обнаруживает себя	1	1
407	на мать	1	1
408	не следует	1	1
409	ее по	2	1
410	а затем	1	1
411	им как	1	1
412	не умеет	1	1
413	каждого из	1	1
414	его внешнего	1	1
415	и тем	1	1
416	на свои	1	1
417	любви в	1	1
418	всеми уже	1	1
419	о которых	2	1
420	служит в	1	1
421	не всегда	1	1
422	он и	1	1
423	рассказывать о	1	1
424	чем в	1	1
425	и было	2	1
426	во внешнюю	1	1
427	рождается и	1	1
428	обратимся к	2	1
429	в один	1	1
430	не мог	1	1
431	сна и	1	1
432	этом случае	1	1
433	таким же	1	1
434	наших дней	1	1
435	где мы	1	1
436	участие в	1	1
437	жизни с	2	1
438	себе самой	1	1
439	душу и	1	1
440	в одном	3	1
441	однако в	2	1
442	любовь к	1	1
443	называет его	2	1
444	же такое	1	1
445	нас к	1	1
446	раз и	1	1
447	того момента	1	1
448	человека есть	1	1
449	а иногда	1	1
450	только из	1	1
451	не по	2	1
452	это состояние	1	1
453	и внутренней	3	1
454	образом в	1	1
455	него было	1	1
456	о них	3	1
457	например между	1	1
458	человека от	1	1
459	дело в	1	1
460	обратим внимание	1	1
461	а во	1	1
462	нее нет	1	1
463	того в	1	1
464	к ней	2	1
465	слове и	1	1
466	и чувства	1	1
467	душу но	1	1
468	себе во	1	1
469	но теперь	1	1
470	внешней и	1	1
471	хочет быть	1	1
472	что на	3	1
473	бытия не	1	1
474	необходимости в	1	1
475	и здесь	1	1
476	именно оно	1	1
477	истории не	1	1
478	представляется нам	2	1
479	разрыв между	1	1
480	в направлении	1	1
481	похож на	1	1
482	его с	1	1
483	всего что	1	1
484	той или	1	1
485	в поле	1	1
486	на это	1	1
487	только одну	1	1
488	о том	12	1
489	и это	3	1
490	приходит к	2	1
491	человеку в	1	1
492	но при	3	1
493	на другой	2	1
494	это за	1	1
495	ни стало	1	1
496	ни слова	3	1
497	мысль о	2	1
498	в тисках	1	1
499	то время	1	1
500	в дальнейшем	1	1
501	и когда	1	1
502	и сам	5	1
503	котором он	1	1
504	в мире	7	1
505	только через	1	1
506	на нее	1	1
507	времени и	1	1
508	не с	2	1
509	рождения и	1	1
510	реальной жизни	1	1
511	на месте	1	1
512	с собой	2	1
513	жизни о	1	1
514	как ему	1	1
515	и внутренняя	1	1
516	жизнь и	1	1
517	мы в	1	1
518	остановимся на	1	1
519	на язык	1	1
520	ничего не	5	1
521	этого сознания	1	1
522	все его	3	1
523	о ней	1	1
524	никогда и	1	1
525	то есть	1	1
526	а также	2	1
527	это я	1	1
528	внимание на	3	1
529	после того	1	1
530	в сфере	1	1
531	но когда	1	1
532	любви к	2	1
533	а у	1	1
534	было жалко	1	1
535	на ее	3	1
536	ко всей	1	1
537	искусства в	1	1
538	на одном	1	1
539	что человек	1	1
540	этом как	1	1
541	тотчас же	1	1
542	ведь от	1	1
543	способность к	2	1
544	исходя из	1	1
545	уже во	1	1
546	а его	1	1
547	все время	3	1
548	искусства он	1	1
549	не знала	2	1
550	о своих	1	1
551	у которого	2	1
552	не зная	2	1
553	к которому	1	1
554	чтобы ответить	1	1
555	с себя	1	1
556	этого ряда	1	1
557	в двух	2	1
558	согласиться с	1	1
559	дело с	2	1
560	в объекте	1	1
561	и так	1	1
562	страх перед	2	1
563	который в	2	1
564	это означает	1	1
565	это же	1	1
566	недосягаемыми для	1	1
567	следил за	1	1
568	с нею	3	1
569	для других	3	1
570	то и	4	1
571	же из	1	1
572	второй главе	1	1
573	также и	1	1
574	в виде	2	1
575	не принимает	1	1
576	по выражению	1	1
577	и других	1	1
578	к своим	1	1
579	одно из	5	1
580	в корне	1	1
581	может служить	1	1
582	имели дело	1	1
583	принципиально не	1	1
584	существовании но	1	1
585	отдельного человека	3	1
586	как будто	4	1
587	тем что	6	1
588	к той	2	1
589	лишь для	1	1
590	и только	2	1
591	в другой	1	1
592	без того	1	1
593	представляется в	2	1
594	или иной	2	1
595	и первая	1	1
596	она в	2	1
597	на примере	1	1
598	нашей жизни	1	1
599	и чем	1	1
600	на них	1	1
601	именно в	2	1
602	я процесс	1	1
603	он позволяет	1	1
604	личной жизни	2	1
605	такое же	1	1
606	во внешней	3	1
607	воспоминания о	1	1
608	себе то	1	1
609	полагаем что	1	1
610	только по	1	1
611	превращается в	4	1
612	а на	1	1
613	его смерти	1	1
614	на которых	1	1
615	однако и	2	1
616	например это	1	1
617	человек в	3	1
618	своей любви	1	1
619	долгое время	1	1
620	отнюдь не	2	1
621	у всех	3	1
622	в слове	1	1
623	там где	1	1
624	за нею	1	1
625	жизнь в	2	1
626	образ матери	1	1
627	в строгом	2	1
628	социальной среде	1	1
629	себе самому	1	1
630	нем еще	1	1
631	для искусства	1	1
632	для объективной	1	1
633	такого рода	1	1
634	прорывается в	1	1
635	души на	1	1
636	мать но	1	1
637	только себя	1	1
638	распадается на	1	1
639	заставить ее	1	1
640	в это	3	1
641	в контексте	2	1
642	бытия с	1	1
643	что сознание	1	1
644	жизни представляется	1	1
645	самого важного	1	1
646	потому не	1	1
647	об отношении	1	1
648	души а	1	1
649	поэтому она	2	1
650	ее и	1	1
651	это часто	1	1
652	души в	1	1
653	бы в	1	1
654	еще более	1	1
655	будто бы	3	1
656	я в	1	1
657	же в	1	1
658	в различных	1	1
659	его высшей	1	1
660	в том	15	1
661	становится первым	1	1
662	время когда	1	1
663	отношении к	1	1
664	не обладает	1	1
665	нам не	1	1
666	нет ничего	2	1
667	о своем	4	1
668	это все	1	1
669	на смену	1	1
670	жизни а	1	1
671	роли в	2	1
672	же мы	1	1
673	я это	2	1
674	из этого	1	1
675	и определенности	1	1
676	который не	1	1
677	у толстого	1	1
678	учения о	1	1
679	остается от	1	1
680	это так	1	1
681	и протекает	1	1
682	нет что	1	1
683	можно назвать	1	1
684	гораздо более	2	1
