N	2gram	Tiupa_Anal_3	Problemy
143	человека как	1	4
144	вместе с	2	4
145	да и	2	4
146	как к	2	4
147	бы он	1	4
148	я в	5	4
149	а между	1	3
150	кто бы	1	3
151	сливается с	1	3
152	говорить о	3	3
153	как я	1	3
154	в ней	2	3
155	собственный голос	1	3
156	хотя и	2	3
157	и как	4	3
158	уже в	3	3
159	в записках	1	3
160	не как	2	3
161	без исключения	3	3
162	в каждом	3	3
163	это было	1	3
164	оно стремится	1	3
165	его и	1	3
166	далеко не	4	3
167	должно быть	1	3
168	в своей	1	3
169	самого героя	1	3
170	не менее	4	3
171	по крайней	4	3
172	по себе	4	3
173	как можно	1	3
174	том что	12	3
175	которого он	2	3
176	во всем	3	3
177	его за	2	3
178	слова с	1	3
179	с ее	3	3
180	в ее	3	3
181	для этого	1	3
182	сводится к	2	3
183	в глаза	2	3
184	голос и	1	3
185	между тем	5	3
186	крайней мере	4	3
187	наконец в	1	3
188	в том	9	3
189	человека с	1	3
190	большинстве случаев	1	3
191	нуждается в	2	3
192	к самому	1	3
193	а с	1	3
194	в стиле	1	3
195	он только	1	3
196	вы как	1	3
197	со словом	1	3
198	по своему	2	3
199	чужой голос	1	3
200	бы в	1	3
201	другой стороны	5	3
202	жизни и	1	3
203	я и	3	2
204	обращено к	1	2
205	например в	2	2
206	это и	2	2
207	ибо как	1	2
208	его внутреннюю	1	2
209	здесь и	3	2
210	той же	5	2
211	та же	1	2
212	время от	1	2
213	ни единого	1	2
214	совпадает с	1	2
215	мы и	1	2
216	того же	5	2
217	и он	2	2
218	столь же	4	2
219	во всех	2	2
220	бы не	1	2
221	герой не	1	2
222	ними а	1	2
223	отличие от	2	2
224	за пределы	1	2
225	сама по	2	2
226	к третьему	2	2
227	диалога и	1	2
228	с этим	3	2
229	в своем	4	2
230	когда он	2	2
231	из письма	1	2
232	да еще	1	2
233	к чему	1	2
234	в большинстве	2	2
235	раз в	1	2
236	тому же	3	2
237	вследствие этого	1	2
238	так сказать	2	2
239	всех этих	1	2
240	подобно тому	3	2
241	такого же	1	2
242	те же	2	2
243	входит в	2	2
244	было бы	3	2
245	он есть	1	2
246	лишь на	3	2
247	в жизни	2	2
248	мог бы	1	2
249	в них	2	2
250	глаза и	1	2
251	он обращается	1	2
252	и того	3	2
253	но я	1	2
254	в отличие	2	2
255	своего рода	8	2
256	чтоб я	1	2
257	тем не	2	2
258	по ту	1	2
259	войти в	1	2
260	однако в	5	2
261	на всю	1	2
262	в той	2	2
263	я для	1	2
264	своего героя	1	2
265	и без	3	2
266	слова как	1	2
267	этом случае	1	2
268	как на	1	2
269	же слова	1	2
270	не слышит	1	2
271	слове о	2	2
272	очень часто	1	2
273	не является	5	2
274	к убийству	1	2
275	отнюдь не	4	2
276	той или	3	2
277	нет на	1	2
278	всего этого	1	2
279	всей своей	1	2
280	так в	3	2
281	особенно в	1	2
282	жизнь и	3	2
283	собой и	1	2
284	именно потому	1	2
285	и должно	1	2
286	о том	6	2
287	голоса в	1	2
288	все его	1	2
289	или как	1	2
290	в форме	2	2
291	и только	1	2
292	меня так	1	2
293	и мир	1	2
294	один из	2	2
295	но с	2	2
296	отца не	1	2
297	тот же	1	2
298	то в	2	2
299	и ее	2	2
300	при всей	1	2
301	со всеми	2	2
302	уже не	5	2
303	слова не	1	2
304	ибо он	1	2
305	мы знаем	1	2
306	не для	2	2
307	ту сторону	1	2
308	каждый из	1	2
309	и делает	1	2
310	нет в	1	2
311	были бы	3	2
312	или иной	5	2
313	о своей	2	2
314	к которому	1	2
315	он во	1	2
316	было и	1	2
317	говорит о	2	2
318	не было	3	2
319	и внутренне	1	2
320	о чем	4	2
321	вступает в	3	2
322	я уже	1	2
323	и потому	2	2
324	тому как	2	2
325	остается в	1	2
326	с этой	1	2
327	которой он	1	2
328	пока еще	3	2
329	это уже	1	2
330	вопрос о	1	2
331	обращается к	1	2
332	не с	2	2
333	будто бы	1	2
334	сказать что	2	2
335	того или	1	2
336	сущности не	1	2
337	но наоборот	1	1
338	человека и	1	1
339	и фактически	1	1
340	начинается с	1	1
341	утверждение что	1	1
342	ты и	1	1
343	идет о	1	1
344	нам кажется	2	1
345	в первом	2	1
346	по преимуществу	2	1
347	в доме	1	1
348	собою в	1	1
349	отношения к	2	1
350	в их	6	1
351	по его	3	1
352	со всех	1	1
353	обращенное к	1	1
354	и само	1	1
355	что уже	1	1
356	план в	1	1
357	бы ни	1	1
358	тон в	1	1
359	из которых	1	1
360	зависимости от	1	1
361	не способен	1	1
362	и был	1	1
363	всех сторон	1	1
364	проявляется в	1	1
365	свою очередь	4	1
366	и самого	6	1
367	героев или	1	1
368	он был	1	1
369	себя а	1	1
370	нам представляется	2	1
371	я на	1	1
372	тем как	1	1
373	суда над	1	1
374	частично совпадают	1	1
375	к богу	1	1
376	не все	1	1
377	а и	4	1
378	уже как	1	1
379	вступают в	1	1
380	и место	1	1
381	лицом к	1	1
382	сих пор	1	1
383	самоопределение и	1	1
384	независимо от	1	1
385	из уст	1	1
386	глубоким и	1	1
387	встречи с	1	1
388	первых двух	1	1
389	как нам	5	1
390	перед нами	4	1
391	и точность	1	1
392	в полном	1	1
393	еще больше	1	1
394	могли бы	2	1
395	даже так	1	1
396	говорит что	1	1
397	что по	4	1
398	и каждое	2	1
399	мертвых душ	1	1
400	и хотя	1	1
401	и между	1	1
402	не дано	1	1
403	и отчасти	1	1
404	бы сказать	1	1
405	в ответ	2	1
406	в этой	6	1
407	этому я	1	1
408	с их	3	1
409	и тот	1	1
410	и до	1	1
411	роль в	3	1
412	во многих	1	1
413	не могла	2	1
414	роли в	3	1
415	в статье	1	1
416	к миру	1	1
417	литературных произведений	3	1
418	в живых	1	1
419	из виду	1	1
420	характер в	1	1
421	на жизнь	1	1
422	какой бы	1	1
423	всех своих	1	1
424	его можно	1	1
425	на то	1	1
426	в нее	1	1
427	которое как	1	1
428	человека в	1	1
429	значительной степени	2	1
430	здесь мы	1	1
431	совпадают с	1	1
432	а затем	1	1
433	и может	1	1
434	авторского замысла	1	1
435	об этом	2	1
436	в глубине	2	1
437	слов о	1	1
438	то есть	10	1
439	о в	2	1
440	ко второму	3	1
441	в итоге	4	1
442	только одно	1	1
443	позволяет ему	1	1
444	рассказчика слово	1	1
445	и беспокойство	1	1
446	но лишь	1	1
447	или напротив	1	1
448	различных произведений	1	1
449	перейдем к	1	1
450	в москве	1	1
451	в романе	2	1
452	собственной вине	1	1
453	в один	1	1
454	одного и	3	1
455	же есть	1	1
456	и становится	1	1
457	в эту	1	1
458	в г	1	1
459	места в	1	1
460	бы на	1	1
461	можно сказать	4	1
462	таким же	1	1
463	как все	1	1
464	не столько	3	1
465	на фоне	1	1
466	их можно	1	1
467	говорил о	1	1
468	должны были	1	1
469	на первой	2	1
470	художественного мира	1	1
471	теми же	1	1
472	в устах	1	1
473	бы быть	1	1
474	для нее	1	1
475	ни были	1	1
476	же мы	1	1
477	нас к	1	1
478	самого ивана	2	1
479	любви и	1	1
480	взглянула на	1	1
481	отчетливо и	1	1
482	от нас	1	1
483	отметить что	1	1
484	уст в	1	1
485	одна из	2	1
486	на два	2	1
487	у кого	1	1
488	всех без	3	1
489	в основе	1	1
490	к изучению	1	1
491	его анализа	1	1
492	миру но	1	1
493	от жизни	1	1
494	не случайно	8	1
495	героев и	1	1
496	образом в	1	1
497	к тебе	1	1
498	не приносит	1	1
499	его речи	1	1
500	человек как	1	1
501	этих двух	1	1
502	и по	2	1
503	ему и	1	1
504	и теперь	1	1
505	связи с	1	1
506	не видит	1	1
507	возвращает нас	1	1
508	этом отношении	3	1
509	не могут	1	1
510	за маской	1	1
511	когда мы	2	1
512	случаях когда	1	1
513	поэтому слово	1	1
514	он оказывается	1	1
515	все еще	1	1
516	а ее	1	1
517	же его	1	1
518	для того	1	1
519	оно не	1	1
520	в университете	1	1
521	и кому	1	1
522	и о	1	1
523	того чтобы	1	1
524	здесь не	3	1
525	говорит и	3	1
526	данном случае	3	1
527	для всего	1	1
528	в особенности	3	1
529	только не	3	1
530	него самого	1	1
531	в себя	2	1
532	приводит к	4	1
533	в дальнейшем	2	1
534	всех героев	1	1
535	как ему	1	1
536	является в	1	1
537	поэтому в	2	1
538	между собой	1	1
539	другом а	1	1
540	могла не	1	1
541	лицо его	2	1
542	в произведении	3	1
543	в применении	1	1
544	мы могли	1	1
545	его художественной	1	1
546	характер этого	1	1
547	внимание на	4	1
548	никак не	1	1
549	свое произведение	1	1
550	один голос	1	1
551	в значительной	2	1
552	должно было	1	1
553	связь между	1	1
554	путь к	3	1
555	двух героев	1	1
556	краткость и	1	1
557	ними в	2	1
558	во всей	1	1
559	об исторических	1	1
560	выше в	1	1
561	слова по	1	1
562	не должен	2	1
563	как если	1	1
564	о своих	2	1
565	от всех	1	1
566	по своей	2	1
567	д и	1	1
568	и дело	1	1
569	одного сознания	1	1
570	позиции как	1	1
571	в совершенном	1	1
572	вмещает в	1	1
573	у тебя	1	1
574	в уста	1	1
575	теперь в	1	1
576	с одной	2	1
577	себя в	4	1
578	сколько в	1	1
579	для всех	2	1
580	со своим	1	1
581	а напротив	2	1
582	что если	1	1
583	другой с	1	1
584	ответ на	3	1
585	характерно что	1	1
586	себе в	1	1
587	и их	1	1
588	ведь это	1	1
589	уклоняется от	1	1
590	всех событий	1	1
591	ее до	1	1
592	своих собственных	1	1
593	мы можем	2	1
594	случае не	1	1
595	не понимал	1	1
596	к той	1	1
597	лишь один	1	1
598	одном слове	1	1
599	что на	1	1
600	его мысли	1	1
601	на второй	1	1
602	занимает ту	1	1
603	он раскрывается	1	1
604	до сих	1	1
605	слове рассказчика	1	1
606	чем он	1	1
607	еще и	3	1
608	один и	1	1
609	остаются вне	1	1
610	резко отличается	1	1
611	не говоря	1	1
612	на этот	1	1
613	есть лишь	1	1
614	уже давно	1	1
615	жизнь в	1	1
616	не появляется	1	1
617	одну из	2	1
618	отразиться на	1	1
619	его глазах	1	1
620	или с	1	1
621	время с	1	1
622	все основные	1	1
623	к его	1	1
624	требует от	1	1
625	на ивана	1	1
626	в столь	1	1
627	в данном	4	1
628	на себя	2	1
629	но вы	1	1
630	это его	1	1
631	на первом	1	1
632	я с	2	1
633	главного героя	1	1
634	нам еще	1	1
635	столько в	1	1
636	художественное произведение	1	1
637	что касается	3	1
638	так ли	1	1
639	не два	1	1
640	под названием	1	1
641	и позволяет	1	1
642	глубине души	1	1
643	отвечает на	1	1
644	всего с	1	1
645	между ними	1	1
646	в отдельных	1	1
647	мысль о	3	1
648	нечто смешное	1	1
649	голодной смерти	1	1
650	все они	2	1
651	своей внутренней	1	1
652	несмотря на	2	1
653	хотя в	2	1
654	к лицу	1	1
655	над собою	1	1
656	здесь только	1	1
657	одной из	1	1
658	может и	1	1
659	о своем	2	1
660	в свою	5	1
661	обратим внимание	2	1
662	выступают с	1	1
663	ко всему	1	1
664	из этого	1	1
665	который не	2	1
666	новыми и	1	1
667	себе не	1	1
668	в своих	1	1
