N	2gram	Potebnia_M_3	Freidism
134	таком случае	2	3
135	человека и	5	3
136	и есть	3	3
137	собственном смысле	2	3
138	он был	1	3
139	не найдем	1	3
140	а только	3	3
141	один и	1	3
142	как в	10	3
143	и той	2	3
144	и как	5	3
145	сказать о	1	3
146	и тот	2	3
147	в себе	16	3
148	главным образом	1	3
149	и вот	1	3
150	одной и	4	3
151	и по	4	3
152	что все	3	3
153	и может	3	3
154	конечно в	1	3
155	может стать	2	3
156	было бы	9	3
157	нисколько не	1	3
158	мысли и	2	3
159	тому что	3	3
160	на него	3	3
161	чем не	1	3
162	представления и	3	3
163	в сознании	15	3
164	ни о	3	3
165	не могут	5	3
166	она не	2	3
167	ничего общего	2	3
168	свою очередь	3	3
169	только то	1	3
170	если бы	12	3
171	и внешней	1	3
172	внутреннюю и	1	3
173	развития как	1	3
174	и что	10	3
175	бы то	1	3
176	и содержание	2	3
177	человека с	1	3
178	человека к	1	3
179	себя в	1	3
180	из которого	1	3
181	у него	2	3
182	в них	5	3
183	со стороны	3	3
184	и т.п	1	3
185	ребенка в	1	3
186	на этот	1	3
187	и оно	3	3
188	вместе с	12	3
189	по своему	2	3
190	слова и	5	3
191	и от	4	3
192	но это	6	3
193	не является	1	3
194	в голову	1	3
195	когда он	1	3
196	не знает	3	3
197	жизни и	2	3
198	ее в	1	3
199	в искусстве	3	3
200	по поводу	4	3
201	ли мы	1	2
202	отношения к	1	2
203	чтобы не	1	2
204	в такой	1	2
205	не остается	1	2
206	и то	8	2
207	тех же	1	2
208	это и	2	2
209	тем же	4	2
210	в первом	3	2
211	когда человек	1	2
212	и до	2	2
213	что между	1	2
214	в первый	1	2
215	того же	1	2
216	не без	1	2
217	сказать и	1	2
218	в ее	2	2
219	но как	2	2
220	ответ на	3	2
221	себе и	1	2
222	отличие от	1	2
223	относится к	4	2
224	чем же	1	2
225	же с	6	2
226	дает нам	3	2
227	что как	2	2
228	в своем	5	2
229	от этого	2	2
230	что это	4	2
231	человек не	2	2
232	что она	3	2
233	есть та	1	2
234	их в	2	2
235	или вовсе	3	2
236	но все	2	2
237	в совершенно	1	2
238	сознание и	1	2
239	них не	1	2
240	при помощи	1	2
241	жизни ребенка	1	2
242	это было	3	2
243	это не	1	2
244	в свой	2	2
245	жизни то	1	2
246	этого не	3	2
247	которой он	1	2
248	приходит в	1	2
249	том что	18	2
250	в эту	1	2
251	но если	1	2
252	и при	4	2
253	мыслью о	1	2
254	в их	2	2
255	представлений и	1	2
256	на первых	2	2
257	его отношение	1	2
258	сих пор	3	2
259	возможно только	3	2
260	таких случаях	1	2
261	в таких	1	2
262	что с	2	2
263	и притом	2	2
264	тому кто	1	2
265	в процессе	1	2
266	в нас	2	2
267	только не	2	2
268	значение во	1	2
269	тем не	3	2
270	и мысли	1	2
271	и теперь	6	2
272	из того	2	2
273	этом отношении	2	2
274	в области	2	2
275	все то	1	2
276	когда мы	2	2
277	же что	6	2
278	отличается от	1	2
279	и внешнюю	1	2
280	для развития	2	2
281	что оно	11	2
282	это содержание	5	2
283	оно не	4	2
284	для себя	3	2
285	и самое	2	2
286	то или	2	2
287	из всего	1	2
288	в виду	1	2
289	в глаза	1	2
290	и вообще	3	2
291	до сих	3	2
292	единства и	1	2
293	что и	13	2
294	что бы	1	2
295	как ее	2	2
296	для ребенка	2	2
297	на которой	3	2
298	мы видим	2	2
299	в какой	2	2
300	я оно	1	2
301	с одной	7	2
302	не можем	3	2
303	уже в	5	2
304	только на	3	2
305	ни было	1	2
306	из них	6	2
307	его и	1	2
308	а потому	6	2
309	потому и	1	2
310	в прошлом	1	2
311	в систему	1	2
312	заметить что	3	2
313	и даже	2	2
314	с другой	7	2
315	чем он	1	2
316	а с	2	2
317	одной стороны	3	2
318	зависит от	6	2
319	а не	15	2
320	для сознания	4	2
321	что мы	8	2
322	душевной жизни	6	2
323	душевная жизнь	1	2
324	так же	3	2
325	самого себя	3	2
326	явлением в	1	2
327	чувства и	3	2
328	для понимания	4	2
329	все наше	1	2
330	только для	1	2
331	и таким	1	2
332	и состав	1	2
333	же самое	1	2
334	не существует	3	2
335	формы и	1	2
336	в силах	1	2
337	для нас	20	2
338	да и	1	2
339	и начинается	1	2
340	есть и	1	2
341	к этому	3	2
342	как на	5	2
343	и т	5	1
344	одним из	1	1
345	различных средств	1	1
346	должно стать	1	1
347	за то	1	1
348	так у	2	1
349	и вслед	1	1
350	но тем	2	1
351	и должны	1	1
352	бы для	1	1
353	нам кажется	2	1
354	далее и	2	1
355	которое мы	2	1
356	человеческой души	1	1
357	кажется что	1	1
358	в мыслях	1	1
359	оно было	1	1
360	этого он	1	1
361	с таким	2	1
362	намек на	1	1
363	и должен	1	1
364	часть его	2	1
365	их и	1	1
366	а как	2	1
367	со всех	1	1
368	или наоборот	1	1
369	нуждаются в	1	1
370	я как	5	1
371	которую мы	1	1
372	вопрос о	1	1
373	оно принадлежит	1	1
374	знакомый нам	1	1
375	одной только	1	1
376	но она	1	1
377	душевные движения	1	1
378	оно есть	3	1
379	которое не	2	1
380	ему в	2	1
381	один пример	1	1
382	то это	6	1
383	в целом	3	1
384	и заставляет	1	1
385	жизни это	1	1
386	и душевная	1	1
387	при таких	2	1
388	в каждой	4	1
389	всех сторон	1	1
390	было до	1	1
391	значение чем	1	1
392	последнее и	1	1
393	что по	2	1
394	время в	3	1
395	без всякого	1	1
396	природу в	1	1
397	природы и	2	1
398	одним словом	2	1
399	заметим что	1	1
400	только потому	3	1
401	них самих	1	1
402	ведь мы	1	1
403	нет и	1	1
404	что они	2	1
405	только путем	1	1
406	в настоящем	1	1
407	из таких	1	1
408	который однако	1	1
409	которые не	1	1
410	случаев но	1	1
411	что хотя	2	1
412	в истории	1	1
413	вызывает в	1	1
414	его я	3	1
415	вследствие чего	1	1
416	эти образы	1	1
417	первый взгляд	1	1
418	независимо от	5	1
419	общего с	1	1
420	от содержания	1	1
421	это был	1	1
422	нас за	1	1
423	что когда	1	1
424	и каждое	2	1
425	сторона в	1	1
426	его к	2	1
427	при чтении	1	1
428	но эта	1	1
429	та же	2	1
430	под ним	2	1
431	сознание с	1	1
432	именно того	1	1
433	образом и	3	1
434	другого как	1	1
435	бы не	4	1
436	по преимуществу	1	1
437	так называемом	1	1
438	только один	2	1
439	время служит	1	1
440	как он	1	1
441	на то	2	1
442	чувства а	1	1
443	в наших	1	1
444	от его	1	1
445	таких условиях	1	1
446	т д	3	1
447	порядка в	1	1
448	области и	1	1
449	единство в	1	1
450	посредством соединения	1	1
451	действуют на	1	1
452	всем своем	1	1
453	даже тогда	2	1
454	идеи и	2	1
455	в человеческой	3	1
456	теперь еще	1	1
457	из него	2	1
458	большого числа	1	1
459	производит на	1	1
460	отношением человека	1	1
461	соединения с	1	1
462	его содержании	1	1
463	в нее	1	1
464	такого же	1	1
465	не следует	5	1
466	тоже как	1	1
467	со всем	1	1
468	говорить не	1	1
469	не нашел	2	1
470	в строго	1	1
471	художественный образ	2	1
472	входит в	2	1
473	книг и	1	1
474	мы на	1	1
475	человека только	1	1
476	окажется что	1	1
477	каждого из	2	1
478	форму и	1	1
479	говоря о	4	1
480	самих и	1	1
481	должен был	1	1
482	и тем	5	1
483	то увидим	1	1
484	во многом	2	1
485	мыслей чувств	1	1
486	далеко не	4	1
487	словом слово	1	1
488	не всегда	2	1
489	и было	1	1
490	форма и	1	1
491	которое тоже	1	1
492	в один	4	1
493	на первый	1	1
494	в связь	1	1
495	таким же	1	1
496	нас не	1	1
497	он должен	1	1
498	и без	7	1
499	переносит в	1	1
500	мы называем	1	1
501	не к	4	1
502	себе а	4	1
503	миф о	1	1
504	жизни с	1	1
505	понятно что	1	1
506	значение какое	1	1
507	чувствами и	1	1
508	в одном	2	1
509	которые в	1	1
510	друг другу	1	1
511	по крайней	5	1
512	есть именно	1	1
513	образом из	1	1
514	оно само	1	1
515	уже сказали	1	1
516	однако в	1	1
517	с такими	1	1
518	любовь к	1	1
519	этого мало	1	1
520	и необходимость	1	1
521	раз и	1	1
522	между людьми	2	1
523	к такой	1	1
524	человека есть	1	1
525	сильно действуют	1	1
526	это чувство	1	1
527	человека но	1	1
528	это дает	1	1
529	друг друга	3	1
530	это последнее	2	1
531	тогда когда	9	1
532	только из	1	1
533	но вместе	4	1
534	образом в	3	1
535	это с	1	1
536	не имели	1	1
537	которое испытывает	1	1
538	нам известно	1	1
539	к ней	5	1
540	слове и	5	1
541	и чувства	1	1
542	к работе	1	1
543	развития своего	1	1
544	что на	1	1
545	и со	1	1
546	необходимости в	1	1
547	похожи на	1	1
548	и далее	1	1
549	и здесь	1	1
550	именно оно	1	1
551	которую не	1	1
552	представляется нам	1	1
553	из глубины	1	1
554	нет ни	2	1
555	можем выразить	2	1
556	следует заметить	1	1
557	его за	1	1
558	сходство с	1	1
559	его с	2	1
560	всего что	1	1
561	искусстве а	1	1
562	смерти и	1	1
563	в поле	1	1
564	уже на	2	1
565	отказаться от	2	1
566	на это	4	1
567	только одну	2	1
568	предмет в	1	1
569	о том	2	1
570	и это	4	1
571	и которая	1	1
572	приходит к	1	1
573	голову по	1	1
574	своего развития	1	1
575	ни одно	1	1
576	как по	1	1
577	в душу	1	1
578	мысль о	5	1
579	то время	4	1
580	свободу и	1	1
581	до самого	1	1
582	и когда	1	1
583	котором мы	2	1
584	мы только	1	1
585	художественное творчество	1	1
586	в мире	1	1
587	только через	1	1
588	на нее	1	1
589	очередь стремится	1	1
590	времени и	1	1
591	не с	1	1
592	ясно что	1	1
593	нескольких образов	1	1
594	мог бы	1	1
595	увидим что	1	1
596	этом чувстве	1	1
597	в результате	1	1
598	можно только	2	1
599	к тем	2	1
600	и внутренняя	1	1
601	жизнь и	1	1
602	утверждать это	1	1
603	из одного	1	1
604	остановимся на	1	1
605	на язык	1	1
606	собою но	1	1
607	ничего не	1	1
608	этого сознания	1	1
609	находится в	1	1
610	все его	1	1
611	знает другого	1	1
612	связанное с	2	1
613	мы чувствуем	1	1
614	говорящего а	2	1
615	на все	2	1
616	то есть	34	1
617	субъекта оно	1	1
618	и та	2	1
619	мысль не	2	1
620	после того	1	1
621	мы старались	1	1
622	в сфере	1	1
623	там же	6	1
624	нет это	1	1
625	в которую	1	1
626	на ее	1	1
627	же самые	1	1
628	уже при	1	1
629	ребенка еще	1	1
630	от них	2	1
631	которые мы	1	1
632	этим путем	1	1
633	но нет	1	1
634	искусства в	1	1
635	на одном	1	1
636	что человек	2	1
637	ними в	1	1
638	в форме	2	1
639	крайней мере	5	1
640	исходя из	1	1
641	при воспоминании	1	1
642	и следовательно	3	1
643	к сознанию	2	1
644	содержание но	1	1
645	следовательно в	1	1
646	иметь право	1	1
647	был более	1	1
648	бросается в	1	1
649	этим лицом	1	1
650	получает возможность	2	1
651	в двух	1	1
652	любви которой	1	1
653	что страх	1	1
654	месте но	1	1
655	понятно и	1	1
656	и быть	1	1
657	во всем	1	1
658	взрослый человек	1	1
659	связанным с	1	1
660	между организмом	1	1
661	ребенок еще	1	1
662	который в	1	1
663	в обществе	1	1
664	бы ни	3	1
665	содержание его	1	1
666	отдельных лиц	1	1
667	есть в	3	1
668	судить о	1	1
669	с нею	2	1
670	них находит	1	1
671	то и	6	1
672	в виде	2	1
673	а это	1	1
674	следует за	1	1
675	к содержанию	3	1
676	противоречия и	1	1
677	одно из	5	1
678	в корне	1	1
679	пока не	1	1
680	слова в	7	1
681	целом и	1	1
682	прибавить что	3	1
683	само собою	1	1
684	от сознания	1	1
685	на душу	1	1
686	старались показать	1	1
687	отдельного человека	1	1
688	тем что	7	1
689	примыкает к	1	1
690	гораздо сложнее	1	1
691	не хотим	1	1
692	содержание этого	1	1
693	лишь для	1	1
694	в другой	1	1
695	даже не	1	1
696	точек зрения	1	1
697	сами эти	1	1
698	этот взгляд	1	1
699	и чем	1	1
700	на них	1	1
701	именно в	3	1
702	с большим	1	1
703	мы его	1	1
704	и между	4	1
705	на чем	2	1
706	личной жизни	1	1
707	такое же	3	1
708	в ребенке	1	1
709	себе то	1	1
710	принадлежит не	1	1
711	только по	5	1
712	превращается в	1	1
713	одного только	1	1
714	и речь	1	1
715	нашей души	1	1
716	принимать за	1	1
717	например это	1	1
718	было для	1	1
719	в слове	32	1
720	там где	3	1
721	или с	2	1
722	на слово	2	1
723	понимание и	1	1
724	если это	1	1
725	имея в	1	1
726	он выражен	1	1
727	того насколько	2	1
728	из мира	1	1
729	такой форме	1	1
730	ответа в	1	1
731	его содержание	1	1
732	или по	1	1
733	в строгом	1	1
734	стороны формы	2	1
735	к своему	2	1
736	так мы	1	1
737	который мы	1	1
738	же прежде	1	1
739	смысле этого	7	1
740	что всякое	1	1
741	души на	1	1
742	и там	1	1
743	хотя с	1	1
744	сравнить его	1	1
745	своего содержания	1	1
746	к следующему	1	1
747	быть не	2	1
748	этого слова	11	1
749	в первые	1	1
750	много лет	1	1
751	простейшие явления	1	1
752	что сознание	1	1
753	ряд мыслей	1	1
754	не будем	1	1
755	в смысле	4	1
756	и психическое	1	1
757	под влиянием	1	1
758	это отличие	1	1
759	не знаем	3	1
760	его душе	1	1
761	но на	1	1
762	на время	1	1
763	об отношении	4	1
764	в область	1	1
765	ему удается	1	1
766	души а	1	1
767	детской души	1	1
768	которая в	1	1
769	тянется к	1	1
770	но эти	1	1
771	души в	1	1
772	целый ряд	2	1
773	бы в	2	1
774	тем более	4	1
775	строгом и	1	1
776	мысль в	3	1
777	я в	1	1
778	или не	1	1
779	же в	2	1
780	в том	32	1
781	этой работе	1	1
782	время когда	1	1
783	отношении к	2	1
784	к ее	1	1
785	если будем	1	1
786	нам не	1	1
787	может и	1	1
788	числа отдельных	1	1
789	ему но	1	1
790	но можно	1	1
791	роль играет	1	1
792	равно как	1	1
793	я это	1	1
794	и определенности	1	1
795	на ней	1	1
796	самосознания и	1	1
797	это так	1	1
798	а может	1	1
799	весь процесс	1	1
800	можно назвать	1	1
801	не вносит	1	1
802	гораздо более	1	1
