N	2gram	Propp_Russ_1	Myshleni
182	до конца	2	3
183	представить себе	1	3
184	нуждается в	1	3
185	связано с	1	3
186	а не	2	3
187	сослаться на	1	3
188	совершенно очевидно	1	3
189	как это	8	3
190	в целом	2	3
191	видел что	1	3
192	тем и	2	3
193	мы должны	2	3
194	не знает	1	3
195	это на	1	3
196	в своих	2	3
197	как на	1	3
198	рассматривается как	1	2
199	увидим ниже	3	2
200	а из	1	2
201	самом деле	1	2
202	мы уже	1	2
203	это объяснение	1	2
204	к новой	1	2
205	что нам	1	2
206	а только	1	2
207	себе и	1	2
208	что они	7	2
209	что именно	2	2
210	все же	5	2
211	когда он	2	2
212	с понятием	1	2
213	и наконец	1	2
214	между двумя	2	2
215	животных и	4	2
216	меньшей мере	1	2
217	все эти	2	2
218	состоит в	8	2
219	этого вопроса	1	2
220	раньше чем	1	2
221	от общего	1	2
222	как они	2	2
223	известно что	1	2
224	чем в	2	2
225	несмотря на	3	2
226	в этих	3	2
227	что если	1	2
228	и том	1	2
229	в которых	5	2
230	что я	1	2
231	дает в	1	2
232	точку зрения	1	2
233	но это	4	2
234	и более	2	2
235	необходимо чтобы	1	2
236	и вообще	1	2
237	что чем	1	2
238	не менее	3	2
239	она не	2	2
240	для каждого	1	2
241	не могло	1	2
242	у нас	8	2
243	к таким	3	2
244	в четвертом	1	2
245	известно в	1	2
246	приходит к	1	2
247	всем этим	1	2
248	нами выше	1	2
249	в совершенно	1	2
250	на том	1	2
251	не с	3	2
252	что у	2	2
253	еще в	4	2
254	для этого	2	2
255	с ним	2	2
256	означает что	2	2
257	вот почему	1	2
258	в раннем	1	2
259	внимание на	1	2
260	при котором	1	2
261	нас в	1	2
262	по типу	1	2
263	в настоящей	1	2
264	представления о	1	2
265	вопрос был	1	2
266	с ними	5	2
267	только на	3	2
268	каким образом	1	2
269	но совершенно	1	2
270	а и	5	2
271	из них	8	2
272	в одном	3	2
273	у него	2	2
274	в других	11	2
275	к которому	1	2
276	во второй	1	2
277	и др	4	2
278	и своего	1	2
279	в любой	1	2
280	которых мы	1	2
281	не на	2	2
282	и непосредственно	2	2
283	в связи	4	2
284	в иной	1	2
285	в меру	1	2
286	по своему	1	2
287	в данном	1	2
288	что всякое	1	2
289	по существу	4	2
290	этого слова	3	2
291	какие же	2	2
292	как только	1	2
293	этом случае	5	2
294	находящихся в	1	2
295	все это	6	2
296	форм и	1	2
297	эту точку	1	2
298	для нас	6	2
299	от него	1	2
300	интерес к	2	2
301	а в	9	2
302	в новый	6	2
303	имеет место	2	2
304	и другие	13	2
305	взгляд на	1	1
306	что дало	1	1
307	тех же	1	1
308	и до	2	1
309	что эти	1	1
310	собственном смысле	1	1
311	видеть в	1	1
312	с таким	1	1
313	над ней	1	1
314	и могут	1	1
315	после нее	1	1
316	этого нет	1	1
317	было известно	1	1
318	в первый	4	1
319	имеет свою	1	1
320	еще до	2	1
321	что иное	2	1
322	они связаны	1	1
323	на другой	1	1
324	но даже	2	1
325	ему в	1	1
326	и он	1	1
327	свою очередь	2	1
328	и сами	1	1
329	иное как	2	1
330	но этого	1	1
331	в различных	2	1
332	близких и	1	1
333	на самом	2	1
334	точка зрения	1	1
335	как показал	1	1
336	ответ на	1	1
337	известно во	1	1
338	не просто	2	1
339	которые не	3	1
340	отнюдь не	2	1
341	из центральных	1	1
342	что во	1	1
343	его на	1	1
344	общего с	1	1
345	от до	1	1
346	перед нами	1	1
347	кроме того	1	1
348	находящиеся в	2	1
349	в приведенном	1	1
350	его к	2	1
351	что этим	1	1
352	тем же	1	1
353	основное в	1	1
354	в этот	10	1
355	не можем	3	1
356	не приходится	1	1
357	что это	3	1
358	не оставляет	1	1
359	в употреблении	1	1
360	как он	2	1
361	к выводу	2	1
362	что она	2	1
363	потребности в	1	1
364	том какие	1	1
365	не значит	2	1
366	не как	1	1
367	лежит не	1	1
368	но вместе	1	1
369	прежде чем	1	1
370	встречаются в	2	1
371	но все	3	1
372	и за	1	1
373	сделать из	2	1
374	они должны	1	1
375	об этом	9	1
376	связанных с	1	1
377	и с	2	1
378	на все	2	1
379	входит в	4	1
380	в и	17	1
381	и всей	2	1
382	от одного	1	1
383	который по	1	1
384	ни в	1	1
385	далеко не	3	1
386	первые два	1	1
387	которой он	1	1
388	он и	1	1
389	оно имеет	1	1
390	можно считать	1	1
391	всех этих	2	1
392	мы попытаемся	2	1
393	во время	14	1
394	привело к	2	1
395	и при	1	1
396	при изучении	5	1
397	таким же	3	1
398	слова совершенно	1	1
399	и без	1	1
400	жизнь и	1	1
401	не столько	1	1
402	на каждом	3	1
403	представление о	3	1
404	в отличие	1	1
405	не путем	1	1
406	в другие	8	1
407	начнем с	1	1
408	однако не	1	1
409	тем не	3	1
410	так называемое	1	1
411	их в	3	1
412	и наоборот	1	1
413	этой работы	2	1
414	оно приводит	1	1
415	что есть	1	1
416	но они	3	1
417	как можно	2	1
418	что ему	2	1
419	значению слова	1	1
420	дело в	1	1
421	одна из	4	1
422	или другие	2	1
423	к этим	1	1
424	к изучению	1	1
425	что подражание	1	1
426	когда они	1	1
427	понимать его	1	1
428	дело не	1	1
429	значение этого	1	1
430	впрочем в	1	1
431	видим что	1	1
432	из основных	1	1
433	имеет совершенно	1	1
434	можно объяснить	2	1
435	котором в	1	1
436	и правильным	1	1
437	начиная с	3	1
438	и всех	1	1
439	сходство с	2	1
440	другое слово	1	1
441	зависят от	1	1
442	это влияние	1	1
443	они и	2	1
444	в самых	1	1
445	обращение к	1	1
446	в работах	1	1
447	для дальнейшего	1	1
448	ничего общего	2	1
449	и это	1	1
450	и о	1	1
451	подобно тому	1	1
452	данном случае	1	1
453	в собственном	1	1
454	и характер	1	1
455	мы наблюдаем	2	1
456	здесь он	1	1
457	подойти к	2	1
458	собой и	1	1
459	выводу что	2	1
460	находится в	2	1
461	это собственно	1	1
462	как особую	1	1
463	о том	8	1
464	настоящее время	3	1
465	никак не	1	1
466	в глаза	1	1
467	после того	2	1
468	и который	1	1
469	совершаемые в	1	1
470	приводят нас	1	1
471	к нему	1	1
472	между тем	7	1
473	работе мы	1	1
474	при исследовании	1	1
475	и под	1	1
476	себя но	1	1
477	в середине	3	1
478	это приводит	1	1
479	второй половине	1	1
480	что здесь	1	1
481	как например	3	1
482	на которой	1	1
483	слово с	1	1
484	в двух	1	1
485	тот же	1	1
486	мы увидим	8	1
487	соответствующих ему	1	1
488	его жизнь	1	1
489	в прошлом	2	1
490	он уже	1	1
491	который в	1	1
492	и ее	1	1
493	через их	1	1
494	с которыми	1	1
495	в эти	4	1
496	которой оно	1	1
497	ему помогают	1	1
498	и теперь	1	1
499	их анализ	1	1
500	с живыми	1	1
501	это показывает	2	1
502	уже не	6	1
503	и у	5	1
504	то и	1	1
505	в значении	1	1
506	оно в	1	1
507	в виде	6	1
508	в начале	1	1
509	помогают в	1	1
510	времени когда	1	1
511	его и	2	1
512	обратиться к	1	1
513	и их	4	1
514	слова в	3	1
515	и должна	1	1
516	с этими	1	1
517	привела к	1	1
518	отличие от	1	1
519	во всей	1	1
520	в очень	1	1
521	и из	3	1
522	не раньше	1	1
523	влияние на	1	1
524	как у	1	1
525	же а	2	1
526	совершенно ином	1	1
527	с той	1	1
528	не потому	1	1
529	еще и	1	1
530	это все	1	1
531	наконец в	1	1
532	а с	4	1
533	ясно в	1	1
534	говорит о	1	1
535	по тем	1	1
536	не означает	2	1
537	на весь	2	1
538	только как	1	1
539	в руках	1	1
540	вопрос можно	1	1
541	возвращаясь к	1	1
542	как видно	1	1
543	о чем	3	1
544	под влиянием	1	1
545	ближе к	1	1
546	настоящей работе	1	1
547	всецело и	1	1
548	стоит в	2	1
549	если не	1	1
550	на год	1	1
551	с трудом	1	1
552	и во	1	1
553	можно будет	1	1
554	относятся к	2	1
555	с общей	1	1
556	быть продолжена	1	1
557	из которых	1	1
558	имеют первостепенное	1	1
559	тому как	1	1
560	в тех	4	1
561	значит что	2	1
562	в это	3	1
563	ли не	1	1
564	в истории	1	1
565	место на	1	1
566	в основном	3	1
567	весь ход	1	1
568	подчинить себе	1	1
569	не встречаются	2	1
570	становится ясным	1	1
571	на одной	1	1
572	слово к	1	1
573	в более	2	1
574	деле как	1	1
575	приводит нас	2	1
576	обычно не	2	1
577	к пониманию	1	1
578	должны быть	1	1
579	при таком	1	1
580	это как	1	1
581	в настоящее	3	1
582	оказалось что	1	1
583	это часто	1	1
584	главным образом	2	1
585	в установлении	1	1
586	только с	1	1
587	и различные	1	1
588	в равной	2	1
589	в целях	3	1
590	чем можно	2	1
591	иначе чем	1	1
592	нам не	1	1
593	слово в	1	1
594	в свою	3	1
595	слова с	1	1
596	необходимо было	1	1
597	относящиеся к	2	1
598	на общий	1	1
599	не что	2	1
600	в отдельности	2	1
601	есть и	1	1
602	только о	1	1
603	которых наиболее	1	1
604	в заключение	1	1
605	но эти	3	1
606	того времени	1	1
607	а нечто	1	1
608	к этому	4	1
609	значение в	1	1
610	от слова	1	1
611	точно так	1	1
612	все что	1	1
